participant_id,item_id,trial_order,phase_id,stimulus,condition,response,accuracy,rt
1,19302,24701,50,schoden,nonword,nonword,1,756
1,24496,24702,50,verboor,nonword,nonword,1,603
1,20676,24703,50,snerven,nonword,nonword,1,553
1,2004,24825,50,prokje,nonword,nonword,1,447
1,17636,24705,50,penk,nonword,nonword,1,524
1,7280,24706,50,gestard,nonword,nonword,1,700
1,4220,24707,50,moeen,nonword,nonword,1,502
1,17682,25072,50,quank,nonword,nonword,1,472
1,7812,24709,50,noetig,nonword,nonword,1,730
1,23284,24952,50,teelbank,nonword,word,0,NA
1,11516,24751,50,koeddier,nonword,nonword,1,464
1,2548,24833,50,boezier,nonword,nonword,1,485
1,20570,24713,50,zwee,nonword,nonword,1,694
1,4092,24714,50,rua's,nonword,nonword,1,465
1,5496,24836,50,erleer,nonword,nonword,1,491
1,18966,25080,50,carans,nonword,nonword,1,638
1,1936,24717,50,blooi,nonword,nonword,1,607
1,23688,24718,50,bratten,nonword,nonword,1,573
1,7814,24719,50,googje,nonword,nonword,1,620
1,6474,24720,50,gazat,nonword,nonword,1,474
1,25688,24721,50,meertuin,nonword,nonword,1,523
1,7736,25086,50,flowe,nonword,nonword,1,515
1,13398,24844,50,nopaal,nonword,nonword,1,432
1,10644,25006,50,kegslom,nonword,nonword,1,753
1,17056,25089,50,vozing,nonword,nonword,1,514
1,5806,25090,50,fonheid,nonword,nonword,1,515
1,3972,25091,50,zen,nonword,nonword,1,485
1,14692,24728,50,mondoor,nonword,nonword,1,539
1,15218,25093,50,niert,nonword,nonword,1,568
1,17726,24730,50,roofwerk,nonword,word,0,NA
1,26982,24973,50,kilken,nonword,nonword,1,490
1,25430,24974,50,muitje,nonword,word,0,NA
1,8102,24975,50,krienel,nonword,nonword,1,435
1,11966,24855,50,kleeg,nonword,nonword,1,516
1,7054,24856,50,gegijns,nonword,nonword,1,501
1,22310,24736,50,strohaak,nonword,word,0,NA
1,7090,24737,50,gesmaafd,nonword,nonword,1,505
1,21216,24738,50,spleken,nonword,nonword,1,523
1,20062,24860,50,sfeeltjes,nonword,nonword,1,480
1,12646,24780,50,bonge,nonword,nonword,1,365
1,1978,24983,50,blaamschap,nonword,nonword,1,596
1,15572,24742,50,arweg,nonword,nonword,1,481
1,21816,24743,50,stijt,nonword,nonword,1,595
1,19910,25108,50,sorves,nonword,nonword,1,640
1,18332,24745,50,moepe,nonword,nonword,1,533
1,15362,24746,50,nom,nonword,nonword,1,486
1,19032,24747,50,scheem,nonword,nonword,1,504
1,10372,24748,50,kint,nonword,nonword,1,538
1,17678,24749,50,pyvlans,nonword,nonword,1,666
1,8340,25113,50,gitpen,nonword,nonword,1,703
1,24324,25155,50,verkleef,nonword,nonword,1,614
1,21408,24752,50,stogje,nonword,nonword,1,NA
1,17558,25116,50,tjalm,nonword,nonword,1,667
1,8482,24754,50,tagen,nonword,nonword,1,517
1,22880,24755,50,zerten,nonword,nonword,1,469
1,1452,24756,50,bopjes,nonword,nonword,1,521
1,5144,25121,50,muben,nonword,nonword,1,536
1,98,25122,50,aanrus,nonword,nonword,1,488
1,22850,25123,50,zimpel,nonword,nonword,1,475
1,6994,24760,50,gezijd,nonword,nonword,1,577
1,21826,24882,50,stoogjes,nonword,word,0,NA
1,21254,25126,50,struitjes,nonword,nonword,1,681
1,2452,25005,50,barkje,nonword,word,0,NA
1,14590,24804,50,dijkes,nonword,nonword,1,561
1,22542,24765,50,fossen,nonword,nonword,1,700
1,21882,24766,50,starken,nonword,nonword,1,613
1,9234,25130,50,hoel,nonword,nonword,1,581
1,16186,24889,50,partgers,nonword,nonword,1,626
1,16638,24769,50,digant,nonword,nonword,1,471
1,17506,24770,50,proei,nonword,nonword,1,698
1,19466,24892,50,scherte,nonword,nonword,1,439
1,12116,25136,50,kreep,nonword,nonword,1,NA
1,13874,24894,50,walge,nonword,nonword,1,NA
1,10400,24774,50,katsen,nonword,nonword,1,675
1,21220,25139,50,sprestjes,nonword,nonword,1,657
1,25422,24776,50,veentuig,nonword,nonword,1,482
1,17858,24777,50,radgort,nonword,nonword,1,534
1,23062,24778,50,tim,nonword,nonword,1,469
1,344,24779,50,akhums,nonword,nonword,1,441
1,19728,24820,50,schraam,nonword,nonword,1,663
1,22594,24781,50,sapel,nonword,nonword,1,709
1,8914,24903,50,helf,nonword,word,0,NA
1,7752,24783,50,fraaiend,nonword,word,0,NA
1,13380,25148,50,begen,nonword,nonword,1,NA
1,23634,25149,50,troccoirs,nonword,nonword,1,569
1,14766,24786,50,kessen,nonword,nonword,1,533
1,5294,24787,50,aarst,nonword,nonword,1,453
1,4174,24909,50,keiper,nonword,nonword,1,750
1,5426,24789,50,opke,nonword,nonword,1,437
1,3840,25154,50,retje,nonword,nonword,1,600
1,962,25032,50,beglank,nonword,nonword,1,519
1,25114,24872,50,visats,nonword,nonword,1,434
1,3838,24793,50,daleeft,nonword,nonword,1,467
1,19896,24955,50,seriet,nonword,nonword,1,539
1,18580,25159,50,rostchomp,nonword,nonword,1,465
1,15178,24917,50,nijkje,nonword,nonword,1,801
1,20422,24797,50,brube,nonword,nonword,1,473
1,2560,25161,50,houber,nonword,nonword,1,470
1,22206,24799,50,struisjes,nonword,word,0,NA
1,21512,25042,50,stempen,nonword,nonword,1,749
1,23356,25165,50,zeewen,nonword,nonword,1,632
1,19362,24802,50,scheun,nonword,nonword,1,745
1,11344,24803,50,vrokken,nonword,nonword,1,529
1,13334,24924,50,limben,nonword,nonword,1,469
1,23986,25169,50,veekheid,nonword,nonword,1,452
1,2180,24806,50,boggy's,nonword,nonword,1,515
1,14682,25171,50,denster,nonword,nonword,1,428
1,10758,25172,50,riest,nonword,nonword,1,496
1,19670,25051,50,schronen,nonword,nonword,1,525
1,21640,24931,50,stankers,nonword,nonword,1,642
1,842,25175,50,bankhaaf,nonword,nonword,1,502
1,18758,24812,50,moelden,nonword,nonword,1,589
1,8934,24813,50,lezel,nonword,nonword,1,619
1,12816,24814,50,leergrecht,nonword,nonword,1,553
1,7414,25179,50,gevolkt,nonword,nonword,1,661
1,15736,24816,50,ontnaak,nonword,nonword,1,521
1,23280,24817,50,zaampjes,nonword,nonword,1,410
1,17042,24818,50,poetvas,nonword,nonword,1,496
1,23972,24819,50,uurbert,nonword,nonword,1,401
1,8498,24981,50,harmstoer,nonword,nonword,1,519
1,7666,24821,50,fredde,nonword,nonword,1,451
1,32,24822,50,oondijl,nonword,nonword,1,439
1,13406,24823,50,lerken,nonword,nonword,1,427
1,2216,24945,50,boof,nonword,word,0,NA
1,4986,24946,50,treppel,nonword,nonword,1,638
1,18270,25190,50,reedling,nonword,nonword,1,602
1,976,25191,50,bevank,nonword,nonword,1,504
1,3622,24828,50,cetven,nonword,nonword,1,456
1,17992,24829,50,rijds,nonword,nonword,1,524
1,16778,25194,50,vronken,nonword,nonword,1,725
1,4118,24951,50,deu,nonword,nonword,1,429
1,24408,24912,50,veroond,nonword,nonword,1,427
1,26056,24873,50,meerdig,nonword,nonword,1,582
1,220,25115,50,adim,nonword,nonword,1,505
1,26972,24835,50,wurken,nonword,nonword,1,522
1,26112,24876,50,kechtte,nonword,nonword,1,491
1,13208,24958,50,looswacht,nonword,nonword,1,462
1,17020,24838,50,poem,nonword,nonword,1,800
1,2266,25081,50,bijven,nonword,nonword,1,538
1,884,24840,50,larst,nonword,nonword,1,535
1,16766,24841,50,plakzaan,nonword,nonword,1,504
1,21954,24842,50,stasjes,nonword,nonword,1,410
1,21852,25085,50,starker,nonword,nonword,1,613
1,15278,24897,50,norf,nonword,nonword,1,510
1,23772,25167,50,tump,nonword,nonword,1,577
1,11224,24967,50,truis,nonword,nonword,1,465
1,4596,25007,50,diekje,nonword,nonword,1,617
1,24586,24848,50,vervoed,nonword,nonword,1,594
1,13202,25010,50,dijf,nonword,nonword,1,647
1,13014,24971,50,beiker,nonword,nonword,1,466
1,34,25133,50,uindien,nonword,nonword,1,482
1,7106,25013,50,geteid,nonword,nonword,1,530
1,16028,24893,50,omeel,nonword,nonword,1,475
1,7436,25015,50,gedoept,nonword,nonword,1,772
1,14954,24895,50,saatte,nonword,nonword,1,443
1,4616,24977,50,kompen,nonword,nonword,1,NA
1,2128,24870,50,proot,nonword,nonword,1,512
1,2854,24858,50,blosde,nonword,nonword,1,711
1,17646,24980,50,pitsje,nonword,nonword,1,651
1,9386,25061,50,hoofdstaart,nonword,nonword,1,686
1,12148,25022,50,griemel,nonword,nonword,1,705
1,846,24902,50,lennen,nonword,nonword,1,556
1,23148,25024,50,zoedien,nonword,nonword,1,501
1,25256,24985,50,vloetkolf,nonword,nonword,1,422
1,8832,24986,50,heuwel,nonword,nonword,1,489
1,7836,24987,50,govefs,nonword,nonword,1,508
1,24024,24988,50,voot,nonword,nonword,1,653
1,18834,24908,50,dindje,nonword,nonword,1,508
1,14980,24869,50,nechts,nonword,nonword,1,511
1,8328,24923,50,neitig,nonword,nonword,1,600
1,25214,25192,50,zwieg,nonword,nonword,1,634
1,3056,25153,50,hindel,nonword,nonword,1,535
1,440,24886,50,ewen,nonword,nonword,1,796
1,24508,25181,50,verzwaald,nonword,nonword,1,NA
1,11144,24875,50,troek,nonword,nonword,1,488
1,19314,25077,50,schour,nonword,nonword,1,462
1,11474,24998,50,ruilte,nonword,word,0,NA
1,15242,24878,50,noorntje,nonword,nonword,1,431
1,28016,24879,50,vlakuw,nonword,nonword,1,483
1,17910,25001,50,deses,nonword,nonword,1,727
1,1856,25163,50,rannen,nonword,nonword,1,555
1,5040,24922,50,doekt,nonword,nonword,1,569
1,7220,24896,50,gepraard,nonword,nonword,1,559
1,7398,25031,50,genucht,nonword,nonword,1,518
1,22250,24898,50,strietche,nonword,nonword,1,623
1,10716,25020,50,melers,nonword,nonword,1,458
1,17260,25060,50,peler,nonword,nonword,1,642
1,23184,24928,50,toesleen,nonword,nonword,1,512
1,1196,24929,50,beson,nonword,nonword,1,544
1,23042,25170,50,tookperk,nonword,nonword,1,440
1,16260,25092,50,parkzer,nonword,nonword,1,518
1,25852,25066,50,snoedag,nonword,nonword,1,520
1,9242,24933,50,leurtjes,nonword,word,0,NA
1,7988,24934,50,brakjes,nonword,nonword,1,598
1,23896,24935,50,uislang,nonword,nonword,1,564
1,4912,25151,50,traagde,nonword,nonword,1,785
1,2012,25084,50,blaksert,nonword,nonword,1,616
1,8332,24950,50,nalden,nonword,nonword,1,508
1,20316,24938,50,troewer,nonword,nonword,1,442
1,22426,25018,50,stieler,nonword,nonword,1,587
1,2594,24941,50,bowrot,nonword,nonword,1,449
1,6492,24942,50,gepard,nonword,nonword,1,501
1,10630,25185,50,kerkworp,nonword,nonword,1,826
1,27128,24904,50,twijlen,nonword,nonword,1,784
1,18064,25119,50,keenste,nonword,nonword,1,545
1,22930,24906,50,tendt,nonword,nonword,1,490
1,23372,25028,50,vlaartjes,nonword,nonword,1,675
1,2366,25069,50,hont,nonword,nonword,1,614
1,23670,25082,50,driffels,nonword,nonword,1,491
1,6016,25056,50,vroot,nonword,nonword,1,459
1,10038,25043,50,joestvriend,nonword,nonword,1,532
1,17092,24990,50,kols,nonword,nonword,1,422
1,14008,25150,50,mortiek,nonword,nonword,1,536
1,7456,25140,50,gedukt,nonword,nonword,1,NA
1,10494,25197,50,mauben,nonword,nonword,1,524
1,7438,24996,50,geziel,nonword,nonword,1,569
1,370,25038,50,anda,nonword,nonword,1,554
1,1382,24944,50,belocht,nonword,nonword,1,551
1,5924,24959,50,jit,nonword,nonword,1,625
1,14204,24920,50,mins,nonword,nonword,1,551
1,13074,24961,50,bachten,nonword,nonword,1,431
1,22558,25109,50,symsey,nonword,nonword,1,619
1,23934,24949,50,uisbal,nonword,nonword,1,439
1,13900,25029,50,hardje,nonword,nonword,1,734
1,23836,25049,50,wrijfelf,nonword,nonword,1,608
1,17820,25023,50,rarmsloed,nonword,nonword,1,682
1,4748,24979,50,snapa,nonword,nonword,1,455
1,24266,25180,50,meve,nonword,nonword,1,432
1,20796,25187,50,cound,nonword,nonword,1,560
1,3090,25014,50,listes,nonword,word,0,NA
1,5362,24997,50,aalde,nonword,nonword,1,519
1,14738,25106,50,volen,nonword,nonword,1,625
1,1956,25019,50,sloke,nonword,nonword,1,554
1,27018,25062,50,weinhoos,nonword,nonword,1,439
1,16810,25041,50,snapje,nonword,nonword,1,874
1,4510,25189,50,doopriek,nonword,nonword,1,505
1,238,25027,50,adooi,nonword,nonword,1,531
1,3314,25120,50,ribier,nonword,nonword,1,752
1,20170,24947,50,klang,nonword,nonword,1,522
1,17906,25063,50,degent,nonword,nonword,1,572
1,2946,25059,50,fluraal,nonword,nonword,1,546
1,12220,25054,50,kums,nonword,nonword,1,NA
1,2922,25186,50,braaldschat,nonword,nonword,1,510
1,8733,24712,50,hebbend,word,word,1,651
1,6535,24794,50,gebrom,word,word,1,486
1,27285,24845,50,zalmpjes,word,word,1,581
1,13801,24792,50,machtsstrijd,word,word,1,514
1,15139,24753,50,net,word,word,1,515
1,3667,24932,50,daarmee,word,word,1,461
1,15025,24711,50,nasleep,word,nonword,0,NA
1,14391,24847,50,mijters,word,word,1,562
1,9475,24913,50,hoorntjes,word,word,1,495
1,13749,24723,50,maandag,word,word,1,427
1,985,24767,50,bedierf,word,word,1,563
1,14643,24890,50,mollig,word,word,1,479
1,5771,24715,50,feeks,word,word,1,548
1,1161,24887,50,behoor,word,word,1,626
1,24739,24918,50,verstomd,word,word,1,503
1,15741,24764,50,ontzag,word,word,1,540
1,12369,24839,50,kwader,word,word,1,501
1,28031,24731,50,zwarter,word,word,1,NA
1,6033,24857,50,fluitje,word,word,1,519
1,21061,24763,50,spijze,word,nonword,0,NA
1,21513,24710,50,stapt,word,word,1,450
1,2567,24926,50,bouwplan,word,word,1,476
1,22587,24953,50,taartje,word,nonword,0,NA
1,22493,24861,50,succes,word,word,1,482
1,2693,24915,50,breedte,word,nonword,0,NA
1,14025,24849,50,matje,word,word,1,464
1,17721,24851,50,raampje,word,word,1,434
1,10731,24810,50,kieltjes,word,word,1,NA
1,14357,24732,50,mij,word,word,1,399
1,5969,24852,50,flauwe,word,word,1,439
1,10387,24724,50,kaper,word,word,1,464
1,17735,24761,50,raasden,word,word,1,497
1,19527,24937,50,schooltje,word,word,1,421
1,5151,24843,50,duwtjes,word,word,1,494
1,5827,24832,50,fictief,word,word,1,499
1,6803,24966,50,gekleed,word,word,1,362
1,15757,24914,50,onwil,word,word,1,497
1,2549,24968,50,bouviers,word,nonword,0,NA
1,2037,24741,50,bloedbad,word,word,1,494
1,27179,24809,50,yes,word,word,1,457
1,1721,24984,50,bezweet,word,word,1,450
1,22739,24972,50,taxi,word,word,1,421
1,11791,24704,50,kostte,word,word,1,489
1,9467,24734,50,hoorn,word,word,1,475
1,11003,24854,50,kleine,word,word,1,465
1,26073,24936,50,waarna,word,word,1,498
1,1741,24735,50,bied,word,word,1,461
1,13117,24965,50,liefde,word,word,1,437
1,4843,24831,50,dringen,word,word,1,496
1,15649,24927,50,ontgaat,word,word,1,510
1,9405,24739,50,hoog,word,word,1,476
1,23375,24874,50,trachten,word,nonword,0,NA
1,25401,24916,50,voerde,word,word,1,729
1,22497,24957,50,sufferd,word,word,1,458
1,27389,24837,50,zege,word,word,1,493
1,2103,24798,50,blokkers,word,word,1,476
1,19135,25000,50,schatten,word,word,1,481
1,8277,24881,50,grootma's,word,word,1,524
1,4431,24962,50,domme,word,word,1,452
1,10135,24883,50,juf,word,word,1,462
1,23155,24750,50,toegift,word,nonword,0,NA
1,22311,24884,50,stroken,word,word,1,498
1,25165,24993,50,vlas,word,word,1,527
1,12571,24954,50,lak,word,word,1,655
1,24441,25008,50,vergif,word,word,1,518
1,19603,24969,50,schouwen,word,word,1,728
1,855,24970,50,barbaars,word,word,1,480
1,20029,25011,50,silo,word,word,1,595
1,3259,24891,50,charmes,word,word,1,434
1,15231,24771,50,nieuwjaar,word,word,1,500
1,5015,24733,50,duidt,word,word,1,404
1,26345,24773,50,weerkaatst,word,word,1,715
1,7169,24976,50,geschil,word,nonword,0,NA
1,20387,25004,50,sluik,word,word,1,591
1,11659,24978,50,koopje,word,word,1,467
1,26235,24885,50,wartaal,word,word,1,724
1,11261,24846,50,knaapjes,word,word,1,564
1,15761,25021,50,onze,word,word,1,444
1,7033,24982,50,genre,word,word,1,631
1,11149,24863,50,klokje,word,word,1,378
1,18847,24782,50,rus,word,nonword,0,NA
1,7449,24905,50,gevraagd,word,word,1,455
1,11367,24865,50,knipsels,word,word,1,629
1,14329,24866,50,micro,word,word,1,449
1,1919,24868,50,blafte,word,word,1,409
1,21013,24989,50,speurend,word,word,1,601
1,8249,25017,50,grondlaag,word,word,1,555
1,14679,24991,50,monsieur,word,word,1,508
1,16821,24871,50,plastics,word,word,1,529
1,185,24740,50,achting,word,word,1,526
1,6783,25034,50,gekeurd,word,word,1,570
1,28171,25035,50,zwol,word,nonword,0,NA
1,7837,25036,50,golf,word,word,1,453
1,6983,25037,50,gemeld,word,nonword,0,NA
1,24803,24796,50,vervaagd,word,word,1,471
1,12341,25039,50,kut,word,word,1,505
1,21391,24919,50,staatshoofd,word,word,1,617
1,1207,24880,50,bekijk,word,word,1,422
1,5823,25002,50,fiches,word,word,1,560
1,26547,25003,50,wereld,word,word,1,526
1,23477,25044,50,treffen,word,word,1,501
1,9839,25045,50,inhoud,word,word,1,455
1,17699,25033,50,raadsels,word,word,1,504
1,7465,25047,50,gewag,word,nonword,0,NA
1,9213,25048,50,hoekje,word,word,1,497
1,23759,24888,50,tunnel,word,word,1,430
1,3381,24768,50,club,word,word,1,418
1,17481,24930,50,profeet,word,word,1,512
1,9781,25052,50,imams,word,nonword,0,NA
1,25483,25053,50,volgt,word,word,1,478
1,4381,24853,50,doffe,word,word,1,412
1,27289,25055,50,zamen,word,nonword,0,NA
1,5797,25016,50,feiten,word,word,1,540
1,22839,25057,50,tellers,word,word,1,527
1,22941,25058,50,teugjes,word,word,1,479
1,1297,24925,50,bemoei,word,word,1,440
1,9965,24900,50,jaloers,word,word,1,477
1,26353,24940,50,weerloos,word,word,1,428
1,1817,24901,50,bijtend,word,word,1,507
1,24611,24862,50,vermoord,word,word,1,404
1,1087,24943,50,beesten,word,word,1,535
1,7233,25025,50,gespeld,word,nonword,0,NA
1,16707,25026,50,pitje,word,word,1,647
1,9399,25067,50,hoofdzaak,word,word,1,617
1,10797,24907,50,kil,word,word,1,540
1,23601,24948,50,troon,word,word,1,634
1,21415,24788,50,stadsdeel,word,word,1,633
1,22025,24910,50,stoopje,word,nonword,0,NA
1,13609,24708,50,luie,word,word,1,504
1,19945,25073,50,sfeer,word,word,1,475
1,10565,25074,50,kelkje,word,word,1,525
1,197,25075,50,acnes,word,word,1,574
1,15349,24834,50,noordpool,word,word,1,472
1,5089,24956,50,dunner,word,word,1,571
1,26339,25078,50,weerde,word,nonword,0,NA
1,18201,25079,50,reveil,word,word,1,626
1,5925,24716,50,fitten,word,nonword,0,NA
1,22413,24960,50,stuipen,word,word,1,493
1,22155,24800,50,strakke,word,word,1,470
1,2975,25083,50,buffet,word,word,1,653
1,14653,24963,50,monarch,word,word,1,695
1,17763,24964,50,radars,word,word,1,449
1,25147,24722,50,vlakke,word,word,1,556
1,8485,25087,50,hakmes,word,word,1,708
1,8757,25088,50,heeft,word,word,1,413
1,22903,24725,50,termen,word,word,1,515
1,18999,25050,50,scanner,word,word,1,508
1,23807,24727,50,tweede,word,word,1,422
1,24395,24850,50,verdwaald,word,word,1,546
1,27217,24729,50,zachte,word,word,1,491
1,20709,25094,50,soep,word,word,1,551
1,3159,25095,50,canons,word,word,1,600
1,7097,25096,50,gerant,word,word,1,516
1,25075,25097,50,vinkje,word,word,1,534
1,21117,25098,50,spoed,word,word,1,423
1,17471,25099,50,proestend,word,word,1,NA
1,24115,24859,50,vandaar,word,word,1,577
1,9267,25101,50,hoezen,word,word,1,NA
1,5185,25102,50,dweiltje,word,word,1,609
1,497,25103,50,arbeid,word,word,1,526
1,5415,25104,50,elfde,word,word,1,527
1,19629,25105,50,schrapen,word,word,1,480
1,6851,24864,50,gekreun,word,word,1,465
1,555,25107,50,asiel,word,word,1,510
1,26305,24744,50,weefsels,word,word,1,448
1,28005,24867,50,zwakke,word,word,1,437
1,9581,25070,50,huilde,word,word,1,452
1,25485,25111,50,volgzaam,word,word,1,491
1,15901,25112,50,opnieuw,word,word,1,477
1,14863,24992,50,mus,word,word,1,477
1,23485,25114,50,trein,word,word,1,553
1,16785,24994,50,plannen,word,word,1,448
1,17765,24995,50,rade,word,word,1,436
1,24971,25117,50,vier,word,word,1,678
1,22585,25118,50,taarten,word,word,1,544
1,19267,24877,50,scherf,word,word,1,477
1,18141,24999,50,repen,word,nonword,0,NA
1,22989,24757,50,ticket,word,word,1,490
1,7205,24758,50,gesleept,word,word,1,555
1,27783,24759,50,zong,word,word,1,411
1,7699,25124,50,gleuf,word,word,1,509
1,14897,25125,50,muzen,word,nonword,0,NA
1,9811,24762,50,incluis,word,word,1,499
1,24145,25127,50,varen,word,word,1,531
1,13085,25128,50,lichtje,word,word,1,483
1,815,25129,50,banen,word,word,1,566
1,2801,24726,50,broches,word,word,1,516
1,4617,25131,50,dor,word,word,1,580
1,22601,25132,50,taboes,word,word,1,546
1,23089,25012,50,timbre,word,word,1,529
1,17601,25134,50,puisten,word,word,1,597
1,7787,25135,50,goden,word,word,1,481
1,14661,24772,50,mondhoek,word,word,1,438
1,8947,25137,50,hengel,word,word,1,500
1,10423,25138,50,karmijn,word,word,1,630
1,25993,24775,50,vuurwerk,word,word,1,430
1,20729,24899,50,software,word,word,1,508
1,22141,25141,50,straffe,word,word,1,NA
1,9295,25142,50,holden,word,nonword,0,NA
1,2209,25143,50,boeddha's,word,word,1,659
1,7477,25144,50,gewei,word,word,1,750
1,13719,25145,50,maagzuur,word,word,1,NA
1,699,25146,50,badpak,word,word,1,485
1,2735,25147,50,bres,word,word,1,551
1,20641,24784,50,snoek,word,word,1,550
1,13693,24785,50,lychee,word,word,1,565
1,20451,25110,50,smalle,word,word,1,488
1,20369,25030,50,slordig,word,word,1,566
1,5833,25152,50,fier,word,word,1,535
1,14255,24911,50,mes,word,word,1,454
1,16775,24790,50,plank,word,word,1,426
1,19931,24791,50,set,word,word,1,463
1,24631,25156,50,verplicht,word,word,1,547
1,27871,25157,50,zowat,word,word,1,592
1,4831,25158,50,drijfveer,word,word,1,529
1,12155,24795,50,kruintje,word,word,1,617
1,8639,25160,50,happy,word,word,1,499
1,1749,25040,50,biedt,word,word,1,587
1,18125,25162,50,rennend,word,word,1,505
1,12131,24921,50,kruiden,word,word,1,486
1,10805,25164,50,kilt,word,word,1,602
1,24193,24801,50,veel,word,word,1,520
1,27921,25166,50,zuipen,word,word,1,645
1,18353,25046,50,rijwiel,word,word,1,507
1,7925,25168,50,graafschap,word,word,1,431
1,11957,24805,50,krediet,word,word,1,481
1,11545,25009,50,koket,word,word,1,552
1,27239,24807,50,zagers,word,word,1,485
1,9961,24808,50,jaja,word,word,1,503
1,14683,25173,50,monsters,word,word,1,530
1,27999,25174,50,zwak,word,word,1,467
1,12265,24811,50,kuisen,word,word,1,525
1,18015,25176,50,reform,word,word,1,648
1,26013,25177,50,waaien,word,word,1,532
1,11421,25178,50,knuffels,word,word,1,517
1,1355,24815,50,berden,word,nonword,0,NA
1,5265,25100,50,eenling,word,word,1,542
1,17537,24939,50,proza,word,word,1,574
1,25659,25182,50,voorspelt,word,nonword,0,NA
1,1603,25183,50,beval,word,word,1,493
1,20771,25184,50,sonde,word,word,1,671
1,13857,25064,50,makreel,word,word,1,619
1,23791,25065,50,tussen,word,nonword,0,NA
1,27609,24824,50,zijwand,word,word,1,543
1,7983,25188,50,grapefruits,word,word,1,703
1,19525,25068,50,schooltijd,word,word,1,534
1,22231,24826,50,strengen,word,word,1,452
1,23677,24827,50,truitjes,word,word,1,519
1,10511,25071,50,keeltje,word,word,1,552
1,20361,25193,50,slootjes,word,word,1,583
1,19315,24830,50,scheurde,word,word,1,429
1,9599,25195,50,huisden,word,nonword,0,NA
1,191,25196,50,achtten,word,word,1,558
1,379,25076,50,alleen,word,word,1,493
1,27099,25198,50,wrat,word,word,1,541
1,11191,25199,50,klootzak,word,word,1,509
1,19759,25200,50,schuine,word,word,1,527
100,14018,24894,50,pade,nonword,nonword,1,704
100,28018,24747,50,knazen,nonword,nonword,1,506
100,22742,24854,50,taxons,nonword,nonword,1,686
100,27286,24734,50,tolmpjes,nonword,nonword,1,565
100,4870,24771,50,blege,nonword,nonword,1,534
100,19922,24786,50,termet,nonword,nonword,1,591
100,2094,24731,50,blokgraat,nonword,nonword,1,741
100,25872,24745,50,vrijeen,nonword,word,0,NA
100,11400,24869,50,snop,nonword,nonword,1,775
100,22526,24853,50,fiper,nonword,nonword,1,526
100,3706,24855,50,baters,nonword,nonword,1,696
100,24310,24827,50,vergond,nonword,nonword,1,737
100,24078,24874,50,vatijs,nonword,nonword,1,574
100,27064,24728,50,warst,nonword,nonword,1,587
100,26792,24960,50,weenhoos,nonword,nonword,1,544
100,3070,24754,50,buroods,nonword,nonword,1,565
100,20928,24836,50,spoostheid,nonword,nonword,1,587
100,12958,24784,50,herzen,nonword,nonword,1,645
100,25136,24866,50,vleg,nonword,nonword,1,535
100,24778,24852,50,verdiel,nonword,nonword,1,591
100,8560,24934,50,lapster,nonword,nonword,1,595
100,25782,24962,50,vrachtsprop,nonword,nonword,1,682
100,15426,24911,50,odkult,nonword,nonword,1,529
100,21114,24709,50,scrotsen,nonword,nonword,1,563
100,7334,24804,50,gelaatst,nonword,nonword,1,600
100,5540,24725,50,erdij,nonword,nonword,1,513
100,3150,24793,50,jompers,nonword,nonword,1,697
100,26604,24889,50,werkmaad,nonword,nonword,1,822
100,13964,24903,50,kartten,nonword,nonword,1,662
100,25046,24850,50,multen,nonword,nonword,1,727
100,722,24971,50,bakmuits,nonword,nonword,1,754
100,26056,24839,50,meerdig,nonword,nonword,1,650
100,10980,24744,50,krijdje,nonword,nonword,1,593
100,3302,24705,50,scrozisch,nonword,nonword,1,508
100,24452,24975,50,verpleep,nonword,nonword,1,589
100,27138,24868,50,wrinkt,nonword,nonword,1,568
100,9186,24897,50,voe,nonword,nonword,1,550
100,4692,24870,50,spaai,nonword,nonword,1,765
100,17788,24871,50,ralls,nonword,word,0,NA
100,3926,24766,50,weindde,nonword,nonword,1,771
100,21678,24888,50,stepsels,nonword,nonword,1,667
100,12666,24876,50,honsen,nonword,nonword,1,621
100,11144,24862,50,troek,nonword,nonword,1,633
100,23890,24984,50,eiden,nonword,nonword,1,577
100,7464,24972,50,gemicht,nonword,nonword,1,569
100,6788,24919,50,nikke,nonword,nonword,1,619
100,24616,24879,50,verdierd,nonword,nonword,1,659
100,6752,24746,50,neuser,nonword,nonword,1,521
100,8850,24881,50,leils,nonword,nonword,1,539
100,12438,24910,50,kwalkbaar,nonword,nonword,1,612
100,26362,24723,50,weerdreen,nonword,nonword,1,545
100,20270,24844,50,proeper,nonword,nonword,1,608
100,10538,24805,50,hogels,nonword,nonword,1,677
100,18954,24994,50,fap,nonword,nonword,1,612
100,18662,24727,50,misse,nonword,nonword,1,738
100,17950,24996,50,kechtoot,nonword,nonword,1,533
100,27542,24997,50,tijkbed,nonword,nonword,1,597
100,16710,24945,50,pekjes,nonword,nonword,1,750
100,16702,24770,50,tittes,nonword,nonword,1,533
100,19280,24892,50,schilmpjes,nonword,nonword,1,663
100,1496,24974,50,bedriet,nonword,nonword,1,858
100,12292,25015,50,durnen,nonword,nonword,1,764
100,5414,24976,50,eld,nonword,nonword,1,619
100,26080,24735,50,waarag,nonword,nonword,1,501
100,13624,24857,50,hiekjes,nonword,nonword,1,708
100,11606,24898,50,cozijn,nonword,nonword,1,NA
100,1638,24846,50,bekreend,nonword,nonword,1,623
