experiment,participant_id,trial_id,trial_order,phase_id,stimulus_left,stimulus_right,response,response_side,condition_raw,device,age,gender,rt_measure
EXP2,29,exp2_t67,67,judgment,paralisi,sedia,paralisi,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t68,68,judgment,vaso,gloria,gloria,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t69,69,judgment,mobilita,gomma,mobilita,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t70,70,judgment,vetro,giustizia,giustizia,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t71,71,judgment,camera,cortesia,cortesia,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t72,72,judgment,elegante,felpa,elegante,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t73,73,judgment,precipizio,orrore,orrore,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t74,74,judgment,maglia,vincere,vincere,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t75,75,judgment,immorale,attrezzo,immorale,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t76,76,judgment,intimo,mistico,mistico,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t77,77,judgment,prestigio,lusso,prestigio,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t78,78,judgment,attico,modesto,modesto,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t79,79,judgment,scarafaggio,orribile,orribile,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t80,80,judgment,rasoio,stritolare,stritolare,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t81,81,judgment,annoiato,mestolo,annoiato,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t82,82,judgment,riparato,tenda,riparato,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t83,83,judgment,insolente,vasca,insolente,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t84,84,judgment,caramella,melodia,melodia,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t85,85,judgment,laureato,dio,dio,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t86,86,judgment,giardino,salute,salute,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t87,87,judgment,ulivo,ambizione,ambizione,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t88,88,judgment,cavallo,arte,arte,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t89,89,judgment,estasi,sughero,estasi,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t90,90,judgment,appetitoso,pizza,appetitoso,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t91,91,judgment,guarire,ospedale,guarire,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t92,92,judgment,coltello,demonio,demonio,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t93,93,judgment,prete,devoto,devoto,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t94,94,judgment,latte,fetore,fetore,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t95,95,judgment,veloce,vespa,veloce,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t96,96,judgment,miracolo,applauso,miracolo,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t97,97,judgment,paletta,collisione,collisione,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t98,98,judgment,maniaco,ossessione,maniaco,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t99,99,judgment,lenire,ferite,lenire,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t100,100,judgment,montagna,codardo,codardo,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t101,101,judgment,buio,balcone,buio,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t102,102,judgment,leggenda,scala,leggenda,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t103,103,judgment,poesia,penna,poesia,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t104,104,judgment,dormire,paradiso,paradiso,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t105,105,judgment,pentola,mente,mente,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t106,106,judgment,tromba,potenza,potenza,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t107,107,judgment,lussuria,prateria,lussuria,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t108,108,judgment,lavare,attivare,attivare,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t109,109,judgment,pianta,saggio,saggio,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t110,110,judgment,aereo,allerta,allerta,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t111,111,judgment,grezzo,barile,grezzo,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t112,112,judgment,idiota,scimmia,idiota,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t113,113,judgment,ottimismo,profumo,ottimismo,left,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t114,114,judgment,cappello,rovente,rovente,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t115,115,judgment,elefante,innocente,innocente,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t116,116,judgment,statua,audace,audace,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t117,117,judgment,carcere,pena,pena,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t118,118,judgment,gomito,astio,astio,right,1,trackpad,22.0,F,keypress
EXP2,29,exp2_t119,119,judgment,infedele,sposa,infedele,left,1,trackpad,22.0,F,keypress
EXP2,30,exp2_t0,0,judgment,idiota,scimmia,scimmia,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t1,1,judgment,tavolo,pressione,tavolo,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t2,2,judgment,statua,audace,statua,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t3,3,judgment,cavallo,arte,cavallo,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t4,4,judgment,ulivo,ambizione,ulivo,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t5,5,judgment,occhio,inganno,occhio,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t6,6,judgment,gattino,dettaglio,gattino,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t7,7,judgment,corrotto,gonna,gonna,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t8,8,judgment,attico,modesto,attico,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t9,9,judgment,genere,cioccolato,cioccolato,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t10,10,judgment,annoiato,mestolo,mestolo,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t11,11,judgment,pugnale,fortuito,pugnale,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t12,12,judgment,sfera,fase,sfera,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t13,13,judgment,frigido,forcina,forcina,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t14,14,judgment,pentola,mente,pentola,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t15,15,judgment,magnifico,zanzara,zanzara,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t16,16,judgment,crepuscolo,orologio,orologio,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t17,17,judgment,finestra,triste,finestra,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t18,18,judgment,libreria,spazio,libreria,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t19,19,judgment,diavolo,prigione,prigione,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t20,20,judgment,giocattolo,insipido,giocattolo,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t21,21,judgment,mobilita,gomma,gomma,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t22,22,judgment,giardino,salute,giardino,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t23,23,judgment,piatto,insipido,piatto,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t24,24,judgment,lavare,attivare,lavare,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t25,25,judgment,dono,perspicacia,dono,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t26,26,judgment,natale,albero,albero,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t27,27,judgment,atletica,scarpa,scarpa,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t28,28,judgment,deforme,tronco,tronco,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t29,29,judgment,gatto,spaventato,gatto,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t30,30,judgment,scarafaggio,orribile,scarafaggio,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t31,31,judgment,puzza,stufa,stufa,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t32,32,judgment,cappello,rovente,cappello,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t33,33,judgment,grato,abbraccio,abbraccio,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t34,34,judgment,vittoria,ombrello,ombrello,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t35,35,judgment,grezzo,barile,barile,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t36,36,judgment,intimo,mistico,intimo,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t37,37,judgment,camera,cortesia,camera,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t38,38,judgment,causa,stomaco,stomaco,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t39,39,judgment,dentista,fiducioso,dentista,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t40,40,judgment,ostile,nuvoloso,nuvoloso,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t41,41,judgment,rosso,bicchiere,bicchiere,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t42,42,judgment,ispirato,geranio,geranio,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t43,43,judgment,dollaro,utile,dollaro,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t44,44,judgment,stanco,divano,divano,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t45,45,judgment,coltello,demonio,coltello,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t46,46,judgment,prestigio,lusso,lusso,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t47,47,judgment,caos,quaderno,quaderno,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t48,48,judgment,bicicletta,passione,bicicletta,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t49,49,judgment,fastidio,naso,naso,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t50,50,judgment,abito,solenne,abito,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t51,51,judgment,lenire,ferite,ferite,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t52,52,judgment,laureato,dio,laureato,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t53,53,judgment,latte,fetore,latte,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t54,54,judgment,gomito,astio,gomito,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t55,55,judgment,meraviglia,cornice,cornice,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t56,56,judgment,grave,caviglia,caviglia,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t57,57,judgment,maniaco,ossessione,maniaco,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t58,58,judgment,dormire,paradiso,dormire,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t59,59,judgment,onore,vino,vino,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t60,60,judgment,bocca,riverente,bocca,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t61,61,judgment,vaso,gloria,vaso,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t62,62,judgment,paletta,collisione,paletta,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t63,63,judgment,poltrona,fiducia,poltrona,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t64,64,judgment,sedile,agile,sedile,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t65,65,judgment,precipizio,orrore,precipizio,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t66,66,judgment,insolente,vasca,vasca,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t67,67,judgment,prete,devoto,prete,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t68,68,judgment,guarire,ospedale,ospedale,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t69,69,judgment,burro,tenero,burro,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t70,70,judgment,asilo,motivo,asilo,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t71,71,judgment,aereo,allerta,aereo,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t72,72,judgment,cane,cortese,cane,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t73,73,judgment,poesia,penna,penna,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t74,74,judgment,evidente,serbatoio,serbatoio,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t75,75,judgment,rancido,insalata,insalata,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t76,76,judgment,farfalla,fantasia,farfalla,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t77,77,judgment,muscoloso,debole,muscoloso,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t78,78,judgment,ricatto,schiaffo,schiaffo,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t79,79,judgment,freddo,cappotto,cappotto,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t80,80,judgment,infedele,sposa,sposa,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t81,81,judgment,assediato,ferito,assediato,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t82,82,judgment,lussuria,prateria,prateria,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t83,83,judgment,febbre,pino,pino,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t84,84,judgment,infuriato,forchetta,forchetta,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t85,85,judgment,leggenda,scala,scala,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t86,86,judgment,elegante,felpa,felpa,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t87,87,judgment,incidente,colpa,incidente,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t88,88,judgment,caramella,melodia,caramella,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t89,89,judgment,mercato,vantaggio,mercato,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t90,90,judgment,avventura,vacanza,vacanza,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t91,91,judgment,specchio,spirito,specchio,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t92,92,judgment,umano,morale,umano,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t93,93,judgment,facile,morbido,morbido,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t94,94,judgment,carcere,pena,carcere,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t95,95,judgment,pianta,saggio,pianta,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t96,96,judgment,estasi,sughero,sughero,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t97,97,judgment,vetro,giustizia,vetro,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t98,98,judgment,opzione,giacca,giacca,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t99,99,judgment,appetitoso,pizza,pizza,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t100,100,judgment,miracolo,applauso,applauso,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t101,101,judgment,veloce,vespa,vespa,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t102,102,judgment,paralisi,sedia,sedia,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t103,103,judgment,disprezzo,sorriso,sorriso,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t104,104,judgment,rasoio,stritolare,rasoio,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t105,105,judgment,scrivania,pensieroso,scrivania,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t106,106,judgment,maglia,vincere,maglia,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t107,107,judgment,immorale,attrezzo,attrezzo,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t108,108,judgment,tromba,potenza,tromba,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t109,109,judgment,orecchio,disturbare,orecchio,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t110,110,judgment,eccellenza,diamante,diamante,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t111,111,judgment,ottimismo,profumo,profumo,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t112,112,judgment,montagna,codardo,montagna,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t113,113,judgment,elefante,innocente,elefante,left,2,mouse,24.0,F,keypress
EXP2,30,exp2_t114,114,judgment,fetido,calza,calza,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t115,115,judgment,buio,balcone,balcone,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t116,116,judgment,musica,violino,violino,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t117,117,judgment,intelletto,idrante,idrante,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t118,118,judgment,riparato,tenda,tenda,right,2,mouse,24.0,F,keypress
EXP2,30,exp2_t119,119,judgment,brutale,miele,miele,right,2,mouse,24.0,F,keypress
EXP2,31,exp2_t0,0,judgment,ricatto,schiaffo,ricatto,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t1,1,judgment,occhio,inganno,inganno,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t2,2,judgment,infuriato,forchetta,infuriato,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t3,3,judgment,intelletto,idrante,intelletto,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t4,4,judgment,miracolo,applauso,miracolo,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t5,5,judgment,vittoria,ombrello,vittoria,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t6,6,judgment,pentola,mente,mente,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t7,7,judgment,disprezzo,sorriso,disprezzo,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t8,8,judgment,latte,fetore,fetore,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t9,9,judgment,tavolo,pressione,pressione,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t10,10,judgment,abito,solenne,solenne,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t11,11,judgment,buio,balcone,buio,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t12,12,judgment,grezzo,barile,grezzo,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t13,13,judgment,fastidio,naso,fastidio,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t14,14,judgment,dormire,paradiso,dormire,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t15,15,judgment,estasi,sughero,estasi,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t16,16,judgment,ispirato,geranio,ispirato,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t17,17,judgment,stanco,divano,stanco,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t18,18,judgment,gomito,astio,astio,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t19,19,judgment,atletica,scarpa,atletica,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t20,20,judgment,dentista,fiducioso,fiducioso,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t21,21,judgment,grato,abbraccio,grato,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t22,22,judgment,gatto,spaventato,spaventato,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t23,23,judgment,scarafaggio,orribile,orribile,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t24,24,judgment,opzione,giacca,opzione,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t25,25,judgment,paletta,collisione,collisione,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t26,26,judgment,annoiato,mestolo,annoiato,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t27,27,judgment,maniaco,ossessione,ossessione,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t28,28,judgment,rancido,insalata,rancido,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t29,29,judgment,carcere,pena,carcere,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t30,30,judgment,libreria,spazio,spazio,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t31,31,judgment,coltello,demonio,demonio,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t32,32,judgment,mercato,vantaggio,vantaggio,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t33,33,judgment,aereo,allerta,allerta,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t34,34,judgment,specchio,spirito,spirito,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t35,35,judgment,asilo,motivo,motivo,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t36,36,judgment,infedele,sposa,infedele,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t37,37,judgment,evidente,serbatoio,evidente,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t38,38,judgment,sedile,agile,agile,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t39,39,judgment,freddo,cappotto,freddo,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t40,40,judgment,immorale,attrezzo,immorale,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t41,41,judgment,brutale,miele,brutale,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t42,42,judgment,rosso,bicchiere,rosso,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t43,43,judgment,camera,cortesia,cortesia,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t44,44,judgment,diavolo,prigione,diavolo,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t45,45,judgment,grave,caviglia,grave,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t46,46,judgment,laureato,dio,dio,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t47,47,judgment,pianta,saggio,saggio,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t48,48,judgment,appetitoso,pizza,appetitoso,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t49,49,judgment,onore,vino,onore,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t50,50,judgment,tromba,potenza,potenza,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t51,51,judgment,mobilita,gomma,mobilita,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t52,52,judgment,piatto,insipido,insipido,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t53,53,judgment,gattino,dettaglio,dettaglio,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t54,54,judgment,cane,cortese,cortese,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t55,55,judgment,pugnale,fortuito,fortuito,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t56,56,judgment,paralisi,sedia,paralisi,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t57,57,judgment,lenire,ferite,lenire,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t58,58,judgment,caos,quaderno,caos,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t59,59,judgment,ostile,nuvoloso,ostile,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t60,60,judgment,fetido,calza,fetido,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t61,61,judgment,natale,albero,natale,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t62,62,judgment,elefante,innocente,innocente,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t63,63,judgment,intimo,mistico,mistico,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t64,64,judgment,sfera,fase,fase,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t65,65,judgment,precipizio,orrore,orrore,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t66,66,judgment,febbre,pino,febbre,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t67,67,judgment,riparato,tenda,riparato,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t68,68,judgment,muscoloso,debole,debole,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t69,69,judgment,musica,violino,musica,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t70,70,judgment,eccellenza,diamante,eccellenza,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t71,71,judgment,caramella,melodia,melodia,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t72,72,judgment,incidente,colpa,incidente,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t73,73,judgment,cappello,rovente,rovente,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t74,74,judgment,veloce,vespa,veloce,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t75,75,judgment,ottimismo,profumo,profumo,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t76,76,judgment,giocattolo,insipido,insipido,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t77,77,judgment,vaso,gloria,gloria,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t78,78,judgment,crepuscolo,orologio,crepuscolo,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t79,79,judgment,frigido,forcina,frigido,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t80,80,judgment,genere,cioccolato,genere,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t81,81,judgment,montagna,codardo,codardo,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t82,82,judgment,dono,perspicacia,perspicacia,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t83,83,judgment,dollaro,utile,utile,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t84,84,judgment,poesia,penna,poesia,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t85,85,judgment,giardino,salute,salute,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t86,86,judgment,orecchio,disturbare,disturbare,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t87,87,judgment,finestra,triste,triste,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t88,88,judgment,scrivania,pensieroso,pensieroso,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t89,89,judgment,lavare,attivare,attivare,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t90,90,judgment,statua,audace,audace,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t91,91,judgment,vetro,giustizia,giustizia,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t92,92,judgment,leggenda,scala,leggenda,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t93,93,judgment,idiota,scimmia,idiota,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t94,94,judgment,burro,tenero,tenero,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t95,95,judgment,magnifico,zanzara,magnifico,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t96,96,judgment,prete,devoto,devoto,right,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t97,97,judgment,causa,stomaco,causa,left,1,trackpad,27.0,F,keypress
EXP2,31,exp2_t98,98,judgment,poltrona,fiducia,fiducia,right,1,trackpad,27.0,F,keypress
