experiment,participant_id,trial_id,trial_order,phase_id,stimulus_left,stimulus_right,response,response_side,condition_raw,device,age,gender,rt_measure
EXP2,13,exp2_t90,90,judgment,riparato,tenda,riparato,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t91,91,judgment,freddo,cappotto,freddo,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t92,92,judgment,aereo,allerta,allerta,right,1,mouse,21.0,F,keypress
EXP2,13,exp2_t93,93,judgment,febbre,pino,febbre,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t94,94,judgment,lussuria,prateria,lussuria,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t95,95,judgment,grave,caviglia,grave,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t96,96,judgment,pentola,mente,mente,right,1,mouse,21.0,F,keypress
EXP2,13,exp2_t97,97,judgment,facile,morbido,facile,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t98,98,judgment,rasoio,stritolare,stritolare,right,1,mouse,21.0,F,keypress
EXP2,13,exp2_t99,99,judgment,idiota,scimmia,idiota,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t100,100,judgment,genere,cioccolato,genere,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t101,101,judgment,occhio,inganno,inganno,right,1,mouse,21.0,F,keypress
EXP2,13,exp2_t102,102,judgment,leggenda,scala,leggenda,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t103,103,judgment,grato,abbraccio,grato,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t104,104,judgment,paletta,collisione,collisione,right,1,mouse,21.0,F,keypress
EXP2,13,exp2_t105,105,judgment,brutale,miele,brutale,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t106,106,judgment,puzza,stufa,puzza,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t107,107,judgment,mercato,vantaggio,vantaggio,right,1,mouse,21.0,F,keypress
EXP2,13,exp2_t108,108,judgment,veloce,vespa,veloce,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t109,109,judgment,asilo,motivo,motivo,right,1,mouse,21.0,F,keypress
EXP2,13,exp2_t110,110,judgment,ostile,nuvoloso,ostile,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t111,111,judgment,causa,stomaco,causa,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t112,112,judgment,caos,quaderno,caos,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t113,113,judgment,rosso,bicchiere,rosso,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t114,114,judgment,precipizio,orrore,orrore,right,1,mouse,21.0,F,keypress
EXP2,13,exp2_t115,115,judgment,bocca,riverente,riverente,right,1,mouse,21.0,F,keypress
EXP2,13,exp2_t116,116,judgment,avventura,vacanza,vacanza,right,1,mouse,21.0,F,keypress
EXP2,13,exp2_t117,117,judgment,mobilita,gomma,mobilita,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t118,118,judgment,onore,vino,onore,left,1,mouse,21.0,F,keypress
EXP2,13,exp2_t119,119,judgment,gatto,spaventato,spaventato,right,1,mouse,21.0,F,keypress
EXP2,14,exp2_t0,0,judgment,veloce,vespa,vespa,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t1,1,judgment,miracolo,applauso,applauso,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t2,2,judgment,coltello,demonio,coltello,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t3,3,judgment,crepuscolo,orologio,orologio,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t4,4,judgment,bocca,riverente,bocca,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t5,5,judgment,specchio,spirito,specchio,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t6,6,judgment,leggenda,scala,scala,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t7,7,judgment,maglia,vincere,maglia,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t8,8,judgment,paletta,collisione,paletta,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t9,9,judgment,prestigio,lusso,lusso,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t10,10,judgment,mercato,vantaggio,mercato,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t11,11,judgment,piatto,insipido,piatto,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t12,12,judgment,estasi,sughero,sughero,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t13,13,judgment,ispirato,geranio,geranio,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t14,14,judgment,diavolo,prigione,diavolo,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t15,15,judgment,occhio,inganno,occhio,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t16,16,judgment,riparato,tenda,tenda,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t17,17,judgment,gomito,astio,gomito,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t18,18,judgment,vittoria,ombrello,ombrello,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t19,19,judgment,evidente,serbatoio,serbatoio,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t20,20,judgment,vetro,giustizia,vetro,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t21,21,judgment,disprezzo,sorriso,sorriso,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t22,22,judgment,cappello,rovente,cappello,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t23,23,judgment,atletica,scarpa,scarpa,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t24,24,judgment,asilo,motivo,asilo,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t25,25,judgment,scrivania,pensieroso,scrivania,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t26,26,judgment,laureato,dio,laureato,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t27,27,judgment,dormire,paradiso,dormire,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t28,28,judgment,carcere,pena,carcere,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t29,29,judgment,corrotto,gonna,gonna,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t30,30,judgment,annoiato,mestolo,mestolo,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t31,31,judgment,idiota,scimmia,scimmia,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t32,32,judgment,insolente,vasca,vasca,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t33,33,judgment,natale,albero,albero,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t34,34,judgment,ulivo,ambizione,ulivo,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t35,35,judgment,ricatto,schiaffo,schiaffo,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t36,36,judgment,magnifico,zanzara,zanzara,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t37,37,judgment,latte,fetore,latte,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t38,38,judgment,muscoloso,debole,muscoloso,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t39,39,judgment,grezzo,barile,barile,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t40,40,judgment,buio,balcone,balcone,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t41,41,judgment,ostile,nuvoloso,nuvoloso,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t42,42,judgment,rosso,bicchiere,bicchiere,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t43,43,judgment,assediato,ferito,ferito,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t44,44,judgment,aereo,allerta,aereo,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t45,45,judgment,caramella,melodia,caramella,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t46,46,judgment,intelletto,idrante,idrante,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t47,47,judgment,orecchio,disturbare,orecchio,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t48,48,judgment,causa,stomaco,stomaco,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t49,49,judgment,incidente,colpa,incidente,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t50,50,judgment,pianta,saggio,pianta,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t51,51,judgment,farfalla,fantasia,farfalla,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t52,52,judgment,frigido,forcina,forcina,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t53,53,judgment,dollaro,utile,dollaro,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t54,54,judgment,gattino,dettaglio,gattino,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t55,55,judgment,statua,audace,statua,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t56,56,judgment,giocattolo,insipido,giocattolo,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t57,57,judgment,dono,perspicacia,dono,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t58,58,judgment,facile,morbido,morbido,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t59,59,judgment,grave,caviglia,caviglia,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t60,60,judgment,elegante,felpa,felpa,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t61,61,judgment,pentola,mente,pentola,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t62,62,judgment,montagna,codardo,montagna,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t63,63,judgment,pugnale,fortuito,pugnale,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t64,64,judgment,camera,cortesia,camera,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t65,65,judgment,rancido,insalata,insalata,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t66,66,judgment,deforme,tronco,tronco,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t67,67,judgment,paralisi,sedia,sedia,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t68,68,judgment,finestra,triste,finestra,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t69,69,judgment,eccellenza,diamante,diamante,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t70,70,judgment,maniaco,ossessione,maniaco,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t71,71,judgment,lussuria,prateria,prateria,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t72,72,judgment,libreria,spazio,libreria,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t73,73,judgment,abito,solenne,abito,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t74,74,judgment,lenire,ferite,ferite,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t75,75,judgment,dentista,fiducioso,dentista,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t76,76,judgment,infedele,sposa,sposa,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t77,77,judgment,scarafaggio,orribile,scarafaggio,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t78,78,judgment,fetido,calza,calza,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t79,79,judgment,infuriato,forchetta,forchetta,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t80,80,judgment,puzza,stufa,stufa,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t81,81,judgment,brutale,miele,miele,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t82,82,judgment,sfera,fase,sfera,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t83,83,judgment,elefante,innocente,elefante,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t84,84,judgment,lavare,attivare,lavare,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t85,85,judgment,gatto,spaventato,gatto,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t86,86,judgment,caos,quaderno,quaderno,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t87,87,judgment,poltrona,fiducia,poltrona,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t88,88,judgment,guarire,ospedale,ospedale,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t89,89,judgment,giardino,salute,giardino,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t90,90,judgment,prete,devoto,prete,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t91,91,judgment,intimo,mistico,intimo,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t92,92,judgment,meraviglia,cornice,cornice,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t93,93,judgment,mobilita,gomma,gomma,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t94,94,judgment,musica,violino,violino,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t95,95,judgment,fastidio,naso,naso,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t96,96,judgment,sedile,agile,sedile,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t97,97,judgment,grato,abbraccio,abbraccio,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t98,98,judgment,ottimismo,profumo,profumo,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t99,99,judgment,poesia,penna,penna,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t100,100,judgment,cavallo,arte,cavallo,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t101,101,judgment,immorale,attrezzo,attrezzo,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t102,102,judgment,burro,tenero,burro,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t103,103,judgment,febbre,pino,pino,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t104,104,judgment,onore,vino,vino,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t105,105,judgment,stanco,divano,divano,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t106,106,judgment,appetitoso,pizza,pizza,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t107,107,judgment,bicicletta,passione,bicicletta,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t108,108,judgment,precipizio,orrore,orrore,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t109,109,judgment,vaso,gloria,vaso,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t110,110,judgment,opzione,giacca,giacca,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t111,111,judgment,attico,modesto,attico,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t112,112,judgment,tavolo,pressione,tavolo,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t113,113,judgment,umano,morale,umano,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t114,114,judgment,rasoio,stritolare,rasoio,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t115,115,judgment,cane,cortese,cane,left,2,mouse,23.0,F,keypress
EXP2,14,exp2_t116,116,judgment,freddo,cappotto,cappotto,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t117,117,judgment,avventura,vacanza,vacanza,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t118,118,judgment,genere,cioccolato,cioccolato,right,2,mouse,23.0,F,keypress
EXP2,14,exp2_t119,119,judgment,tromba,potenza,tromba,left,2,mouse,23.0,F,keypress
EXP2,15,exp2_t0,0,judgment,stanco,divano,divano,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t1,1,judgment,ostile,nuvoloso,nuvoloso,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t2,2,judgment,cavallo,arte,cavallo,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t3,3,judgment,poltrona,fiducia,poltrona,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t4,4,judgment,tromba,potenza,tromba,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t5,5,judgment,sfera,fase,sfera,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t6,6,judgment,maglia,vincere,maglia,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t7,7,judgment,bicicletta,passione,bicicletta,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t8,8,judgment,laureato,dio,laureato,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t9,9,judgment,giardino,salute,giardino,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t10,10,judgment,annoiato,mestolo,mestolo,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t11,11,judgment,gattino,dettaglio,gattino,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t12,12,judgment,appetitoso,pizza,pizza,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t13,13,judgment,febbre,pino,pino,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t14,14,judgment,bocca,riverente,bocca,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t15,15,judgment,aereo,allerta,aereo,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t16,16,judgment,natale,albero,albero,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t17,17,judgment,immorale,attrezzo,attrezzo,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t18,18,judgment,prestigio,lusso,lusso,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t19,19,judgment,insolente,vasca,vasca,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t20,20,judgment,precipizio,orrore,precipizio,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t21,21,judgment,orecchio,disturbare,orecchio,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t22,22,judgment,grave,caviglia,caviglia,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t23,23,judgment,burro,tenero,burro,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t24,24,judgment,tavolo,pressione,tavolo,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t25,25,judgment,riparato,tenda,tenda,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t26,26,judgment,ulivo,ambizione,ulivo,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t27,27,judgment,ispirato,geranio,geranio,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t28,28,judgment,elefante,innocente,elefante,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t29,29,judgment,vetro,giustizia,vetro,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t30,30,judgment,vaso,gloria,vaso,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t31,31,judgment,estasi,sughero,sughero,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t32,32,judgment,caos,quaderno,quaderno,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t33,33,judgment,asilo,motivo,asilo,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t34,34,judgment,maniaco,ossessione,maniaco,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t35,35,judgment,diavolo,prigione,prigione,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t36,36,judgment,freddo,cappotto,cappotto,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t37,37,judgment,rosso,bicchiere,bicchiere,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t38,38,judgment,opzione,giacca,giacca,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t39,39,judgment,camera,cortesia,camera,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t40,40,judgment,disprezzo,sorriso,sorriso,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t41,41,judgment,pugnale,fortuito,pugnale,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t42,42,judgment,intelletto,idrante,idrante,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t43,43,judgment,magnifico,zanzara,zanzara,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t44,44,judgment,gomito,astio,gomito,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t45,45,judgment,scarafaggio,orribile,scarafaggio,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t46,46,judgment,eccellenza,diamante,diamante,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t47,47,judgment,abito,solenne,abito,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t48,48,judgment,musica,violino,violino,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t49,49,judgment,dentista,fiducioso,dentista,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t50,50,judgment,umano,morale,umano,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t51,51,judgment,puzza,stufa,stufa,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t52,52,judgment,lenire,ferite,ferite,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t53,53,judgment,montagna,codardo,montagna,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t54,54,judgment,pianta,saggio,pianta,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t55,55,judgment,lussuria,prateria,prateria,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t56,56,judgment,causa,stomaco,stomaco,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t57,57,judgment,cappello,rovente,cappello,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t58,58,judgment,carcere,pena,carcere,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t59,59,judgment,dollaro,utile,dollaro,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t60,60,judgment,corrotto,gonna,gonna,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t61,61,judgment,piatto,insipido,piatto,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t62,62,judgment,gatto,spaventato,gatto,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t63,63,judgment,ottimismo,profumo,profumo,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t64,64,judgment,grezzo,barile,barile,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t65,65,judgment,rancido,insalata,insalata,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t66,66,judgment,mercato,vantaggio,mercato,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t67,67,judgment,grato,abbraccio,abbraccio,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t68,68,judgment,muscoloso,debole,muscoloso,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t69,69,judgment,giocattolo,insipido,giocattolo,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t70,70,judgment,crepuscolo,orologio,orologio,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t71,71,judgment,statua,audace,statua,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t72,72,judgment,vittoria,ombrello,ombrello,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t73,73,judgment,meraviglia,cornice,cornice,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t74,74,judgment,fetido,calza,calza,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t75,75,judgment,rasoio,stritolare,rasoio,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t76,76,judgment,occhio,inganno,occhio,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t77,77,judgment,finestra,triste,finestra,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t78,78,judgment,idiota,scimmia,scimmia,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t79,79,judgment,infedele,sposa,sposa,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t80,80,judgment,latte,fetore,latte,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t81,81,judgment,cane,cortese,cane,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t82,82,judgment,intimo,mistico,intimo,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t83,83,judgment,pentola,mente,pentola,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t84,84,judgment,dormire,paradiso,paradiso,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t85,85,judgment,deforme,tronco,tronco,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t86,86,judgment,elegante,felpa,felpa,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t87,87,judgment,facile,morbido,morbido,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t88,88,judgment,brutale,miele,miele,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t89,89,judgment,mobilita,gomma,gomma,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t90,90,judgment,frigido,forcina,forcina,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t91,91,judgment,buio,balcone,balcone,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t92,92,judgment,prete,devoto,prete,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t93,93,judgment,scrivania,pensieroso,scrivania,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t94,94,judgment,guarire,ospedale,ospedale,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t95,95,judgment,incidente,colpa,incidente,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t96,96,judgment,miracolo,applauso,applauso,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t97,97,judgment,paletta,collisione,paletta,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t98,98,judgment,lavare,attivare,attivare,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t99,99,judgment,poesia,penna,penna,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t100,100,judgment,farfalla,fantasia,farfalla,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t101,101,judgment,infuriato,forchetta,forchetta,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t102,102,judgment,dono,perspicacia,dono,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t103,103,judgment,libreria,spazio,libreria,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t104,104,judgment,onore,vino,vino,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t105,105,judgment,attico,modesto,attico,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t106,106,judgment,atletica,scarpa,scarpa,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t107,107,judgment,avventura,vacanza,vacanza,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t108,108,judgment,assediato,ferito,ferito,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t109,109,judgment,genere,cioccolato,cioccolato,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t110,110,judgment,specchio,spirito,specchio,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t111,111,judgment,evidente,serbatoio,serbatoio,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t112,112,judgment,sedile,agile,sedile,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t113,113,judgment,paralisi,sedia,sedia,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t114,114,judgment,caramella,melodia,caramella,left,2,mouse,21.0,F,keypress
EXP2,15,exp2_t115,115,judgment,fastidio,naso,naso,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t116,116,judgment,leggenda,scala,scala,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t117,117,judgment,ricatto,schiaffo,schiaffo,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t118,118,judgment,veloce,vespa,vespa,right,2,mouse,21.0,F,keypress
EXP2,15,exp2_t119,119,judgment,coltello,demonio,coltello,left,2,mouse,21.0,F,keypress
EXP2,16,exp2_t0,0,judgment,prestigio,lusso,prestigio,left,1,mouse,22.0,F,keypress
EXP2,16,exp2_t1,1,judgment,dormire,paradiso,paradiso,right,1,mouse,22.0,F,keypress
EXP2,16,exp2_t2,2,judgment,specchio,spirito,spirito,right,1,mouse,22.0,F,keypress
EXP2,16,exp2_t3,3,judgment,cavallo,arte,arte,right,1,mouse,22.0,F,keypress
EXP2,16,exp2_t4,4,judgment,genere,cioccolato,genere,left,1,mouse,22.0,F,keypress
