experiment,participant_id,trial_id,trial_order,phase_id,stimulus_left,stimulus_right,response,response_side,condition_raw,rt,age,gender,hand,rt_measure
EXP1,6,exp1_t101,101,judgment,scarafaggio,orribile,scarafaggio,left,B,1031.32,21,F,right,keypress
EXP1,6,exp1_t102,102,judgment,gatto,spaventato,gatto,left,B,744.23,21,F,right,keypress
EXP1,6,exp1_t103,103,judgment,dentista,fiducioso,dentista,left,B,761.06,21,F,right,keypress
EXP1,6,exp1_t104,104,judgment,annoiato,mestolo,mestolo,right,B,561.23,21,F,right,keypress
EXP1,6,exp1_t105,105,judgment,giardino,salute,giardino,left,B,1213.165,21,F,right,keypress
EXP1,6,exp1_t106,106,judgment,diavolo,prigione,prigione,right,B,1144.24,21,F,right,keypress
EXP1,6,exp1_t107,107,judgment,cavallo,arte,cavallo,left,B,512.34,21,F,right,keypress
EXP1,6,exp1_t108,108,judgment,prestigio,lusso,lusso,right,B,862.005,21,F,right,keypress
EXP1,6,exp1_t109,109,judgment,bicicletta,passione,bicicletta,left,B,710.92,21,F,right,keypress
EXP1,6,exp1_t110,110,judgment,infuriato,forchetta,forchetta,right,B,585.225,21,F,right,keypress
EXP1,6,exp1_t111,111,judgment,libreria,spazio,libreria,left,B,693.835,21,F,right,keypress
EXP1,6,exp1_t112,112,judgment,poltrona,fiducia,poltrona,left,B,896.11,21,F,right,keypress
EXP1,7,exp1_t0,0,judgment,insolente,vasca,insolente,left,A,1265.6,30,M,right,keypress
EXP1,7,exp1_t1,1,judgment,causa,stomaco,causa,left,A,867.3,30,M,right,keypress
EXP1,7,exp1_t2,2,judgment,avventura,vacanza,avventura,left,A,1020.9,30,M,right,keypress
EXP1,7,exp1_t3,3,judgment,tromba,potenza,potenza,right,A,790.6,30,M,right,keypress
EXP1,7,exp1_t4,4,judgment,annoiato,mestolo,annoiato,left,A,990.8,30,M,right,keypress
EXP1,7,exp1_t5,5,judgment,rancido,insalata,rancido,left,A,1048.6,30,M,right,keypress
EXP1,7,exp1_t6,6,judgment,gattino,dettaglio,dettaglio,right,A,851.4,30,M,right,keypress
EXP1,7,exp1_t7,7,judgment,lavare,attivare,attivare,right,A,755.3,30,M,right,keypress
EXP1,7,exp1_t8,8,judgment,elegante,felpa,elegante,left,A,1101.2,30,M,right,keypress
EXP1,7,exp1_t9,9,judgment,paralisi,sedia,paralisi,left,A,1601.2,30,M,right,keypress
EXP1,7,exp1_t10,10,judgment,sedile,agile,agile,right,A,855.8,30,M,right,keypress
EXP1,7,exp1_t11,11,judgment,burro,tenero,tenero,right,A,874.4,30,M,right,keypress
EXP1,7,exp1_t12,12,judgment,ulivo,ambizione,ambizione,right,A,811.0,30,M,right,keypress
EXP1,7,exp1_t13,13,judgment,attico,modesto,modesto,right,A,787.8,30,M,right,keypress
EXP1,7,exp1_t14,14,judgment,caramella,melodia,melodia,right,A,755.5,30,M,right,keypress
EXP1,7,exp1_t15,15,judgment,crepuscolo,orologio,crepuscolo,left,A,1268.2,30,M,right,keypress
EXP1,7,exp1_t16,16,judgment,dentista,fiducioso,fiducioso,right,A,917.4,30,M,right,keypress
EXP1,7,exp1_t17,17,judgment,leggenda,scala,leggenda,left,A,1366.0,30,M,right,keypress
EXP1,7,exp1_t18,18,judgment,idiota,scimmia,idiota,left,A,1035.1,30,M,right,keypress
EXP1,7,exp1_t19,19,judgment,cappello,rovente,rovente,right,A,934.1,30,M,right,keypress
EXP1,7,exp1_t20,20,judgment,intimo,mistico,mistico,right,A,1003.9,30,M,right,keypress
EXP1,7,exp1_t21,21,judgment,scarafaggio,orribile,orribile,right,A,1158.7,30,M,right,keypress
EXP1,7,exp1_t22,22,judgment,maniaco,ossessione,ossessione,right,A,1029.3,30,M,right,keypress
EXP1,7,exp1_t23,23,judgment,montagna,codardo,codardo,right,A,866.4,30,M,right,keypress
EXP1,7,exp1_t24,24,judgment,grato,abbraccio,grato,left,A,970.0,30,M,right,keypress
EXP1,7,exp1_t25,25,judgment,prete,devoto,devoto,right,A,1099.0,30,M,right,keypress
EXP1,7,exp1_t26,26,judgment,lussuria,prateria,lussuria,left,A,879.4,30,M,right,keypress
EXP1,7,exp1_t27,27,judgment,genere,cioccolato,genere,left,A,1085.0,30,M,right,keypress
EXP1,7,exp1_t28,28,judgment,piatto,insipido,insipido,right,A,724.6,30,M,right,keypress
EXP1,7,exp1_t29,29,judgment,gomito,astio,astio,right,A,1645.0,30,M,right,keypress
EXP1,7,exp1_t30,30,judgment,eccellenza,diamante,eccellenza,left,A,875.8,30,M,right,keypress
EXP1,7,exp1_t31,31,judgment,ottimismo,profumo,ottimismo,left,A,779.2,30,M,right,keypress
EXP1,7,exp1_t32,32,judgment,statua,audace,audace,right,A,991.1,30,M,right,keypress
EXP1,7,exp1_t33,33,judgment,disprezzo,sorriso,disprezzo,left,A,772.0,30,M,right,keypress
EXP1,7,exp1_t34,34,judgment,laureato,dio,dio,right,A,1134.1,30,M,right,keypress
EXP1,7,exp1_t35,35,judgment,mobilita,gomma,mobilita,left,A,952.9,30,M,right,keypress
EXP1,7,exp1_t36,36,judgment,latte,fetore,fetore,right,A,890.1,30,M,right,keypress
EXP1,7,exp1_t37,37,judgment,sfera,fase,fase,right,A,1073.8,30,M,right,keypress
EXP1,7,exp1_t38,38,judgment,coltello,demonio,demonio,right,A,1018.4,30,M,right,keypress
EXP1,7,exp1_t39,39,judgment,rosso,bicchiere,rosso,left,A,1073.5,30,M,right,keypress
EXP1,7,exp1_t40,40,judgment,mercato,vantaggio,vantaggio,right,A,1093.3,30,M,right,keypress
EXP1,7,exp1_t41,41,judgment,opzione,giacca,opzione,left,A,847.3,30,M,right,keypress
EXP1,7,exp1_t42,42,judgment,appetitoso,pizza,appetitoso,left,A,1142.3,30,M,right,keypress
EXP1,7,exp1_t43,43,judgment,grave,caviglia,grave,left,A,1160.5,30,M,right,keypress
EXP1,7,exp1_t44,44,judgment,giardino,salute,salute,right,A,886.1,30,M,right,keypress
EXP1,7,exp1_t45,45,judgment,cane,cortese,cortese,right,A,900.8,30,M,right,keypress
EXP1,7,exp1_t46,46,judgment,lenire,ferite,lenire,left,A,1013.2,30,M,right,keypress
EXP1,7,exp1_t47,47,judgment,meraviglia,cornice,meraviglia,left,A,835.1,30,M,right,keypress
EXP1,7,exp1_t48,48,judgment,libreria,spazio,spazio,right,A,1818.3,30,M,right,keypress
EXP1,7,exp1_t49,49,judgment,dollaro,utile,utile,right,A,771.0,30,M,right,keypress
EXP1,7,exp1_t50,50,judgment,camera,cortesia,cortesia,right,A,936.7,30,M,right,keypress
EXP1,7,exp1_t51,51,judgment,bocca,riverente,riverente,right,A,803.2,30,M,right,keypress
EXP1,7,exp1_t52,52,judgment,rasoio,stritolare,stritolare,right,A,1103.4,30,M,right,keypress
EXP1,7,exp1_t53,53,judgment,frigido,forcina,frigido,left,A,1017.0,30,M,right,keypress
EXP1,7,exp1_t54,54,judgment,giocattolo,insipido,insipido,right,A,1078.5,30,M,right,keypress
EXP1,7,exp1_t55,55,judgment,cavallo,arte,arte,right,A,921.7,30,M,right,keypress
EXP1,7,exp1_t56,56,judgment,veloce,vespa,veloce,left,A,751.8,30,M,right,keypress
EXP1,7,exp1_t57,57,judgment,facile,morbido,facile,left,A,1337.1,30,M,right,keypress
EXP1,7,exp1_t58,58,judgment,gatto,spaventato,spaventato,right,A,900.7,30,M,right,keypress
EXP1,7,exp1_t59,59,judgment,scrivania,pensieroso,pensieroso,right,A,1071.7,30,M,right,keypress
EXP1,7,exp1_t60,60,judgment,tavolo,pressione,pressione,right,A,910.3,30,M,right,keypress
EXP1,7,exp1_t61,61,judgment,guarire,ospedale,guarire,left,A,893.6,30,M,right,keypress
EXP1,7,exp1_t62,62,judgment,infedele,sposa,infedele,left,A,968.5,30,M,right,keypress
EXP1,7,exp1_t63,63,judgment,immorale,attrezzo,immorale,left,A,873.1,30,M,right,keypress
EXP1,7,exp1_t64,64,judgment,bicicletta,passione,passione,right,A,773.5,30,M,right,keypress
EXP1,7,exp1_t65,65,judgment,grezzo,barile,grezzo,left,A,1508.3,30,M,right,keypress
EXP1,7,exp1_t66,66,judgment,buio,balcone,buio,left,A,984.4,30,M,right,keypress
EXP1,7,exp1_t67,67,judgment,atletica,scarpa,atletica,left,A,1119.2,30,M,right,keypress
EXP1,7,exp1_t68,68,judgment,deforme,tronco,deforme,left,A,1081.6,30,M,right,keypress
EXP1,7,exp1_t69,69,judgment,vaso,gloria,gloria,right,A,851.1,30,M,right,keypress
EXP1,7,exp1_t70,70,judgment,ispirato,geranio,ispirato,left,A,1573.4,30,M,right,keypress
EXP1,7,exp1_t71,71,judgment,infuriato,forchetta,infuriato,left,A,1268.3,30,M,right,keypress
EXP1,7,exp1_t72,72,judgment,riparato,tenda,riparato,left,A,1140.2,30,M,right,keypress
EXP1,7,exp1_t73,73,judgment,vetro,giustizia,giustizia,right,A,854.7,30,M,right,keypress
EXP1,7,exp1_t74,74,judgment,fastidio,naso,fastidio,left,A,990.0,30,M,right,keypress
EXP1,7,exp1_t75,75,judgment,pentola,mente,mente,right,A,984.6,30,M,right,keypress
EXP1,7,exp1_t76,76,judgment,paletta,collisione,collisione,right,A,867.1,30,M,right,keypress
EXP1,7,exp1_t77,77,judgment,elefante,innocente,innocente,right,A,841.1,30,M,right,keypress
EXP1,7,exp1_t78,78,judgment,brutale,miele,brutale,left,A,886.1,30,M,right,keypress
EXP1,7,exp1_t79,79,judgment,corrotto,gonna,corrotto,left,A,1291.9,30,M,right,keypress
EXP1,7,exp1_t80,80,judgment,carcere,pena,pena,right,A,882.8,30,M,right,keypress
EXP1,7,exp1_t81,81,judgment,vittoria,ombrello,vittoria,left,A,654.8,30,M,right,keypress
EXP1,7,exp1_t82,82,judgment,farfalla,fantasia,fantasia,right,A,963.1,30,M,right,keypress
EXP1,7,exp1_t83,83,judgment,stanco,divano,stanco,left,A,1208.9,30,M,right,keypress
EXP1,7,exp1_t84,84,judgment,pianta,saggio,saggio,right,A,1034.5,30,M,right,keypress
EXP1,7,exp1_t85,85,judgment,finestra,triste,triste,right,A,884.9,30,M,right,keypress
EXP1,7,exp1_t86,86,judgment,specchio,spirito,spirito,right,A,975.5,30,M,right,keypress
EXP1,7,exp1_t87,87,judgment,maglia,vincere,vincere,right,A,862.5,30,M,right,keypress
EXP1,7,exp1_t88,88,judgment,pugnale,fortuito,fortuito,right,A,937.8,30,M,right,keypress
EXP1,7,exp1_t89,89,judgment,occhio,inganno,inganno,right,A,839.3,30,M,right,keypress
EXP1,7,exp1_t90,90,judgment,incidente,colpa,colpa,right,A,1316.9,30,M,right,keypress
EXP1,7,exp1_t91,91,judgment,estasi,sughero,estasi,left,A,763.8,30,M,right,keypress
EXP1,7,exp1_t92,92,judgment,magnifico,zanzara,magnifico,left,A,1196.3,30,M,right,keypress
EXP1,7,exp1_t93,93,judgment,miracolo,applauso,miracolo,left,A,1096.3,30,M,right,keypress
EXP1,7,exp1_t94,94,judgment,orecchio,disturbare,disturbare,right,A,987.8,30,M,right,keypress
EXP1,7,exp1_t95,95,judgment,intelletto,idrante,intelletto,left,A,1288.8,30,M,right,keypress
EXP1,7,exp1_t96,96,judgment,caos,quaderno,caos,left,A,915.3,30,M,right,keypress
EXP1,7,exp1_t97,97,judgment,ricatto,schiaffo,ricatto,left,A,1020.6,30,M,right,keypress
EXP1,7,exp1_t98,98,judgment,aereo,allerta,allerta,right,A,863.3,30,M,right,keypress
EXP1,7,exp1_t99,99,judgment,muscoloso,debole,debole,right,A,965.9,30,M,right,keypress
EXP1,7,exp1_t100,100,judgment,onore,vino,onore,left,A,863.2,30,M,right,keypress
EXP1,7,exp1_t101,101,judgment,evidente,serbatoio,evidente,left,A,1259.2,30,M,right,keypress
EXP1,7,exp1_t102,102,judgment,asilo,motivo,motivo,right,A,1333.4,30,M,right,keypress
EXP1,7,exp1_t103,103,judgment,fetido,calza,fetido,left,A,800.6,30,M,right,keypress
EXP1,7,exp1_t104,104,judgment,puzza,stufa,puzza,left,A,959.6,30,M,right,keypress
EXP1,7,exp1_t105,105,judgment,poesia,penna,poesia,left,A,1035.7,30,M,right,keypress
EXP1,7,exp1_t106,106,judgment,poltrona,fiducia,fiducia,right,A,1001.5,30,M,right,keypress
EXP1,7,exp1_t107,107,judgment,freddo,cappotto,freddo,left,A,1003.6,30,M,right,keypress
EXP1,7,exp1_t108,108,judgment,abito,solenne,solenne,right,A,868.3,30,M,right,keypress
EXP1,7,exp1_t109,109,judgment,musica,violino,musica,left,A,1301.4,30,M,right,keypress
EXP1,7,exp1_t110,110,judgment,febbre,pino,febbre,left,A,1003.3,30,M,right,keypress
EXP1,7,exp1_t111,111,judgment,dormire,paradiso,paradiso,right,A,883.9,30,M,right,keypress
EXP1,7,exp1_t112,112,judgment,ostile,nuvoloso,ostile,left,A,855.1,30,M,right,keypress
EXP1,8,exp1_t0,0,judgment,musica,violino,violino,right,B,2508.5,32,F,right,keypress
EXP1,8,exp1_t1,1,judgment,buio,balcone,balcone,right,B,1184.0,32,F,right,keypress
EXP1,8,exp1_t2,2,judgment,infuriato,forchetta,forchetta,right,B,1303.8,32,F,right,keypress
EXP1,8,exp1_t3,3,judgment,bicicletta,passione,bicicletta,left,B,1250.2,32,F,right,keypress
EXP1,8,exp1_t4,4,judgment,piatto,insipido,piatto,left,B,2230.9,32,F,right,keypress
EXP1,8,exp1_t5,5,judgment,vittoria,ombrello,ombrello,right,B,1241.5,32,F,right,keypress
EXP1,8,exp1_t6,6,judgment,natale,albero,albero,right,B,1962.3,32,F,right,keypress
EXP1,8,exp1_t7,7,judgment,maniaco,ossessione,maniaco,left,B,1263.8,32,F,right,keypress
EXP1,8,exp1_t8,8,judgment,guarire,ospedale,ospedale,right,B,2255.7,32,F,right,keypress
EXP1,8,exp1_t9,9,judgment,sedile,agile,sedile,left,B,1799.3,32,F,right,keypress
EXP1,8,exp1_t10,10,judgment,giocattolo,insipido,giocattolo,left,B,1355.1,32,F,right,keypress
EXP1,8,exp1_t11,11,judgment,scarafaggio,orribile,scarafaggio,left,B,2101.7,32,F,right,keypress
EXP1,8,exp1_t12,12,judgment,grave,caviglia,caviglia,right,B,2258.4,32,F,right,keypress
EXP1,8,exp1_t13,13,judgment,burro,tenero,burro,left,B,1498.2,32,F,right,keypress
EXP1,8,exp1_t14,14,judgment,facile,morbido,morbido,right,B,2129.9,32,F,right,keypress
EXP1,8,exp1_t15,15,judgment,poesia,penna,penna,right,B,2129.6,32,F,right,keypress
EXP1,8,exp1_t16,16,judgment,ulivo,ambizione,ulivo,left,B,1283.6,32,F,right,keypress
EXP1,8,exp1_t17,17,judgment,incidente,colpa,incidente,left,B,2251.4,32,F,right,keypress
EXP1,8,exp1_t18,18,judgment,dormire,paradiso,dormire,left,B,1736.3,32,F,right,keypress
EXP1,8,exp1_t19,19,judgment,vetro,giustizia,vetro,left,B,1240.2,32,F,right,keypress
EXP1,8,exp1_t20,20,judgment,frigido,forcina,forcina,right,B,2179.1,32,F,right,keypress
EXP1,8,exp1_t21,21,judgment,rosso,bicchiere,bicchiere,right,B,1834.9,32,F,right,keypress
EXP1,8,exp1_t22,22,judgment,puzza,stufa,stufa,right,B,2217.7,32,F,right,keypress
EXP1,8,exp1_t23,23,judgment,lenire,ferite,ferite,right,B,2161.0,32,F,right,keypress
EXP1,8,exp1_t24,24,judgment,dollaro,utile,dollaro,left,B,1791.3,32,F,right,keypress
EXP1,8,exp1_t25,25,judgment,onore,vino,vino,right,B,2449.9,32,F,right,keypress
EXP1,8,exp1_t26,26,judgment,camera,cortesia,camera,left,B,1587.9,32,F,right,keypress
EXP1,8,exp1_t27,27,judgment,estasi,sughero,sughero,right,B,1652.2,32,F,right,keypress
EXP1,8,exp1_t28,28,judgment,atletica,scarpa,scarpa,right,B,1349.2,32,F,right,keypress
EXP1,8,exp1_t29,29,judgment,freddo,cappotto,cappotto,right,B,2075.0,32,F,right,keypress
EXP1,8,exp1_t30,30,judgment,precipizio,orrore,precipizio,left,B,2583.0,32,F,right,keypress
EXP1,8,exp1_t31,31,judgment,annoiato,mestolo,mestolo,right,B,1665.7,32,F,right,keypress
EXP1,8,exp1_t32,32,judgment,pentola,mente,pentola,left,B,2725.5,32,F,right,keypress
EXP1,8,exp1_t33,33,judgment,prete,devoto,prete,left,B,2064.4,32,F,right,keypress
EXP1,8,exp1_t34,34,judgment,finestra,triste,finestra,left,B,1671.0,32,F,right,keypress
EXP1,8,exp1_t35,35,judgment,disprezzo,sorriso,sorriso,right,B,1523.2,32,F,right,keypress
EXP1,8,exp1_t36,36,judgment,libreria,spazio,libreria,left,B,2984.2,32,F,right,keypress
EXP1,8,exp1_t37,37,judgment,maglia,vincere,maglia,left,B,1834.4,32,F,right,keypress
EXP1,8,exp1_t38,38,judgment,causa,stomaco,stomaco,right,B,2417.4,32,F,right,keypress
EXP1,8,exp1_t39,39,judgment,rancido,insalata,insalata,right,B,2161.5,32,F,right,keypress
EXP1,8,exp1_t40,40,judgment,immorale,attrezzo,attrezzo,right,B,1770.9,32,F,right,keypress
EXP1,8,exp1_t41,41,judgment,asilo,motivo,asilo,left,B,2268.1,32,F,right,keypress
EXP1,8,exp1_t42,42,judgment,febbre,pino,pino,right,B,1074.5,32,F,right,keypress
EXP1,8,exp1_t43,43,judgment,gomito,astio,gomito,left,B,1304.3,32,F,right,keypress
EXP1,8,exp1_t44,44,judgment,leggenda,scala,scala,right,B,2727.2,32,F,right,keypress
EXP1,8,exp1_t45,45,judgment,meraviglia,cornice,cornice,right,B,2105.2,32,F,right,keypress
EXP1,8,exp1_t46,46,judgment,carcere,pena,carcere,left,B,2244.3,32,F,right,keypress
EXP1,8,exp1_t47,47,judgment,genere,cioccolato,cioccolato,right,B,1446.5,32,F,right,keypress
EXP1,8,exp1_t48,48,judgment,rasoio,stritolare,rasoio,left,B,2529.4,32,F,right,keypress
EXP1,8,exp1_t49,49,judgment,gatto,spaventato,gatto,left,B,1359.3,32,F,right,keypress
EXP1,8,exp1_t50,50,judgment,mercato,vantaggio,mercato,left,B,1860.3,32,F,right,keypress
EXP1,8,exp1_t51,51,judgment,grezzo,barile,barile,right,B,1209.3,32,F,right,keypress
EXP1,8,exp1_t52,52,judgment,insolente,vasca,vasca,right,B,2240.8,32,F,right,keypress
EXP1,8,exp1_t53,53,judgment,vaso,gloria,vaso,left,B,1594.7,32,F,right,keypress
EXP1,8,exp1_t54,54,judgment,montagna,codardo,montagna,left,B,2957.1,32,F,right,keypress
EXP1,8,exp1_t55,55,judgment,evidente,serbatoio,serbatoio,right,B,1649.0,32,F,right,keypress
EXP1,8,exp1_t56,56,judgment,lussuria,prateria,prateria,right,B,2364.8,32,F,right,keypress
EXP1,8,exp1_t57,57,judgment,abito,solenne,abito,left,B,1654.0,32,F,right,keypress
EXP1,8,exp1_t58,58,judgment,elefante,innocente,elefante,left,B,2386.8,32,F,right,keypress
EXP1,8,exp1_t59,59,judgment,ostile,nuvoloso,nuvoloso,right,B,1527.4,32,F,right,keypress
EXP1,8,exp1_t60,60,judgment,farfalla,fantasia,farfalla,left,B,1623.4,32,F,right,keypress
EXP1,8,exp1_t61,61,judgment,occhio,inganno,occhio,left,B,1444.9,32,F,right,keypress
EXP1,8,exp1_t62,62,judgment,scrivania,pensieroso,scrivania,left,B,2914.7,32,F,right,keypress
EXP1,8,exp1_t63,63,judgment,giardino,salute,giardino,left,B,2700.4,32,F,right,keypress
EXP1,8,exp1_t64,64,judgment,veloce,vespa,vespa,right,B,1388.1,32,F,right,keypress
EXP1,8,exp1_t65,65,judgment,magnifico,zanzara,zanzara,right,B,1520.0,32,F,right,keypress
EXP1,8,exp1_t66,66,judgment,umano,morale,umano,left,B,1341.5,32,F,right,keypress
EXP1,8,exp1_t67,67,judgment,fetido,calza,calza,right,B,1834.4,32,F,right,keypress
EXP1,8,exp1_t68,68,judgment,tromba,potenza,tromba,left,B,1848.8,32,F,right,keypress
EXP1,8,exp1_t69,69,judgment,cane,cortese,cane,left,B,2033.6,32,F,right,keypress
EXP1,8,exp1_t70,70,judgment,diavolo,prigione,prigione,right,B,1754.9,32,F,right,keypress
EXP1,8,exp1_t71,71,judgment,caos,quaderno,quaderno,right,B,1196.8,32,F,right,keypress
EXP1,8,exp1_t72,72,judgment,latte,fetore,latte,left,B,2971.8,32,F,right,keypress
EXP1,8,exp1_t73,73,judgment,ricatto,schiaffo,schiaffo,right,B,2320.5,32,F,right,keypress
EXP1,8,exp1_t74,74,judgment,dono,perspicacia,dono,left,B,2106.3,32,F,right,keypress
EXP1,8,exp1_t75,75,judgment,bocca,riverente,bocca,left,B,1369.0,32,F,right,keypress
EXP1,8,exp1_t76,76,judgment,paralisi,sedia,sedia,right,B,1603.6,32,F,right,keypress
EXP1,8,exp1_t77,77,judgment,mobilita,gomma,gomma,right,B,1410.4,32,F,right,keypress
EXP1,8,exp1_t78,78,judgment,miracolo,applauso,applauso,right,B,1567.2,32,F,right,keypress
EXP1,8,exp1_t79,79,judgment,elegante,felpa,felpa,right,B,2704.1,32,F,right,keypress
EXP1,8,exp1_t80,80,judgment,fastidio,naso,naso,right,B,2939.0,32,F,right,keypress
EXP1,8,exp1_t81,81,judgment,gattino,dettaglio,gattino,left,B,2517.8,32,F,right,keypress
EXP1,8,exp1_t82,82,judgment,dentista,fiducioso,dentista,left,B,1716.0,32,F,right,keypress
EXP1,8,exp1_t83,83,judgment,opzione,giacca,giacca,right,B,2139.2,32,F,right,keypress
EXP1,8,exp1_t84,84,judgment,stanco,divano,divano,right,B,1395.8,32,F,right,keypress
EXP1,8,exp1_t85,85,judgment,coltello,demonio,coltello,left,B,2085.3,32,F,right,keypress
EXP1,8,exp1_t86,86,judgment,brutale,miele,miele,right,B,1348.4,32,F,right,keypress
EXP1,8,exp1_t87,87,judgment,idiota,scimmia,scimmia,right,B,1800.7,32,F,right,keypress
EXP1,8,exp1_t88,88,judgment,caramella,melodia,caramella,left,B,2720.2,32,F,right,keypress
EXP1,8,exp1_t89,89,judgment,grato,abbraccio,abbraccio,right,B,2787.7,32,F,right,keypress
EXP1,8,exp1_t90,90,judgment,appetitoso,pizza,pizza,right,B,1614.5,32,F,right,keypress
EXP1,8,exp1_t91,91,judgment,ispirato,geranio,geranio,right,B,2310.6,32,F,right,keypress
EXP1,8,exp1_t92,92,judgment,intimo,mistico,intimo,left,B,2875.3,32,F,right,keypress
EXP1,8,exp1_t93,93,judgment,specchio,spirito,specchio,left,B,2816.9,32,F,right,keypress
EXP1,8,exp1_t94,94,judgment,eccellenza,diamante,diamante,right,B,2419.8,32,F,right,keypress
EXP1,9,exp1_t0,0,judgment,lenire,ferite,lenire,left,A,1633.4,24,F,right,keypress
EXP1,9,exp1_t1,1,judgment,brutale,miele,brutale,left,A,859.9,24,F,right,keypress
EXP1,9,exp1_t2,2,judgment,genere,cioccolato,genere,left,A,761.7,24,F,right,keypress
EXP1,9,exp1_t3,3,judgment,dormire,paradiso,paradiso,right,A,878.3,24,F,right,keypress
EXP1,9,exp1_t4,4,judgment,prete,devoto,devoto,right,A,810.5,24,F,right,keypress
EXP1,9,exp1_t5,5,judgment,muscoloso,debole,debole,right,A,834.2,24,F,right,keypress
EXP1,9,exp1_t6,6,judgment,attico,modesto,modesto,right,A,1644.1,24,F,right,keypress
EXP1,9,exp1_t7,7,judgment,montagna,codardo,codardo,right,A,1492.9,24,F,right,keypress
EXP1,9,exp1_t8,8,judgment,opzione,giacca,opzione,left,A,1330.8,24,F,right,keypress
EXP1,9,exp1_t9,9,judgment,dentista,fiducioso,fiducioso,right,A,1537.6,24,F,right,keypress
EXP1,9,exp1_t10,10,judgment,fetido,calza,fetido,left,A,1944.7,24,F,right,keypress
EXP1,9,exp1_t11,11,judgment,fastidio,naso,fastidio,left,A,1143.7,24,F,right,keypress
EXP1,9,exp1_t12,12,judgment,laureato,dio,dio,right,A,647.5,24,F,right,keypress
EXP1,9,exp1_t13,13,judgment,caos,quaderno,caos,left,A,742.5,24,F,right,keypress
EXP1,9,exp1_t14,14,judgment,avventura,vacanza,avventura,left,A,1249.5,24,F,right,keypress
EXP1,9,exp1_t15,15,judgment,occhio,inganno,inganno,right,A,1233.4,24,F,right,keypress
EXP1,9,exp1_t16,16,judgment,piatto,insipido,insipido,right,A,709.4,24,F,right,keypress
EXP1,9,exp1_t17,17,judgment,sedile,agile,agile,right,A,1458.1,24,F,right,keypress
EXP1,9,exp1_t18,18,judgment,vittoria,ombrello,vittoria,left,A,776.9,24,F,right,keypress
EXP1,9,exp1_t19,19,judgment,giocattolo,insipido,insipido,right,A,1028.5,24,F,right,keypress
EXP1,9,exp1_t20,20,judgment,mobilita,gomma,mobilita,left,A,1133.4,24,F,right,keypress
EXP1,9,exp1_t21,21,judgment,intimo,mistico,mistico,right,A,800.9,24,F,right,keypress
EXP1,9,exp1_t22,22,judgment,bicicletta,passione,passione,right,A,1036.1,24,F,right,keypress
EXP1,9,exp1_t23,23,judgment,disprezzo,sorriso,disprezzo,left,A,2298.5,24,F,right,keypress
EXP1,9,exp1_t24,24,judgment,estasi,sughero,estasi,left,A,960.3,24,F,right,keypress
EXP1,9,exp1_t25,25,judgment,grave,caviglia,grave,left,A,954.9,24,F,right,keypress
EXP1,9,exp1_t26,26,judgment,elefante,innocente,innocente,right,A,917.1,24,F,right,keypress
EXP1,9,exp1_t27,27,judgment,pugnale,fortuito,fortuito,right,A,1417.5,24,F,right,keypress
EXP1,9,exp1_t28,28,judgment,immorale,attrezzo,immorale,left,A,951.2,24,F,right,keypress
EXP1,9,exp1_t29,29,judgment,insolente,vasca,insolente,left,A,795.3,24,F,right,keypress
EXP1,9,exp1_t30,30,judgment,abito,solenne,solenne,right,A,1155.9,24,F,right,keypress
EXP1,9,exp1_t31,31,judgment,eccellenza,diamante,eccellenza,left,A,1067.5,24,F,right,keypress
EXP1,9,exp1_t32,32,judgment,musica,violino,musica,left,A,1399.6,24,F,right,keypress
EXP1,9,exp1_t33,33,judgment,tromba,potenza,potenza,right,A,727.5,24,F,right,keypress
EXP1,9,exp1_t34,34,judgment,freddo,cappotto,freddo,left,A,978.7,24,F,right,keypress
EXP1,9,exp1_t35,35,judgment,riparato,tenda,riparato,left,A,1683.2,24,F,right,keypress
EXP1,9,exp1_t36,36,judgment,febbre,pino,febbre,left,A,717.9,24,F,right,keypress
EXP1,9,exp1_t37,37,judgment,camera,cortesia,cortesia,right,A,1257.8,24,F,right,keypress
EXP1,9,exp1_t38,38,judgment,leggenda,scala,leggenda,left,A,777.6,24,F,right,keypress
EXP1,9,exp1_t39,39,judgment,bocca,riverente,riverente,right,A,1186.0,24,F,right,keypress
EXP1,9,exp1_t40,40,judgment,incidente,colpa,colpa,right,A,600.1,24,F,right,keypress
EXP1,9,exp1_t41,41,judgment,farfalla,fantasia,fantasia,right,A,1027.9,24,F,right,keypress
EXP1,9,exp1_t42,42,judgment,elegante,felpa,elegante,left,A,801.3,24,F,right,keypress
EXP1,9,exp1_t43,43,judgment,cane,cortese,cortese,right,A,1033.7,24,F,right,keypress
EXP1,9,exp1_t44,44,judgment,rosso,bicchiere,rosso,left,A,648.8,24,F,right,keypress
EXP1,9,exp1_t45,45,judgment,orecchio,disturbare,disturbare,right,A,1083.6,24,F,right,keypress
EXP1,9,exp1_t46,46,judgment,burro,tenero,tenero,right,A,959.1,24,F,right,keypress
EXP1,9,exp1_t47,47,judgment,magnifico,zanzara,magnifico,left,A,1282.8,24,F,right,keypress
EXP1,9,exp1_t48,48,judgment,libreria,spazio,spazio,right,A,884.3,24,F,right,keypress
EXP1,9,exp1_t49,49,judgment,meraviglia,cornice,meraviglia,left,A,1306.4,24,F,right,keypress
EXP1,9,exp1_t50,50,judgment,ricatto,schiaffo,ricatto,left,A,1505.0,24,F,right,keypress
