experiment,participant_id,trial_id,trial_order,phase_id,stimulus_left,stimulus_right,response,response_side,condition_raw,rt,age,gender,hand,rt_measure
EXP1,1,exp1_t0,0,judgment,dono,perspicacia,perspicacia,right,A,1975.0,24,M,right,keypress
EXP1,1,exp1_t1,1,judgment,incidente,colpa,colpa,right,A,1471.0,24,M,right,keypress
EXP1,1,exp1_t2,2,judgment,lussuria,prateria,lussuria,left,A,2797.0,24,M,right,keypress
EXP1,1,exp1_t3,3,judgment,insolente,vasca,insolente,left,A,1218.0,24,M,right,keypress
EXP1,1,exp1_t4,4,judgment,camera,cortesia,cortesia,right,A,1938.0,24,M,right,keypress
EXP1,1,exp1_t5,5,judgment,musica,violino,musica,left,A,1453.0,24,M,right,keypress
EXP1,1,exp1_t6,6,judgment,avventura,vacanza,avventura,left,A,1470.0,24,M,right,keypress
EXP1,1,exp1_t7,7,judgment,scarafaggio,orribile,orribile,right,A,1436.0,24,M,right,keypress
EXP1,1,exp1_t8,8,judgment,laureato,dio,dio,right,A,1874.0,24,M,right,keypress
EXP1,1,exp1_t9,9,judgment,assediato,ferito,assediato,left,A,1068.0,24,M,right,keypress
EXP1,1,exp1_t10,10,judgment,rosso,bicchiere,rosso,left,A,1443.0,24,M,right,keypress
EXP1,1,exp1_t11,11,judgment,estasi,sughero,estasi,left,A,1508.0,24,M,right,keypress
EXP1,1,exp1_t12,12,judgment,mercato,vantaggio,vantaggio,right,A,1143.0,24,M,right,keypress
EXP1,1,exp1_t13,13,judgment,dollaro,utile,utile,right,A,1054.0,24,M,right,keypress
EXP1,1,exp1_t14,14,judgment,piatto,insipido,insipido,right,A,988.0,24,M,right,keypress
EXP1,1,exp1_t15,15,judgment,muscoloso,debole,debole,right,A,2495.0,24,M,right,keypress
EXP1,1,exp1_t16,16,judgment,disprezzo,sorriso,disprezzo,left,A,2722.0,24,M,right,keypress
EXP1,1,exp1_t17,17,judgment,aereo,allerta,allerta,right,A,2408.0,24,M,right,keypress
EXP1,1,exp1_t18,18,judgment,grezzo,barile,grezzo,left,A,1503.0,24,M,right,keypress
EXP1,1,exp1_t19,19,judgment,pianta,saggio,saggio,right,A,2757.0,24,M,right,keypress
EXP1,1,exp1_t20,20,judgment,cappello,rovente,rovente,right,A,2539.0,24,M,right,keypress
EXP1,1,exp1_t21,21,judgment,ricatto,schiaffo,ricatto,left,A,2779.0,24,M,right,keypress
EXP1,1,exp1_t22,22,judgment,crepuscolo,orologio,crepuscolo,left,A,1457.0,24,M,right,keypress
EXP1,1,exp1_t23,23,judgment,lavare,attivare,attivare,right,A,2890.0,24,M,right,keypress
EXP1,1,exp1_t24,24,judgment,vetro,giustizia,giustizia,right,A,918.0,24,M,right,keypress
EXP1,1,exp1_t25,25,judgment,ulivo,ambizione,ambizione,right,A,960.0,24,M,right,keypress
EXP1,1,exp1_t26,26,judgment,pentola,mente,mente,right,A,1317.0,24,M,right,keypress
EXP1,1,exp1_t27,27,judgment,immorale,attrezzo,immorale,left,A,1031.0,24,M,right,keypress
EXP1,1,exp1_t28,28,judgment,puzza,stufa,puzza,left,A,2403.0,24,M,right,keypress
EXP1,1,exp1_t29,29,judgment,paralisi,sedia,paralisi,left,A,2008.0,24,M,right,keypress
EXP1,1,exp1_t30,30,judgment,idiota,scimmia,idiota,left,A,2387.0,24,M,right,keypress
EXP1,1,exp1_t31,31,judgment,pugnale,fortuito,fortuito,right,A,2140.0,24,M,right,keypress
EXP1,1,exp1_t32,32,judgment,dentista,fiducioso,fiducioso,right,A,1323.0,24,M,right,keypress
EXP1,1,exp1_t33,33,judgment,carcere,pena,pena,right,A,1454.0,24,M,right,keypress
EXP1,1,exp1_t34,34,judgment,precipizio,orrore,orrore,right,A,1371.0,24,M,right,keypress
EXP1,1,exp1_t35,35,judgment,intelletto,idrante,intelletto,left,A,1241.0,24,M,right,keypress
EXP1,1,exp1_t36,36,judgment,libreria,spazio,spazio,right,A,1902.0,24,M,right,keypress
EXP1,1,exp1_t37,37,judgment,maglia,vincere,vincere,right,A,2470.0,24,M,right,keypress
EXP1,1,exp1_t38,38,judgment,poesia,penna,poesia,left,A,2812.0,24,M,right,keypress
EXP1,1,exp1_t39,39,judgment,paletta,collisione,collisione,right,A,1751.0,24,M,right,keypress
EXP1,1,exp1_t40,40,judgment,tromba,potenza,potenza,right,A,2557.0,24,M,right,keypress
EXP1,1,exp1_t41,41,judgment,dormire,paradiso,paradiso,right,A,1637.0,24,M,right,keypress
EXP1,1,exp1_t42,42,judgment,rasoio,stritolare,stritolare,right,A,1504.0,24,M,right,keypress
EXP1,1,exp1_t43,43,judgment,onore,vino,onore,left,A,1155.0,24,M,right,keypress
EXP1,1,exp1_t44,44,judgment,maniaco,ossessione,ossessione,right,A,1756.0,24,M,right,keypress
EXP1,1,exp1_t45,45,judgment,attico,modesto,modesto,right,A,1499.0,24,M,right,keypress
EXP1,1,exp1_t46,46,judgment,cavallo,arte,arte,right,A,1458.0,24,M,right,keypress
EXP1,1,exp1_t47,47,judgment,vaso,gloria,gloria,right,A,1507.0,24,M,right,keypress
EXP1,1,exp1_t48,48,judgment,magnifico,zanzara,magnifico,left,A,925.0,24,M,right,keypress
EXP1,1,exp1_t49,49,judgment,infuriato,forchetta,infuriato,left,A,1340.0,24,M,right,keypress
EXP1,1,exp1_t50,50,judgment,abito,solenne,solenne,right,A,1216.0,24,M,right,keypress
EXP1,1,exp1_t51,51,judgment,meraviglia,cornice,meraviglia,left,A,2211.0,24,M,right,keypress
EXP1,1,exp1_t52,52,judgment,tavolo,pressione,pressione,right,A,1907.0,24,M,right,keypress
EXP1,1,exp1_t53,53,judgment,gattino,dettaglio,dettaglio,right,A,2441.0,24,M,right,keypress
EXP1,1,exp1_t54,54,judgment,finestra,triste,triste,right,A,923.0,24,M,right,keypress
EXP1,1,exp1_t55,55,judgment,brutale,miele,brutale,left,A,1124.0,24,M,right,keypress
EXP1,1,exp1_t56,56,judgment,deforme,tronco,deforme,left,A,1869.0,24,M,right,keypress
EXP1,1,exp1_t57,57,judgment,fastidio,naso,fastidio,left,A,2388.0,24,M,right,keypress
EXP1,1,exp1_t58,58,judgment,scrivania,pensieroso,pensieroso,right,A,1887.0,24,M,right,keypress
EXP1,1,exp1_t59,59,judgment,fetido,calza,fetido,left,A,1369.0,24,M,right,keypress
EXP1,1,exp1_t60,60,judgment,ispirato,geranio,ispirato,left,A,1507.0,24,M,right,keypress
EXP1,1,exp1_t61,61,judgment,diavolo,prigione,diavolo,left,A,1875.0,24,M,right,keypress
EXP1,1,exp1_t62,62,judgment,annoiato,mestolo,annoiato,left,A,1121.0,24,M,right,keypress
EXP1,1,exp1_t63,63,judgment,appetitoso,pizza,appetitoso,left,A,1177.0,24,M,right,keypress
EXP1,1,exp1_t64,64,judgment,coltello,demonio,demonio,right,A,948.0,24,M,right,keypress
EXP1,1,exp1_t65,65,judgment,mobilita,gomma,mobilita,left,A,1301.0,24,M,right,keypress
EXP1,1,exp1_t66,66,judgment,freddo,cappotto,freddo,left,A,2438.0,24,M,right,keypress
EXP1,1,exp1_t67,67,judgment,riparato,tenda,riparato,left,A,1106.0,24,M,right,keypress
EXP1,1,exp1_t68,68,judgment,corrotto,gonna,corrotto,left,A,1253.0,24,M,right,keypress
EXP1,1,exp1_t69,69,judgment,miracolo,applauso,miracolo,left,A,1462.0,24,M,right,keypress
EXP1,1,exp1_t70,70,judgment,giardino,salute,salute,right,A,2620.0,24,M,right,keypress
EXP1,1,exp1_t71,71,judgment,gatto,spaventato,spaventato,right,A,2088.0,24,M,right,keypress
EXP1,1,exp1_t72,72,judgment,grave,caviglia,grave,left,A,1228.0,24,M,right,keypress
EXP1,1,exp1_t73,73,judgment,elefante,innocente,innocente,right,A,1908.0,24,M,right,keypress
EXP1,1,exp1_t74,74,judgment,bocca,riverente,riverente,right,A,1790.0,24,M,right,keypress
EXP1,1,exp1_t75,75,judgment,giocattolo,insipido,insipido,right,A,2200.0,24,M,right,keypress
EXP1,1,exp1_t76,76,judgment,leggenda,scala,leggenda,left,A,1473.0,24,M,right,keypress
EXP1,1,exp1_t77,77,judgment,ottimismo,profumo,ottimismo,left,A,1803.0,24,M,right,keypress
EXP1,1,exp1_t78,78,judgment,sedile,agile,agile,right,A,1415.0,24,M,right,keypress
EXP1,1,exp1_t79,79,judgment,statua,audace,audace,right,A,2011.0,24,M,right,keypress
EXP1,1,exp1_t80,80,judgment,occhio,inganno,inganno,right,A,2427.0,24,M,right,keypress
EXP1,1,exp1_t81,81,judgment,umano,morale,morale,right,A,2859.0,24,M,right,keypress
EXP1,1,exp1_t82,82,judgment,causa,stomaco,causa,left,A,2333.0,24,M,right,keypress
EXP1,1,exp1_t83,83,judgment,febbre,pino,febbre,left,A,1825.0,24,M,right,keypress
EXP1,1,exp1_t84,84,judgment,rancido,insalata,rancido,left,A,1393.0,24,M,right,keypress
EXP1,1,exp1_t85,85,judgment,latte,fetore,fetore,right,A,1151.0,24,M,right,keypress
EXP1,1,exp1_t86,86,judgment,montagna,codardo,codardo,right,A,1700.0,24,M,right,keypress
EXP1,1,exp1_t87,87,judgment,guarire,ospedale,guarire,left,A,1625.0,24,M,right,keypress
EXP1,1,exp1_t88,88,judgment,burro,tenero,tenero,right,A,2237.0,24,M,right,keypress
EXP1,1,exp1_t89,89,judgment,prestigio,lusso,prestigio,left,A,1306.0,24,M,right,keypress
EXP1,1,exp1_t90,90,judgment,genere,cioccolato,genere,left,A,1352.0,24,M,right,keypress
EXP1,1,exp1_t91,91,judgment,stanco,divano,stanco,left,A,1033.0,24,M,right,keypress
EXP1,1,exp1_t92,92,judgment,caos,quaderno,caos,left,A,1303.0,24,M,right,keypress
EXP1,1,exp1_t93,93,judgment,opzione,giacca,opzione,left,A,1469.0,24,M,right,keypress
EXP1,1,exp1_t94,94,judgment,gomito,astio,astio,right,A,1671.0,24,M,right,keypress
EXP1,1,exp1_t95,95,judgment,farfalla,fantasia,fantasia,right,A,2611.0,24,M,right,keypress
EXP1,1,exp1_t96,96,judgment,grato,abbraccio,grato,left,A,1825.0,24,M,right,keypress
EXP1,1,exp1_t97,97,judgment,vittoria,ombrello,vittoria,left,A,2074.0,24,M,right,keypress
EXP1,1,exp1_t98,98,judgment,prete,devoto,devoto,right,A,1301.0,24,M,right,keypress
EXP1,1,exp1_t99,99,judgment,eccellenza,diamante,eccellenza,left,A,946.0,24,M,right,keypress
EXP1,1,exp1_t100,100,judgment,infedele,sposa,infedele,left,A,2158.0,24,M,right,keypress
EXP1,1,exp1_t101,101,judgment,veloce,vespa,veloce,left,A,1182.0,24,M,right,keypress
EXP1,1,exp1_t102,102,judgment,poltrona,fiducia,fiducia,right,A,1339.0,24,M,right,keypress
EXP1,1,exp1_t103,103,judgment,bicicletta,passione,passione,right,A,1890.0,24,M,right,keypress
EXP1,2,exp1_t0,0,judgment,musica,violino,violino,right,B,2088.4,23,F,right,keypress
EXP1,2,exp1_t1,1,judgment,incidente,colpa,incidente,left,B,1607.8,23,F,right,keypress
EXP1,2,exp1_t2,2,judgment,rasoio,stritolare,rasoio,left,B,1479.8,23,F,right,keypress
EXP1,2,exp1_t3,3,judgment,mercato,vantaggio,mercato,left,B,1347.2,23,F,right,keypress
EXP1,2,exp1_t4,4,judgment,libreria,spazio,libreria,left,B,1112.3,23,F,right,keypress
EXP1,2,exp1_t5,5,judgment,magnifico,zanzara,zanzara,right,B,1229.1,23,F,right,keypress
EXP1,2,exp1_t6,6,judgment,ostile,nuvoloso,nuvoloso,right,B,2105.1,23,F,right,keypress
EXP1,2,exp1_t7,7,judgment,pianta,saggio,pianta,left,B,1314.9,23,F,right,keypress
EXP1,2,exp1_t8,8,judgment,facile,morbido,morbido,right,B,1707.7,23,F,right,keypress
EXP1,2,exp1_t9,9,judgment,poesia,penna,penna,right,B,1051.9,23,F,right,keypress
EXP1,2,exp1_t10,10,judgment,pentola,mente,pentola,left,B,854.0,23,F,right,keypress
EXP1,2,exp1_t11,11,judgment,abito,solenne,abito,left,B,945.9,23,F,right,keypress
EXP1,2,exp1_t12,12,judgment,prete,devoto,prete,left,B,1730.1,23,F,right,keypress
EXP1,2,exp1_t13,13,judgment,farfalla,fantasia,farfalla,left,B,1172.3,23,F,right,keypress
EXP1,2,exp1_t14,14,judgment,diavolo,prigione,prigione,right,B,1316.9,23,F,right,keypress
EXP1,2,exp1_t15,15,judgment,avventura,vacanza,vacanza,right,B,2761.8,23,F,right,keypress
EXP1,2,exp1_t16,16,judgment,guarire,ospedale,ospedale,right,B,1878.6,23,F,right,keypress
EXP1,2,exp1_t17,17,judgment,tavolo,pressione,tavolo,left,B,830.9,23,F,right,keypress
EXP1,2,exp1_t18,18,judgment,dono,perspicacia,dono,left,B,2298.4,23,F,right,keypress
EXP1,2,exp1_t19,19,judgment,grave,caviglia,caviglia,right,B,1245.8,23,F,right,keypress
EXP1,2,exp1_t20,20,judgment,camera,cortesia,camera,left,B,1657.2,23,F,right,keypress
EXP1,2,exp1_t21,21,judgment,gomito,astio,gomito,left,B,1912.9,23,F,right,keypress
EXP1,2,exp1_t22,22,judgment,causa,stomaco,stomaco,right,B,1885.9,23,F,right,keypress
EXP1,2,exp1_t23,23,judgment,aereo,allerta,aereo,left,B,1783.9,23,F,right,keypress
EXP1,2,exp1_t24,24,judgment,latte,fetore,latte,left,B,1600.2,23,F,right,keypress
EXP1,2,exp1_t25,25,judgment,dentista,fiducioso,dentista,left,B,1434.0,23,F,right,keypress
EXP1,2,exp1_t26,26,judgment,fastidio,naso,naso,right,B,1446.9,23,F,right,keypress
EXP1,2,exp1_t27,27,judgment,lenire,ferite,ferite,right,B,1531.8,23,F,right,keypress
EXP1,2,exp1_t28,28,judgment,miracolo,applauso,applauso,right,B,2060.8,23,F,right,keypress
EXP1,2,exp1_t29,29,judgment,idiota,scimmia,scimmia,right,B,1821.3,23,F,right,keypress
EXP1,2,exp1_t30,30,judgment,annoiato,mestolo,mestolo,right,B,2743.2,23,F,right,keypress
EXP1,2,exp1_t31,31,judgment,disprezzo,sorriso,sorriso,right,B,2063.2,23,F,right,keypress
EXP1,2,exp1_t32,32,judgment,sedile,agile,sedile,left,B,1398.3,23,F,right,keypress
EXP1,2,exp1_t33,33,judgment,caramella,melodia,caramella,left,B,949.4,23,F,right,keypress
EXP1,2,exp1_t34,34,judgment,intimo,mistico,intimo,left,B,2341.8,23,F,right,keypress
EXP1,2,exp1_t35,35,judgment,vittoria,ombrello,ombrello,right,B,1179.4,23,F,right,keypress
EXP1,2,exp1_t36,36,judgment,attico,modesto,attico,left,B,2076.1,23,F,right,keypress
EXP1,2,exp1_t37,37,judgment,frigido,forcina,forcina,right,B,2991.5,23,F,right,keypress
EXP1,2,exp1_t38,38,judgment,grezzo,barile,barile,right,B,1698.0,23,F,right,keypress
EXP1,2,exp1_t39,39,judgment,evidente,serbatoio,serbatoio,right,B,1963.2,23,F,right,keypress
EXP1,2,exp1_t40,40,judgment,scarafaggio,orribile,scarafaggio,left,B,1431.7,23,F,right,keypress
EXP1,2,exp1_t41,41,judgment,orecchio,disturbare,orecchio,left,B,1065.3,23,F,right,keypress
EXP1,2,exp1_t42,42,judgment,lavare,attivare,lavare,left,B,1473.6,23,F,right,keypress
EXP1,2,exp1_t43,43,judgment,elefante,innocente,elefante,left,B,1115.8,23,F,right,keypress
EXP1,2,exp1_t44,44,judgment,cavallo,arte,cavallo,left,B,1100.2,23,F,right,keypress
EXP1,2,exp1_t45,45,judgment,ulivo,ambizione,ulivo,left,B,1691.5,23,F,right,keypress
EXP1,2,exp1_t46,46,judgment,coltello,demonio,coltello,left,B,1200.4,23,F,right,keypress
EXP1,2,exp1_t47,47,judgment,freddo,cappotto,cappotto,right,B,1466.8,23,F,right,keypress
EXP1,2,exp1_t48,48,judgment,opzione,giacca,giacca,right,B,1809.6,23,F,right,keypress
EXP1,2,exp1_t49,49,judgment,gattino,dettaglio,gattino,left,B,1268.8,23,F,right,keypress
EXP1,2,exp1_t50,50,judgment,statua,audace,statua,left,B,1231.5,23,F,right,keypress
EXP1,2,exp1_t51,51,judgment,febbre,pino,pino,right,B,1546.5,23,F,right,keypress
EXP1,2,exp1_t52,52,judgment,poltrona,fiducia,poltrona,left,B,1166.4,23,F,right,keypress
EXP1,2,exp1_t53,53,judgment,umano,morale,umano,left,B,1003.4,23,F,right,keypress
EXP1,2,exp1_t54,54,judgment,infuriato,forchetta,forchetta,right,B,1820.9,23,F,right,keypress
EXP1,2,exp1_t55,55,judgment,caos,quaderno,quaderno,right,B,1201.1,23,F,right,keypress
EXP1,2,exp1_t56,56,judgment,mobilita,gomma,gomma,right,B,1250.9,23,F,right,keypress
EXP1,2,exp1_t57,57,judgment,infedele,sposa,sposa,right,B,1453.7,23,F,right,keypress
EXP1,2,exp1_t58,58,judgment,insolente,vasca,vasca,right,B,982.5,23,F,right,keypress
EXP1,2,exp1_t59,59,judgment,atletica,scarpa,scarpa,right,B,926.7,23,F,right,keypress
EXP1,2,exp1_t60,60,judgment,leggenda,scala,scala,right,B,1464.8,23,F,right,keypress
EXP1,2,exp1_t61,61,judgment,cane,cortese,cane,left,B,1115.1,23,F,right,keypress
EXP1,2,exp1_t62,62,judgment,meraviglia,cornice,cornice,right,B,2288.5,23,F,right,keypress
EXP1,2,exp1_t63,63,judgment,ispirato,geranio,geranio,right,B,2303.1,23,F,right,keypress
EXP1,2,exp1_t64,64,judgment,muscoloso,debole,muscoloso,left,B,1514.3,23,F,right,keypress
EXP1,2,exp1_t65,65,judgment,lussuria,prateria,prateria,right,B,2493.5,23,F,right,keypress
EXP1,2,exp1_t66,66,judgment,dollaro,utile,dollaro,left,B,1013.0,23,F,right,keypress
EXP1,2,exp1_t67,67,judgment,crepuscolo,orologio,orologio,right,B,1602.7,23,F,right,keypress
EXP1,2,exp1_t68,68,judgment,laureato,dio,laureato,left,B,1648.3,23,F,right,keypress
EXP1,2,exp1_t69,69,judgment,burro,tenero,burro,left,B,894.6,23,F,right,keypress
EXP1,2,exp1_t70,70,judgment,scrivania,pensieroso,scrivania,left,B,1579.2,23,F,right,keypress
EXP1,2,exp1_t71,71,judgment,natale,albero,albero,right,B,1216.5,23,F,right,keypress
EXP1,2,exp1_t72,72,judgment,rancido,insalata,insalata,right,B,2209.3,23,F,right,keypress
EXP1,2,exp1_t73,73,judgment,ricatto,schiaffo,schiaffo,right,B,1446.2,23,F,right,keypress
EXP1,2,exp1_t74,74,judgment,genere,cioccolato,cioccolato,right,B,1335.5,23,F,right,keypress
EXP1,2,exp1_t75,75,judgment,elegante,felpa,felpa,right,B,1362.7,23,F,right,keypress
EXP1,2,exp1_t76,76,judgment,rosso,bicchiere,bicchiere,right,B,1257.6,23,F,right,keypress
EXP1,2,exp1_t77,77,judgment,fetido,calza,calza,right,B,1033.8,23,F,right,keypress
EXP1,2,exp1_t78,78,judgment,specchio,spirito,specchio,left,B,1521.0,23,F,right,keypress
EXP1,2,exp1_t79,79,judgment,appetitoso,pizza,pizza,right,B,1828.8,23,F,right,keypress
EXP1,2,exp1_t80,80,judgment,onore,vino,vino,right,B,1090.9,23,F,right,keypress
EXP1,2,exp1_t81,81,judgment,maniaco,ossessione,maniaco,left,B,2466.4,23,F,right,keypress
EXP1,2,exp1_t82,82,judgment,gatto,spaventato,gatto,left,B,1377.5,23,F,right,keypress
EXP1,2,exp1_t83,83,judgment,tromba,potenza,tromba,left,B,1038.2,23,F,right,keypress
EXP1,2,exp1_t84,84,judgment,dormire,paradiso,dormire,left,B,1409.5,23,F,right,keypress
EXP1,2,exp1_t85,85,judgment,bocca,riverente,bocca,left,B,796.8,23,F,right,keypress
EXP1,2,exp1_t86,86,judgment,estasi,sughero,sughero,right,B,2165.1,23,F,right,keypress
EXP1,2,exp1_t87,87,judgment,montagna,codardo,montagna,left,B,932.9,23,F,right,keypress
EXP1,2,exp1_t88,88,judgment,giocattolo,insipido,giocattolo,left,B,977.5,23,F,right,keypress
EXP1,2,exp1_t89,89,judgment,puzza,stufa,stufa,right,B,1296.5,23,F,right,keypress
EXP1,2,exp1_t90,90,judgment,paletta,collisione,paletta,left,B,1659.5,23,F,right,keypress
EXP1,2,exp1_t91,91,judgment,grato,abbraccio,abbraccio,right,B,1529.5,23,F,right,keypress
EXP1,2,exp1_t92,92,judgment,cappello,rovente,cappello,left,B,765.2,23,F,right,keypress
EXP1,2,exp1_t93,93,judgment,brutale,miele,miele,right,B,1925.0,23,F,right,keypress
EXP1,2,exp1_t94,94,judgment,piatto,insipido,piatto,left,B,825.0,23,F,right,keypress
EXP1,2,exp1_t95,95,judgment,deforme,tronco,tronco,right,B,1431.9,23,F,right,keypress
EXP1,2,exp1_t96,96,judgment,paralisi,sedia,sedia,right,B,1991.6,23,F,right,keypress
EXP1,2,exp1_t97,97,judgment,sfera,fase,sfera,left,B,1526.6,23,F,right,keypress
EXP1,2,exp1_t98,98,judgment,asilo,motivo,asilo,left,B,1306.0,23,F,right,keypress
EXP1,2,exp1_t99,99,judgment,corrotto,gonna,gonna,right,B,1228.1,23,F,right,keypress
EXP1,2,exp1_t100,100,judgment,immorale,attrezzo,attrezzo,right,B,1469.4,23,F,right,keypress
EXP1,2,exp1_t101,101,judgment,precipizio,orrore,precipizio,left,B,1664.2,23,F,right,keypress
EXP1,2,exp1_t102,102,judgment,intelletto,idrante,idrante,right,B,2278.3,23,F,right,keypress
EXP1,2,exp1_t103,103,judgment,vetro,giustizia,vetro,left,B,1329.7,23,F,right,keypress
EXP1,2,exp1_t104,104,judgment,stanco,divano,divano,right,B,2107.1,23,F,right,keypress
EXP1,2,exp1_t105,105,judgment,pugnale,fortuito,pugnale,left,B,940.2,23,F,right,keypress
EXP1,2,exp1_t106,106,judgment,vaso,gloria,vaso,left,B,753.8,23,F,right,keypress
EXP1,2,exp1_t107,107,judgment,finestra,triste,finestra,left,B,945.7,23,F,right,keypress
EXP1,2,exp1_t108,108,judgment,maglia,vincere,maglia,left,B,1097.9,23,F,right,keypress
EXP1,2,exp1_t109,109,judgment,occhio,inganno,occhio,left,B,1225.3,23,F,right,keypress
EXP1,2,exp1_t110,110,judgment,giardino,salute,giardino,left,B,1451.9,23,F,right,keypress
EXP1,2,exp1_t111,111,judgment,riparato,tenda,tenda,right,B,1966.8,23,F,right,keypress
EXP1,2,exp1_t112,112,judgment,veloce,vespa,vespa,right,B,1375.8,23,F,right,keypress
EXP1,2,exp1_t113,113,judgment,bicicletta,passione,bicicletta,left,B,1285.7,23,F,right,keypress
EXP1,2,exp1_t114,114,judgment,eccellenza,diamante,diamante,right,B,1595.9,23,F,right,keypress
EXP1,2,exp1_t115,115,judgment,buio,balcone,balcone,right,B,1454.6,23,F,right,keypress
EXP1,2,exp1_t116,116,judgment,ottimismo,profumo,profumo,right,B,1888.6,23,F,right,keypress
EXP1,3,exp1_t0,0,judgment,finestra,triste,triste,right,A,856.3,25,F,right,keypress
EXP1,3,exp1_t1,1,judgment,insolente,vasca,insolente,left,A,652.9,25,F,right,keypress
EXP1,3,exp1_t2,2,judgment,prete,devoto,devoto,right,A,984.0,25,F,right,keypress
EXP1,3,exp1_t3,3,judgment,estasi,sughero,estasi,left,A,701.6,25,F,right,keypress
EXP1,3,exp1_t4,4,judgment,annoiato,mestolo,annoiato,left,A,734.3,25,F,right,keypress
EXP1,3,exp1_t5,5,judgment,musica,violino,musica,left,A,702.6,25,F,right,keypress
EXP1,3,exp1_t6,6,judgment,giardino,salute,salute,right,A,1002.7,25,F,right,keypress
EXP1,3,exp1_t7,7,judgment,deforme,tronco,deforme,left,A,817.0,25,F,right,keypress
EXP1,3,exp1_t8,8,judgment,umano,morale,morale,right,A,618.3,25,F,right,keypress
EXP1,3,exp1_t9,9,judgment,ulivo,ambizione,ambizione,right,A,716.5,25,F,right,keypress
EXP1,3,exp1_t10,10,judgment,dentista,fiducioso,fiducioso,right,A,1052.4,25,F,right,keypress
EXP1,3,exp1_t11,11,judgment,poltrona,fiducia,fiducia,right,A,501.3,25,F,right,keypress
EXP1,3,exp1_t12,12,judgment,tavolo,pressione,pressione,right,A,735.2,25,F,right,keypress
EXP1,3,exp1_t13,13,judgment,attico,modesto,modesto,right,A,798.5,25,F,right,keypress
EXP1,3,exp1_t14,14,judgment,poesia,penna,poesia,left,A,588.9,25,F,right,keypress
EXP1,3,exp1_t15,15,judgment,pianta,saggio,saggio,right,A,769.0,25,F,right,keypress
EXP1,3,exp1_t16,16,judgment,piatto,insipido,insipido,right,A,935.2,25,F,right,keypress
EXP1,3,exp1_t17,17,judgment,infedele,sposa,infedele,left,A,667.1,25,F,right,keypress
EXP1,3,exp1_t18,18,judgment,laureato,dio,dio,right,A,572.8,25,F,right,keypress
EXP1,3,exp1_t19,19,judgment,vaso,gloria,gloria,right,A,601.3,25,F,right,keypress
EXP1,3,exp1_t20,20,judgment,infuriato,forchetta,infuriato,left,A,670.9,25,F,right,keypress
EXP1,3,exp1_t21,21,judgment,eccellenza,diamante,eccellenza,left,A,683.0,25,F,right,keypress
EXP1,3,exp1_t22,22,judgment,scrivania,pensieroso,pensieroso,right,A,736.5,25,F,right,keypress
EXP1,3,exp1_t23,23,judgment,onore,vino,onore,left,A,650.7,25,F,right,keypress
EXP1,3,exp1_t24,24,judgment,sedile,agile,agile,right,A,700.2,25,F,right,keypress
EXP1,3,exp1_t25,25,judgment,coltello,demonio,demonio,right,A,657.1,25,F,right,keypress
EXP1,3,exp1_t26,26,judgment,tromba,potenza,potenza,right,A,766.8,25,F,right,keypress
EXP1,3,exp1_t27,27,judgment,meraviglia,cornice,meraviglia,left,A,740.5,25,F,right,keypress
EXP1,3,exp1_t28,28,judgment,miracolo,applauso,miracolo,left,A,873.6,25,F,right,keypress
EXP1,3,exp1_t29,29,judgment,appetitoso,pizza,appetitoso,left,A,616.9,25,F,right,keypress
EXP1,3,exp1_t30,30,judgment,dormire,paradiso,paradiso,right,A,540.0,25,F,right,keypress
EXP1,3,exp1_t31,31,judgment,causa,stomaco,causa,left,A,802.2,25,F,right,keypress
EXP1,3,exp1_t32,32,judgment,vetro,giustizia,giustizia,right,A,718.1,25,F,right,keypress
EXP1,3,exp1_t33,33,judgment,caos,quaderno,caos,left,A,722.3,25,F,right,keypress
EXP1,3,exp1_t34,34,judgment,grezzo,barile,grezzo,left,A,786.8,25,F,right,keypress
EXP1,3,exp1_t35,35,judgment,lavare,attivare,attivare,right,A,1057.2,25,F,right,keypress
EXP1,3,exp1_t36,36,judgment,scarafaggio,orribile,orribile,right,A,535.8,25,F,right,keypress
EXP1,3,exp1_t37,37,judgment,aereo,allerta,allerta,right,A,635.0,25,F,right,keypress
EXP1,3,exp1_t38,38,judgment,lussuria,prateria,lussuria,left,A,601.7,25,F,right,keypress
EXP1,3,exp1_t39,39,judgment,bicicletta,passione,passione,right,A,522.1,25,F,right,keypress
EXP1,3,exp1_t40,40,judgment,giocattolo,insipido,insipido,right,A,698.0,25,F,right,keypress
EXP1,3,exp1_t41,41,judgment,gattino,dettaglio,dettaglio,right,A,553.0,25,F,right,keypress
EXP1,3,exp1_t42,42,judgment,caramella,melodia,melodia,right,A,618.1,25,F,right,keypress
EXP1,3,exp1_t43,43,judgment,stanco,divano,stanco,left,A,659.1,25,F,right,keypress
EXP1,3,exp1_t44,44,judgment,genere,cioccolato,genere,left,A,567.7,25,F,right,keypress
EXP1,3,exp1_t45,45,judgment,specchio,spirito,spirito,right,A,1053.1,25,F,right,keypress
EXP1,3,exp1_t46,46,judgment,diavolo,prigione,diavolo,left,A,735.4,25,F,right,keypress
EXP1,3,exp1_t47,47,judgment,vittoria,ombrello,vittoria,left,A,1053.6,25,F,right,keypress
EXP1,3,exp1_t48,48,judgment,paletta,collisione,collisione,right,A,523.1,25,F,right,keypress
