experiment,participant_id,trial_id,trial_order,phase_id,stimulus,probe_type,condition,response,accuracy,rt,age,gender,rt_measure
data_DRM,18,recognition_t64,64,recognition,iniezione,weakly,new,0,1,1350,28,M,keypress
data_DRM,18,recognition_t65,65,recognition,pungere,weakly,new,0,1,1666,28,M,keypress
data_DRM,18,recognition_t66,66,recognition,chilo,weakly,new,0,1,2914,28,M,keypress
data_DRM,18,recognition_t67,67,recognition,coltello,weakly,new,0,1,1160,28,M,keypress
data_DRM,18,recognition_t68,68,recognition,valle,weakly,new,0,1,2132,28,M,keypress
data_DRM,18,recognition_t69,69,recognition,detriti,weakly,new,0,1,1662,28,M,keypress
data_DRM,18,recognition_t70,70,recognition,fobia,weakly,new,0,1,2000,28,M,keypress
data_DRM,18,recognition_t71,71,recognition,nero,weakly,new,0,1,1465,28,M,keypress
data_DRM,18,recognition_t72,72,recognition,sedia,critical,new,1,0,2132,28,M,keypress
data_DRM,18,recognition_t73,73,recognition,rabbia,critical,new,1,0,2050,28,M,keypress
data_DRM,18,recognition_t74,74,recognition,pane,critical,new,1,0,2048,28,M,keypress
data_DRM,18,recognition_t75,75,recognition,freddo,critical,new,0,1,2249,28,M,keypress
data_DRM,18,recognition_t76,76,recognition,bandiera,critical,new,1,0,1562,28,M,keypress
data_DRM,18,recognition_t77,77,recognition,musica,critical,new,1,0,1846,28,M,keypress
data_DRM,18,recognition_t78,78,recognition,ago,critical,new,0,1,1399,28,M,keypress
data_DRM,18,recognition_t79,79,recognition,fiume,critical,new,1,0,1750,28,M,keypress
data_DRM,18,recognition_t80,80,recognition,penna,critical,new,1,0,2214,28,M,keypress
data_DRM,18,recognition_t81,81,recognition,fumo,critical,new,0,1,3517,28,M,keypress
data_DRM,18,recognition_t82,82,recognition,ragno,critical,new,0,1,1600,28,M,keypress
data_DRM,18,recognition_t83,83,recognition,ladro,critical,new,1,0,3633,28,M,keypress
data_DRM,18,recognition_t84,84,recognition,caramella,unrelated,new,0,1,2449,28,M,keypress
data_DRM,18,recognition_t85,85,recognition,desiderio,unrelated,new,0,1,1715,28,M,keypress
data_DRM,18,recognition_t86,86,recognition,denti,unrelated,new,0,1,1250,28,M,keypress
data_DRM,18,recognition_t87,87,recognition,treno,unrelated,new,0,1,4134,28,M,keypress
data_DRM,18,recognition_t88,88,recognition,gigante,unrelated,new,0,1,1366,28,M,keypress
data_DRM,18,recognition_t89,89,recognition,medicina,unrelated,new,0,1,1780,28,M,keypress
data_DRM,18,recognition_t90,90,recognition,bellezza,unrelated,new,0,1,2331,28,M,keypress
data_DRM,18,recognition_t91,91,recognition,equita,unrelated,new,0,1,4643,28,M,keypress
data_DRM,18,recognition_t92,92,recognition,monarca,unrelated,new,0,1,1796,28,M,keypress
data_DRM,18,recognition_t93,93,recognition,nuvola,unrelated,new,0,1,2116,28,M,keypress
data_DRM,18,recognition_t94,94,recognition,onore,unrelated,new,0,1,2116,28,M,keypress
data_DRM,18,recognition_t95,95,recognition,scarpa,unrelated,new,0,1,2066,28,M,keypress
data_DRM,19,recognition_t0,0,recognition,pipa,studied,studied,1,1,1181,23,M,keypress
data_DRM,19,recognition_t1,1,recognition,tabacco,studied,studied,1,1,1164,23,M,keypress
data_DRM,19,recognition_t2,2,recognition,nicotina,studied,studied,1,1,1131,23,M,keypress
data_DRM,19,recognition_t3,3,recognition,inquinamento,studied,studied,1,1,1630,23,M,keypress
data_DRM,19,recognition_t4,4,recognition,inchiostro,studied,studied,1,1,1271,23,M,keypress
data_DRM,19,recognition_t5,5,recognition,foglio,studied,studied,1,1,2131,23,M,keypress
data_DRM,19,recognition_t6,6,recognition,nera,studied,studied,0,0,1663,23,M,keypress
data_DRM,19,recognition_t7,7,recognition,scuola,studied,studied,1,1,2699,23,M,keypress
data_DRM,19,recognition_t8,8,recognition,tavolo,studied,studied,1,1,1315,23,M,keypress
data_DRM,19,recognition_t9,9,recognition,gambe,studied,studied,0,0,1265,23,M,keypress
data_DRM,19,recognition_t10,10,recognition,paglia,studied,studied,1,1,1230,23,M,keypress
data_DRM,19,recognition_t11,11,recognition,scomoda,studied,studied,0,0,2248,23,M,keypress
data_DRM,19,recognition_t12,12,recognition,concerto,studied,studied,1,1,2115,23,M,keypress
data_DRM,19,recognition_t13,13,recognition,ritmo,studied,studied,1,1,1832,23,M,keypress
data_DRM,19,recognition_t14,14,recognition,strumento,studied,studied,1,1,1248,23,M,keypress
data_DRM,19,recognition_t15,15,recognition,arpa,studied,studied,0,0,1698,23,M,keypress
data_DRM,19,recognition_t16,16,recognition,ghiaccio,studied,studied,0,0,1715,23,M,keypress
data_DRM,19,recognition_t17,17,recognition,coperta,studied,studied,1,1,1714,23,M,keypress
data_DRM,19,recognition_t18,18,recognition,neve,studied,studied,1,1,1249,23,M,keypress
data_DRM,19,recognition_t19,19,recognition,tiepido,studied,studied,1,1,1514,23,M,keypress
data_DRM,19,recognition_t20,20,recognition,ira,studied,studied,1,1,1216,23,M,keypress
data_DRM,19,recognition_t21,21,recognition,imbestialire,studied,studied,0,0,1645,23,M,keypress
data_DRM,19,recognition_t22,22,recognition,odio,studied,studied,1,1,1099,23,M,keypress
data_DRM,19,recognition_t23,23,recognition,malcontento,studied,studied,1,1,2733,23,M,keypress
data_DRM,19,recognition_t24,24,recognition,italia,studied,studied,1,1,1398,23,M,keypress
data_DRM,19,recognition_t25,25,recognition,vento,studied,studied,1,1,1215,23,M,keypress
data_DRM,19,recognition_t26,26,recognition,alza,studied,studied,1,1,2115,23,M,keypress
data_DRM,19,recognition_t27,27,recognition,italiana,studied,studied,1,1,1015,23,M,keypress
data_DRM,19,recognition_t28,28,recognition,furfante,studied,studied,1,1,1482,23,M,keypress
data_DRM,19,recognition_t29,29,recognition,rapinatore,studied,studied,1,1,1481,23,M,keypress
data_DRM,19,recognition_t30,30,recognition,scassinare,studied,studied,1,1,1332,23,M,keypress
data_DRM,19,recognition_t31,31,recognition,assassino,studied,studied,0,0,2181,23,M,keypress
data_DRM,19,recognition_t32,32,recognition,filo,studied,studied,1,1,1231,23,M,keypress
data_DRM,19,recognition_t33,33,recognition,punta,studied,studied,1,1,1082,23,M,keypress
data_DRM,19,recognition_t34,34,recognition,cucire,studied,studied,1,1,1115,23,M,keypress
data_DRM,19,recognition_t35,35,recognition,cammello,studied,studied,1,1,1116,23,M,keypress
data_DRM,19,recognition_t36,36,recognition,caldo,studied,studied,0,0,1748,23,M,keypress
data_DRM,19,recognition_t37,37,recognition,lievito,studied,studied,1,1,1332,23,M,keypress
data_DRM,19,recognition_t38,38,recognition,buono,studied,studied,1,1,1749,23,M,keypress
data_DRM,19,recognition_t39,39,recognition,pasta,studied,studied,1,1,1149,23,M,keypress
data_DRM,19,recognition_t40,40,recognition,foce,studied,studied,0,0,1598,23,M,keypress
data_DRM,19,recognition_t41,41,recognition,diga,studied,studied,0,0,1165,23,M,keypress
data_DRM,19,recognition_t42,42,recognition,torrente,studied,studied,1,1,1246,23,M,keypress
data_DRM,19,recognition_t44,44,recognition,tela,studied,studied,0,0,2550,23,M,keypress
data_DRM,19,recognition_t45,45,recognition,insetto,studied,studied,1,1,2332,23,M,keypress
data_DRM,19,recognition_t46,46,recognition,paura,studied,studied,1,1,1617,23,M,keypress
data_DRM,19,recognition_t47,47,recognition,velenoso,studied,studied,1,1,1248,23,M,keypress
data_DRM,19,recognition_t48,48,recognition,puzza,weakly,new,0,1,1363,23,M,keypress
data_DRM,19,recognition_t49,49,recognition,accendere,weakly,new,0,1,1430,23,M,keypress
data_DRM,19,recognition_t50,50,recognition,astuccio,weakly,new,0,1,1498,23,M,keypress
data_DRM,19,recognition_t51,51,recognition,grafia,weakly,new,0,1,1298,23,M,keypress
data_DRM,19,recognition_t52,52,recognition,studio,weakly,new,0,1,2049,23,M,keypress
data_DRM,19,recognition_t54,54,recognition,suono,weakly,new,1,0,1599,23,M,keypress
data_DRM,19,recognition_t55,55,recognition,chitarra,weakly,new,0,1,1914,23,M,keypress
data_DRM,19,recognition_t56,56,recognition,naso,weakly,new,0,1,1449,23,M,keypress
data_DRM,19,recognition_t57,57,recognition,sciare,weakly,new,0,1,1331,23,M,keypress
data_DRM,19,recognition_t58,58,recognition,colpa,weakly,new,1,0,2282,23,M,keypress
data_DRM,19,recognition_t59,59,recognition,malumore,weakly,new,0,1,1881,23,M,keypress
data_DRM,19,recognition_t60,60,recognition,mondiali,weakly,new,0,1,1633,23,M,keypress
data_DRM,19,recognition_t61,61,recognition,innalzare,weakly,new,0,1,1598,23,M,keypress
data_DRM,19,recognition_t62,62,recognition,pistola,weakly,new,0,1,1616,23,M,keypress
data_DRM,19,recognition_t63,63,recognition,carcere,weakly,new,0,1,1915,23,M,keypress
data_DRM,19,recognition_t64,64,recognition,iniezione,weakly,new,1,0,1200,23,M,keypress
data_DRM,19,recognition_t65,65,recognition,pungere,weakly,new,1,0,1432,23,M,keypress
data_DRM,19,recognition_t66,66,recognition,chilo,weakly,new,0,1,1431,23,M,keypress
data_DRM,19,recognition_t67,67,recognition,coltello,weakly,new,0,1,2447,23,M,keypress
data_DRM,19,recognition_t68,68,recognition,valle,weakly,new,0,1,1431,23,M,keypress
data_DRM,19,recognition_t69,69,recognition,detriti,weakly,new,0,1,1565,23,M,keypress
data_DRM,19,recognition_t70,70,recognition,fobia,weakly,new,0,1,1413,23,M,keypress
data_DRM,19,recognition_t71,71,recognition,nero,weakly,new,0,1,2216,23,M,keypress
data_DRM,19,recognition_t72,72,recognition,sedia,critical,new,1,0,1399,23,M,keypress
data_DRM,19,recognition_t73,73,recognition,rabbia,critical,new,1,0,1465,23,M,keypress
data_DRM,19,recognition_t74,74,recognition,pane,critical,new,1,0,1365,23,M,keypress
data_DRM,19,recognition_t75,75,recognition,freddo,critical,new,0,1,2382,23,M,keypress
data_DRM,19,recognition_t76,76,recognition,bandiera,critical,new,1,0,1331,23,M,keypress
data_DRM,19,recognition_t77,77,recognition,musica,critical,new,1,0,1232,23,M,keypress
data_DRM,19,recognition_t78,78,recognition,ago,critical,new,1,0,1364,23,M,keypress
data_DRM,19,recognition_t79,79,recognition,fiume,critical,new,1,0,1215,23,M,keypress
data_DRM,19,recognition_t80,80,recognition,penna,critical,new,1,0,1250,23,M,keypress
data_DRM,19,recognition_t81,81,recognition,fumo,critical,new,1,0,1197,23,M,keypress
data_DRM,19,recognition_t82,82,recognition,ragno,critical,new,0,1,2015,23,M,keypress
data_DRM,19,recognition_t83,83,recognition,ladro,critical,new,1,0,1864,23,M,keypress
data_DRM,19,recognition_t84,84,recognition,caramella,unrelated,new,0,1,1983,23,M,keypress
data_DRM,19,recognition_t86,86,recognition,denti,unrelated,new,0,1,1615,23,M,keypress
data_DRM,19,recognition_t87,87,recognition,treno,unrelated,new,0,1,1797,23,M,keypress
data_DRM,19,recognition_t88,88,recognition,gigante,unrelated,new,0,1,1365,23,M,keypress
data_DRM,19,recognition_t89,89,recognition,medicina,unrelated,new,0,1,1815,23,M,keypress
data_DRM,19,recognition_t90,90,recognition,bellezza,unrelated,new,0,1,1432,23,M,keypress
data_DRM,19,recognition_t91,91,recognition,equita,unrelated,new,0,1,1947,23,M,keypress
data_DRM,19,recognition_t92,92,recognition,monarca,unrelated,new,0,1,1647,23,M,keypress
data_DRM,19,recognition_t93,93,recognition,nuvola,unrelated,new,1,0,1148,23,M,keypress
data_DRM,19,recognition_t94,94,recognition,onore,unrelated,new,0,1,2364,23,M,keypress
data_DRM,19,recognition_t95,95,recognition,scarpa,unrelated,new,0,1,1364,23,M,keypress
data_DRM,20,recognition_t0,0,recognition,pipa,studied,studied,1,1,1149,24,M,keypress
data_DRM,20,recognition_t2,2,recognition,nicotina,studied,studied,1,1,1149,24,M,keypress
data_DRM,20,recognition_t4,4,recognition,inchiostro,studied,studied,1,1,1617,24,M,keypress
data_DRM,20,recognition_t5,5,recognition,foglio,studied,studied,1,1,1884,24,M,keypress
data_DRM,20,recognition_t8,8,recognition,tavolo,studied,studied,1,1,1149,24,M,keypress
data_DRM,20,recognition_t9,9,recognition,gambe,studied,studied,1,1,1266,24,M,keypress
data_DRM,20,recognition_t13,13,recognition,ritmo,studied,studied,1,1,4737,24,M,keypress
data_DRM,20,recognition_t14,14,recognition,strumento,studied,studied,0,0,2385,24,M,keypress
data_DRM,20,recognition_t15,15,recognition,arpa,studied,studied,0,0,1366,24,M,keypress
data_DRM,20,recognition_t19,19,recognition,tiepido,studied,studied,0,0,1684,24,M,keypress
data_DRM,20,recognition_t21,21,recognition,imbestialire,studied,studied,1,1,1300,24,M,keypress
data_DRM,20,recognition_t22,22,recognition,odio,studied,studied,1,1,1267,24,M,keypress
data_DRM,20,recognition_t23,23,recognition,malcontento,studied,studied,0,0,1500,24,M,keypress
data_DRM,20,recognition_t25,25,recognition,vento,studied,studied,1,1,950,24,M,keypress
data_DRM,20,recognition_t26,26,recognition,alza,studied,studied,1,1,1017,24,M,keypress
data_DRM,20,recognition_t27,27,recognition,italiana,studied,studied,1,1,1650,24,M,keypress
data_DRM,20,recognition_t30,30,recognition,scassinare,studied,studied,0,0,3319,24,M,keypress
data_DRM,20,recognition_t31,31,recognition,assassino,studied,studied,1,1,2318,24,M,keypress
data_DRM,20,recognition_t33,33,recognition,punta,studied,studied,0,0,1733,24,M,keypress
data_DRM,20,recognition_t34,34,recognition,cucire,studied,studied,1,1,1801,24,M,keypress
data_DRM,20,recognition_t36,36,recognition,caldo,studied,studied,1,1,899,24,M,keypress
data_DRM,20,recognition_t37,37,recognition,lievito,studied,studied,1,1,1133,24,M,keypress
data_DRM,20,recognition_t40,40,recognition,foce,studied,studied,1,1,1818,24,M,keypress
data_DRM,20,recognition_t41,41,recognition,diga,studied,studied,1,1,1100,24,M,keypress
data_DRM,20,recognition_t46,46,recognition,paura,studied,studied,1,1,967,24,M,keypress
data_DRM,20,recognition_t47,47,recognition,velenoso,studied,studied,1,1,933,24,M,keypress
data_DRM,20,recognition_t48,48,recognition,puzza,weakly,new,0,1,1334,24,M,keypress
data_DRM,20,recognition_t49,49,recognition,accendere,weakly,new,0,1,1901,24,M,keypress
data_DRM,20,recognition_t50,50,recognition,astuccio,weakly,new,0,1,2401,24,M,keypress
data_DRM,20,recognition_t51,51,recognition,grafia,weakly,new,0,1,1434,24,M,keypress
data_DRM,20,recognition_t52,52,recognition,studio,weakly,new,0,1,2634,24,M,keypress
data_DRM,20,recognition_t53,53,recognition,comoda,weakly,new,0,1,2535,24,M,keypress
data_DRM,20,recognition_t54,54,recognition,suono,weakly,new,0,1,1450,24,M,keypress
data_DRM,20,recognition_t55,55,recognition,chitarra,weakly,new,0,1,1566,24,M,keypress
data_DRM,20,recognition_t56,56,recognition,naso,weakly,new,0,1,1400,24,M,keypress
data_DRM,20,recognition_t57,57,recognition,sciare,weakly,new,0,1,1300,24,M,keypress
data_DRM,20,recognition_t59,59,recognition,malumore,weakly,new,0,1,1433,24,M,keypress
data_DRM,20,recognition_t60,60,recognition,mondiali,weakly,new,0,1,1367,24,M,keypress
data_DRM,20,recognition_t61,61,recognition,innalzare,weakly,new,0,1,1651,24,M,keypress
data_DRM,20,recognition_t62,62,recognition,pistola,weakly,new,0,1,1650,24,M,keypress
data_DRM,20,recognition_t63,63,recognition,carcere,weakly,new,0,1,1500,24,M,keypress
data_DRM,20,recognition_t64,64,recognition,iniezione,weakly,new,0,1,3702,24,M,keypress
data_DRM,20,recognition_t66,66,recognition,chilo,weakly,new,0,1,1317,24,M,keypress
data_DRM,20,recognition_t67,67,recognition,coltello,weakly,new,0,1,1501,24,M,keypress
data_DRM,20,recognition_t68,68,recognition,valle,weakly,new,0,1,1334,24,M,keypress
data_DRM,20,recognition_t69,69,recognition,detriti,weakly,new,0,1,2117,24,M,keypress
data_DRM,20,recognition_t70,70,recognition,fobia,weakly,new,0,1,1317,24,M,keypress
data_DRM,20,recognition_t71,71,recognition,nero,weakly,new,0,1,3502,24,M,keypress
data_DRM,20,recognition_t73,73,recognition,rabbia,critical,new,1,0,1167,24,M,keypress
data_DRM,20,recognition_t74,74,recognition,pane,critical,new,0,1,2350,24,M,keypress
data_DRM,20,recognition_t75,75,recognition,freddo,critical,new,1,0,1450,24,M,keypress
data_DRM,20,recognition_t76,76,recognition,bandiera,critical,new,1,0,1283,24,M,keypress
data_DRM,20,recognition_t77,77,recognition,musica,critical,new,0,1,1834,24,M,keypress
data_DRM,20,recognition_t78,78,recognition,ago,critical,new,1,0,1534,24,M,keypress
data_DRM,20,recognition_t79,79,recognition,fiume,critical,new,0,1,3101,24,M,keypress
data_DRM,20,recognition_t80,80,recognition,penna,critical,new,0,1,1900,24,M,keypress
data_DRM,20,recognition_t81,81,recognition,fumo,critical,new,1,0,1600,24,M,keypress
data_DRM,20,recognition_t82,82,recognition,ragno,critical,new,0,1,2068,24,M,keypress
data_DRM,20,recognition_t84,84,recognition,caramella,unrelated,new,0,1,1566,24,M,keypress
data_DRM,20,recognition_t86,86,recognition,denti,unrelated,new,0,1,1116,24,M,keypress
data_DRM,20,recognition_t87,87,recognition,treno,unrelated,new,0,1,1350,24,M,keypress
data_DRM,20,recognition_t88,88,recognition,gigante,unrelated,new,0,1,2498,24,M,keypress
data_DRM,20,recognition_t89,89,recognition,medicina,unrelated,new,0,1,1200,24,M,keypress
data_DRM,20,recognition_t90,90,recognition,bellezza,unrelated,new,0,1,1717,24,M,keypress
data_DRM,20,recognition_t93,93,recognition,nuvola,unrelated,new,0,1,1283,24,M,keypress
data_DRM,20,recognition_t94,94,recognition,onore,unrelated,new,0,1,1667,24,M,keypress
data_DRM,20,recognition_t95,95,recognition,scarpa,unrelated,new,0,1,1299,24,M,keypress
data_DRM,21,recognition_t0,0,recognition,pipa,studied,studied,1,1,1151,26,F,keypress
data_DRM,21,recognition_t2,2,recognition,nicotina,studied,studied,0,0,1681,26,F,keypress
data_DRM,21,recognition_t3,3,recognition,inquinamento,studied,studied,0,0,1459,26,F,keypress
data_DRM,21,recognition_t4,4,recognition,inchiostro,studied,studied,1,1,1232,26,F,keypress
data_DRM,21,recognition_t5,5,recognition,foglio,studied,studied,1,1,1011,26,F,keypress
data_DRM,21,recognition_t6,6,recognition,nera,studied,studied,0,0,2045,26,F,keypress
data_DRM,21,recognition_t7,7,recognition,scuola,studied,studied,1,1,1020,26,F,keypress
data_DRM,21,recognition_t8,8,recognition,tavolo,studied,studied,1,1,1459,26,F,keypress
data_DRM,21,recognition_t9,9,recognition,gambe,studied,studied,0,0,1496,26,F,keypress
data_DRM,21,recognition_t10,10,recognition,paglia,studied,studied,1,1,933,26,F,keypress
data_DRM,21,recognition_t11,11,recognition,scomoda,studied,studied,0,0,1766,26,F,keypress
data_DRM,21,recognition_t12,12,recognition,concerto,studied,studied,1,1,1513,26,F,keypress
data_DRM,21,recognition_t13,13,recognition,ritmo,studied,studied,1,1,1527,26,F,keypress
data_DRM,21,recognition_t14,14,recognition,strumento,studied,studied,1,1,1185,26,F,keypress
data_DRM,21,recognition_t15,15,recognition,arpa,studied,studied,1,1,1500,26,F,keypress
data_DRM,21,recognition_t16,16,recognition,ghiaccio,studied,studied,1,1,1162,26,F,keypress
data_DRM,21,recognition_t17,17,recognition,coperta,studied,studied,0,0,1062,26,F,keypress
data_DRM,21,recognition_t18,18,recognition,neve,studied,studied,1,1,2877,26,F,keypress
data_DRM,21,recognition_t19,19,recognition,tiepido,studied,studied,0,0,1651,26,F,keypress
data_DRM,21,recognition_t20,20,recognition,ira,studied,studied,0,0,1299,26,F,keypress
data_DRM,21,recognition_t21,21,recognition,imbestialire,studied,studied,1,1,1583,26,F,keypress
data_DRM,21,recognition_t23,23,recognition,malcontento,studied,studied,1,1,1280,26,F,keypress
data_DRM,21,recognition_t24,24,recognition,italia,studied,studied,0,0,1661,26,F,keypress
data_DRM,21,recognition_t25,25,recognition,vento,studied,studied,1,1,1263,26,F,keypress
data_DRM,21,recognition_t26,26,recognition,alza,studied,studied,1,1,1799,26,F,keypress
data_DRM,21,recognition_t28,28,recognition,furfante,studied,studied,1,1,1516,26,F,keypress
data_DRM,21,recognition_t29,29,recognition,rapinatore,studied,studied,1,1,1261,26,F,keypress
data_DRM,21,recognition_t30,30,recognition,scassinare,studied,studied,0,0,1363,26,F,keypress
data_DRM,21,recognition_t31,31,recognition,assassino,studied,studied,1,1,1615,26,F,keypress
data_DRM,21,recognition_t32,32,recognition,filo,studied,studied,0,0,1200,26,F,keypress
data_DRM,21,recognition_t33,33,recognition,punta,studied,studied,1,1,1010,26,F,keypress
data_DRM,21,recognition_t34,34,recognition,cucire,studied,studied,1,1,2147,26,F,keypress
data_DRM,21,recognition_t35,35,recognition,cammello,studied,studied,1,1,1862,26,F,keypress
data_DRM,21,recognition_t36,36,recognition,caldo,studied,studied,0,0,2148,26,F,keypress
data_DRM,21,recognition_t37,37,recognition,lievito,studied,studied,0,0,1298,26,F,keypress
data_DRM,21,recognition_t38,38,recognition,buono,studied,studied,0,0,1299,26,F,keypress
data_DRM,21,recognition_t39,39,recognition,pasta,studied,studied,0,0,1169,26,F,keypress
data_DRM,21,recognition_t40,40,recognition,foce,studied,studied,1,1,1276,26,F,keypress
data_DRM,21,recognition_t41,41,recognition,diga,studied,studied,0,0,1299,26,F,keypress
data_DRM,21,recognition_t42,42,recognition,torrente,studied,studied,1,1,1216,26,F,keypress
data_DRM,21,recognition_t44,44,recognition,tela,studied,studied,0,0,1367,26,F,keypress
data_DRM,21,recognition_t45,45,recognition,insetto,studied,studied,0,0,2447,26,F,keypress
data_DRM,21,recognition_t46,46,recognition,paura,studied,studied,1,1,1114,26,F,keypress
data_DRM,21,recognition_t47,47,recognition,velenoso,studied,studied,0,0,1381,26,F,keypress
data_DRM,21,recognition_t48,48,recognition,puzza,weakly,new,0,1,1135,26,F,keypress
data_DRM,21,recognition_t49,49,recognition,accendere,weakly,new,0,1,2233,26,F,keypress
data_DRM,21,recognition_t50,50,recognition,astuccio,weakly,new,0,1,1393,26,F,keypress
data_DRM,21,recognition_t51,51,recognition,grafia,weakly,new,0,1,1151,26,F,keypress
data_DRM,21,recognition_t52,52,recognition,studio,weakly,new,0,1,1362,26,F,keypress
data_DRM,21,recognition_t53,53,recognition,comoda,weakly,new,0,1,1447,26,F,keypress
data_DRM,21,recognition_t54,54,recognition,suono,weakly,new,1,0,1752,26,F,keypress
data_DRM,21,recognition_t55,55,recognition,chitarra,weakly,new,0,1,1214,26,F,keypress
data_DRM,21,recognition_t56,56,recognition,naso,weakly,new,0,1,1097,26,F,keypress
data_DRM,21,recognition_t57,57,recognition,sciare,weakly,new,0,1,1580,26,F,keypress
data_DRM,21,recognition_t58,58,recognition,colpa,weakly,new,0,1,1313,26,F,keypress
data_DRM,21,recognition_t59,59,recognition,malumore,weakly,new,1,0,2646,26,F,keypress
data_DRM,21,recognition_t60,60,recognition,mondiali,weakly,new,0,1,1263,26,F,keypress
data_DRM,21,recognition_t61,61,recognition,innalzare,weakly,new,1,0,1452,26,F,keypress
data_DRM,21,recognition_t62,62,recognition,pistola,weakly,new,0,1,1284,26,F,keypress
data_DRM,21,recognition_t64,64,recognition,iniezione,weakly,new,0,1,1825,26,F,keypress
data_DRM,21,recognition_t65,65,recognition,pungere,weakly,new,0,1,1493,26,F,keypress
data_DRM,21,recognition_t66,66,recognition,chilo,weakly,new,0,1,1267,26,F,keypress
data_DRM,21,recognition_t67,67,recognition,coltello,weakly,new,0,1,1515,26,F,keypress
data_DRM,21,recognition_t68,68,recognition,valle,weakly,new,0,1,1215,26,F,keypress
data_DRM,21,recognition_t69,69,recognition,detriti,weakly,new,0,1,1434,26,F,keypress
data_DRM,21,recognition_t70,70,recognition,fobia,weakly,new,0,1,1211,26,F,keypress
data_DRM,21,recognition_t71,71,recognition,nero,weakly,new,0,1,2584,26,F,keypress
data_DRM,21,recognition_t72,72,recognition,sedia,critical,new,0,1,1448,26,F,keypress
data_DRM,21,recognition_t73,73,recognition,rabbia,critical,new,0,1,1479,26,F,keypress
data_DRM,21,recognition_t74,74,recognition,pane,critical,new,0,1,2083,26,F,keypress
data_DRM,21,recognition_t75,75,recognition,freddo,critical,new,0,1,1384,26,F,keypress
data_DRM,21,recognition_t76,76,recognition,bandiera,critical,new,0,1,1283,26,F,keypress
data_DRM,21,recognition_t77,77,recognition,musica,critical,new,0,1,1863,26,F,keypress
data_DRM,21,recognition_t78,78,recognition,ago,critical,new,1,0,1251,26,F,keypress
data_DRM,21,recognition_t79,79,recognition,fiume,critical,new,0,1,2381,26,F,keypress
data_DRM,21,recognition_t80,80,recognition,penna,critical,new,1,0,1400,26,F,keypress
data_DRM,21,recognition_t81,81,recognition,fumo,critical,new,1,0,1592,26,F,keypress
data_DRM,21,recognition_t82,82,recognition,ragno,critical,new,1,0,1079,26,F,keypress
data_DRM,21,recognition_t83,83,recognition,ladro,critical,new,1,0,1001,26,F,keypress
data_DRM,21,recognition_t84,84,recognition,caramella,unrelated,new,0,1,1398,26,F,keypress
data_DRM,21,recognition_t85,85,recognition,desiderio,unrelated,new,0,1,1334,26,F,keypress
data_DRM,21,recognition_t86,86,recognition,denti,unrelated,new,0,1,1001,26,F,keypress
data_DRM,21,recognition_t87,87,recognition,treno,unrelated,new,0,1,1485,26,F,keypress
data_DRM,21,recognition_t88,88,recognition,gigante,unrelated,new,0,1,1495,26,F,keypress
data_DRM,21,recognition_t89,89,recognition,medicina,unrelated,new,0,1,1250,26,F,keypress
data_DRM,21,recognition_t90,90,recognition,bellezza,unrelated,new,0,1,1163,26,F,keypress
data_DRM,21,recognition_t91,91,recognition,equita,unrelated,new,0,1,1351,26,F,keypress
data_DRM,21,recognition_t92,92,recognition,monarca,unrelated,new,0,1,1694,26,F,keypress
data_DRM,21,recognition_t93,93,recognition,nuvola,unrelated,new,0,1,1111,26,F,keypress
data_DRM,21,recognition_t94,94,recognition,onore,unrelated,new,0,1,999,26,F,keypress
data_DRM,21,recognition_t95,95,recognition,scarpa,unrelated,new,0,1,1680,26,F,keypress
data_DRM,22,recognition_t0,0,recognition,pipa,studied,studied,1,1,1563,19,F,keypress
data_DRM,22,recognition_t6,6,recognition,nera,studied,studied,1,1,1947,19,F,keypress
data_DRM,22,recognition_t7,7,recognition,scuola,studied,studied,0,0,1397,19,F,keypress
data_DRM,22,recognition_t11,11,recognition,scomoda,studied,studied,1,1,1198,19,F,keypress
data_DRM,22,recognition_t12,12,recognition,concerto,studied,studied,1,1,1581,19,F,keypress
data_DRM,22,recognition_t13,13,recognition,ritmo,studied,studied,1,1,1464,19,F,keypress
data_DRM,22,recognition_t14,14,recognition,strumento,studied,studied,1,1,1397,19,F,keypress
data_DRM,22,recognition_t15,15,recognition,arpa,studied,studied,1,1,1148,19,F,keypress
data_DRM,22,recognition_t16,16,recognition,ghiaccio,studied,studied,1,1,1731,19,F,keypress
data_DRM,22,recognition_t18,18,recognition,neve,studied,studied,1,1,1231,19,F,keypress
data_DRM,22,recognition_t19,19,recognition,tiepido,studied,studied,1,1,1330,19,F,keypress
data_DRM,22,recognition_t21,21,recognition,imbestialire,studied,studied,1,1,1481,19,F,keypress
data_DRM,22,recognition_t22,22,recognition,odio,studied,studied,1,1,1330,19,F,keypress
data_DRM,22,recognition_t23,23,recognition,malcontento,studied,studied,1,1,1877,19,F,keypress
data_DRM,22,recognition_t25,25,recognition,vento,studied,studied,1,1,1464,19,F,keypress
data_DRM,22,recognition_t26,26,recognition,alza,studied,studied,1,1,1864,19,F,keypress
data_DRM,22,recognition_t28,28,recognition,furfante,studied,studied,1,1,1081,19,F,keypress
data_DRM,22,recognition_t29,29,recognition,rapinatore,studied,studied,1,1,1464,19,F,keypress
data_DRM,22,recognition_t31,31,recognition,assassino,studied,studied,1,1,1447,19,F,keypress
data_DRM,22,recognition_t32,32,recognition,filo,studied,studied,1,1,2148,19,F,keypress
