uniqSubId,vocabulary_score,spelling_score
RHUL_10/17/2012_17:59:35_5-11,0.625,0.792683
RHUL_10/22/2012_14:59:42_5-12,0.65,0.743902
RHUL_10/22/2012_15:55:09_5-14,0.65,0.804878
RHUL_10/22/2012_15:58:12_5-15,0.525,0.670732
RHUL_10/22/2012_15:58:19_5-13,0.7,0.865854
RHUL_10/22/2012_16:51:41_5-16,0.85,0.804878
RHUL_10/22/2012_16:52:59_5-17,0.7,0.804878
RHUL_10/22/2012_16:54:02_5-18,0.775,0.780488
RHUL_10/22/2012_18:04:52_5-20,0.775,0.890244
RHUL_10/22/2012_18:06:10_5-19,0.85,0.817073
RHUL_10/22/2012_18:07:51_5-21,0.6,0.634146
RHUL_10/24/2012_13:38:10_~,0.8,0.817073
RHUL_10/24/2012_13:40:36_~,0.7,0.804878
RHUL_10/24/2012_14:47:41_5-25,0.575,0.792683
RHUL_10/24/2012_14:49:09_5-26,0.625,0.682927
RHUL_10/24/2012_15:00:47_5-24,0.725,0.890244
RHUL_10/24/2012_15:57:00_5-28,0.775,0.792683
RHUL_10/24/2012_15:57:36_5-27,0.675,0.682927
RHUL_10/24/2012_16:03:48_6-1,0.7,0.817073
RHUL_10/24/2012_16:54:06_5-11,0.45,0.707317
RHUL_10/24/2012_16:58:23_6-2,0.675,0.780488
RHUL_10/24/2012_18:03:38_6-3,0.675,0.621951
RHUL_10/29/2012_14:53:22_6-4,0.825,0.95122
RHUL_10/29/2012_14:58:30_6-5,0.55,0.670732
RHUL_10/29/2012_15:49:20_6-7,0.65,0.804878
RHUL_10/29/2012_15:50:50_6-8,0.75,0.804878
RHUL_10/29/2012_15:51:30_6-6,0.75,0.768293
RHUL_10/29/2012_16:51:37_6-9,0.7,0.756098
RHUL_10/29/2012_17:57:15_6-11,0.7,0.609756
RHUL_10/29/2012_17:59:08_6-10,0.75,0.621951
RHUL_10/31/2012_13:42:47_6-12,0.825,0.646341
RHUL_10/31/2012_13:47:03_6-13,0.825,0.768293
RHUL_10/31/2012_14:06:55_6-14,0.75,0.817073
RHUL_10/31/2012_14:46:06_6-16,0.825,0.768293
RHUL_10/31/2012_14:49:15_6-15,0.8,0.646341
RHUL_10/31/2012_15:04:16_6-17,0.9,0.841463
RHUL_10/31/2012_15:43:46_6-18,0.775,0.756098
RHUL_10/31/2012_15:55:50_6-19,0.75,0.682927
RHUL_10/31/2012_17:01:50_6-21,0.65,0.670732
RHUL_10/31/2012_17:05:06_6-20,0.625,0.804878
RHUL_11/12/2012_14:51:21_6-22,0.65,0.792683
RHUL_11/12/2012_15:53:13_6-23,0.7,0.865854
RHUL_11/12/2012_15:53:45_6-24,0.825,0.634146
RHUL_11/12/2012_15:58:48_6-25,0.675,0.658537
RHUL_11/12/2012_16:56:27_6-27,0.6,0.682927
RHUL_11/12/2012_16:58:05_6-26,0.775,0.756098
RHUL_11/14/2012_13:51:20_6-28,0.7,0.829268
RHUL_11/14/2012_14:54:58_7-1,0.7,0.707317
RHUL_11/14/2012_14:57:03_7-2,0.65,0.841463
RHUL_11/14/2012_15:55:09_7-4,0.75,0.634146
RHUL_11/14/2012_15:57:29_7-3,0.65,0.890244
RHUL_11/14/2012_16:10:27_7-5,0.775,0.634146
RHUL_11/14/2012_16:46:07_7-6,0.775,0.865854
RHUL_11/14/2012_17:58:13_7-7,0.725,0.609756
RHUL_11/19/2012_14:46:08_7-8,0.675,0.926829
RHUL_11/19/2012_14:57:16_7-9,0.575,0.780488
RHUL_11/19/2012_15:55:57_7-10,0.625,0.817073
RHUL_11/21/2012_14:45:05_7-11,0.8,0.890244
RHUL_11/21/2012_14:48:32_7-12,0.725,0.707317
RHUL_11/21/2012_14:51:09_7-13,0.7,0.902439
RHUL_11/21/2012_15:47:53_7-14,0.8,0.792683
RHUL_11/21/2012_15:51:51_7-15,0.65,0.719512
RHUL_11/21/2012_15:52:36_7-16,0.8,0.756098
RHUL_11/21/2012_16:48:30_7-18,0.675,0.792683
RHUL_11/21/2012_16:55:36_7-17,0.55,0.695122
RHUL_11/21/2012_16:59:33_7-19,0.7,0.817073
RHUL_11/26/2012_14:55:43_7-21,0.7,0.841463
RHUL_11/26/2012_15:04:33_7-20,0.65,0.658537
RHUL_11/26/2012_16:00:22_7-22,0.725,0.695122
RHUL_11/26/2012_16:57:17_7-23,0.575,0.719512
RHUL_11/28/2012_14:52:57_7-24,0.625,0.682927
RHUL_11/28/2012_15:01:06_7-25,0.675,0.768293
RHUL_11/28/2012_16:01:25_7-26,0.6,0.682927
RHUL_11/28/2012_16:04:30_7-27,0.75,0.695122
RHUL_11/28/2012_16:53:23_7-28,0.675,0.780488
RHUL_12/03/2012_14:56:58_8-1,0.825,0.634146
RHUL_12/03/2012_15:52:11_8-3,0.775,0.768293
RHUL_12/03/2012_16:42:32_8-5,0.725,0.792683
RHUL_12/03/2012_16:44:28_8-4,0.825,0.902439
RHUL_12/03/2012_16:46:30_8-2,0.675,0.719512
RHUL_12/05/2012_14:44:04_2a-26,0.775,0.792683
RHUL_12/05/2012_14:48:34_1a-11,0.825,0.780488
RHUL_12/05/2012_15:51:43_5a-4,0.775,0.829268
RHUL_12/05/2012_16:44:34_5a-21,0.8,0.890244
RHUL_12/10/2012_14:57:03_8-6,0.675,0.695122
RHUL_12/10/2012_15:00:04_8-7,0.725,0.780488
RHUL_12/10/2012_15:01:02_6a-19,0.4,0.585366
RHUL_12/10/2012_15:47:39_7A-15,0.65,0.780488
RHUL_12/10/2012_15:51:37_1A-23,0.825,0.853659
RHUL_12/10/2012_16:49:55_8-8,0.6,0.829268
RHUL_12/10/2012_16:56:31_8-9,0.7,0.707317
RHUL_12/12/2012_14:44:30_8-11,0.625,0.902439
RHUL_12/12/2012_14:48:38_8-10,0.675,0.804878
RHUL_12/12/2012_15:55:22_8-12,0.575,0.792683
RHUL_12/12/2012_16:52:49_8-13,0.75,0.756098
Singapore_03/08/2012_12:29:31_1,0.825,0.926829
Singapore_03/08/2012_12:29:36_2,0.8,0.939024
Singapore_03/08/2012_13:22:24_4,0.725,0.817073
Singapore_03/08/2012_13:22:40_3,0.7,0.902439
Singapore_03/08/2012_13:32:26_5,0.825,0.829268
Singapore_03/16/2012_12:02:20_6,0.9,0.658537
Singapore_03/16/2012_12:03:30_7,0.8,0.878049
Singapore_03/16/2012_12:05:27_8,0.8,0.890244
Singapore_03/16/2012_13:12:41_11,0.8,0.792683
Singapore_03/16/2012_13:15:07_9,0.8,0.865854
Singapore_03/16/2012_14:30:04_10,0.75,0.804878
Singapore_03/16/2012_14:32:30_13,0.825,0.865854
Singapore_03/16/2012_14:35:12_12,0.825,0.853659
Singapore_03/16/2012_15:39:03_15,0.85,0.902439
Singapore_03/16/2012_15:39:51_14,0.675,0.634146
Singapore_03/16/2012_15:42:44_16,0.85,0.914634
Singapore_03/23/2012_11:49:23_18,0.775,0.756098
Singapore_03/23/2012_11:51:38_17,0.675,0.780488
Singapore_03/23/2012_12:06:09_19,0.775,0.804878
Singapore_03/23/2012_12:54:52_20,0.625,0.792683
Singapore_03/23/2012_13:34:25_21,0.7,0.878049
Singapore_03/23/2012_14:17:24_22,0.725,0.560976
Singapore_03/23/2012_14:26:56_23,0.8,0.878049
Singapore_03/23/2012_14:29:03_24,0.525,0.707317
Singapore_03/23/2012_15:36:32_26,0.675,0.804878
Singapore_03/23/2012_15:38:28_25,0.775,0.792683
Singapore_03/23/2012_15:39:47_27,0.725,0.841463
Singapore_03/26/2012_17:11:30_28,0.775,0.914634
Skidmore_02/26/2013_21:50:04_20502,0.875,0.768293
Skidmore_02/27/2013_21:41:28_20609,0.75,0.756098
Skidmore_03/02/2013_13:58:10_20714,0.875,0.792683
Skidmore_03/02/2013_14:57:11_20819,0.7,0.841463
Skidmore_03/03/2013_14:58:07_20920,0.8,0.804878
Skidmore_03/04/2013_23:13:21_21021,0.75,0.597561
Skidmore_03/06/2013_20:26:02_21124,0.875,0.743902
Skidmore_03/06/2013_21:23:32_21202,0.775,0.609756
Skidmore_06/04/2012_14:58:18_101,0.725,0.658537
Skidmore_06/04/2012_16:05:00_202,0.8,0.634146
Skidmore_06/05/2012_14:07:09_303,0.825,0.780488
Skidmore_06/05/2012_16:00:27_404,0.7,0.756098
Skidmore_06/05/2012_16:55:08_505,0.8,0.878049
Skidmore_06/06/2012_10:51:40_606,0.8,0.792683
Skidmore_06/06/2012_11:50:58_707,0.85,0.878049
Skidmore_06/06/2012_17:33:12_808,0.925,0.95122
Skidmore_06/07/2012_13:00:02_909,0.8,0.853659
Skidmore_06/08/2012_12:01:59_1010,0.775,0.853659
Skidmore_06/11/2012_11:01:03_1111,0.875,0.878049
Skidmore_06/11/2012_12:05:42_1212,0.825,0.926829
Skidmore_06/11/2012_14:25:36_1313,0.75,0.768293
Skidmore_06/12/2012_12:04:40_1414,0.725,0.878049
Skidmore_06/12/2012_13:54:49_1515,0.9,0.817073
Skidmore_06/12/2012_15:20:45_1616,0.9,0.829268
Skidmore_06/12/2012_16:54:18_1717,0.8,0.853659
Skidmore_06/13/2012_11:57:56_1818,0.8,0.878049
Skidmore_06/13/2012_14:55:49_1919,0.875,0.865854
Skidmore_06/13/2012_17:55:06_2020,0.775,0.743902
Skidmore_06/14/2012_12:30:12_2121,0.675,0.731707
Skidmore_06/14/2012_13:59:13_2222,0.725,0.731707
Skidmore_06/14/2012_16:59:34_2323,0.75,0.865854
Skidmore_06/14/2012_17:57:25_2424,0.875,0.987805
Skidmore_06/15/2012_08:51:50_2525,0.675,0.743902
Skidmore_06/15/2012_13:52:46_2626,0.825,0.768293
Skidmore_06/15/2012_14:47:32_2727,0.8,0.878049
Skidmore_06/18/2012_10:55:47_2901,0.925,0.792683
Skidmore_06/18/2012_12:00:41_3002,0.85,0.853659
Skidmore_06/18/2012_15:20:27_3103,0.6,0.609756
Skidmore_06/19/2012_13:55:16_3305,0.775,0.878049
Skidmore_06/19/2012_15:01:15_3406,0.625,0.719512
Skidmore_06/19/2012_16:33:04_3507,0.8,0.743902
Skidmore_06/20/2012_14:00:43_3709,0.725,0.865854
Skidmore_06/22/2012_13:50:46_3810,0.8,0.926829
Skidmore_06/26/2012_11:51:06_4012,0.875,0.914634
Skidmore_06/26/2012_15:57:19_4113,0.925,0.926829
Skidmore_06/27/2012_11:10:30_4214,0.825,0.914634
Skidmore_06/28/2012_17:41:34_4315,0.925,0.890244
Skidmore_07/02/2012_10:56:13_4416,0.75,0.926829
Skidmore_07/03/2012_17:12:30_4618,0.65,0.878049
Skidmore_07/03/2012_18:06:51_4719,0.75,0.585366
Skidmore_07/05/2012_16:26:39_4820,0.875,0.829268
Skidmore_07/06/2012_09:50:28_4921,0.85,0.756098
Skidmore_07/06/2012_13:05:09_5022,0.8,0.780488
Skidmore_07/06/2012_16:07:20_5123,0.9,0.707317
Skidmore_07/07/2012_11:19:03_5224,0.85,0.719512
Skidmore_07/09/2012_10:54:09_5325,0.925,0.768293
Skidmore_07/09/2012_14:19:20_5426,0.7,0.841463
Skidmore_07/10/2012_13:53:22_5628,0.6,0.682927
Skidmore_07/10/2012_14:48:33_5728,0.725,0.926829
Skidmore_07/10/2012_16:00:30_5808,0.85,0.804878
Skidmore_07/11/2012_11:22:22_5911,0.875,0.878049
Skidmore_07/11/2012_14:20:09_6004,0.625,0.731707
Skidmore_07/11/2012_17:24:34_6117,0.725,0.817073
Skidmore_07/12/2012_12:53:10_6201,0.725,0.804878
Skidmore_07/12/2012_14:32:23_6302,0.725,0.829268
Skidmore_07/12/2012_15:29:49_6403,0.85,0.829268
Skidmore_07/12/2012_16:28:14_6504,0.825,0.890244
Skidmore_07/13/2012_12:01:47_6605,0.7,0.817073
Skidmore_07/13/2012_14:55:58_6807,0.7,0.780488
Skidmore_07/14/2012_15:26:45_6908,0.65,0.865854
Skidmore_07/14/2012_16:47:55_7009,0.825,0.695122
Skidmore_07/15/2012_13:57:15_7110,0.575,0.609756
Skidmore_07/16/2012_10:59:06_7211,0.85,0.890244
Skidmore_07/16/2012_12:54:49_7312,0.725,0.768293
Skidmore_07/16/2012_14:32:46_7413,0.55,0.695122
Skidmore_07/16/2012_15:23:46_7514,0.825,0.817073
Skidmore_07/16/2012_17:53:59_7615,0.8,0.878049
Skidmore_07/17/2012_13:53:26_7716,0.65,0.743902
Skidmore_07/17/2012_15:54:13_7817,0.675,0.731707
Skidmore_07/17/2012_16:57:52_7918,0.825,0.841463
Skidmore_07/19/2012_14:53:30_8019,0.625,0.756098
Skidmore_07/20/2012_16:01:10_8221,0.675,0.878049
Skidmore_07/24/2012_11:58:56_8322,0.625,0.731707
Skidmore_07/24/2012_13:30:11_8423,0.725,0.695122
Skidmore_07/27/2012_13:11:53_8625,0.675,0.743902
Skidmore_09/25/2012_14:20:48_8726,0.875,0.804878
Skidmore_09/25/2012_15:20:52_8827,0.75,0.817073
Skidmore_09/25/2012_16:29:50_8928,0.8,0.731707
Skidmore_09/25/2012_17:31:50_9027,0.825,0.695122
Skidmore_09/26/2012_10:52:18_9106,0.8,0.609756
Skidmore_09/26/2012_14:55:49_9201,0.525,0.707317
Skidmore_09/26/2012_15:51:33_9302,0.825,0.792683
Skidmore_09/26/2012_17:03:47_9403,0.675,0.804878
Skidmore_09/26/2012_18:19:13_9504,0.825,0.792683
Skidmore_09/26/2012_19:56:29_9605,0.625,0.646341
Skidmore_09/26/2012_21:01:17_9706,0.7,0.792683
Skidmore_09/27/2012_20:07:15_9807,0.8,0.646341
Skidmore_09/27/2012_21:23:22_9908,0.75,0.731707
Skidmore_09/28/2012_13:31:17_10009,0.75,0.792683
Skidmore_09/28/2012_15:21:41_10110,0.75,0.682927
Skidmore_09/28/2012_17:28:07_10211,0.9,0.792683
Skidmore_09/29/2012_10:54:00_10312,0.875,0.841463
Skidmore_09/29/2012_16:53:13_10413,0.75,0.707317
Skidmore_09/29/2012_17:50:01_10514,0.625,0.841463
Skidmore_09/30/2012_14:58:08_10615,0.65,0.756098
Skidmore_09/30/2012_15:54:03_10716,0.8,0.878049
Skidmore_10/01/2012_13:22:19_10817,0.7,0.658537
Skidmore_10/01/2012_14:19:31_10918,0.6,0.792683
Skidmore_10/01/2012_15:21:18_11019,0.775,0.841463
Skidmore_10/01/2012_16:54:55_11120,0.75,0.792683
Skidmore_10/02/2012_15:24:59_11221,0.725,0.743902
Skidmore_10/02/2012_16:22:46_11322,0.85,0.768293
Skidmore_10/02/2012_17:21:17_11423,0.675,0.829268
Skidmore_10/02/2012_18:39:10_11524,0.7,0.768293
Skidmore_10/03/2012_10:53:38_11625,0.775,0.804878
Skidmore_10/03/2012_14:59:47_11726,0.775,0.780488
Skidmore_10/03/2012_15:54:18_11827,0.7,0.890244
Skidmore_10/03/2012_19:47:15_11928,0.575,0.658537
Skidmore_10/03/2012_20:54:14_12001,0.775,0.817073
Skidmore_10/04/2012_13:52:31_12203,0.775,0.731707
Skidmore_10/04/2012_19:01:13_12304,0.725,0.731707
Skidmore_10/05/2012_11:18:09_12405,0.725,0.768293
Skidmore_10/05/2012_13:27:11_12506,0.725,0.792683
Skidmore_10/05/2012_14:24:45_12607,0.725,0.804878
Skidmore_10/05/2012_15:18:37_12809,0.65,0.621951
Skidmore_10/08/2012_16:50:14_12910,0.675,0.768293
Skidmore_10/08/2012_17:54:50_13011,0.9,0.768293
Skidmore_10/09/2012_14:26:59_13112,0.775,0.658537
Skidmore_10/09/2012_15:33:10_13213,0.7,0.878049
Skidmore_10/09/2012_16:31:00_13314,0.95,0.695122
Skidmore_10/09/2012_17:31:45_13415,0.7,0.756098
Skidmore_10/10/2012_14:51:34_13516,0.725,0.756098
Skidmore_10/10/2012_15:51:00_13617,0.85,0.743902
Skidmore_10/10/2012_16:46:17_13718,0.85,0.743902
Skidmore_10/10/2012_21:00:39_13819,0.575,0.560976
Skidmore_10/11/2012_17:55:27_13920,0.8,0.841463
Skidmore_10/11/2012_19:48:53_14021,0.725,0.878049
Skidmore_10/13/2012_11:40:51_14122,0.775,0.804878
Skidmore_10/13/2012_12:34:09_14223,0.7,0.780488
Skidmore_10/14/2012_19:48:10_14324,0.8,0.865854
Skidmore_10/15/2012_10:54:29_14425,0.7,0.768293
Skidmore_10/16/2012_12:48:33_14526,0.725,0.853659
Skidmore_10/16/2012_13:43:27_14627,0.825,0.841463
Skidmore_10/16/2012_15:21:40_14728,0.775,0.707317
Skidmore_10/16/2012_16:25:03_14801,0.65,0.695122
Skidmore_10/17/2012_19:59:10_14802,0.925,0.841463
Skidmore_10/18/2012_12:46:29_15003,0.825,0.768293
Skidmore_10/18/2012_14:01:19_15104,0.775,0.743902
Skidmore_10/18/2012_17:53:11_15205,0.775,0.597561
Skidmore_10/18/2012_20:00:05_15306,0.725,0.780488
Skidmore_10/19/2012_10:57:05_15407,0.85,0.817073
Skidmore_10/19/2012_13:24:00_15508,0.65,0.621951
Skidmore_10/19/2012_15:22:55_15710,0.825,0.585366
Skidmore_10/21/2012_16:51:16_15811,0.775,0.768293
Skidmore_10/22/2012_15:19:06_15912,0.65,0.695122
Skidmore_10/23/2012_14:25:44_16013,0.85,0.743902
Skidmore_10/23/2012_15:20:42_16114,0.775,0.829268
Skidmore_10/23/2012_16:25:01_16215,0.575,0.646341
Skidmore_10/24/2012_14:56:47_16316,0.775,0.817073
Skidmore_10/24/2012_16:55:21_16417,0.8,0.878049
Skidmore_10/24/2012_18:32:41_16518,0.9,0.853659
Skidmore_10/30/2012_17:20:57_16720,0.775,0.841463
Skidmore_10/31/2012_16:48:07_16821,0.9,0.829268
Skidmore_11/01/2012_13:05:18_16922,0.725,0.609756
Skidmore_11/01/2012_13:58:17_17023,0.875,0.890244
Skidmore_11/01/2012_17:55:42_17124,0.875,0.817073
Skidmore_11/01/2012_18:50:07_17225,0.75,0.743902
Skidmore_11/01/2012_19:56:21_17326,0.7,0.670732
Skidmore_11/02/2012_10:58:54_17427,0.7,0.621951
Skidmore_11/02/2012_13:22:05_17528,0.675,0.695122
Skidmore_11/04/2012_18:48:50_17601,0.875,0.853659
Skidmore_11/04/2012_20:07:02_17702,0.775,0.768293
Skidmore_11/05/2012_15:51:19_17803,0.65,0.719512
Skidmore_11/05/2012_16:53:21_17904,0.675,0.768293
Skidmore_11/06/2012_14:21:25_18005,0.925,0.829268
Skidmore_11/06/2012_15:24:14_18106,0.775,0.707317
Skidmore_11/06/2012_16:25:56_18207,0.8,0.865854
Skidmore_11/07/2012_19:54:38_18308,0.725,0.841463
Skidmore_11/11/2012_18:59:58_18409,0.85,0.573171
Skidmore_11/11/2012_19:54:44_18510,0.575,0.512195
Skidmore_11/13/2012_15:21:04_18611,0.65,0.670732
Skidmore_11/13/2012_16:30:23_18712,0.775,0.731707
Skidmore_11/13/2012_17:40:11_18813,0.85,0.780488
Skidmore_11/14/2012_16:52:08_19015,0.8,0.695122
Skidmore_11/14/2012_18:38:18_19116,0.6,0.780488
Skidmore_11/14/2012_19:49:38_19217,0.75,0.768293
Skidmore_11/14/2012_20:59:06_18409,0.725,0.670732
Skidmore_11/15/2012_17:45:02_19318,0.75,0.670732
Skidmore_11/15/2012_19:56:45_19419,0.7,0.621951
Skidmore_11/16/2012_11:07:19_19520,0.775,0.682927
Skidmore_11/18/2012_18:28:07_19722,0.8,0.878049
Skidmore_11/28/2012_18:25:03_19823,0.75,0.743902
Skidmore_11/28/2012_19:51:40_19924,0.825,0.890244
Skidmore_11/29/2012_13:55:56_20025,0.825,0.914634
Skidmore_11/29/2012_19:10:56_20126,0.625,0.743902
Skidmore_11/29/2012_20:06:24_20227,0.4,0.634146
Skidmore_12/02/2012_19:58:50_20328,0.7,0.719512
UWO_01/08/2013_12:48:37_16,0.675,0.792683
UWO_01/10/2013_11:50:51_17,0.6,0.731707
UWO_01/10/2013_13:43:31_18,0.825,0.890244
UWO_01/11/2013_17:29:16_19,0.775,0.780488
UWO_01/14/2013_12:25:58_20,0.8,0.853659
UWO_01/14/2013_15:54:06_21,0.8,0.902439
UWO_01/18/2013_13:24:34_22,0.65,0.731707
UWO_01/23/2013_11:57:06_23,0.675,0.719512
UWO_01/30/2013_11:07:37_24,0.65,0.841463
UWO_01/30/2013_11:58:02_25,0.675,0.731707
UWO_02/06/2013_18:18:06_26,0.8,0.804878
UWO_03/20/2013_18:23:28_27,0.75,0.695122
UWO_03/20/2013_20:20:50_28,0.525,0.768293
UWO_04/06/2013_11:55:14_2,0.85,0.804878
UWO_04/06/2013_13:55:00_9,0.8,0.670732
UWO_04/07/2013_13:49:33_27,0.625,0.585366
UWO_04/18/2013_16:52:20_27,0.7,0.890244
UWO_04/25/2012_17:23:48_1,0.5,0.585366
UWO_04/26/2012_13:45:11_2,0.35,0.487805
UWO_04/27/2012_13:17:40_3,0.65,0.743902
UWO_04/27/2012_15:26:35_4,0.775,0.743902
UWO_04/30/2012_12:47:53_5,0.675,0.768293
UWO_04/30/2012_13:52:51_6,0.7,0.560976
UWO_04/30/2012_14:42:46_7,0.8,0.865854
UWO_04/30/2012_16:58:00_8,0.625,0.682927
UWO_09/27/2012_15:52:35_9,0.325,0.54878
UWO_09/27/2012_16:39:11_10,0.7,0.646341
UWO_09/28/2012_09:56:07_11,0.65,0.719512
UWO_09/28/2012_11:48:24_12,0.525,0.621951
UWO_09/28/2012_12:43:52_13,0.75,0.792683
UWO_09/28/2012_13:43:23_14,0.5,0.670732
UWO_09/28/2012_14:58:09_15,0.675,0.560976
UWO_09/28/2012_15:55:45_16,0.575,0.731707
UWO_09/28/2012_16:38:39_17,0.775,0.890244
UWO_09/30/2012_11:20:19_18,0.725,0.829268
UWO_09/30/2012_13:33:57_19,0.725,0.878049
UWO_09/30/2012_14:25:38_20,0.65,0.731707
UWO_09/30/2012_15:12:52_21,0.75,0.792683
UWO_09/30/2012_16:05:24_22,0.525,0.707317
UWO_10/02/2012_09:57:08_23,0.825,0.804878
UWO_10/02/2012_10:45:39_24,0.65,0.719512
UWO_10/02/2012_11:49:25_25,0.65,0.878049
UWO_10/02/2012_12:35:54_26,0.625,0.695122
UWO_10/02/2012_15:02:14_27,0.675,0.560976
UWO_10/02/2012_15:48:14_28,0.725,0.743902
UWO_10/11/2012_11:39:40_1,0.8,0.743902
UWO_10/11/2012_13:32:24_2,0.75,0.756098
UWO_10/12/2012_10:24:34_3,0.7,0.841463
UWO_10/12/2012_11:04:56_4,0.7,0.731707
UWO_10/12/2012_14:15:24_5,0.625,0.634146
UWO_10/18/2012_11:43:13_6,0.75,0.804878
UWO_10/26/2012_12:26:11_999,0.925,0.926829
UWO_11/02/2012_11:12:31_8,0.7,0.634146
UWO_11/02/2012_12:18:16_9,0.75,0.768293
UWO_11/09/2012_11:07:21_10,0.7,0.743902
UWO_11/09/2012_12:19:12_11,0.525,0.756098
UWO_11/19/2012_14:12:23_12,0.75,0.780488
UWO_11/20/2012_12:10:28_13,0.725,0.743902
UWO_11/22/2012_11:55:01_14,0.575,0.634146
UWO_11/22/2012_12:44:04_15,0.8,0.914634
WUSTL_04/17/2012_16:56:47_~,0.775,0.939024
WUSTL_04/17/2012_16:57:42_~,0.7,0.817073
WUSTL_04/17/2012_16:58:05_~,0.8,0.792683
WUSTL_04/19/2012_16:48:07_4,0.8,0.914634
WUSTL_04/19/2012_16:49:21_5,0.75,0.731707
WUSTL_04/19/2012_18:02:20_6,0.825,0.682927
WUSTL_04/23/2012_16:51:38_7,0.825,0.926829
WUSTL_04/24/2012_17:55:39_8,0.675,0.768293
WUSTL_04/24/2012_17:56:07_10,0.825,0.914634
WUSTL_04/24/2012_17:56:58_9,0.775,0.926829
WUSTL_04/26/2012_18:24:51_16,0.9,0.634146
WUSTL_04/26/2012_18:26:01_15,0.725,0.756098
WUSTL_04/26/2012_18:31:59_17,0.825,0.829268
WUSTL_04/26/2012_18:39:35_23,0.925,0.853659
WUSTL_04/27/2012_13:52:30_12,0.625,0.804878
WUSTL_04/27/2012_13:53:59_11,0.725,0.865854
WUSTL_04/27/2012_13:54:10_13,0.675,0.695122
WUSTL_04/27/2012_14:01:12_20,0.85,0.756098
WUSTL_04/27/2012_14:05:48_19,0.8,0.829268
WUSTL_04/27/2012_14:08:08_24,0.825,0.914634
WUSTL_04/27/2012_15:06:02_14,0.8,0.926829
WUSTL_04/27/2012_15:08:03_22,0.9,0.926829
WUSTL_05/23/2012_15:03:39_25,0.55,0.682927
WUSTL_05/23/2012_15:04:29_26,0.8,0.646341
WUSTL_05/29/2012_11:50:32_21,0.9,0.804878
WUSTL_09/21/2012_10:21:38_28,0.85,0.768293
WUSTL_09/21/2012_10:23:04_18,0.95,0.780488
WUSTL_10/16/2012_09:52:38_1,0.9,0.890244
WUSTL_10/16/2012_10:53:41_2,0.725,0.756098
WUSTL_10/16/2012_11:02:10_3,0.775,0.865854
WUSTL_10/18/2012_10:50:40_4,0.875,0.780488
WUSTL_10/24/2012_13:53:20_6,0.95,0.902439
WUSTL_10/24/2012_13:54:42_5,0.875,0.768293
WUSTL_10/24/2012_13:55:27_7,0.85,0.853659
WUSTL_10/24/2012_14:51:04_8,0.85,0.743902
WUSTL_10/24/2012_14:54:19_9,0.775,0.743902
WUSTL_10/24/2012_14:57:58_10,0.925,0.780488
WUSTL_10/24/2012_15:50:06_14,0.8,0.780488
WUSTL_10/24/2012_15:53:17_12,0.75,0.878049
WUSTL_10/24/2012_15:54:45_15,0.875,0.780488
WUSTL_10/24/2012_15:56:11_13,0.8,0.804878
WUSTL_10/24/2012_15:58:06_11,0.925,0.95122
WUSTL_10/26/2012_13:44:25_16,0.9,0.804878
WUSTL_10/26/2012_13:47:01_17,0.875,0.890244
WUSTL_10/26/2012_13:50:09_18,0.85,0.939024
WUSTL_10/26/2012_13:59:29_19,0.8,0.853659
WUSTL_10/26/2012_14:50:40_20,0.725,0.817073
WUSTL_10/26/2012_14:53:22_21,0.9,0.853659
WUSTL_10/26/2012_15:09:39_22,0.875,0.719512
WUSTL_10/26/2012_15:10:00_23,0.9,0.792683
WUSTL_10/26/2012_15:58:52_24,0.8,0.780488
WUSTL_10/29/2012_08:53:15_25,0.8,0.829268
WUSTL_10/29/2012_08:55:46_26,0.875,0.743902
WUSTL_10/31/2012_14:34:33_27,0.55,0.670732
WUSTL_10/31/2012_14:52:46_28,0.875,0.817073
WUSTL_11/02/2012_13:53:53_27,0.925,0.865854
Warwick_02/09/2012_14:58:20_1,0.675,0.804878
Warwick_02/12/2013_16:54:31_123,0.55,0.573171
Warwick_02/12/2013_17:02:19_124,0.825,0.756098
Warwick_02/13/2012_17:04:11_2,0.675,0.780488
Warwick_02/14/2012_15:07:32_03,0.725,0.878049
Warwick_02/14/2012_16:55:57_04,0.6,0.804878
Warwick_02/15/2012_14:08:57_5,0.775,0.865854
Warwick_02/15/2012_15:12:56_6,0.8,0.804878
Warwick_02/15/2012_16:13:18_7,0.55,0.52439
Warwick_02/15/2012_17:09:43_8,0.725,0.792683
Warwick_02/15/2013_14:57:09_125,0.7,0.707317
Warwick_02/15/2013_15:03:59_126,0.65,0.804878
Warwick_02/16/2012_17:04:37_9,0.725,0.719512
Warwick_02/16/2012_18:01:02_10,0.725,0.853659
Warwick_02/18/2013_13:53:50_122,0.525,0.756098
Warwick_02/20/2012_15:56:26_~,0.75,0.634146
Warwick_02/20/2012_16:58:55_~,0.55,0.512195
Warwick_02/20/2012_17:51:19_~,0.8,0.914634
Warwick_02/22/2012_13:54:39_14,0.725,0.817073
Warwick_02/22/2012_14:54:37_15,0.65,0.878049
Warwick_02/22/2012_15:57:48_16,0.75,0.829268
Warwick_02/23/2012_11:01:01_17,0.725,0.731707
Warwick_02/23/2012_12:50:25_18,0.55,0.609756
Warwick_02/24/2012_12:58:23_19,0.65,0.695122
Warwick_02/24/2012_15:02:44_20,0.75,0.707317
Warwick_02/24/2012_16:00:10_21,0.6,0.792683
