targetNum,lexStatus,target,prime_cond1,prime_cond2,prime_cond3,prime_cond4,prime_cond5,prime_cond6,prime_cond7,prime_cond8,prime_cond9,prime_cond10,prime_cond11,prime_cond12,prime_cond13,prime_cond14,prime_cond15,prime_cond16,prime_cond17,prime_cond18,prime_cond19,prime_cond20,prime_cond21,prime_cond22,prime_cond23,prime_cond24,prime_cond25,prime_cond26,prime_cond27,prime_cond28
653,0,GIRCUE,gircue,igrcue,giruce,girceu,giucre,gurcie,girue,gircu,giue,igcreu,cuegir,gir,rigeuc,cguier,geucri,pircue,gitcue,gircul,grwcue,gilnue,girzcue,girtncue,gpqbne,mgircue,gircueh,girttcue,ijmpuf,plotan
654,0,GLANTZ,glantz,lgantz,glatnz,glanzt,gnaltz,gtanlz,gantz,glant,gltz,lgnazt,ntzgla,ntz,algztn,ngtlza,gztnal,clantz,glamtz,glantm,glcatz,glpwtz,gladntz,glawvntz,gyvrez,eglantz,glantzr,glaiintz,btzxrj,hecify
655,0,HABLIN,hablin,ahblin,halbin,hablni,hailbn,hiblan,halin,habli,hain,ahlbni,linhab,lin,bahnil,lhianb,hnilba,eablin,havlin,habliw,hapbin,hawfin,habplin,habvxlin,hvpjrn,ghablin,hablint,habjjlin,mlpjdf,cempor
656,0,KISPEL,kispel,ikspel,kisepl,kisple,kiepsl,kespil,kispl,kispe,kiel,ikpsle,pelkis,kis,siklep,pkeils,klepsi,bispel,kbspel,kispeg,kismpl,kifhel,kisupel,kisbqpel,kvohjl,zkispel,kispeln,kiszzpel,lvkojq,orachy
657,0,GOBERT,gobert,ogbert,gboert,gobetr,gorebt,grbeot,gobrt,gober,gort,ogebtr,ertgob,ert,bogtre,egrotb,gtrebo,zobert,gmbert,goberi,gombrt,goykrt,gobcert,gobyiert,glqnst,mgobert,goberth,gobzzert,fohbnc,sphina
658,0,AREMPY,arempy,raempy,armepy,aremyp,amerpy,apemry,aempy,aremp,arpy,rameyp,mpyare,mpy,eraypm,maprye,aypmer,urempy,asempy,aremph,arkepy,arhipy,arefmpy,arevumpy,aihqwy,oarempy,arempyn,arennmpy,hvqrby,bluist
659,0,SUITAN,suitan,usitan,sutian,suitna,suatin,saitun,sutan,suita,suan,ustina,tansui,sui,iusnat,tsauni,snatiu,vuitan,suctan,suitar,surian,subwan,suijtan,suikptan,scbxfn,vsuitan,suitanz,suiddtan,vbygjs,behorm
660,0,FALIER,falier,aflier,failer,falire,filaer,feliar,faler,falie,faer,afilre,ierfal,fal,lafrei,ifearl,freila,malier,fmlier,falieh,faiwer,fawzer,falmier,falwvier,fxozjr,hfalier,falierw,falssier,wxfrih,knouch
661,0,VARMIT,varmit,avrmit,varimt,varmti,vmrait,virmat,vrmit,varmi,vait,avmrti,mitvar,mit,ravtim,mviatr,vtimra,karmit,vawmit,varmie,vamhit,vapgit,varemit,varyomit,vghkyt,kvarmit,varmite,varbbmit,trdpfk,hefloy
662,0,WINFER,winfer,iwnfer,wifner,winfre,wfnier,wenfir,winer,winfe,wier,iwfnre,ferwin,fer,niwref,fweirn,wrefni,vinfer,winzer,winfez,winkfr,wihyer,winufer,wingsfer,wpobdr,kwinfer,winferv,winvvfer,pkxaqm,bostly
663,0,BACKEY,backey,abckey,bcakey,backye,baekcy,beckay,bacey,backe,baey,abkcye,keybac,bac,cabyek,kbeayc,byekca,uackey,bacmey,backeq,bamcey,baqoey,bacfkey,bacrzkey,bmnzry,fbackey,backeyr,bacjjkey,qpzusr,godurn
664,0,HORNAL,hornal,ohrnal,hronal,hornla,hnroal,harnol,horal,horna,hoal,ohnrla,nalhor,hor,rohlan,nhaolr,hlanro,jornal,hjrnal,hornak,honmal,hougal,horvnal,horgjnal,hskcil,yhornal,hornalq,horssnal,ygqfaj,stuced
665,0,AIMBLE,aimble,iamble,aimlbe,aimbel,ailbme,almbie,aible,aimbl,aile,iabmel,bleaim,ble,miaelb,baliem,aelbmi,pimble,aifble,aimbld,aiwmle,aifnle,aimoble,aimgzble,axvcke,qaimble,aimbleg,aimjjble,bcymfh,cogurn
666,0,HUNIEK,huniek,uhniek,huinek,hunike,hinuek,heniuk,hunek,hunie,huek,uhinke,iekhun,iek,nuhkei,iheukn,hkeinu,yuniek,htniek,huniev,hubnek,hupcek,hunviek,hunrqiek,hdjplk,chuniek,huniekm,hunmmiek,vqlwsf,jactos
667,0,CINGRY,cingry,icngry,cnigry,cingyr,cirgny,crngiy,cingy,cingr,ciry,icgnyr,grycin,cin,nicyrg,gcriyn,cyrgni,vingry,ciogry,cingra,cnwgry,ciflry,cinugry,cinqdgry,caltjy,pcingry,cingryf,cineegry,vgfqkb,webush
668,0,SUIDLE,suidle,usidle,sudile,suidel,sdiule,slidue,sudle,suidl,sule,usdiel,dlesui,dle,iuseld,dsluei,seldiu,ruidle,suidme,suidlm,sixdle,sunfle,suirdle,suiokdle,swyofe,jsuidle,suidleb,suiffdle,qjnald,obtach
669,0,JUSTRE,justre,ujstre,jutsre,juster,jurtse,jrstue,jstre,justr,jure,ujtser,trejus,tre,sujert,tjrues,jertsu,qustre,jhstre,justri,jusmte,jucore,jusytre,jusnwtre,jbwice,fjustre,justrel,jusyytre,qxrwdz,voyalm
670,0,AUBRID,aubrid,uabrid,aurbid,aubrdi,auirbd,aibrud,abrid,aubri,auid,uarbdi,ridaub,aub,buadir,raiudb,adirbu,qubrid,aubrmd,aubrio,aurwid,aulfid,aubnrid,aubkcrid,ayseqd,laubrid,aubridx,aubxxrid,hmwunq,vectol
671,0,IGUARE,iguare,giuare,igaure,iguaer,igraue,iruage,igare,iguar,igre,giauer,areigu,igu,ugiera,airgeu,ieraug,mguare,iguaxe,iguard,igatre,igyhre,iguzare,igupsare,icfjoe,siguare,iguared,igunnare,ytdgvm,chonds
672,0,IMPURB,impurb,mipurb,imprub,impubr,imrupb,irpumb,imurb,impur,imrb,miupbr,urbimp,urb,pmibru,uirmbp,ibrupm,lmpurb,imjurb,impurq,ipaurb,imnxrb,impqurb,impvfurb,ijydkb,gimpurb,impurbc,impzzurb,gwpsmq,elonch
673,0,IMPOTE,impote,mipote,ipmote,impoet,imtope,itpome,impte,impot,imte,miopet,oteimp,ote,pmieto,oitmep,ietopm,hmpote,imnote,impotx,impxoe,imbyte,impnote,impcrote,ixjbae,limpote,impoteb,impggote,zxwgjn,hybral
674,0,BUCOME,bucome,ubcome,bucmoe,bucoem,bumoce,bmcoue,buome,bucom,bume,ubocem,omebuc,buc,cubemo,obmuec,bemocu,fucome,bucxme,bucomr,bufcme,bugime,bucpome,bucayome,bgpqke,rbucome,bucomen,bucffome,qdzpti,kindra
675,0,INDULA,indula,nidula,idnula,indual,iudnla,ilduna,indla,indul,inla,niudal,ulaind,ind,dnialu,uilnad,ialudn,ondula,induba,indulr,inedla,inrkla,indpula,indrqula,ictora,oindula,indulam,indffula,frzpmd,phober
676,0,INFOLT,infolt,nifolt,ifnolt,infotl,iofnlt,ilfont,ifolt,infol,inlt,nioftl,oltinf,inf,fnitlo,oilntf,itlofn,jnfolt,infoht,infolr,injflt,inyjlt,infholt,infskolt,iqerbt,zinfolt,infoltq,infrrolt,ksnztc,depack
677,0,INLORS,inlors,nilors,ilnors,inlosr,iolnrs,irlons,inlos,inlor,inrs,niolsr,orsinl,inl,lnisro,oirnsl,isroln,znlors,ijlors,inlorw,inozrs,inyars,inlmors,inluwors,ipzmfs,einlors,inlorsy,inlffors,xmcqjw,ambued
678,0,INFALT,infalt,nifalt,ifnalt,infatl,iafnlt,ilfant,infat,infal,inlt,niaftl,altinf,inf,fnitla,ailntf,itlafn,jnfalt,insalt,infalo,inxflt,inswlt,infhalt,infgdalt,iqydxt,winfalt,infaltp,infooalt,rhsmyt,verdom
679,0,INDERT,indert,nidert,indret,indetr,inredt,irdent,idert,inder,inrt,niedtr,ertind,ind,dnitre,eirntd,itredn,pndert,iudert,inderz,inexrt,inbhrt,indaert,indblert,ipwzht,yindert,inderty,indqqert,jvsupg,voyals
680,0,ANSECH,ansech,nasech,anesch,ansehc,aesnch,acsenh,anech,ansec,anch,naeshc,echans,ans,snahce,eacnhs,ahcesn,ynsech,amsech,ansecd,anegch,anbqch,ansoech,ansuwech,axmwbh,zansech,ansechm,ansddech,ytdkfl,pluirm
681,0,INHORT,inhort,nihort,inohrt,inhotr,iohnrt,irhont,ihort,inhor,inrt,niohtr,ortinh,ort,hnitro,oirnth,itrohn,dnhort,inxort,inhorf,inoxrt,inclrt,inhgort,inhejort,iugcvt,finhort,inhortu,inhccort,sfiokg,fucale
682,0,ABSULT,absult,basult,asbult,absutl,ablust,alsubt,abslt,absul,ablt,baustl,ultabs,abs,sbatlu,ualbts,atlusb,jbsult,absuwt,absulq,asdult,abiplt,absyult,abshgult,awodjt,yabsult,absulty,absmmult,tfxrqg,phoker
683,0,INLADE,inlade,nilade,inldae,inlaed,indale,idlane,ilade,inlad,inde,nialed,adeinl,ade,lnieda,aidnel,iedaln,cnlade,inlage,inladu,inlbae,inoqde,inlhade,inlvcade,iopxbe,kinlade,inladeu,inlyyade,fhqlkm,torgus
684,0,IGUADE,iguade,giuade,iugade,iguaed,iaugde,iduage,iuade,iguad,igde,giaued,adeigu,igu,ugieda,aidgeu,iedaug,xguade,igubde,iguado,igulae,igztde,igukade,iguspade,itjlke,ciguade,iguadex,iguzzade,vdgpem,hystol
685,0,UNWERT,unwert,nuwert,unewrt,unwetr,unrewt,urwent,unwet,unwer,unrt,nuewtr,ertunw,ert,wnutre,eurntw,utrewn,cnwert,ufwert,unwerd,unwbet,unsprt,unwsert,unwmcert,ujibht,junwert,unwerty,unwffert,edwxum,fachid
686,0,INCESH,incesh,nicesh,icnesh,incehs,insech,iscenh,icesh,inces,insh,niechs,eshinc,esh,cnihse,eisnhc,ihsecn,xncesh,incgsh,incesu,incleh,inuash,incyesh,incfvesh,ivowbh,wincesh,inceshk,inczzesh,bglrzx,toluma
687,0,INJORE,injore,nijore,ijnore,injoer,inroje,irjone,injre,injor,inre,niojer,oreinj,inj,jniero,oirnej,ierojn,vnjore,injode,injorf,injdoe,inthre,injdore,injpwore,iqskze,binjore,injorea,injzzore,xwarjm,humald
688,0,ISLATO,islato,silato,isltao,islaot,ialsto,itlaso,isato,islat,isto,sialot,atoisl,isl,lsiota,aitsol,iotals,zslato,islazo,islatz,isanto,isdxto,islfato,islfdato,iwnkvo,zislato,islatob,islkkato,uejxfb,hubred
689,0,YARION,yarion,ayrion,yairon,yarino,yiraon,yorian,yaron,yario,yaon,ayirno,ionyar,yar,raynoi,iyoanr,ynoira,warion,yarizn,yariov,yarein,yawvon,yarwion,yarzxion,yevtgn,myarion,yarionc,yarhhion,rmudbp,tuckle
690,0,KINTLE,kintle,ikntle,kinlte,kintel,kiltne,klntie,kinle,kintl,kile,iktnel,tlekin,tle,nikelt,tklien,keltni,mintle,kinrle,kintlu,kinhte,kiusle,kinvtle,kinfgtle,kafyse,wkintle,kintles,kinwwtle,gpdqsw,boarch
691,0,PUCKEY,puckey,upckey,pukcey,puckye,puekcy,peckuy,pukey,pucke,puey,upkcye,keypuc,puc,cupyek,kpeuyc,pyekcu,muckey,pucwey,puckei,pcokey,pufley,pucfkey,pucizkey,pqhbmy,hpuckey,puckeyb,pucmmkey,atyscu,orbalm
692,0,FUMBLO,fumblo,ufmblo,fubmlo,fumbol,fbmulo,flmbuo,fmblo,fumbl,fulo,ufbmol,blofum,blo,mufolb,bfluom,folbmu,jumblo,ftmblo,fumbly,fuhmlo,fukilo,fumkblo,fumsvblo,fzxnho,ifumblo,fumblon,fumaablo,jvmiws,ansect
693,0,AUNGRE,aungre,uangre,anugre,aunger,agnure,arngue,augre,aungr,aure,uagner,greaun,gre,nuaerg,garuen,aergnu,pungre,aunghe,aungrw,aupnre,auymre,aunsgre,aunsxgre,alqvhe,waungre,aungreb,aunvvgre,uxhpqj,lovics
694,0,GUNDOR,gundor,ugndor,gnudor,gundro,gdnuor,gondur,gundr,gundo,guor,ugdnro,dorgun,dor,nugrod,dgourn,grodnu,qundor,gcndor,gundoe,gudyor,guwjor,gunhdor,gunljdor,gbzelr,mgundor,gundorj,gunhhdor,mdxljq,shiect
695,0,CIGNEY,cigney,icgney,cigeny,cignye,cngiey,cegniy,cigny,cigne,ciey,icngye,neycig,cig,gicyen,nceiyg,cyengi,higney,cignjy,cigneo,cgfney,cithey,cigxney,cigsjney,crsuwy,ocigney,cigneyu,cighhney,ptkbcf,obtald
696,0,UNIGHS,unighs,nuighs,ungihs,unigsh,uginhs,uhigns,unigs,unigh,unhs,nugish,ghsuni,ghs,inushg,guhnsi,ushgin,fnighs,upighs,unighx,unpihs,unvdhs,uniwghs,uniojghs,ujmtqs,punighs,unighse,unikkghs,tjmonq,dabryo
697,0,TOSHEL,toshel,otshel,tohsel,toshle,toehsl,teshol,tshel,toshe,toel,othsle,heltos,tos,sotleh,hteols,tlehso,foshel,toahel,toshem,tsxhel,torgel,tosyhel,tosidhel,tpadyl,ktoshel,toshelw,tosuuhel,bwhvef,impand
698,0,BAFENT,bafent,abfent,baefnt,bafetn,befant,bnfeat,bafnt,bafen,bant,abeftn,entbaf,ent,fabtne,ebnatf,btnefa,iafent,bafept,bafenm,baxfnt,baihnt,bafuent,bafhvent,bpcokt,pbafent,bafenth,bafddent,fgocph,cushor
699,0,FAINCH,fainch,afinch,fanich,fainhc,fniach,fcinah,faich,fainc,fach,afnihc,nchfai,nch,iafhcn,nfcahi,fhcnia,kainch,faiwch,faincq,fakich,fawqch,faixnch,faixbnch,fqsexh,pfainch,fainchd,faiuunch,uaendz,debots
700,0,ZOMBER,zomber,ozmber,zmober,zombre,zoebmr,zembor,zombr,zombe,zoer,ozbmre,berzom,ber,mozreb,bzeorm,zrebmo,xomber,zosber,zombea,zomnbr,zoyter,zomqber,zomfxber,zjfylr,tzomber,zomberw,zomccber,flqjtw,citals
701,0,LUNKER,lunker,ulnker,lunekr,lunkre,lknuer,lenkur,lunkr,lunke,luer,ulknre,kerlun,ker,nulrek,kleurn,lreknu,zunker,lunaer,lunkey,lnaker,lujser,lunzker,lunisker,lbsmir,ilunker,lunkerm,lunaaker,nxovpw,hactow
702,0,LIMPOR,limpor,ilmpor,lipmor,limpro,liopmr,lompir,limpr,limpo,lior,ilpmro,porlim,lim,milrop,ploirm,lropmi,vimpor,limpwr,limpof,lijmor,lifjor,limapor,limwgpor,lnjscr,blimpor,limporw,limwwpor,bfgknz,squady
703,0,PIZARM,pizarm,ipzarm,piazrm,pizamr,pirazm,przaim,pzarm,pizar,pirm,ipazmr,armpiz,piz,zipmra,aprimz,pmrazi,vizarm,pizabm,pizare,piatrm,pigurm,pizbarm,pizqjarm,pcbwom,opizarm,pizarmv,pizccarm,orukjy,becond
704,0,HOCITE,hocite,ohcite,hoicte,hociet,hicote,htcioe,hocie,hocit,hote,ohicet,itehoc,hoc,coheti,ihtoec,hetico,zocite,hocibe,hocitb,hobcte,holbte,hocyite,hoclkite,hvbsxe,phocite,hocitem,hocggite,nozhjt,prangy
705,0,LOSAGE,losage,olsage,loasge,losaeg,logase,lgsaoe,losae,losag,loge,olaseg,agelos,los,solega,algoes,legaso,nosage,lcsage,losagh,lsdage,lojige,losqage,loszhage,lcxjie,xlosage,losagex,losttage,wlfomp,thridy
706,0,TUMPER,tumper,utmper,tupmer,tumpre,tpmuer,tempur,tmper,tumpe,tuer,utpmre,pertum,tum,mutrep,pteurm,trepmu,wumper,tugper,tumpei,tmkper,tuhoer,tumkper,tumvaper,tqgknr,itumper,tumperd,tumggper,fuhmql,owligs
707,0,MAINET,mainet,aminet,maient,mainte,mniaet,meinat,maiet,maine,maet,amnite,netmai,mai,iamten,nmeati,mtenia,vainet,maidet,mainey,milnet,majset,mairnet,maiqknet,mdwcft,zmainet,mainetg,maibbnet,cqbokz,blopsy
708,0,MARPED,marped,amrped,mapred,marpde,mpraed,merpad,marpd,marpe,maed,amprde,pedmar,ped,ramdep,pmeadr,mdepra,harped,maoped,marpej,mahred,mavted,margped,marotped,moykcd,nmarped,marpedv,markkped,pdgnbo,bictol
709,0,MESCON,mescon,emscon,msecon,mescno,meocsn,moscen,mescn,mesco,meon,emcsno,conmes,mes,semnoc,cmoens,mnocse,tescon,mekcon,mescow,meslcn,merxon,meshcon,mesbzcon,mtuvyn,bmescon,mesconf,mesuucon,lswmud,hurply
710,0,MASPOR,maspor,amspor,masopr,maspro,mpsaor,mospar,maspr,maspo,maor,ampsro,pormas,mas,samrop,pmoars,mropsa,caspor,maspxr,maspou,mslpor,maxhor,masgpor,mascfpor,mithvr,gmaspor,masporv,masttpor,njpwrx,jigent
711,0,CATRIE,catrie,actrie,ctarie,catrei,crtaie,citrae,catie,catri,caie,acrtei,riecat,rie,taceir,rciaet,ceirta,jatrie,catjie,catrih,ctsrie,cawfie,catfrie,catporie,cjvsqe,dcatrie,catrief,catxxrie,tsinxq,unvoks
712,0,REAGLY,reagly,eragly,regaly,reagyl,relgay,rlagey,realy,reagl,rely,ergayl,glyrea,rea,aerylg,grleya,rylgae,xeagly,reakly,reaglx,racgly,renxly,reamgly,reafogly,riozjy,oreagly,reaglyz,reaiigly,zqwlif,mickup
713,0,MELATY,melaty,emlaty,mleaty,melayt,malety,mtlaey,melty,melat,mety,emalyt,atymel,mel,lemyta,amteyl,mytale,jelaty,mejaty,melatx,mexlty,megqty,melzaty,meldbaty,mhruvy,jmelaty,melatyr,melzzaty,tpuzhd,purbid
714,0,GILFEW,gilfew,iglfew,glifew,gilfwe,gieflw,gelfiw,gilfw,gilfe,giew,igflwe,fewgil,gil,ligwef,fgeiwl,gwefli,dilfew,golfew,gilfes,glxfew,giumew,gilvfew,gilzcfew,gjkcvw,ygilfew,gilfewo,gilqqfew,vgpwfh,knarch
715,0,KIRAFE,kirafe,ikrafe,kiarfe,kiraef,kifare,kfraie,kirfe,kiraf,kife,ikaref,afekir,kir,rikefa,akfier,kefari,jirafe,kwrafe,kirafu,kruafe,kisqfe,kirhafe,kirzsafe,kvqgje,tkirafe,kirafex,kirjjafe,thxzey,jolumn
716,0,MILTED,milted,imlted,miletd,miltde,mietld,meltid,mlted,milte,mied,imtlde,tedmil,mil,limdet,tmeidl,mdetli,hilted,mjlted,milten,mlgted,mizqed,milwted,milhgted,mwgjhd,rmilted,miltedq,milnnted,pymxjk,jackon
717,0,MINKEL,minkel,imnkel,mnikel,minkle,mieknl,menkil,mnkel,minke,miel,imknle,kelmin,kel,nimlek,kmeiln,mlekni,dinkel,mwnkel,minkeg,mikoel,mispel,minakel,minzgkel,mqfdrl,vminkel,minkelz,minjjkel,xnzlbw,waroud
718,0,PORBIC,porbic,oprbic,probic,porbci,poibrc,pirboc,porbc,porbi,poic,opbrci,bicpor,bic,ropcib,bpiocr,pcibro,xorbic,porwic,porbin,porqbc,poleic,porybic,porflbic,pfxzqc,kporbic,porbick,porllbic,uiwmbo,qualet
719,0,FORGLE,forgle,ofrgle,frogle,forgel,fgrole,flrgoe,frgle,forgl,fole,ofgrel,glefor,gle,rofelg,gfloer,felgro,torgle,fvrgle,forglv,fowrle,fomble,forngle,forqxgle,faxvce,jforgle,forgleq,foriigle,hxowvu,swaich
720,0,WOUSEL,wousel,owusel,wosuel,wousle,woesul,weusol,wouel,wouse,woel,owsule,selwou,sel,uowles,sweolu,wlesuo,gousel,woudel,wousen,wosvel,wokgel,wouisel,woucpsel,wichbl,fwousel,wouself,wouhhsel,vdbiwq,yarbin
721,0,SORTEL,sortel,osrtel,soretl,sortle,soetrl,sertol,sortl,sorte,soel,ostrle,telsor,tel,roslet,tseolr,sletro,kortel,sortdl,sorteb,sozrel,soybel,sorytel,sorijtel,spybjl,usortel,sortelq,sorkktel,lmjuzd,unigma
722,0,ROSAIL,rosail,orsail,roasil,rosali,roiasl,risaol,rosil,rosai,roil,orasli,ailros,ros,sorlia,ariols,rliaso,yosail,roxail,rosaip,roskal,roucil,rosvail,rosmdail,ryhgjl,zrosail,rosaily,rosmmail,cotwjs,pucket
723,0,YORQUE,yorque,oyrque,yoqrue,yorqeu,yqroue,yurqoe,yorqe,yorqu,youe,oyqreu,queyor,yor,royeuq,qyuoer,yeuqro,zorque,yoriue,yorquc,yoriqe,yohkue,yorbque,yorwpque,yazkme,fyorque,yorqueh,yorccque,rwedun,faitch
724,0,MOTIEK,motiek,omtiek,moteik,motike,moeitk,metiok,motek,motie,moek,omitke,iekmot,mot,tomkei,imeokt,mkeito,hotiek,motifk,motieq,mtviek,mopgek,motjiek,motxhiek,mwhjzk,qmotiek,motiekf,mothhiek,vxlgqn,phagus
725,0,FUSKEN,fusken,ufsken,fsuken,fuskne,fueksn,feskun,fsken,fuske,fuen,ufksne,kenfus,fus,sufnek,kfeuns,fneksu,gusken,fuyken,fuskev,fukqen,fudqen,fusoken,fuschken,fvrohn,tfusken,fuskenr,fuszzken,jvldza,hablid
726,0,MUSIED,musied,umsied,muised,muside,misued,mesiud,muied,musie,mued,umisde,iedmus,ied,sumdei,imeuds,mdeisu,gusied,musikd,musiec,mstied,muaped,musyied,musvhied,mkbgld,vmusied,musiedo,musccied,bulxsw,klanch
727,0,AUTING,auting,uating,autnig,autign,aitung,antiug,auing,autin,aung,uaitgn,ingaut,ing,tuagni,ianugt,agnitu,puting,auming,autinc,audtng,aurkng,autjing,autrling,amzokg,lauting,autingz,autssing,xrqzwy,befols
728,0,MYRTIE,myrtie,ymrtie,mytrie,myrtei,mtryie,mirtye,mytie,myrti,myie,ymtrei,tiemyr,myr,rymeit,tmiyer,meitry,jyrtie,mbrtie,myrtia,mrktie,myduie,myrwtie,myrgltie,mfvjle,smyrtie,myrtieh,myrwwtie,dxtsuy,choans
729,0,NAGURS,nagurs,angurs,nagrus,nagusr,nugars,nrguas,naurs,nagur,nars,anugsr,ursnag,urs,gansru,unrasg,nsruga,dagurs,nadurs,nagurb,ngjurs,naxmrs,nagwurs,nagkdurs,nqcdos,onagurs,nagursw,nagiiurs,surphf,jetoil
730,0,VACKEL,vackel,avckel,vcakel,vackle,vkcael,veckal,vakel,vacke,vael,avkcle,kelvac,kel,cavlek,kvealc,vlekca,rackel,vfckel,vackeg,vczkel,vabqel,vacdkel,vacyqkel,vwpdbl,wvackel,vackelm,vacwwkel,fmtnjk,rinsom
731,0,CAMBLE,camble,acmble,cmable,cambel,calbme,clmbae,camle,cambl,cale,acbmel,blecam,ble,macelb,bclaem,celbma,vamble,ckmble,cambls,camrbe,cayqle,camnble,camuvble,contfe,gcamble,camblej,camddble,zxqpun,rodift
732,0,NOVIDY,novidy,onvidy,novdiy,noviyd,nodivy,ndvioy,noidy,novid,nody,onivyd,idynov,nov,vonydi,indoyv,nydivo,rovidy,novhdy,novidf,nvtidy,nocfdy,novmidy,novpkidy,npmlfy,pnovidy,novidys,novjjidy,mvdqpi,uprawk
733,0,NYMBEL,nymbel,ynmbel,nmybel,nymble,nbmyel,nembyl,nymbl,nymbe,nyel,ynbmle,belnym,bel,mynleb,bneylm,nlebmy,uymbel,nymxel,nymbes,nmvbel,nygrel,nymzbel,nymdcbel,njawtl,tnymbel,nymbels,nymggbel,drfcng,opacur
734,0,WATMEG,watmeg,awtmeg,wtameg,watmge,waemtg,wetmag,wtmeg,watme,waeg,awmtge,megwat,meg,tawgem,mweagt,wgemta,fatmeg,wasmeg,watmec,watbmg,wajqeg,watcmeg,watfpmeg,wsofrg,vwatmeg,watmegb,watrrmeg,jzfpml,filour
735,0,UNJECT,unject,nuject,unjcet,unjetc,uejnct,ucjent,unjct,unjec,unct,nuejtc,ectunj,ect,jnutce,eucntj,utcejn,wnject,unjeyt,unjecm,uneqct,unimct,unjsect,unjoqect,ufmwdt,xunject,unjecti,unjssect,xzkonc,oblair
736,0,OBLIUM,oblium,bolium,olbium,oblimu,oilbum,oulibm,oblim,obliu,obum,boilmu,iumobl,obl,lbomui,ioubml,omuilb,sblium,obsium,obliuc,obylum,obqyum,oblzium,oblckium,oxfqnm,noblium,obliumj,oblqqium,uroybm,narcet
737,0,PETAIN,petain,eptain,pteain,petani,patein,pitaen,petin,petai,pein,epatni,ainpet,ain,tepnia,apient,pniate,hetain,petazn,petaij,peahin,pexuin,petzain,petxmain,pbvfhn,kpetain,petainh,petddain,xkpuwd,lushom
738,0,SPAQUX,spaqux,psaqux,spqaux,spaqxu,spuqax,suaqpx,spqux,spaqu,spux,psqaxu,quxspa,qux,apsxuq,qsupxa,sxuqap,cpaqux,spaqtx,spaqui,sacqux,spzdux,spacqux,spayfqux,sfchrx,yspaqux,spaquxj,spavvqux,qypbnz,rogiet
739,0,PRAILE,praile,rpaile,priale,praiel,prliae,plaire,prile,prail,prle,rpiael,ilepra,pra,arpeli,iplrea,peliar,draile,pracle,prailq,pasile,prhkle,praqile,pragvile,pmvtne,upraile,prailex,prassile,rofdkb,bonght
740,0,DRANCE,drance,rdance,drnace,dranec,dnarce,dcanre,drnce,dranc,drce,rdnaec,ncedra,dra,ardecn,ndcrea,decnar,urance,drtnce,drancm,drnwce,drtice,drabnce,dralznce,dzqmse,sdrance,drancel,draxxnce,pvzmdo,biluts
741,0,ORCHET,orchet,rochet,orhcet,orchte,orehct,oechrt,ochet,orche,oret,rohcte,hetorc,het,croteh,hoertc,otehcr,jrchet,oryhet,orcheg,orcbht,orzfet,orcqhet,orclphet,opifyt,korchet,orchetj,orcuuhet,hgvqym,busign
742,0,ORBASE,orbase,robase,obrase,orbaes,oabrse,osbare,orbae,orbas,orse,roabes,aseorb,ase,broesa,aosreb,oesabr,drbase,ohbase,orbasi,orbmae,ornyse,orbkase,orbhgase,oxknfe,dorbase,orbasex,orbqqase,oybdgm,guinch
743,0,GLIENT,glient,lgient,gilent,glietn,geilnt,gnielt,gient,glien,glnt,lgeitn,entgli,ent,ilgtne,egnlti,gtneil,ulient,gliect,glieny,glehnt,glupnt,gliment,gliyuent,gbrmwt,yglient,glients,glirrent,ivxqsf,smuday
744,0,ORCHIN,orchin,rochin,ocrhin,orchni,orihcn,oichrn,ochin,orchi,orin,rohcni,hinorc,hin,cronih,hoirnc,onihcr,jrchin,orehin,orchij,orcwhn,orkpin,orcahin,orcxyhin,opamjn,borchin,orchinv,orczzhin,lkbsjp,felvas
745,0,ONITER,oniter,noiter,ontier,onitre,onetir,oeitnr,onier,onite,oner,notire,teroni,ter,inoret,toenri,oretin,lniter,onuter,onitek,onxier,onxmer,onilter,oniwmter,ojbvdr,doniter,oniters,oniaater,jemlzd,pylvas
746,0,PARIED,paried,apried,pareid,paride,paeird,periad,parid,parie,paed,apirde,iedpar,ied,rapdei,ipeadr,pdeira,haried,parfed,pariec,pruied,paobed,parqied,parztied,pxmnjd,zparied,pariedn,parqqied,sjntol,wobush
747,0,VAROSH,varosh,avrosh,vraosh,varohs,vasorh,vsroah,vaosh,varos,vash,avorhs,oshvar,osh,ravhso,ovsahr,vhsora,parosh,vargsh,varosk,vrzosh,vazqsh,varwosh,varezosh,vpcjih,lvarosh,varoshm,variiosh,qkurbc,yeling
748,0,JAGODY,jagody,ajgody,jaogdy,jagoyd,jadogy,jdgoay,jagoy,jagod,jady,ajogyd,odyjag,ody,gajydo,ojdayg,jydoga,eagody,jbgody,jagodp,jgbody,jabtdy,jagqody,jagvpody,jctbhy,fjagody,jagodyp,jaghhody,wajoxb,pluche
749,0,LASTON,laston,alston,lasotn,lastno,laotsn,lostan,laton,lasto,laon,altsno,tonlas,las,salnot,tloans,lnotsa,baston,lasten,lastom,layson,lamhon,lascton,lasjhton,ldjebn,ylaston,lastonv,lasyyton,bdayjn,rumbic
750,0,DASTRO,dastro,adstro,dasrto,dastor,dartso,drstao,datro,dastr,daro,adtsor,trodas,tro,sadort,tdraos,dortsa,jastro,dajtro,dastrm,davsro,dawfro,dasltro,dasmhtro,dquivo,wdastro,dastroc,daswwtro,ctnpky,unifle
