participant_id,session_no,trial_order,rt,stimulus,response,gender,childhood_location,current_location,first_language,education,age,country_of_birth,country_of_residence,rt_measure
1,0,0,1712.0,sneaky,2,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,1,1747.0,sting,2,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,2,3016.0,stupendous,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,3,2983.0,powwow,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,4,1504.0,proclaim,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,5,2266.0,wretched,1,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,6,1267.0,oppressed,1,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,7,1684.0,congratulations,8,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,8,2206.0,diver,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,9,3225.0,booger,,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,10,2385.0,ratchet,4,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,11,1553.0,shoot,1,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,12,1434.0,tearful,1,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,13,1586.0,refreshing,7,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,14,1767.0,blabbermouth,2,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,15,2838.0,presume,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,16,2135.0,lacrosse,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,17,2204.0,persistence,6,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,18,3420.0,personnel,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,19,1169.0,lettuce,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,20,1421.0,saucer,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,21,1125.0,imaging,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,22,1483.0,lifeboat,6,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,23,1134.0,extravagance,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,24,2279.0,initiation,4,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,25,1601.0,roomy,6,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,26,1543.0,millionth,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,27,1496.0,appliance,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,28,1246.0,muskrat,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,29,2065.0,legitimacy,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,30,1120.0,discretionary,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,31,1100.0,railing,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,32,1941.0,shallow,4,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,33,1086.0,flirtation,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,34,1482.0,infamy,4,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,35,1398.0,chancellor,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,36,1782.0,tardy,4,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,37,1455.0,leper,3,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,38,1399.0,motivational,6,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,39,1607.0,chug,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,40,2163.0,ghoul,2,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,41,1586.0,reprogram,4,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,42,1080.0,battleship,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,43,990.0,waiver,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,44,1261.0,pine,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,45,1011.0,tap,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,46,1087.0,representative,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,47,1553.0,prissy,4,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,48,2205.0,polygraph,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,49,878.0,declaration,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,50,989.0,stapler,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,51,1419.0,dunce,4,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,52,871.0,waive,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,53,1031.0,update,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,54,2365.0,entree,6,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,55,885.0,softener,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,56,1024.0,regal,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,57,1872.0,stressful,3,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,58,1427.0,onboard,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,59,1364.0,zoo,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,60,1544.0,torture,1,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,61,1203.0,suitcase,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,62,1037.0,squire,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,63,1962.0,staph,2,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,64,2405.0,seaside,8,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,65,1474.0,automobile,4,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,66,1482.0,managerial,4,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,67,1280.0,spear,3,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,68,1642.0,export,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,69,1391.0,govern,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,70,1503.0,tawdry,4,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,71,1599.0,mildew,3,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,72,3024.0,engraving,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,73,1358.0,escape,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,74,1239.0,mystique,6,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,75,1489.0,misuse,4,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,76,1447.0,aviator,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,77,1703.0,provincial,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,78,1740.0,axe,3,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,79,1751.0,individuality,6,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,80,1217.0,symbolic,6,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,81,1002.0,regroup,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,82,1085.0,collegiate,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,83,2065.0,lace,6,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,84,1683.0,heady,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,85,1038.0,chicken,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,86,2142.0,midair,4,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,87,2516.0,hacienda,6,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,88,1302.0,precaution,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
1,0,89,1564.0,biggie,5,female,kent,kent,english,high_school_graduate,68,uk,uk,keypress
2,0,0,1932.0,footloose,8,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,1,2212.0,corrective,2,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,2,3346.0,belongings,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,3,1746.0,eternity,9,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,4,1666.0,innkeeper,9,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,5,2681.0,bonehead,6,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,6,2382.0,isolate,2,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,7,2649.0,crafty,7,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,8,3464.0,grassy,4,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,9,2579.0,everlasting,7,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,10,5282.0,skeet,3,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,11,5366.0,ethnic,4,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,12,2150.0,airlock,2,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,13,3148.0,admin,1,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,14,2017.0,monument,6,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,15,2564.0,camcorder,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,16,2898.0,twit,4,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,17,2081.0,origami,7,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,18,2352.0,recap,4,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,19,2197.0,stern,3,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,20,3114.0,chastity,3,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,21,2280.0,porker,3,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,22,2096.0,merry,8,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,23,2380.0,possessive,2,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,24,2715.0,operator,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,25,1797.0,objective,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,26,1596.0,curious,6,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,27,1897.0,migrate,4,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,28,1584.0,count,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,29,2161.0,regulation,2,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,30,1968.0,paranormal,7,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,31,1768.0,wagon,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,32,2330.0,sourpuss,2,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,33,1747.0,grope,1,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,34,3014.0,tickle,8,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,35,1831.0,quantity,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,36,1266.0,soybean,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,37,2847.0,cushy,4,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,38,1881.0,enchantment,8,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,39,2664.0,phone,9,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,40,2297.0,rob,1,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,41,3565.0,strategy,6,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,42,2599.0,bustle,7,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,43,1936.0,vagrancy,2,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,44,1929.0,seniority,1,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,45,3330.0,moth,6,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,46,1885.0,fugitive,3,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,47,1898.0,fictional,8,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,48,1732.0,sap,2,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,49,2297.0,race,1,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,50,2514.0,tepee,8,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,51,1781.0,tuxedo,8,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,52,1729.0,involve,8,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,53,1767.0,rattle,4,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,54,2196.0,scintillating,9,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,55,2129.0,touchy,2,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,56,1747.0,shampoo,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,57,1834.0,mope,1,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,58,2400.0,synergy,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,59,1600.0,tactic,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,60,2147.0,researcher,9,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,61,1916.0,library,9,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,62,3030.0,ridge,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,63,2019.0,infuriating,2,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,64,2481.0,farmer,7,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,65,1582.0,crash,1,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,66,1918.0,martial,1,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,67,2814.0,deco,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,68,2367.0,reservation,2,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,69,2680.0,preferential,6,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,70,2196.0,mescaline,1,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,71,2847.0,passageway,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,72,3865.0,ruff,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,73,2248.0,conducive,6,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,74,2747.0,dweeb,8,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,75,1863.0,bedspread,7,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,76,2031.0,hideout,8,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,77,2344.0,piazza,9,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,78,2530.0,disrespect,3,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,79,2564.0,toll,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,80,2232.0,rye,6,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,81,1848.0,technology,7,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,82,2133.0,jury,3,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,83,2007.0,assignment,1,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,84,1164.0,unnecessary,1,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,85,3551.0,clasp,4,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,86,3147.0,spectacle,5,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,87,2113.0,grandstand,7,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,88,1279.0,blouse,7,male,uk,uk,english,doctorate,70,uk,uk,keypress
2,0,89,2297.0,skirmish,3,male,uk,uk,english,doctorate,70,uk,uk,keypress
3,0,0,4173.0,negativity,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,1,1792.0,nourish,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,2,4176.0,perm,3,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,3,5618.0,pale,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,4,3610.0,tempt,4,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,5,2206.0,turkey,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,6,3186.0,tropical,8,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,7,2856.0,selection,7,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,8,2892.0,hydrant,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,9,2274.0,tiresome,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,10,3215.0,prestigious,8,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,11,2443.0,disinfect,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,12,2722.0,hoodlum,4,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,13,4048.0,plaster,7,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,14,4630.0,sphinx,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,15,2406.0,rehabilitation,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,16,4450.0,try,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,17,1928.0,homeland,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,18,2458.0,mannequin,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,19,3916.0,creek,7,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,20,2571.0,materialize,7,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,21,5969.0,booster,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,22,2119.0,terminal,2,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,23,4373.0,insinuate,3,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,24,4579.0,adobe,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,25,1668.0,fisherman,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,26,3714.0,skunk,3,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,27,2116.0,solicitor,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,28,2648.0,insolent,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,29,2890.0,download,3,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,30,4150.0,trader,6,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,31,1665.0,design,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,32,2489.0,enroll,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,33,3517.0,inlet,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,34,3875.0,bunghole,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,35,4564.0,savings,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,36,2743.0,jungle,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,37,2407.0,trampoline,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,38,1894.0,roasted,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,39,1958.0,fragment,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,40,1735.0,steam,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,41,2273.0,contagious,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,42,2257.0,handy,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,43,2915.0,wildcat,3,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,44,4898.0,remarry,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,45,1805.0,intolerable,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,46,4932.0,brim,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,47,1919.0,broadsword,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,48,3110.0,uncouth,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,49,3879.0,shaker,6,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,50,10116.0,abolish,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,51,4342.0,prenatal,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,52,2354.0,prohibition,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,53,3329.0,weirdness,8,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,54,2060.0,tablecloth,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,55,2570.0,gymnasium,6,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,56,4167.0,outback,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,57,2525.0,conservation,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,58,2120.0,glisten,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,59,3392.0,inseparable,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,60,4847.0,hollow,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,61,1685.0,guitarist,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,62,1588.0,diarrhea,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,63,1338.0,unhappiness,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,64,2888.0,yarn,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,65,2324.0,perish,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,66,3695.0,northwestern,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,67,1538.0,swamp,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,68,6345.0,elastic,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,69,3345.0,boar,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,70,2521.0,repaint,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,71,7582.0,marker,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,72,1787.0,disgrace,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,73,1832.0,fluffy,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,74,1919.0,caterpillar,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,75,3446.0,extinguisher,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,76,1927.0,sulk,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,77,1807.0,intrude,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,78,4094.0,insecure,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,79,2100.0,alternate,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,80,3282.0,compulsion,2,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,81,2555.0,checkup,2,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,82,2778.0,fowl,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,83,3306.0,crossword,8,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,84,1557.0,vegetable,9,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,85,2692.0,behave,2,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,86,2157.0,demolition,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,87,3206.0,adrenaline,8,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,88,2709.0,spaceship,5,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
3,0,89,1435.0,desecration,1,female,unitedkingdom,unitedkingdom,english,masters_degree,65,uk,uk,keypress
4,0,0,3575.0,cranny,,female,anglesey,derbyshire,english,some_high_school,72,uk,uk,keypress
4,0,1,1583.0,bomb,1,female,anglesey,derbyshire,english,some_high_school,72,uk,uk,keypress
4,0,2,2549.0,skewer,5,female,anglesey,derbyshire,english,some_high_school,72,uk,uk,keypress
4,0,3,2506.0,commemorate,5,female,anglesey,derbyshire,english,some_high_school,72,uk,uk,keypress
4,0,4,1774.0,bitsy,5,female,anglesey,derbyshire,english,some_high_school,72,uk,uk,keypress
4,0,5,1974.0,hypochondriac,1,female,anglesey,derbyshire,english,some_high_school,72,uk,uk,keypress
4,0,6,2283.0,recognize,5,female,anglesey,derbyshire,english,some_high_school,72,uk,uk,keypress
4,0,7,1918.0,stroke,5,female,anglesey,derbyshire,english,some_high_school,72,uk,uk,keypress
4,0,8,1917.0,whit,5,female,anglesey,derbyshire,english,some_high_school,72,uk,uk,keypress
4,0,9,1967.0,hairline,5,female,anglesey,derbyshire,english,some_high_school,72,uk,uk,keypress
4,0,10,2055.0,equipment,7,female,anglesey,derbyshire,english,some_high_school,72,uk,uk,keypress
4,0,11,1650.0,zipper,5,female,anglesey,derbyshire,english,some_high_school,72,uk,uk,keypress
4,0,12,1933.0,frosted,5,female,anglesey,derbyshire,english,some_high_school,72,uk,uk,keypress
4,0,13,4225.0,sarcophagus,3,female,anglesey,derbyshire,english,some_high_school,72,uk,uk,keypress
4,0,14,2202.0,maximize,6,female,anglesey,derbyshire,english,some_high_school,72,uk,uk,keypress
