participant_id,trial_order,cue_id,stimulus,response1,response2,response3,response4,response5,response6,response7,response8,response9,response10,response11,response12,response13,response14,response15,response16,response17,response18,response19,response20,first_key_RT1,first_key_RT2,first_key_RT3,first_key_RT4,first_key_RT5,first_key_RT6,first_key_RT7,first_key_RT8,first_key_RT9,first_key_RT10,first_key_RT11,first_key_RT12,first_key_RT13,first_key_RT14,first_key_RT15,first_key_RT16,first_key_RT17,first_key_RT18,first_key_RT19,first_key_RT20
6,9,27,PEACOCK,BIRD,FEATHERS,EYES,BLUE,COLORS,PEHEN,POSH,FLY,LEGS,FARM,ZOO,WINGS,TAIL,MALE,MATING,UNCOMMON,COLORS,HEAVY,MATING,COUNTRYSIDE,2203.2,1248.7,306.3,643.1,1576.8,929.2,4785.3,3217.4,2119.3,5607.7,1609.0,6224.4,1439.9,3976.4,1717.3,8650.7,3272.3,6393.5,9934.1,9199.3
6,10,28,PUKE,VOMIT,SICK,FOOD,ILLNESS,DRUNK,MESSY,PREGNANCY,BILE,CARROTS,UNWELL,TOILET,WRETCH,STOMACH,POORLY,SICK,ALCOHOL,OVEREAT,BULIMIA,INTOLERANCE,UPSET STOMACH,1179.5,1213.8,1846.4,1291.4,3075.2,1195.2,1891.2,2860.1,1283.3,4387.7,6578.1,3051.1,990.1,3710.6,5852.0,3667.5,2291.9,1500.0,4363.0,2923.6
7,1,6,DIAGRAM,VENN,MULTIPLE,SIMPLE,SIMPLIFY,ILLUSTRATE,DATA,ANALYSIS,TREND,EXPLAIN,COLOR,INFO,INFORMATION,KNOWLEDGE,TREND,VISUALIZE,EXPLAIN,SUMMARY,INFO,STANDARD,POPULATE,3759.5,816.8,1124.3,444.4,874.3,1362.5,506.1,778.0,1658.4,2769.5,5422.9,978.4,667.2,657.8,5657.7,658.1,3122.5,1842.9,7162.4,4750.2
7,2,7,DOORMAT,TRAMP,TRAMPLE,OUTDOOR,INDOOR,DIRTY,RUB,FOOT,FOOT,STAND,WELCOME,GOODBYE,RUBBER,CARPET,VELVET,LILAC,ESSENTIALS,GRIP,BACKING,COLORS,BLACK,647.0,604.1,1915.0,333.2,851.6,1324.6,539.6,628.0,1084.3,501.2,579.7,1780.1,763.2,1499.7,1588.2,9619.2,7554.3,500.1,3555.7,868.3
7,3,15,GUST,WIND,STRONG,BLOW,BLOWN,AWAY,NATURAL,COLD,WEATHER,FORECAST,MPH,KPH,UNITS,STRENGTH,INVISIBLE,CHILL,WINDY,AIR,PRESENTER,PULL,ACCIDENT,1043.7,962.6,283.5,322.5,531.2,1427.7,1131.6,16865.6,754.9,659.5,770.5,740.8,498.2,2506.3,2490.8,4266.4,666.1,7053.6,5905.9,2730.4
7,4,18,KITCHEN,HOUSE,ROOM,FOOD,WORKTOP,QUARTZ,UNITS,STOVE,MICROWAVE,COOKER,TOASTER,KETTLE,TEA,COFFEE,STORAGE,DISHWASHER,FRIDGE,FREEZER,BAR,STOOL,CHAIRS,733.1,490.6,404.1,161.9,955.0,890.4,706.8,285.0,426.6,1675.8,648.8,425.8,291.2,1649.8,3874.1,530.4,468.8,2002.6,682.3,1218.9
7,5,19,LEASE,MONEY,RENT,FINANCE,CAR,HOUSE,LOAN,MONTHLY,PAYMENT,DIRECT,DEBIT,GOODS,CHEAP,EXPENSIVE,RENTAL,BORROW,DEPOSIT,PAYMENT,DOWN,COSTS,EXPENSE,1030.1,865.0,627.2,799.6,803.1,1850.9,1787.8,647.4,1490.8,1105.5,5326.9,2786.1,689.8,14578.9,6400.8,1794.7,2074.8,1104.6,3106.0,576.5
7,6,25,OAK,WOOD,TREE,BROWN,FURNITURE,PLEASANT,PREMIUM,EXPENSIVE,GOOD,PATTERN,ITEMS,CARPENTRY,CHOP,FURNITURE,CHAIR,TABLE,COFFEE TABLE,COLOR,CABINET,DURABLE,HARD,1034.2,1938.9,939.2,338.6,2242.8,1536.4,379.5,2433.9,877.2,3402.6,2170.0,2042.3,1658.4,491.3,314.1,659.1,553.7,4756.6,4866.2,781.1
7,7,31,SLAUGHTER,KNIFE,BLADE,MACHETE,SLICE,SLIT,CHOP,STAB,MAN,MEAT,BEEF,LAMB,CHICKEN,FISH,STEAK,PAIN,PAINLESS,INDUSTRIAL,HALAL,PRAYER,MILLIONS,2231.6,779.2,594.8,914.9,554.9,826.7,706.4,763.2,1209.7,866.9,1122.6,817.9,897.9,5334.0,4034.8,1385.6,4474.1,9090.2,2730.7,4300.4
7,8,33,SPOKESPERSON,MALE,FEMALE,MICROPHONE,TALKING,RADIO,SPORTS,ENTERTAINMENT,TV,AUDIO,LOUD,CLEAR,WORDS,SPEECH,REP,VOICE,LOUD,CLEAR,ARTICULATE,WELL,PRESENT,1735.7,956.6,724.3,1019.9,813.1,883.7,610.2,1066.3,2579.9,1011.6,394.5,2492.3,1618.9,3714.8,1547.9,2084.0,867.7,850.4,5924.1,1420.3
7,9,34,SPRAIN,INJURY,PAIN,PULL,MUSCLE,BACK,BODY,BEDRIDDEN,INJURED,RECOVERY,PHYSIOTHERAPY,DOCTOR,PAINKILLER,ASSESS,HEALING,MASSAGE,STRETCH,MALE,FEMALE,NOT NICE,ACCIDENT,889.4,681.9,1274.1,331.9,1395.9,2357.1,2914.4,6540.4,1642.6,617.1,1202.5,714.1,1730.2,4255.6,2112.4,2178.0,11863.5,664.6,5012.3,12400.4
7,10,38,TORTOISE,GREEN,HARD,SHELL,SMALL,LARGE,BIG,OUTDOORS,SLOW,LAZY,FRIENDLY,PET,BROWN,OUTDOORS,FEED,WILDLIFE,PARK,GREENERY,GRASS,HARE,SLEEP,1672.4,938.8,519.8,706.4,737.7,1066.7,1273.9,949.6,1330.6,3369.1,491.0,2257.6,4959.2,5478.3,5077.0,994.8,1489.0,1362.3,889.8,4755.0
8,1,6,DIAGRAM,PICTURE,DRAWING,LESSONS,SCHOOL,WORK,REVISION,IMAGE,CHART,GRID,TABLE,INFORMATION,PEOPLE,SKETCH,,,,,,,,569.0,266.0,265.0,367.0,311.0,356.0,4856.0,2762.0,749.0,2683.0,647.0,1344.0,1896.0,,,,,,,
8,2,7,DOORMAT,WET,RAIN,DRY,DOOR,ENTRANCE,HOUSE,BUILDING,WIPE,SHOES,BOOTS,FOOTWEAR,DIRTY,,,,,,,,,344.0,118.0,232.0,1244.0,512.0,333.0,738.0,1525.0,1064.0,703.0,513.0,3021.0,,,,,,,,
8,3,15,GUST,WIND,WEATHER,LOTS,STRONG,WINTER,STORM,STORMY,COLD,WINDY,,,,,,,,,,,,1177.0,974.0,4238.0,9355.0,1681.0,321.0,546.0,16588.0,11763.0,,,,,,,,,,,
8,4,18,KITCHEN,TABLE,CHAIRS,ISLAND,STOOLS,BAR,OVEN,STOVE,STOVE,HOUSE,DINING TABLE,FOOD,DRINKS,CUPS,PLATES,BOWLS,KNIFE,FORKS,SPOONS,DINNER,BREAKFAST,781.0,175.0,1413.0,1413.0,422.0,1279.0,221.0,119.0,558.0,1728.0,2279.0,243.0,389.0,580.0,546.0,1097.0,221.0,636.0,2719.0,828.0
8,5,19,LEASE,CAR,HOUSE,BUILDING,RENT,PAY,MONEY,CHEAP,WORK,VEHICLE,FLAT,APARTMENT,,,,,,,,,,356.0,490.0,468.0,277.0,839.0,232.0,939.0,3506.0,6723.0,2178.0,581.0,,,,,,,,,
8,6,25,OAK,TREE,FURNITURE,TABLE,CHAIR,CUPBOARDS,LEAF,FOREST,HOUSE,TREES,TRUNK,LEAVES,KITCHEN,WORKTOP,DOORS,BROWN,WOOD,OUTSIDE,OUTSIDE,HOUSES,TABLES,952.0,1019.0,862.0,468.0,356.0,513.0,16250.0,5528.0,2233.0,4405.0,3942.0,3729.0,2852.0,2571.0,3865.0,5013.0,15137.0,4845.0,952.0,1615.0
8,7,31,SLAUGHTER,MANSLAUGHTER,MURDER,ANIMALS,PIGS,FOOD,COWS,DEATH,KILL,MURDER,HURT,PAIN,DEAD,,,,,,,,,626.0,513.0,512.0,333.0,501.0,311.0,15103.0,254.0,896.0,2425.0,266.0,895.0,,,,,,,,
8,8,33,SPOKESPERSON,TALK,SPEAKING,AUDIENCE,PRESENT,PRESENTATION,NERVOUS,CONFIDENT,NOTES,LISTENERS,LISTENING,TEAM,WORKING,,,,,,,,,783.0,358.0,1458.0,2718.0,592.0,716.0,288.0,1863.0,7735.0,614.0,15226.0,647.0,,,,,,,,
8,9,34,SPRAIN,HURT,LEG,ARM,INJURE,ANKLE,HURTS,WALKING,SPORT,ACCIDENT,PAINFUL,FOOTBALL,EXERCISE,GYM,HOSPITAL,DOCTOR,RESTING,ICE,FALLEN,GENTLE,CAREFUL,625.0,378.0,558.0,681.0,682.0,2358.0,1334.0,1086.0,4248.0,1751.0,4844.0,231.0,535.0,2448.0,682.0,1143.0,2145.0,17838.0,2931.0,772.0
8,10,38,TORTOISE,GREEN,SLOW,SHELL,LEGS,OLD,ZOO,PETS,TURTLE,ANIMAL,CREATURE,FRAGILE,BROWN,GENTLE,OUTSIDE,ANIMALS,,,,,,1041.0,266.0,581.0,1107.0,2864.0,1806.0,626.0,12854.0,4147.0,5159.0,10087.0,8421.0,6800.0,12290.0,6418.0,,,,,
9,1,9,FARMYARD,ANIMALS,COW,FARMER,DUNG,TRACTOR,CHICKEN,SCRAPMETAL,PIGS,WELLINGTONS,MUCH,MUD,COMBINEHARVESTER,TRAILER,SACKS,COBBLES,DOGS,CATS,RATS,BARBOR,WATER TROUGH,804.2,751.7,556.3,688.8,626.4,616.5,3272.3,1412.9,1953.2,1100.2,1331.5,3376.4,4071.6,4776.4,1426.2,3523.6,1367.8,572.9,9697.9,6408.7
9,2,10,FIG,LEAF,STATUE,BISCUIT,GRANDMOTHER,ROLL,TREE,FRUIT,PIPS,JAM,PRESERVE,JUS,BROWN,SMALL,RIPE,GIVE,PUDDING,SONG,CAROL,CHRISTMAS,RIPE,1141.0,271.6,574.3,845.8,1084.0,1257.5,195.0,764.1,622.5,277.2,542.8,5782.7,494.3,438.1,1074.5,10008.6,2017.1,2193.3,1484.1,3329.7
9,3,12,FRAGMENT,BIT,SMALL,BROKEN,PART,SHARD,SCRAP,ANCIENT,DIG,MUSEUM,CONSERVE,TAPESTRY,MATERIAL,ROMAN,GLASS,POTTERY,JEWELRY,SHOE,REMAINS,DELICATE,MIND,711.6,546.8,754.0,681.6,491.2,2696.9,549.9,1793.9,436.3,804.6,2442.5,2148.7,1611.4,6045.1,800.7,352.4,283.3,1755.2,841.8,6860.1
9,4,14,GROUNDHOG,ANIMAL,MAMMAL,BURROW,DAY,FILM,COMEDY,REPEAT,FURRY,BROWN,WEATHER,FORECAST,AMERICA,USA,DAN,PUNXATAWNY,NOCTURNAL,HIBERNATION,TAIL,NOSE,WHISKERS,1918.8,429.4,838.7,620.8,374.7,685.3,618.0,2381.6,1461.8,563.7,534.1,706.1,950.4,3534.6,6281.2,4582.4,688.9,2109.8,913.0,548.3
9,5,22,MOSQUITO,ANNOYING,BUZZ,ITCH,BITE,HOLIDAY,NET,CREAM,MALARIA,ILLNESS,WATER,STAGNANT,INSECT,SKIN,POOL,AFRICA,INDIA,MALARIA,NOSE,BLOOD,NIGHTTIME,1133.1,909.0,934.4,1840.8,719.0,992.7,1570.4,1912.4,1395.7,1795.8,517.3,2768.4,1356.3,3645.6,2668.0,1411.4,2449.8,2240.1,1162.1,1247.5
9,6,24,NAPKIN,SERVIETTE,PAPER,RING,TABLE,BIB,PROTECTION,FOOD,DROP,WIPE,PLAIN,COLOR,CHRISTMAS,WEDDING,BUFFET,RESTAURANT,DINNER,HANDS,FACE,ADULT,SPILL,834.0,486.6,467.7,591.7,1935.1,1106.7,308.1,708.1,607.7,7075.5,634.4,279.1,3556.3,2631.0,3550.6,1036.8,3973.5,441.1,13961.6,9187.0
9,7,30,RHUBARB,RUBBISH,BLATHER,PLANT,GARDEN,FORCED,PLANTER,COVER,SPRING,CRUMBLE,PIE,CUSTARD,PINK,STALKS,SHARP,ORGANIC,HOMEGROWN,RUBBISH,REPETITIVE,GIN,TONIC,1041.3,469.1,7133.5,708.7,270.5,576.6,631.0,2947.0,1162.5,362.7,535.4,308.4,1172.9,500.1,4439.7,557.9,8814.1,3439.4,1599.9,1239.1
9,8,35,SPREAD,BUTTER,MARGARINE,CHEESE,FOOD,BUFFET,SPREADSHEET,MONEY,SUMS,ENLARGE,SOFT,PORKPIE,WAKE,OOZE,CONTAGION,RUMOR,GOSSIP,KNIFE,,,,849.2,1196.9,487.3,475.2,539.6,4379.1,509.0,303.2,6815.4,524.0,2502.7,661.6,6687.3,1909.6,5960.0,4435.9,5064.2,,,
9,9,39,TOWER,LONDON,BEEFEATERS,JEWELS,BRICK,SOLID,FORTRESS,TALL,IMPREGNABLE,HILL,CEMETERY,OVER,BUILDING,ANCIENT,MODERN,THIN,STOREYS,LOOM,CRENELLATIONS,GUARDS,RAVENS,1073.7,421.2,570.9,1391.5,257.3,615.2,273.2,1140.5,3290.0,816.4,895.7,11132.8,558.7,714.1,6668.3,3170.7,2877.7,4451.9,12923.8,1520.9
9,10,40,XYLOPHONE,MUSIC,SONG,TONE,HAMMER,SONOROUS,CHILD,TOY,COLORS,TUNES,RUBBER,METAL,SCALE,FUN,MELODIC,NOISY,LOUD,GENTLE,WOOD,SHAPE,SMALL,1493.0,2853.6,657.4,737.8,354.5,2012.9,276.6,4142.7,2250.9,5106.0,1091.4,3682.7,3486.5,3657.3,3793.2,2197.3,3270.4,4426.8,3380.1,7899.6
10,1,2,BATTLE,HASTINGS,HAROLD,EYE,GLASSES,VISION,MARVEL,IRON MAN,HERO,FIREMAN,FIRE,WATER,LAKE,FISH,SWIMMING,FLOATING,DEAD,BODY,COLD,FRIDGE,MILK,517.4,3327.0,8472.9,1621.1,615.7,1135.7,1784.8,2576.8,2080.9,4990.9,1341.7,4373.0,889.5,666.0,4803.5,1667.1,3699.4,1878.5,1624.8,1286.6
10,2,11,FOLD,POKER,STRAIGHT,BISEXUAL,GAY,PRIDE,HONEST,TRUTHFUL,LIES,DECEIT,CONMAN,LIES,FAKE,FORGERY,ART,MUSEUM,VAN GOGH,EAR,SUNFLOWERS,FIELD,GREEN,2891.5,3118.6,1250.4,3523.0,958.1,3527.9,1362.1,1632.6,1496.3,3456.6,4609.3,7732.1,889.6,710.0,2288.4,1787.4,1035.9,1043.7,1698.7,3068.7
10,3,16,HEROIN,DRUG,CANNABIS,WEED,CHILLED,RELAXED,SITTING,COMFORTABLE,SOFA,HOUSE,NIGHT,DARK,MIDNIGHT,WITCH,SPOOKY,HALLOWEEN,AUTUMN,COLD,WINTER,CHRISTMAS,PRESENTS,977.8,913.9,2622.0,3213.4,1625.3,4918.1,3381.8,1028.2,1142.3,2445.4,1537.7,4746.4,2675.9,3606.0,508.0,2431.1,2044.0,603.9,672.9,1555.2
10,4,17,KIDNEY,STEAK,PIE,GRAVY,ROAST,BEEF,DRIPPING,CHRISTMAS,PRESENT,HAPPY,WARM,FIREPLACE,STOCKING,SUSPENDERS,LINGERIE,MARRIED,FAMILY,CHILDREN,HOME,COMFORTABLE,SNUG,888.0,723.0,1741.7,5870.6,2124.1,1215.0,3203.9,2465.3,3093.2,1226.3,1549.0,3115.8,5603.6,1248.6,1519.5,1610.3,1928.7,710.9,6696.2,2471.1
10,5,20,MAGNIFY,BIGGER,SMALLER,TINY,ANT,BUG,INSECT,LEAVES,PLATS,TREES,MONKEYS,RAINFOREST,CANOPY,TREETOPS,JUNGLE,TIGER,JUNGLE BOOK,MOWGLI,BAGHEERA,PANTHER,BALOO,1622.3,1776.3,562.3,1443.9,1189.7,1438.5,5117.1,1975.4,1493.1,1904.7,3618.0,4918.1,4678.3,1799.2,2253.1,2519.1,2848.6,1304.4,964.8,1307.4
10,6,21,MONASTERY,MONKS,NUNS,HOLY,SPIRITUAL,JESUS,CHURCH,GOD,PRAY,SOLEMN,QUIET,SILENCE,DEAF,NOTHING,VOID,SPACE,VACUUM,CLEAN,SHINY,REFLECTIVE,GLASS,611.0,2135.5,623.3,498.3,2433.0,647.9,1694.4,3513.1,3053.0,893.1,5011.3,699.9,5312.0,737.2,1372.6,1327.3,3455.5,1373.6,1480.2,922.3
10,7,29,RADIO,MUSIC,HAPPY,SONGS,ODJ,PARTY,FUN,DANCE,JIVE,SWING,POLKA,DOT,BIKINI,BEACH,SUN,HOLIDAY,SUNSCREEN,POOL,COCKTAILS,UMBRELLA,LOUNGER,964.8,1840.8,683.6,6249.6,4101.8,904.5,813.0,5594.3,1503.2,1510.6,1243.8,1166.0,1120.3,1187.1,985.9,2251.8,5256.2,1535.8,2238.4,1781.3
10,8,32,SPANK,HURT,SAD,CRY,UPSET,CUDDLE,WARM,HELPING,KIND,LOVING,EMBRACE,FAMILY,CHILDREN,BEAUTIFUL,FLOWER,ROSE,BLOOD,DEATH,COFFIN,GROUND,CEMETERY,1937.4,1408.9,684.1,1793.6,964.2,1938.7,2032.2,4534.3,1365.8,2001.1,773.5,1802.9,5281.6,2258.5,1524.9,3750.1,1290.3,2344.9,1160.2,985.7
10,9,36,STOMACH,FOOD,HUNGRY,EAT,TASTY,DINNER,CHICKEN,FRIED,CHIPS,MAYONNAISE,SAUCE,GRAVY,ROAST,POTATO,VEGETABLES,CARROTS,BROCCOLI,TREES,FOREST,WILDLIFE,ANIMALS,905.8,2297.5,1092.8,2021.2,741.8,1829.8,3611.7,872.6,1729.5,1297.1,898.4,960.1,2194.7,3694.3,3941.9,1406.6,875.0,911.6,1805.9,1877.9
10,10,37,TEXTILE,FABRIC,WEAVE,SEWING,MACHINE,FACTORY,INDUSTRIAL,FACTORY,SMOKE,STACKS,BUILDING,BLOCKS,STOP,HALT,REFRAIN,NOWHERE,EMPTY,VASE,FLOWER,TULIP,AMSTERDAM,456.6,490.5,3607.2,3826.7,1615.4,1920.5,3431.1,3960.7,1531.5,2509.0,859.4,4092.8,1468.2,4147.5,6715.5,3347.5,963.4,1107.7,2225.1,1353.7
11,1,2,BATTLE,FIGHT,HASTINGS,GROUND,WW1,WW2,RUSSIA,UKRAINE,KNIGHTS,ARMY,CAVALRY,SOLDIER,DEATH,DYING,DEAD,WON,LOST,CASUALTY,HOSPITAL,EXCALIBER,WAR,905.5,624.0,1809.1,658.8,737.5,3728.4,1431.2,1543.6,2021.6,1551.3,1877.9,4338.2,2103.5,1508.3,5216.6,607.3,385.4,677.4,547.4,2626.1
11,2,11,FOLD,PAPER,ORIGAMI,MONEY,MONEY CLIP,FOLDER,SHEETS,WASHING,LAUNDRY,,,,,,,,,,,,,7679.0,1148.7,468.4,568.8,3499.0,1477.1,1512.7,5179.9,,,,,,,,,,,,
11,3,16,HEROIN,DRUG,SMACK,HOSPITAL,OVERDOSE,SPOONS,NEEDLES,STAB,DEATH,WOMAN,FEMALE HERO,,,,,,,,,,,968.8,1654.7,5091.7,357.6,422.6,788.7,4209.7,11274.7,1135.1,1050.4,,,,,,,,,,
11,4,17,KIDNEY,STONES,BEANS,FAILURE,TRANSPLANT,ORGAN,BODY,INSIDE,PIE,STEAK,OFFEL,ANIMALS,HUMAN,OPERATION,HOSPITAL,BLACK MARKET,SURGEON,DOCTOR,NURSE,ANESTHETIC,MEDICINE,1246.2,1086.3,980.3,916.6,1237.1,1029.2,1098.6,1021.6,836.6,6663.7,5433.7,1648.9,486.7,1304.6,1480.0,851.0,1875.3,1253.4,8819.8,2541.0
11,5,20,MAGNIFY,GLASS,BIGGER,CLOSER,INSECTS,STARS,PLANETS,BIG EYE,TELESCOPE,SEARCH,,,,,,,,,,,,1326.6,1707.4,1424.3,4605.7,1494.1,508.8,4903.6,5460.0,386.1,,,,,,,,,,,
11,6,21,MONASTERY,PRIEST,MONK,RELIGION,OLD BUILDING,SACRED,BELIEF,RIGHTEOUS,FAITH,HOPE,MARRIAGE,SOUL,MIND,BODY,CHURCH,STEEPLE,JESUS,GOD,TEMPLE,BUDDHIST,BUDDHA,3554.8,1769.8,641.7,1540.2,960.2,1560.8,2915.9,460.3,9861.2,1546.3,7121.1,1652.5,549.2,10740.7,1463.1,4893.0,1703.6,870.1,2018.7,6207.2
11,7,29,RADIO,MUSIC,WAVES,ANTENNA,BANDS,FM,TRUCKERS,SONG WRITERS,AM,SIGNALS,PRESENTERS,SOUND,SPEAKER,VOLUME,PHONE,BASE,TREBLE,TEMPO,EARPHONES,HEADPHONES,SINGERS,1289.9,1473.1,1953.7,3575.8,1863.1,2095.8,4272.5,1512.0,3295.8,1488.7,5467.0,600.7,1988.2,923.0,381.5,3158.9,2999.9,1144.6,2976.4,11222.9
11,8,32,SPANK,SMACK,HIT,VIOLENT,,,,,,,,,,,,,,,,,,1286.7,1484.4,6200.8,,,,,,,,,,,,,,,,,
11,9,36,STOMACH,FOOD,INTESTINES,ORGANS,ACHE,BELLY,TUMMY,ACID,DIGESTION,REFLUX,DINNER,BREAKFAST,LUNCH,BODY,FAT,BABY,BABY,TWINS,OPERATION,PAINS,TISSUE,1306.2,918.5,2034.8,1243.7,10407.8,440.5,2053.8,1636.6,1784.4,2380.4,1568.2,541.3,1885.4,507.6,1081.1,1350.5,3979.4,2248.9,8456.4,11490.2
11,10,37,TEXTILE,FABRIC,SCHOOL,FABRIC,TEXTURE,WOOD,PLASTIC,BAGS,SHOES,FABRICATION,ENGINEERING,TOOLS,BOX,SILICON,CERAMIC,CREATE,BUILD,REPAIR,NEW,OLD,METAL,1529.0,472.9,989.7,424.7,543.8,677.8,1987.0,2679.5,2057.9,656.2,4637.6,10915.5,1816.5,616.8,6831.1,2369.4,1615.7,3374.7,622.4,14294.4
12,1,6,DIAGRAM,MATHS,DEMONSTRATIVE,WORDS,FIGURES,NUMBERS,STUDY,LEARN,VISUAL,MEDICAL,UNIVERSITYS,SCHOOL,TEACHING,TEACHER,COLORFUL,SLIDESHOW,SUPPLEMENTARY,REVISION,ARROWS,FLOW,REFERENCE,555.0,180.0,1711.0,207.0,311.0,790.0,4623.0,3162.0,1194.0,690.0,63.0,905.0,327.0,994.0,1144.0,4955.0,1467.0,5886.0,829.0,2331.0
12,2,7,DOORMAT,DOORWAY,ENTRANCE,WALK,DIRTY,FOOT,SHOES,MATERIAL,RECTANGLE,PHRASE,INDIVIDUAL,PROTECT,FLOOR,RUG,SUBMISSIVE,NON-DOMINANT,WALKED-OVER,PUSHOVER,BROWN,SPIKY,HOUSE,463.0,266.0,833.0,1350.0,400.0,253.0,5827.0,268.0,2010.0,1684.0,2586.0,223.0,283.0,4039.0,2378.0,1318.0,268.0,2679.0,754.0,1649.0
12,3,15,GUST,WIND,FIERCE,STRONG,WEATHER,COLD,COAT,SCARF,CH,,,,,,,,,,,,,424.0,2174.0,721.0,2368.0,1465.0,5309.0,16570.0,19798.0,,,,,,,,,,,,
12,4,18,KITCHEN,HOUSE,COUNTER,OVEN,KETTLE,MICROWAVE,STOVE,COOKING,SINK,DISHWASHER,CHEF,INDUSTRIAL,CUTLERY,SPOON,FORK,KNIFE,CLEAN,FOOD,PREPARATION,STORAGE,FRIDGE,649.0,670.0,393.0,768.0,1334.0,340.0,349.0,468.0,251.0,301.0,220.0,1868.0,1272.0,127.0,940.0,465.0,140.0,257.0,4170.0,682.0
12,5,19,LEASE,RENT,HOUSE,LEGAL,LANDLORD,TENNANT,CONTRACT,MONEY,PAY,MONTHLY,YEARLY,EXTENDED,RESIDENTIAL,RESIDENTS,MOVE IN,COHABIT,BUSINESS,WORKSPACE,OFFICES,HIRE,REAL ESTATE,207.0,316.0,383.0,1137.0,275.0,4120.0,3762.0,549.0,269.0,458.0,9190.0,5714.0,527.0,3460.0,1339.0,1695.0,984.0,329.0,2535.0,6907.0
12,6,25,OAK,TREE,NATURE,NATURAL,WOOD,FURNITURE,HABITAT,ANIMALS,PAPER,OLD,BROWN,BARK,BEIGE,LEAVES,TABLE,CHAIRS,HOUSES,BEAMS,PURCHASE,OBTAIN,,561.0,804.0,643.0,256.0,5318.0,17690.0,799.0,2716.0,3542.0,1516.0,358.0,4709.0,858.0,4975.0,295.0,4543.0,342.0,845.0,3774.0,
12,7,31,SLAUGHTER,HORRIFIC,KILL,MURDER,SAVAGE,ANIMAL,FARMING,MURDERER,CRIME,HOMICIDE,DEATH,CRUEL,UNFAIR,VICTIM,MEAN,DEFENDANT,ARREST,PRISON,PUNISHMENT,,,413.0,549.0,233.0,3913.0,750.0,144.0,2445.0,758.0,626.0,517.0,2980.0,672.0,116.0,9916.0,4877.0,2232.0,105.0,912.0,,
12,8,33,SPOKESPERSON,VOICE,SPEAKING,AUDIENCE,STATEMENT,SPEECH,CONFERENCE,NOMINATED,VOLUNTEER,CONFIDENT,LOUD,ARTICULATE,OPINION,GROUP,HEARING,LANGUAGE,,,,,,440.0,1046.0,1911.0,716.0,1470.0,1510.0,4925.0,454.0,1145.0,1837.0,788.0,713.0,1532.0,10972.0,4207.0,,,,,
12,9,34,SPRAIN,INJURE,HURT,EXERCISE,ANKLE,WRIST,BACK,HAND,ICE,DOCTOR,RECOVER,REST,BANDAGE,SPLINT,CAST,ELEVATE,MENTAL,EXHAUSTED,OVERWORKED,TIRED,UNCOMFORTABLE,436.0,499.0,162.0,194.0,631.0,454.0,338.0,12309.0,462.0,931.0,255.0,403.0,230.0,3009.0,1425.0,519.0,140.0,958.0,2379.0,4551.0
12,10,38,TORTOISE,REPTILE,SALMONELLA,PET,EXOTIC,LEGS,SHELL,GREEN,BROWN,ANIMAL,HOT,BASK,SLOW,HARE,FABLE,HERBIVORE,COLD,BLOOD,MOUTH,CLAWS,SILENT,549.0,259.0,519.0,452.0,1200.0,265.0,826.0,324.0,642.0,1090.0,939.0,2398.0,411.0,4353.0,3791.0,3969.0,296.0,4432.0,2088.0,13688.0
13,1,6,DIAGRAM,DRAWING,DIAGONAL,MATHS,TRIANGLE,DIAPHRAGM,ILLUSTRATE,EXPLAIN,WORDS,PICTURES,BOOKS,HELPFUL,INFORMATION,SIMPLE,SIMPLIFY,VISUAL,BOOKS,BOOKSHELF,SCHOOL,CLASS,LESSON,575.0,1999.0,227.0,914.0,1217.0,5485.0,932.0,538.0,2552.0,743.0,4351.0,340.0,2077.0,209.0,1658.0,3291.0,631.0,786.0,708.0,678.0
13,2,7,DOORMAT,DOOR,MAT,SHOES,WIPE,HOUSE,HOME,WET,WEATHER,HELPFUL,DRY,HELPFUL,FRONT DOOR,HOME,DOORBELL,MATS,MATERIAL,MATERIAL,SLIPPERS,POST,GUESTS,719.0,695.0,2686.0,1256.0,3281.0,480.0,7013.0,858.0,4658.0,1274.0,2314.0,3672.0,1489.0,1410.0,3824.0,3984.0,982.0,4908.0,2151.0,2399.0
13,3,15,GUST,WIND,AUTUMN,COLD,DARK,RAINY,THUNDER,STORM,WINDY,AUTUMN,AUGUST,SEPTEMBER,LEAVES,TREES,BLOWN,STRONG,GUSTS,HIGH SPEED,GUSTY,WINTER,CHILLY,867.0,651.0,1413.0,1441.0,1341.0,939.0,981.0,2621.0,1474.0,3367.0,1026.0,649.0,1093.0,4061.0,773.0,3165.0,1745.0,1728.0,2648.0,5047.0
13,4,18,KITCHEN,COOK,COOKING,FOOD,FRIDGE,CUPBOARD,BISCUITS,SNACK,SAUCEPAN,FRYING PAN,UTENSILS,FORK,SPOON,KNIFE,KNIFE,PREPARE,CHOP,CHOPPING BOARD,FISH,CHICKEN,DAIRY,1365.0,204.0,313.0,419.0,258.0,258.0,376.0,428.0,300.0,295.0,840.0,330.0,919.0,818.0,1320.0,945.0,315.0,786.0,178.0,2058.0
