participant_id,age,gender,first_language,monolingual,item_id,trial_order,stimulus,word,word_position,question,response,rt,first_pass_duration,right_bounded_duration,go_past_duration,accuracy
1,33.0,female,English,1,56,1,The prison guard walked along the row.,The,1,,,288.0,288.0,288.0,288.0,
1,33.0,female,English,1,56,1,The prison guard walked along the row.,prison,2,,,208.0,208.0,208.0,208.0,
1,33.0,female,English,1,56,1,The prison guard walked along the row.,guard,3,,,228.0,356.0,356.0,356.0,
1,33.0,female,English,1,56,1,The prison guard walked along the row.,walked,4,,,260.0,260.0,260.0,260.0,
1,33.0,female,English,1,56,1,The prison guard walked along the row.,along,5,,,292.0,292.0,292.0,292.0,
1,33.0,female,English,1,56,1,The prison guard walked along the row.,the,6,,,136.0,136.0,136.0,324.0,
1,33.0,female,English,1,56,1,The prison guard walked along the row.,row.,7,,,188.0,336.0,336.0,924.0,
1,33.0,female,English,1,111,2,You give me a lead and I'll follow it.,You,1,,,96.0,360.0,360.0,360.0,
1,33.0,female,English,1,111,2,You give me a lead and I'll follow it.,give,2,,,232.0,232.0,232.0,232.0,
1,33.0,female,English,1,111,2,You give me a lead and I'll follow it.,me,3,,,,,,,
1,33.0,female,English,1,111,2,You give me a lead and I'll follow it.,a,4,,,244.0,244.0,244.0,244.0,
1,33.0,female,English,1,111,2,You give me a lead and I'll follow it.,lead,5,,,296.0,296.0,296.0,296.0,
1,33.0,female,English,1,111,2,You give me a lead and I'll follow it.,and,6,,,256.0,256.0,256.0,256.0,
1,33.0,female,English,1,111,2,You give me a lead and I'll follow it.,I'll,7,,,220.0,220.0,220.0,220.0,
1,33.0,female,English,1,111,2,You give me a lead and I'll follow it.,follow,8,,,140.0,140.0,140.0,140.0,
1,33.0,female,English,1,111,2,You give me a lead and I'll follow it.,it.,9,,,356.0,556.0,556.0,964.0,
1,33.0,female,English,1,65,3,He slammed the knife down on the lamb.,He,1,Did he try to kill an animal?,y,,,,,1.0
1,33.0,female,English,1,65,3,He slammed the knife down on the lamb.,slammed,2,Did he try to kill an animal?,y,200.0,200.0,344.0,452.0,1.0
1,33.0,female,English,1,65,3,He slammed the knife down on the lamb.,the,3,Did he try to kill an animal?,y,172.0,172.0,456.0,628.0,1.0
1,33.0,female,English,1,65,3,He slammed the knife down on the lamb.,knife,4,Did he try to kill an animal?,y,144.0,144.0,144.0,144.0,1.0
1,33.0,female,English,1,65,3,He slammed the knife down on the lamb.,down,5,Did he try to kill an animal?,y,160.0,160.0,160.0,160.0,1.0
1,33.0,female,English,1,65,3,He slammed the knife down on the lamb.,on,6,Did he try to kill an animal?,y,260.0,260.0,260.0,260.0,1.0
1,33.0,female,English,1,65,3,He slammed the knife down on the lamb.,the,7,Did he try to kill an animal?,y,,,,,1.0
1,33.0,female,English,1,65,3,He slammed the knife down on the lamb.,lamb.,8,Did he try to kill an animal?,y,128.0,128.0,988.0,1244.0,1.0
1,33.0,female,English,1,38,4,He put the fork on the table.,He,1,Was it a knife that he put on the table?,n,236.0,236.0,236.0,236.0,1.0
1,33.0,female,English,1,38,4,He put the fork on the table.,put,2,Was it a knife that he put on the table?,n,164.0,164.0,164.0,164.0,1.0
1,33.0,female,English,1,38,4,He put the fork on the table.,the,3,Was it a knife that he put on the table?,n,216.0,216.0,216.0,216.0,1.0
1,33.0,female,English,1,38,4,He put the fork on the table.,fork,4,Was it a knife that he put on the table?,n,120.0,120.0,120.0,120.0,1.0
1,33.0,female,English,1,38,4,He put the fork on the table.,on,5,Was it a knife that he put on the table?,n,164.0,316.0,316.0,316.0,1.0
1,33.0,female,English,1,38,4,He put the fork on the table.,the,6,Was it a knife that he put on the table?,n,216.0,216.0,216.0,216.0,1.0
1,33.0,female,English,1,38,4,He put the fork on the table.,table.,7,Was it a knife that he put on the table?,n,732.0,912.0,912.0,1576.0,1.0
1,33.0,female,English,1,159,5,He was built with muscle and liked to throw his weight around.,He,1,Was he a large man?,y,256.0,344.0,344.0,344.0,1.0
1,33.0,female,English,1,159,5,He was built with muscle and liked to throw his weight around.,was,2,Was he a large man?,y,,,,,1.0
1,33.0,female,English,1,159,5,He was built with muscle and liked to throw his weight around.,built,3,Was he a large man?,y,312.0,312.0,312.0,312.0,1.0
1,33.0,female,English,1,159,5,He was built with muscle and liked to throw his weight around.,with,4,Was he a large man?,y,304.0,304.0,304.0,304.0,1.0
1,33.0,female,English,1,159,5,He was built with muscle and liked to throw his weight around.,muscle,5,Was he a large man?,y,112.0,112.0,112.0,112.0,1.0
1,33.0,female,English,1,159,5,He was built with muscle and liked to throw his weight around.,and,6,Was he a large man?,y,240.0,240.0,240.0,240.0,1.0
1,33.0,female,English,1,159,5,He was built with muscle and liked to throw his weight around.,liked,7,Was he a large man?,y,312.0,312.0,312.0,444.0,1.0
1,33.0,female,English,1,159,5,He was built with muscle and liked to throw his weight around.,to,8,Was he a large man?,y,,,,,1.0
1,33.0,female,English,1,159,5,He was built with muscle and liked to throw his weight around.,throw,9,Was he a large man?,y,228.0,228.0,228.0,228.0,1.0
1,33.0,female,English,1,159,5,He was built with muscle and liked to throw his weight around.,his,10,Was he a large man?,y,136.0,136.0,136.0,136.0,1.0
1,33.0,female,English,1,159,5,He was built with muscle and liked to throw his weight around.,weight,11,Was he a large man?,y,236.0,236.0,236.0,236.0,1.0
1,33.0,female,English,1,159,5,He was built with muscle and liked to throw his weight around.,around.,12,Was he a large man?,y,660.0,820.0,820.0,1064.0,1.0
1,33.0,female,English,1,77,6,Shut your smart foul mouth and sit down.,Shut,1,Were you told to be quiet?,y,100.0,264.0,264.0,264.0,1.0
1,33.0,female,English,1,77,6,Shut your smart foul mouth and sit down.,your,2,Were you told to be quiet?,y,220.0,528.0,528.0,528.0,1.0
1,33.0,female,English,1,77,6,Shut your smart foul mouth and sit down.,smart,3,Were you told to be quiet?,y,244.0,244.0,244.0,244.0,1.0
1,33.0,female,English,1,77,6,Shut your smart foul mouth and sit down.,foul,4,Were you told to be quiet?,y,408.0,408.0,408.0,408.0,1.0
1,33.0,female,English,1,77,6,Shut your smart foul mouth and sit down.,mouth,5,Were you told to be quiet?,y,384.0,384.0,384.0,384.0,1.0
1,33.0,female,English,1,77,6,Shut your smart foul mouth and sit down.,and,6,Were you told to be quiet?,y,168.0,168.0,168.0,168.0,1.0
1,33.0,female,English,1,77,6,Shut your smart foul mouth and sit down.,sit,7,Were you told to be quiet?,y,316.0,316.0,316.0,316.0,1.0
1,33.0,female,English,1,77,6,Shut your smart foul mouth and sit down.,down.,8,Were you told to be quiet?,y,64.0,64.0,64.0,544.0,1.0
1,33.0,female,English,1,176,7,The first knife caught in her skirt and she shook it free.,The,1,Was she injured by the first knife?,n,284.0,284.0,284.0,284.0,1.0
1,33.0,female,English,1,176,7,The first knife caught in her skirt and she shook it free.,first,2,Was she injured by the first knife?,n,184.0,184.0,184.0,184.0,1.0
1,33.0,female,English,1,176,7,The first knife caught in her skirt and she shook it free.,knife,3,Was she injured by the first knife?,n,272.0,272.0,272.0,272.0,1.0
1,33.0,female,English,1,176,7,The first knife caught in her skirt and she shook it free.,caught,4,Was she injured by the first knife?,n,352.0,352.0,352.0,352.0,1.0
1,33.0,female,English,1,176,7,The first knife caught in her skirt and she shook it free.,in,5,Was she injured by the first knife?,n,600.0,600.0,600.0,600.0,1.0
1,33.0,female,English,1,176,7,The first knife caught in her skirt and she shook it free.,her,6,Was she injured by the first knife?,n,280.0,280.0,280.0,280.0,1.0
1,33.0,female,English,1,176,7,The first knife caught in her skirt and she shook it free.,skirt,7,Was she injured by the first knife?,n,196.0,196.0,384.0,664.0,1.0
1,33.0,female,English,1,176,7,The first knife caught in her skirt and she shook it free.,and,8,Was she injured by the first knife?,n,160.0,160.0,160.0,160.0,1.0
1,33.0,female,English,1,176,7,The first knife caught in her skirt and she shook it free.,she,9,Was she injured by the first knife?,n,288.0,288.0,288.0,288.0,1.0
1,33.0,female,English,1,176,7,The first knife caught in her skirt and she shook it free.,shook,10,Was she injured by the first knife?,n,348.0,348.0,348.0,348.0,1.0
1,33.0,female,English,1,176,7,The first knife caught in her skirt and she shook it free.,it,11,Was she injured by the first knife?,n,,,,,1.0
1,33.0,female,English,1,176,7,The first knife caught in her skirt and she shook it free.,free.,12,Was she injured by the first knife?,n,188.0,188.0,432.0,3240.0,1.0
1,33.0,female,English,1,86,8,"Good God, if you are watching, give me strength.",Good,1,,,108.0,432.0,432.0,432.0,
1,33.0,female,English,1,86,8,"Good God, if you are watching, give me strength.","God,",2,,,452.0,452.0,452.0,452.0,
1,33.0,female,English,1,86,8,"Good God, if you are watching, give me strength.",if,3,,,312.0,708.0,708.0,708.0,
1,33.0,female,English,1,86,8,"Good God, if you are watching, give me strength.",you,4,,,200.0,200.0,200.0,200.0,
1,33.0,female,English,1,86,8,"Good God, if you are watching, give me strength.",are,5,,,240.0,372.0,372.0,372.0,
1,33.0,female,English,1,86,8,"Good God, if you are watching, give me strength.","watching,",6,,,48.0,196.0,196.0,196.0,
1,33.0,female,English,1,86,8,"Good God, if you are watching, give me strength.",give,7,,,372.0,372.0,372.0,372.0,
1,33.0,female,English,1,86,8,"Good God, if you are watching, give me strength.",me,8,,,140.0,140.0,140.0,420.0,
1,33.0,female,English,1,86,8,"Good God, if you are watching, give me strength.",strength.,9,,,164.0,164.0,736.0,8508.0,
1,33.0,female,English,1,246,9,James was only in the cell for an hour but it felt like a week.,James,1,Did James spend a week in the cell?,n,288.0,288.0,288.0,288.0,1.0
1,33.0,female,English,1,246,9,James was only in the cell for an hour but it felt like a week.,was,2,Did James spend a week in the cell?,n,164.0,164.0,164.0,164.0,1.0
1,33.0,female,English,1,246,9,James was only in the cell for an hour but it felt like a week.,only,3,Did James spend a week in the cell?,n,232.0,232.0,232.0,232.0,1.0
1,33.0,female,English,1,246,9,James was only in the cell for an hour but it felt like a week.,in,4,Did James spend a week in the cell?,n,124.0,124.0,124.0,596.0,1.0
1,33.0,female,English,1,246,9,James was only in the cell for an hour but it felt like a week.,the,5,Did James spend a week in the cell?,n,332.0,332.0,332.0,332.0,1.0
1,33.0,female,English,1,246,9,James was only in the cell for an hour but it felt like a week.,cell,6,Did James spend a week in the cell?,n,144.0,144.0,320.0,1128.0,1.0
1,33.0,female,English,1,246,9,James was only in the cell for an hour but it felt like a week.,for,7,Did James spend a week in the cell?,n,276.0,276.0,276.0,276.0,1.0
1,33.0,female,English,1,246,9,James was only in the cell for an hour but it felt like a week.,an,8,Did James spend a week in the cell?,n,204.0,204.0,204.0,204.0,1.0
1,33.0,female,English,1,246,9,James was only in the cell for an hour but it felt like a week.,hour,9,Did James spend a week in the cell?,n,,,,,1.0
1,33.0,female,English,1,246,9,James was only in the cell for an hour but it felt like a week.,but,10,Did James spend a week in the cell?,n,248.0,248.0,248.0,248.0,1.0
1,33.0,female,English,1,246,9,James was only in the cell for an hour but it felt like a week.,it,11,Did James spend a week in the cell?,n,,,,,1.0
1,33.0,female,English,1,246,9,James was only in the cell for an hour but it felt like a week.,felt,12,Did James spend a week in the cell?,n,292.0,292.0,292.0,292.0,1.0
1,33.0,female,English,1,246,9,James was only in the cell for an hour but it felt like a week.,like,13,Did James spend a week in the cell?,n,164.0,164.0,164.0,396.0,1.0
1,33.0,female,English,1,246,9,James was only in the cell for an hour but it felt like a week.,a,14,Did James spend a week in the cell?,n,376.0,376.0,376.0,376.0,1.0
1,33.0,female,English,1,246,9,James was only in the cell for an hour but it felt like a week.,week.,15,Did James spend a week in the cell?,n,208.0,208.0,208.0,208.0,1.0
1,33.0,female,English,1,166,10,James walked in to wake Samuel at four thirty in the morning.,James,1,Was it John who woke Samuel?,n,312.0,312.0,312.0,312.0,1.0
1,33.0,female,English,1,166,10,James walked in to wake Samuel at four thirty in the morning.,walked,2,Was it John who woke Samuel?,n,164.0,164.0,164.0,164.0,1.0
1,33.0,female,English,1,166,10,James walked in to wake Samuel at four thirty in the morning.,in,3,Was it John who woke Samuel?,n,432.0,432.0,432.0,432.0,1.0
1,33.0,female,English,1,166,10,James walked in to wake Samuel at four thirty in the morning.,to,4,Was it John who woke Samuel?,n,268.0,268.0,268.0,268.0,1.0
1,33.0,female,English,1,166,10,James walked in to wake Samuel at four thirty in the morning.,wake,5,Was it John who woke Samuel?,n,164.0,288.0,288.0,464.0,1.0
1,33.0,female,English,1,166,10,James walked in to wake Samuel at four thirty in the morning.,Samuel,6,Was it John who woke Samuel?,n,172.0,172.0,1188.0,2932.0,1.0
1,33.0,female,English,1,166,10,James walked in to wake Samuel at four thirty in the morning.,at,7,Was it John who woke Samuel?,n,392.0,392.0,392.0,392.0,1.0
1,33.0,female,English,1,166,10,James walked in to wake Samuel at four thirty in the morning.,four,8,Was it John who woke Samuel?,n,,,,,1.0
1,33.0,female,English,1,166,10,James walked in to wake Samuel at four thirty in the morning.,thirty,9,Was it John who woke Samuel?,n,148.0,148.0,280.0,420.0,1.0
1,33.0,female,English,1,166,10,James walked in to wake Samuel at four thirty in the morning.,in,10,Was it John who woke Samuel?,n,,,,,1.0
1,33.0,female,English,1,166,10,James walked in to wake Samuel at four thirty in the morning.,the,11,Was it John who woke Samuel?,n,272.0,272.0,272.0,272.0,1.0
1,33.0,female,English,1,166,10,James walked in to wake Samuel at four thirty in the morning.,morning.,12,Was it John who woke Samuel?,n,272.0,872.0,872.0,1480.0,1.0
1,33.0,female,English,1,71,11,William sat down and tucked into his breakfast.,William,1,Did William have breakfast?,y,288.0,420.0,420.0,420.0,1.0
1,33.0,female,English,1,71,11,William sat down and tucked into his breakfast.,sat,2,Did William have breakfast?,y,168.0,168.0,168.0,168.0,1.0
1,33.0,female,English,1,71,11,William sat down and tucked into his breakfast.,down,3,Did William have breakfast?,y,264.0,264.0,264.0,264.0,1.0
1,33.0,female,English,1,71,11,William sat down and tucked into his breakfast.,and,4,Did William have breakfast?,y,168.0,168.0,168.0,168.0,1.0
1,33.0,female,English,1,71,11,William sat down and tucked into his breakfast.,tucked,5,Did William have breakfast?,y,160.0,160.0,160.0,160.0,1.0
1,33.0,female,English,1,71,11,William sat down and tucked into his breakfast.,into,6,Did William have breakfast?,y,408.0,408.0,408.0,408.0,1.0
1,33.0,female,English,1,71,11,William sat down and tucked into his breakfast.,his,7,Did William have breakfast?,y,280.0,280.0,280.0,280.0,1.0
1,33.0,female,English,1,71,11,William sat down and tucked into his breakfast.,breakfast.,8,Did William have breakfast?,y,680.0,680.0,680.0,1044.0,1.0
1,33.0,female,English,1,158,12,He put his hands in his pockets and leaned against the truck.,He,1,Did he fold his arms?,n,296.0,296.0,296.0,296.0,1.0
1,33.0,female,English,1,158,12,He put his hands in his pockets and leaned against the truck.,put,2,Did he fold his arms?,n,84.0,84.0,84.0,84.0,1.0
1,33.0,female,English,1,158,12,He put his hands in his pockets and leaned against the truck.,his,3,Did he fold his arms?,n,128.0,252.0,252.0,252.0,1.0
1,33.0,female,English,1,158,12,He put his hands in his pockets and leaned against the truck.,hands,4,Did he fold his arms?,n,,,,,1.0
1,33.0,female,English,1,158,12,He put his hands in his pockets and leaned against the truck.,in,5,Did he fold his arms?,n,160.0,160.0,160.0,160.0,1.0
1,33.0,female,English,1,158,12,He put his hands in his pockets and leaned against the truck.,his,6,Did he fold his arms?,n,,,,,1.0
1,33.0,female,English,1,158,12,He put his hands in his pockets and leaned against the truck.,pockets,7,Did he fold his arms?,n,28.0,28.0,28.0,260.0,1.0
1,33.0,female,English,1,158,12,He put his hands in his pockets and leaned against the truck.,and,8,Did he fold his arms?,n,184.0,184.0,184.0,184.0,1.0
1,33.0,female,English,1,158,12,He put his hands in his pockets and leaned against the truck.,leaned,9,Did he fold his arms?,n,192.0,192.0,192.0,192.0,1.0
1,33.0,female,English,1,158,12,He put his hands in his pockets and leaned against the truck.,against,10,Did he fold his arms?,n,228.0,360.0,360.0,360.0,1.0
1,33.0,female,English,1,158,12,He put his hands in his pockets and leaned against the truck.,the,11,Did he fold his arms?,n,,,,,1.0
1,33.0,female,English,1,158,12,He put his hands in his pockets and leaned against the truck.,truck.,12,Did he fold his arms?,n,576.0,916.0,916.0,1332.0,1.0
1,33.0,female,English,1,90,13,He lay his sword aside and extended his hands.,He,1,Did he put down the sword?,y,,,,,1.0
1,33.0,female,English,1,90,13,He lay his sword aside and extended his hands.,lay,2,Did he put down the sword?,y,252.0,252.0,252.0,360.0,1.0
1,33.0,female,English,1,90,13,He lay his sword aside and extended his hands.,his,3,Did he put down the sword?,y,256.0,256.0,256.0,256.0,1.0
1,33.0,female,English,1,90,13,He lay his sword aside and extended his hands.,sword,4,Did he put down the sword?,y,244.0,244.0,244.0,244.0,1.0
1,33.0,female,English,1,90,13,He lay his sword aside and extended his hands.,aside,5,Did he put down the sword?,y,180.0,344.0,344.0,344.0,1.0
1,33.0,female,English,1,90,13,He lay his sword aside and extended his hands.,and,6,Did he put down the sword?,y,152.0,152.0,152.0,152.0,1.0
1,33.0,female,English,1,90,13,He lay his sword aside and extended his hands.,extended,7,Did he put down the sword?,y,476.0,476.0,476.0,476.0,1.0
1,33.0,female,English,1,90,13,He lay his sword aside and extended his hands.,his,8,Did he put down the sword?,y,284.0,284.0,284.0,284.0,1.0
1,33.0,female,English,1,90,13,He lay his sword aside and extended his hands.,hands.,9,Did he put down the sword?,y,596.0,752.0,752.0,1020.0,1.0
1,33.0,female,English,1,31,14,They're riding out to meet them.,They're,1,Are they driving out?,n,256.0,304.0,304.0,304.0,1.0
1,33.0,female,English,1,31,14,They're riding out to meet them.,riding,2,Are they driving out?,n,260.0,260.0,456.0,688.0,1.0
1,33.0,female,English,1,31,14,They're riding out to meet them.,out,3,Are they driving out?,n,172.0,172.0,172.0,172.0,1.0
1,33.0,female,English,1,31,14,They're riding out to meet them.,to,4,Are they driving out?,n,164.0,164.0,164.0,328.0,1.0
1,33.0,female,English,1,31,14,They're riding out to meet them.,meet,5,Are they driving out?,n,132.0,132.0,132.0,132.0,1.0
1,33.0,female,English,1,31,14,They're riding out to meet them.,them.,6,Are they driving out?,n,200.0,200.0,200.0,584.0,1.0
1,33.0,female,English,1,16,15,Gordon felt his anger build up.,Gordon,1,Did Gordon feel happy?,n,300.0,436.0,436.0,436.0,1.0
1,33.0,female,English,1,16,15,Gordon felt his anger build up.,felt,2,Did Gordon feel happy?,n,152.0,152.0,152.0,152.0,1.0
1,33.0,female,English,1,16,15,Gordon felt his anger build up.,his,3,Did Gordon feel happy?,n,260.0,260.0,260.0,260.0,1.0
1,33.0,female,English,1,16,15,Gordon felt his anger build up.,anger,4,Did Gordon feel happy?,n,164.0,164.0,164.0,164.0,1.0
1,33.0,female,English,1,16,15,Gordon felt his anger build up.,build,5,Did Gordon feel happy?,n,368.0,368.0,368.0,600.0,1.0
1,33.0,female,English,1,16,15,Gordon felt his anger build up.,up.,6,Did Gordon feel happy?,n,,,,,1.0
1,33.0,female,English,1,221,16,Henry washed his hands and sat on the seat in front of the stove.,Henry,1,,,412.0,412.0,412.0,412.0,
1,33.0,female,English,1,221,16,Henry washed his hands and sat on the seat in front of the stove.,washed,2,,,164.0,440.0,440.0,440.0,
1,33.0,female,English,1,221,16,Henry washed his hands and sat on the seat in front of the stove.,his,3,,,,,,,
1,33.0,female,English,1,221,16,Henry washed his hands and sat on the seat in front of the stove.,hands,4,,,296.0,296.0,296.0,296.0,
1,33.0,female,English,1,221,16,Henry washed his hands and sat on the seat in front of the stove.,and,5,,,232.0,232.0,232.0,232.0,
1,33.0,female,English,1,221,16,Henry washed his hands and sat on the seat in front of the stove.,sat,6,,,448.0,448.0,448.0,448.0,
1,33.0,female,English,1,221,16,Henry washed his hands and sat on the seat in front of the stove.,on,7,,,276.0,276.0,276.0,276.0,
1,33.0,female,English,1,221,16,Henry washed his hands and sat on the seat in front of the stove.,the,8,,,,,,,
1,33.0,female,English,1,221,16,Henry washed his hands and sat on the seat in front of the stove.,seat,9,,,288.0,288.0,288.0,288.0,
1,33.0,female,English,1,221,16,Henry washed his hands and sat on the seat in front of the stove.,in,10,,,292.0,292.0,292.0,292.0,
1,33.0,female,English,1,221,16,Henry washed his hands and sat on the seat in front of the stove.,front,11,,,256.0,256.0,256.0,256.0,
1,33.0,female,English,1,221,16,Henry washed his hands and sat on the seat in front of the stove.,of,12,,,,,,,
1,33.0,female,English,1,221,16,Henry washed his hands and sat on the seat in front of the stove.,the,13,,,364.0,364.0,364.0,364.0,
1,33.0,female,English,1,221,16,Henry washed his hands and sat on the seat in front of the stove.,stove.,14,,,652.0,652.0,848.0,2864.0,
1,33.0,female,English,1,122,17,Men could be paid to do all sorts of things.,Men,1,,,,,,,
1,33.0,female,English,1,122,17,Men could be paid to do all sorts of things.,could,2,,,220.0,220.0,348.0,636.0,
1,33.0,female,English,1,122,17,Men could be paid to do all sorts of things.,be,3,,,212.0,212.0,212.0,324.0,
1,33.0,female,English,1,122,17,Men could be paid to do all sorts of things.,paid,4,,,,,,,
1,33.0,female,English,1,122,17,Men could be paid to do all sorts of things.,to,5,,,296.0,388.0,388.0,388.0,
1,33.0,female,English,1,122,17,Men could be paid to do all sorts of things.,do,6,,,,,,,
1,33.0,female,English,1,122,17,Men could be paid to do all sorts of things.,all,7,,,324.0,324.0,324.0,324.0,
1,33.0,female,English,1,122,17,Men could be paid to do all sorts of things.,sorts,8,,,,,,,
1,33.0,female,English,1,122,17,Men could be paid to do all sorts of things.,of,9,,,188.0,188.0,188.0,188.0,
1,33.0,female,English,1,122,17,Men could be paid to do all sorts of things.,things.,10,,,92.0,92.0,92.0,620.0,
1,33.0,female,English,1,3,18,He called over his shoulder.,He,1,,,112.0,316.0,316.0,316.0,
1,33.0,female,English,1,3,18,He called over his shoulder.,called,2,,,144.0,144.0,144.0,144.0,
1,33.0,female,English,1,3,18,He called over his shoulder.,over,3,,,272.0,520.0,520.0,520.0,
1,33.0,female,English,1,3,18,He called over his shoulder.,his,4,,,,,,,
1,33.0,female,English,1,3,18,He called over his shoulder.,shoulder.,5,,,168.0,168.0,468.0,1720.0,
1,33.0,female,English,1,202,19,The shout caught him off guard and he fell back a little way.,The,1,Was he startled by the shout?,y,220.0,360.0,360.0,360.0,1.0
1,33.0,female,English,1,202,19,The shout caught him off guard and he fell back a little way.,shout,2,Was he startled by the shout?,y,200.0,392.0,392.0,392.0,1.0
1,33.0,female,English,1,202,19,The shout caught him off guard and he fell back a little way.,caught,3,Was he startled by the shout?,y,292.0,292.0,292.0,292.0,1.0
1,33.0,female,English,1,202,19,The shout caught him off guard and he fell back a little way.,him,4,Was he startled by the shout?,y,492.0,492.0,620.0,972.0,1.0
1,33.0,female,English,1,202,19,The shout caught him off guard and he fell back a little way.,off,5,Was he startled by the shout?,y,168.0,168.0,168.0,168.0,1.0
1,33.0,female,English,1,202,19,The shout caught him off guard and he fell back a little way.,guard,6,Was he startled by the shout?,y,188.0,188.0,188.0,188.0,1.0
1,33.0,female,English,1,202,19,The shout caught him off guard and he fell back a little way.,and,7,Was he startled by the shout?,y,,,,,1.0
1,33.0,female,English,1,202,19,The shout caught him off guard and he fell back a little way.,he,8,Was he startled by the shout?,y,196.0,196.0,196.0,196.0,1.0
1,33.0,female,English,1,202,19,The shout caught him off guard and he fell back a little way.,fell,9,Was he startled by the shout?,y,288.0,288.0,288.0,568.0,1.0
1,33.0,female,English,1,202,19,The shout caught him off guard and he fell back a little way.,back,10,Was he startled by the shout?,y,212.0,212.0,212.0,212.0,1.0
1,33.0,female,English,1,202,19,The shout caught him off guard and he fell back a little way.,a,11,Was he startled by the shout?,y,,,,,1.0
1,33.0,female,English,1,202,19,The shout caught him off guard and he fell back a little way.,little,12,Was he startled by the shout?,y,324.0,324.0,324.0,324.0,1.0
1,33.0,female,English,1,202,19,The shout caught him off guard and he fell back a little way.,way.,13,Was he startled by the shout?,y,116.0,116.0,116.0,240.0,1.0
1,33.0,female,English,1,187,20,He knocked on the door so hard that he almost broke it down.,He,1,Did he break the door?,n,364.0,364.0,364.0,364.0,1.0
1,33.0,female,English,1,187,20,He knocked on the door so hard that he almost broke it down.,knocked,2,Did he break the door?,n,160.0,160.0,160.0,160.0,1.0
1,33.0,female,English,1,187,20,He knocked on the door so hard that he almost broke it down.,on,3,Did he break the door?,n,,,,,1.0
1,33.0,female,English,1,187,20,He knocked on the door so hard that he almost broke it down.,the,4,Did he break the door?,n,116.0,116.0,380.0,716.0,1.0
1,33.0,female,English,1,187,20,He knocked on the door so hard that he almost broke it down.,door,5,Did he break the door?,n,140.0,140.0,140.0,364.0,1.0
1,33.0,female,English,1,187,20,He knocked on the door so hard that he almost broke it down.,so,6,Did he break the door?,n,200.0,392.0,392.0,392.0,1.0
1,33.0,female,English,1,187,20,He knocked on the door so hard that he almost broke it down.,hard,7,Did he break the door?,n,,,,,1.0
1,33.0,female,English,1,187,20,He knocked on the door so hard that he almost broke it down.,that,8,Did he break the door?,n,176.0,176.0,176.0,176.0,1.0
1,33.0,female,English,1,187,20,He knocked on the door so hard that he almost broke it down.,he,9,Did he break the door?,n,,,,,1.0
1,33.0,female,English,1,187,20,He knocked on the door so hard that he almost broke it down.,almost,10,Did he break the door?,n,176.0,176.0,176.0,292.0,1.0
1,33.0,female,English,1,187,20,He knocked on the door so hard that he almost broke it down.,broke,11,Did he break the door?,n,324.0,324.0,324.0,324.0,1.0
1,33.0,female,English,1,187,20,He knocked on the door so hard that he almost broke it down.,it,12,Did he break the door?,n,,,,,1.0
1,33.0,female,English,1,187,20,He knocked on the door so hard that he almost broke it down.,down.,13,Did he break the door?,n,384.0,384.0,384.0,384.0,1.0
1,33.0,female,English,1,49,21,Tony stopped off at his first delivery.,Tony,1,,,24.0,272.0,272.0,272.0,
1,33.0,female,English,1,49,21,Tony stopped off at his first delivery.,stopped,2,,,164.0,380.0,380.0,380.0,
1,33.0,female,English,1,49,21,Tony stopped off at his first delivery.,off,3,,,380.0,380.0,380.0,380.0,
1,33.0,female,English,1,49,21,Tony stopped off at his first delivery.,at,4,,,264.0,264.0,264.0,264.0,
1,33.0,female,English,1,49,21,Tony stopped off at his first delivery.,his,5,,,,,,,
1,33.0,female,English,1,49,21,Tony stopped off at his first delivery.,first,6,,,144.0,144.0,144.0,144.0,
1,33.0,female,English,1,49,21,Tony stopped off at his first delivery.,delivery.,7,,,156.0,156.0,640.0,1556.0,
1,33.0,female,English,1,182,22,"Why don't you tell me what happened on Saturday, step by step.",Why,1,,,,,,,
1,33.0,female,English,1,182,22,"Why don't you tell me what happened on Saturday, step by step.",don't,2,,,44.0,44.0,268.0,516.0,
1,33.0,female,English,1,182,22,"Why don't you tell me what happened on Saturday, step by step.",you,3,,,180.0,180.0,180.0,180.0,
1,33.0,female,English,1,182,22,"Why don't you tell me what happened on Saturday, step by step.",tell,4,,,152.0,152.0,152.0,152.0,
1,33.0,female,English,1,182,22,"Why don't you tell me what happened on Saturday, step by step.",me,5,,,132.0,132.0,132.0,132.0,
1,33.0,female,English,1,182,22,"Why don't you tell me what happened on Saturday, step by step.",what,6,,,316.0,316.0,316.0,316.0,
1,33.0,female,English,1,182,22,"Why don't you tell me what happened on Saturday, step by step.",happened,7,,,116.0,116.0,116.0,116.0,
1,33.0,female,English,1,182,22,"Why don't you tell me what happened on Saturday, step by step.",on,8,,,,,,,
1,33.0,female,English,1,182,22,"Why don't you tell me what happened on Saturday, step by step.","Saturday,",9,,,160.0,160.0,296.0,432.0,
1,33.0,female,English,1,182,22,"Why don't you tell me what happened on Saturday, step by step.",step,10,,,352.0,352.0,352.0,352.0,
1,33.0,female,English,1,182,22,"Why don't you tell me what happened on Saturday, step by step.",by,11,,,,,,,
1,33.0,female,English,1,182,22,"Why don't you tell me what happened on Saturday, step by step.",step.,12,,,392.0,392.0,392.0,528.0,
1,33.0,female,English,1,4,23,He stayed against the wall.,He,1,,,288.0,288.0,288.0,288.0,
