experiment,participant_id,trial_label,trial_order,phase_id,stimulus,target_word,response,emotion,rt,age,gender,rt_measure
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t2,2,word_decoding,descín,ruina,desliz,sadness,5700.5,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t3,3,word_decoding,landado,enfadado,lanzado,anger,15433.4,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t4,4,word_decoding,valacer,cadáver,valer,sadness,7416.8,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t5,5,word_decoding,fumaika,tabaco,fumada,disgust,4367.2,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t6,6,word_decoding,residuera,basura,residencia,disgust,6300.5,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t7,7,word_decoding,puntiaguja,espada,puntiaguda,fear,6104.5,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t8,8,word_decoding,dinería,lotería,dinero,happiness,6554.4,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t9,9,word_decoding,desabete,censura,debate,disgust,15800.5,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t10,10,word_decoding,distantación,lejanía,distanciamiento,sadness,8250.5,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t11,11,word_decoding,flastación,visión,flash,happiness,18351.3,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t12,12,word_decoding,furieta,rabia,furia,anger,7233.4,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t13,13,word_decoding,bailetín,carnaval,bailarín,happiness,6933.6,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t14,14,word_decoding,palabrostio,insulto,palabrota,anger,5716.9,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t15,15,word_decoding,bendigolo,mendigo,bendecir,sadness,8933.9,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t16,16,word_decoding,fiminos,piojos,femeninos,disgust,8766.8,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t17,17,word_decoding,argola,pistola,gárgola,fear,7267.3,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t18,18,word_decoding,queranza,añoranza,esperanza,sadness,8400.3,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t19,19,word_decoding,plareja,novio,pareja,happiness,5600.2,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t20,20,word_decoding,fierdo,hedor,fiera,disgust,6834.1,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t21,21,word_decoding,clespiente,veneno,serpiente,fear,15004.7,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t22,22,word_decoding,chismolo,rumor,chismoso,anger,4137.8,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_16,exp2_t23,23,word_decoding,eniecido,enemigo,encendido,anger,4371,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t0,0,word_decoding,frórico,eufórico,flor,happiness,8598.2,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t1,1,word_decoding,flastación,visión,falsación,happiness,11426.8,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t2,2,word_decoding,distantación,lejanía,desinstalación,sadness,12224.2,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t3,3,word_decoding,residuera,basura,residuo,disgust,5251.5,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t4,4,word_decoding,fierdo,hedor,fideo,disgust,2932.8,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t5,5,word_decoding,dastro,intruso,diestro,fear,2931.7,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t6,6,word_decoding,puntiaguja,espada,puntiagudo,fear,5394.4,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t7,7,word_decoding,palabrostio,insulto,palabrota,anger,4830.6,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t8,8,word_decoding,chismolo,rumor,chismoso,anger,2881.3,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t9,9,word_decoding,fiminos,piojos,felinos,disgust,4949.1,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t10,10,word_decoding,furieta,rabia,furia,anger,2482.7,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t11,11,word_decoding,plareja,novio,pareja,happiness,2547.9,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t12,12,word_decoding,enjauladero,prisión,enjaular,fear,3598.2,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t13,13,word_decoding,landado,enfadado,andando,anger,5481.8,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t14,14,word_decoding,argola,pistola,gargola,fear,11442.2,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t15,15,word_decoding,descín,ruina,delfin,sadness,2625.6,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t16,16,word_decoding,dinería,lotería,dinero,happiness,3422.2,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t17,17,word_decoding,clespiente,veneno,eclipse,fear,5047.7,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t18,18,word_decoding,queranza,añoranza,esperanza,sadness,3799.2,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t19,19,word_decoding,bendigolo,mendigo,mendigo,sadness,2930.6,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t20,20,word_decoding,eniecido,enemigo,encendido,anger,4702.5,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_17,exp2_t21,21,word_decoding,valacer,cadáver,prevalecer,sadness,6066.3,18,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t0,0,word_decoding,fumaika,tabaco,fumar,disgust,4549.3,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t1,1,word_decoding,descín,ruina,descender,sadness,8217,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t2,2,word_decoding,eniecido,enemigo,ennegrecido,anger,7750.9,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t3,3,word_decoding,dastro,intruso,diestro,fear,5666.9,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t4,4,word_decoding,furieta,rabia,furia,anger,3983.5,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t5,5,word_decoding,argola,pistola,ahora,fear,7217,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t6,6,word_decoding,dinería,lotería,dinero,happiness,3217.2,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t7,7,word_decoding,frórico,eufórico,afónico,happiness,13870.1,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t8,8,word_decoding,desabete,censura,deshacer,disgust,21933.5,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t9,9,word_decoding,bendigolo,mendigo,mendigo,sadness,7033.7,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t10,10,word_decoding,landado,enfadado,lanzado,anger,14083.7,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t11,11,word_decoding,distantación,lejanía,distancia,sadness,8200.4,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t12,12,word_decoding,flastación,visión,fatiga,happiness,63916.9,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t13,13,word_decoding,clespiente,veneno,serpiente,fear,7083.6,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t14,14,word_decoding,chismolo,rumor,chisme,anger,7333.3,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t15,15,word_decoding,fierdo,hedor,cerdo,disgust,5350.2,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t16,16,word_decoding,valacer,cadáver,valer,sadness,11232.9,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t17,17,word_decoding,queranza,añoranza,querer,sadness,10399.8,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t18,18,word_decoding,bailetín,carnaval,baile,happiness,4782.4,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t19,19,word_decoding,plareja,novio,pareja,happiness,4717,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t20,20,word_decoding,palabrostio,insulto,palabrota,anger,5966.7,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t21,21,word_decoding,fiminos,piojos,femeninos,disgust,7799.4,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_18,exp2_t22,22,word_decoding,residuera,basura,residencia,disgust,6065.3,19,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t0,0,word_decoding,landado,enfadado,mandado,anger,15333.6,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t1,1,word_decoding,plareja,novio,pareja,happiness,5416.3,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t2,2,word_decoding,dinería,lotería,dinero,happiness,4450.4,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t3,3,word_decoding,bendigolo,mendigo,bendigo,sadness,10883.2,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t4,4,word_decoding,descín,ruina,desdén,sadness,38583.4,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t5,5,word_decoding,valacer,cadáver,lavar,sadness,50999.9,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t6,6,word_decoding,palabrostio,insulto,insulto,anger,10016.3,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t7,7,word_decoding,clespiente,veneno,serpiente,fear,13399.6,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t8,8,word_decoding,bailetín,carnaval,bailarín,happiness,11916.6,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t9,9,word_decoding,residuera,basura,papelera,disgust,14816.7,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t10,10,word_decoding,flastación,visión,estación,happiness,71917.6,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t11,11,word_decoding,enjauladero,prisión,cárcel,fear,17866.7,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t12,12,word_decoding,dastro,intruso,rastro,fear,5733.1,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t13,13,word_decoding,desabete,censura,debate,disgust,40382.2,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t14,14,word_decoding,eniecido,enemigo,incendio,anger,11349.4,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t15,15,word_decoding,fierdo,hedor,pierdo,disgust,20084.3,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t16,16,word_decoding,frórico,eufórico,eufórico,happiness,38216.6,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t17,17,word_decoding,fiminos,piojos,femeninos,disgust,13166.2,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t18,18,word_decoding,distantación,lejanía,tentación,sadness,10966.4,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t19,19,word_decoding,furieta,rabia,furia,anger,3715.8,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t20,20,word_decoding,puntiaguja,espada,puntiaguda,fear,7515.5,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t21,21,word_decoding,chismolo,rumor,chisme,anger,10268.5,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t22,22,word_decoding,fumaika,tabaco,fumador,disgust,10416.5,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t23,23,word_decoding,queranza,añoranza,esperanza,sadness,9115.3,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_19,exp2_t24,24,word_decoding,argola,pistola,angola,fear,5583.6,21,male,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t0,0,word_decoding,dinería,lotería,dinero,happiness,2714.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t1,1,word_decoding,fiminos,piojos,féminas,disgust,5121.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t2,2,word_decoding,bailetín,carnaval,boletín,happiness,5730.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t3,3,word_decoding,furieta,rabia,furia,anger,3055.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t4,4,word_decoding,descín,ruina,decir,sadness,7871.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t5,5,word_decoding,desabete,censura,diabetes,disgust,3451.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t6,6,word_decoding,plareja,novio,pareja,happiness,3339.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t7,7,word_decoding,queranza,añoranza,esperanza,sadness,5282.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t8,8,word_decoding,clespiente,veneno,serpiente,fear,4003.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t9,9,word_decoding,dastro,intruso,desastre,fear,3366.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t10,10,word_decoding,landado,enfadado,andar,anger,4083.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t11,11,word_decoding,valacer,cadáver,placer,sadness,2744.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t12,12,word_decoding,chismolo,rumor,chismoso,anger,8412.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t13,13,word_decoding,palabrostio,insulto,palabra,anger,13850.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t14,14,word_decoding,argola,pistola,ágora,fear,5343.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t15,15,word_decoding,fierdo,hedor,miedo,disgust,3904.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t16,16,word_decoding,eniecido,enemigo,encendido,anger,19906.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t17,17,word_decoding,bendigolo,mendigo,mendigo,sadness,4612.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t18,18,word_decoding,enjauladero,prisión,enjaulado,fear,6102.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t19,19,word_decoding,distantación,lejanía,distanciamiento,sadness,11987.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t20,20,word_decoding,puntiaguja,espada,puntiaguda,fear,9133,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_20,exp2_t21,21,word_decoding,residuera,basura,residual,disgust,109687.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t0,0,word_decoding,puntiaguja,espada,puntiaguda,fear,6132,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t1,1,word_decoding,flastación,visión,plasta,happiness,20066,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t2,2,word_decoding,palabrostio,insulto,palabrota,anger,6565,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t3,3,word_decoding,clespiente,veneno,serpiente,fear,5199,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t4,4,word_decoding,valacer,cadáver,nacer,sadness,12049,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t5,5,word_decoding,queranza,añoranza,esperanza,sadness,5582,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t6,6,word_decoding,dinería,lotería,dinero,happiness,13517,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t7,7,word_decoding,descín,ruina,delfin,sadness,6267,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t8,8,word_decoding,frórico,eufórico,rico,happiness,14765,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t9,9,word_decoding,argola,pistola,gárgola,fear,7004,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t10,10,word_decoding,fiminos,piojos,femenino,disgust,8849,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t11,11,word_decoding,distantación,lejanía,distracción,sadness,8165,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t12,12,word_decoding,residuera,basura,residuo,disgust,7183,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t13,13,word_decoding,landado,enfadado,andado,anger,5432,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t14,14,word_decoding,fumaika,tabaco,fumar,disgust,4600,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t15,15,word_decoding,plareja,novio,pareja,happiness,5099,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t16,16,word_decoding,eniecido,enemigo,enriquecido,anger,13216,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t17,17,word_decoding,fierdo,hedor,pierdo,disgust,5032,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t18,18,word_decoding,desabete,censura,diabetes,disgust,13667,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t19,19,word_decoding,bailetín,carnaval,maletin,happiness,5287,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t20,20,word_decoding,enjauladero,prisión,jaula,fear,4900,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t21,21,word_decoding,chismolo,rumor,chismoso,anger,5949,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t22,22,word_decoding,bendigolo,mendigo,mendigo,sadness,7282,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t23,23,word_decoding,furieta,rabia,furia,anger,7083,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_21,exp2_t24,24,word_decoding,dastro,intruso,rastro,fear,7533,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t0,0,word_decoding,dinería,lotería,dinero,happiness,5947.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t1,1,word_decoding,puntiaguja,espada,puntiaguda,fear,5647.1,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t2,2,word_decoding,fierdo,hedor,ciervo,disgust,8563.1,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t3,3,word_decoding,argola,pistola,gárgola,fear,5880.3,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t4,4,word_decoding,frórico,eufórico,frigorífico,happiness,17341.9,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t5,5,word_decoding,flastación,visión,natación,happiness,9945.8,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t6,6,word_decoding,dastro,intruso,rastro,fear,4548.4,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t7,7,word_decoding,landado,enfadado,lanzado,anger,4615,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t8,8,word_decoding,bailetín,carnaval,maletín,happiness,6911.8,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t9,9,word_decoding,plareja,novio,pareja,happiness,4063.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t10,10,word_decoding,furieta,rabia,furia,anger,6396.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t11,11,word_decoding,clespiente,veneno,serpiente,fear,7363,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t12,12,word_decoding,residuera,basura,residencia,disgust,6614.2,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t13,13,word_decoding,eniecido,enemigo,nacido,anger,10594.7,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t14,14,word_decoding,valacer,cadáver,validar,sadness,6563.4,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t15,15,word_decoding,palabrostio,insulto,palabrota,anger,6963.9,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t16,16,word_decoding,enjauladero,prisión,jaula,fear,7080.3,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t17,17,word_decoding,descín,ruina,delfín,sadness,8645.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t18,18,word_decoding,bendigolo,mendigo,vendedor,sadness,7780.1,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t19,19,word_decoding,chismolo,rumor,chismoso,anger,7779.2,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t20,20,word_decoding,queranza,añoranza,querer,sadness,17375,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t21,21,word_decoding,desabete,censura,diabetes,disgust,16276.5,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_22,exp2_t22,22,word_decoding,distantación,lejanía,distanciación,sadness,11011.8,20,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t0,0,word_decoding,descín,ruina,desdén,sadness,4063,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t1,1,word_decoding,enjauladero,prisión,jaula,fear,14345,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t2,2,word_decoding,dastro,intruso,diestro,fear,3597,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t3,3,word_decoding,distantación,lejanía,distanciamiento,sadness,4591,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t4,4,word_decoding,palabrostio,insulto,palabrero,anger,4080,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t5,5,word_decoding,bendigolo,mendigo,bendición,sadness,7496,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t6,6,word_decoding,plareja,novio,palabreja,happiness,13381,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t7,7,word_decoding,chismolo,rumor,chismoso,anger,4098,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t8,8,word_decoding,landado,enfadado,parado,anger,4431,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t9,9,word_decoding,desabete,censura,desaparecer,disgust,10213,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t10,10,word_decoding,eniecido,enemigo,asustado,anger,11964,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t11,11,word_decoding,fumaika,tabaco,fumadora,disgust,5730,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t12,12,word_decoding,queranza,añoranza,quehacer,sadness,4096,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t13,13,word_decoding,argola,pistola,agrícola,fear,4382,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t14,14,word_decoding,puntiaguja,espada,puntiaguda,fear,6380,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t15,15,word_decoding,fierdo,hedor,desastre,disgust,7311,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t16,16,word_decoding,residuera,basura,residencia,disgust,4200,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t17,17,word_decoding,furieta,rabia,rabieta,anger,6812,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t18,18,word_decoding,bailetín,carnaval,bailarín,happiness,8698,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t19,19,word_decoding,fiminos,piojos,acabamos,disgust,7678,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t20,20,word_decoding,dinería,lotería,dinero,happiness,6410,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t21,21,word_decoding,frórico,eufórico,frio,happiness,5046,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_23,exp2_t22,22,word_decoding,flastación,visión,iluminación,happiness,8012,18,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_24,exp2_t0,0,word_decoding,queranza,añoranza,querer,sadness,39702.5,34,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_24,exp2_t1,1,word_decoding,enjauladero,prisión,jaula,fear,19935.3,34,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_24,exp2_t2,2,word_decoding,chismolo,rumor,cotilleo,anger,13801.9,34,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_24,exp2_t3,3,word_decoding,fumaika,tabaco,chimenea,disgust,23368.9,34,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_24,exp2_t4,4,word_decoding,distantación,lejanía,distancia,sadness,15367.7,34,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_24,exp2_t5,5,word_decoding,bailetín,carnaval,bailarín,happiness,21200.5,34,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_24,exp2_t6,6,word_decoding,palabrostio,insulto,palabrota,anger,30802.7,34,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_24,exp2_t7,7,word_decoding,bendigolo,mendigo,mendigo,sadness,16001.1,34,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_24,exp2_t8,8,word_decoding,fierdo,hedor,pierdo,disgust,28735.8,34,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_24,exp2_t9,9,word_decoding,fiminos,piojos,caninos,disgust,13600,34,female,keypress
martineztomas2026_discrete_emotionality_exp2,exp2_24,exp2_t10,10,word_decoding,puntiaguja,espada,pinchazo,fear,10367.7,34,female,keypress
