experiment,participant_id,trial_label,trial_order,phase_id,stimulus,target_word,response,correct_response,accuracy,emotion,rt,age,gender,rt_measure
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t0,0,emotion_decoding,desabete,censura,sadness,disgust,0,disgust,3032.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t1,1,emotion_decoding,puntiaguja,espada,fear,fear,1,fear,3347.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t2,2,emotion_decoding,queranza,añoranza,anger,sadness,0,sadness,3730.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t3,3,emotion_decoding,fiminos,piojos,fear,disgust,0,disgust,2063.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t4,4,emotion_decoding,chismolo,rumor,happiness,anger,0,anger,1551.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t5,5,emotion_decoding,fierdo,hedor,fear,disgust,0,disgust,1501.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t6,6,emotion_decoding,dastro,intruso,disgust,fear,0,fear,3865,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t7,7,emotion_decoding,bendigolo,mendigo,happiness,sadness,0,sadness,1747.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t8,8,emotion_decoding,clespiente,veneno,fear,fear,1,fear,2880.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t9,9,emotion_decoding,landado,enfadado,anger,anger,1,anger,4781.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t10,10,emotion_decoding,distantación,lejanía,sadness,sadness,1,sadness,2280.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t11,11,emotion_decoding,valacer,cadáver,happiness,sadness,0,sadness,1213.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t12,12,emotion_decoding,flastación,visión,disgust,happiness,0,happiness,6545.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t13,13,emotion_decoding,plareja,novio,happiness,happiness,1,happiness,2814.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t14,14,emotion_decoding,fumaika,tabaco,disgust,disgust,1,disgust,2747.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t15,15,emotion_decoding,eniecido,enemigo,anger,anger,1,anger,1947.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t16,16,emotion_decoding,dinería,lotería,happiness,happiness,1,happiness,1380.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t17,17,emotion_decoding,enjauladero,prisión,sadness,fear,0,fear,6197.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t18,18,emotion_decoding,descín,ruina,anger,sadness,0,sadness,4018.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t19,19,emotion_decoding,argola,pistola,fear,fear,1,fear,1796.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t20,20,emotion_decoding,frórico,eufórico,happiness,happiness,1,happiness,3036.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t21,21,emotion_decoding,furieta,rabia,anger,anger,1,anger,1750.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t22,22,emotion_decoding,palabrostio,insulto,anger,anger,1,anger,2230.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_1,exp3_t23,23,emotion_decoding,bailetín,carnaval,disgust,happiness,0,happiness,2302,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t0,0,emotion_decoding,valacer,cadáver,happiness,sadness,0,sadness,6618.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t1,1,emotion_decoding,chismolo,rumor,disgust,anger,0,anger,10148.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t2,2,emotion_decoding,residuera,basura,happiness,disgust,0,disgust,8736,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t3,3,emotion_decoding,furieta,rabia,anger,anger,1,anger,3446.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t4,4,emotion_decoding,dinería,lotería,happiness,happiness,1,happiness,4788.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t5,5,emotion_decoding,dastro,intruso,anger,fear,0,fear,17740.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t6,6,emotion_decoding,frórico,eufórico,fear,happiness,0,happiness,6985.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t7,7,emotion_decoding,fiminos,piojos,disgust,disgust,1,disgust,13708,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t8,8,emotion_decoding,flastación,visión,anger,happiness,0,happiness,4376.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t9,9,emotion_decoding,fumaika,tabaco,anger,disgust,0,disgust,11141.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t10,10,emotion_decoding,eniecido,enemigo,fear,anger,0,anger,9916.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t11,11,emotion_decoding,distantación,lejanía,sadness,sadness,1,sadness,4753.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t12,12,emotion_decoding,enjauladero,prisión,sadness,fear,0,fear,5134.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t13,13,emotion_decoding,palabrostio,insulto,anger,anger,1,anger,3443.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t14,14,emotion_decoding,fierdo,hedor,fear,disgust,0,disgust,10196.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t15,15,emotion_decoding,puntiaguja,espada,fear,fear,1,fear,4059.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t16,16,emotion_decoding,plareja,novio,happiness,happiness,1,happiness,12356,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t17,17,emotion_decoding,landado,enfadado,sadness,anger,0,anger,3554.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t18,18,emotion_decoding,argola,pistola,sadness,fear,0,fear,8189.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t19,19,emotion_decoding,desabete,censura,anger,disgust,0,disgust,14897.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t20,20,emotion_decoding,clespiente,veneno,happiness,fear,0,fear,17690.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_2,exp3_t21,21,emotion_decoding,descín,ruina,anger,sadness,0,sadness,5669.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t0,0,emotion_decoding,residuera,basura,disgust,disgust,1,disgust,15000,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t1,1,emotion_decoding,fiminos,piojos,happiness,disgust,0,disgust,8846,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t2,2,emotion_decoding,argola,pistola,fear,fear,1,fear,4362,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t3,3,emotion_decoding,furieta,rabia,anger,anger,1,anger,5247,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t4,4,emotion_decoding,fumaika,tabaco,disgust,disgust,1,disgust,2411,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t5,5,emotion_decoding,desabete,censura,sadness,disgust,0,disgust,10480,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t6,6,emotion_decoding,dastro,intruso,disgust,fear,0,fear,3062,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t7,7,emotion_decoding,dinería,lotería,happiness,happiness,1,happiness,8146,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t8,8,emotion_decoding,palabrostio,insulto,anger,anger,1,anger,2577,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t9,9,emotion_decoding,clespiente,veneno,fear,fear,1,fear,3215,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t10,10,emotion_decoding,chismolo,rumor,happiness,anger,0,anger,8909,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t11,11,emotion_decoding,flastación,visión,disgust,happiness,0,happiness,9846,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t12,12,emotion_decoding,distantación,lejanía,sadness,sadness,1,sadness,8310,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t13,13,emotion_decoding,enjauladero,prisión,fear,fear,1,fear,3945,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t14,14,emotion_decoding,bendigolo,mendigo,sadness,sadness,1,sadness,8731,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t15,15,emotion_decoding,descín,ruina,happiness,sadness,0,sadness,10909,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t16,16,emotion_decoding,landado,enfadado,anger,anger,1,anger,5807,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t17,17,emotion_decoding,eniecido,enemigo,anger,anger,1,anger,4995,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t18,18,emotion_decoding,puntiaguja,espada,fear,fear,1,fear,4561,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t19,19,emotion_decoding,bailetín,carnaval,happiness,happiness,1,happiness,2530,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t20,20,emotion_decoding,fierdo,hedor,fear,disgust,0,disgust,2461,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_3,exp3_t21,21,emotion_decoding,queranza,añoranza,happiness,sadness,0,sadness,2725,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t0,0,emotion_decoding,desabete,censura,sadness,disgust,0,disgust,3113.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t1,1,emotion_decoding,bendigolo,mendigo,disgust,sadness,0,sadness,13781.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t2,2,emotion_decoding,queranza,añoranza,happiness,sadness,0,sadness,1862.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t3,3,emotion_decoding,chismolo,rumor,happiness,anger,0,anger,8514,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t4,4,emotion_decoding,puntiaguja,espada,fear,fear,1,fear,3545.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t5,5,emotion_decoding,residuera,basura,sadness,disgust,0,disgust,8068.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t6,6,emotion_decoding,distantación,lejanía,fear,sadness,0,sadness,3450.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t7,7,emotion_decoding,eniecido,enemigo,sadness,anger,0,anger,3397.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t8,8,emotion_decoding,descín,ruina,sadness,sadness,1,sadness,2781.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t9,9,emotion_decoding,enjauladero,prisión,fear,fear,1,fear,3148.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t10,10,emotion_decoding,landado,enfadado,anger,anger,1,anger,12905.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t11,11,emotion_decoding,palabrostio,insulto,anger,anger,1,anger,2046,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t12,12,emotion_decoding,frórico,eufórico,fear,happiness,0,happiness,5296.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t13,13,emotion_decoding,furieta,rabia,anger,anger,1,anger,3301.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t14,14,emotion_decoding,clespiente,veneno,sadness,fear,0,fear,4463.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t15,15,emotion_decoding,dinería,lotería,happiness,happiness,1,happiness,7446.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t16,16,emotion_decoding,plareja,novio,fear,happiness,0,happiness,9151.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t17,17,emotion_decoding,dastro,intruso,disgust,fear,0,fear,5696.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t18,18,emotion_decoding,fierdo,hedor,anger,disgust,0,disgust,2916.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t19,19,emotion_decoding,argola,pistola,fear,fear,1,fear,4265.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t20,20,emotion_decoding,bailetín,carnaval,happiness,happiness,1,happiness,14236.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t21,21,emotion_decoding,fumaika,tabaco,disgust,disgust,1,disgust,5428.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t22,22,emotion_decoding,valacer,cadáver,happiness,sadness,0,sadness,8047.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t23,23,emotion_decoding,fiminos,piojos,sadness,disgust,0,disgust,9204.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_4,exp3_t24,24,emotion_decoding,flastación,visión,disgust,happiness,0,happiness,5533.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t0,0,emotion_decoding,distantación,lejanía,sadness,sadness,1,sadness,2295.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t1,1,emotion_decoding,residuera,basura,happiness,disgust,0,disgust,3673.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t2,2,emotion_decoding,fumaika,tabaco,disgust,disgust,1,disgust,3843.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t3,3,emotion_decoding,valacer,cadáver,happiness,sadness,0,sadness,17796.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t4,4,emotion_decoding,bendigolo,mendigo,happiness,sadness,0,sadness,5358.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t5,5,emotion_decoding,plareja,novio,happiness,happiness,1,happiness,2674.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t6,6,emotion_decoding,desabete,censura,disgust,disgust,1,disgust,3643.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t7,7,emotion_decoding,chismolo,rumor,happiness,anger,0,anger,3210.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t8,8,emotion_decoding,landado,enfadado,fear,anger,0,anger,5010.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t9,9,emotion_decoding,bailetín,carnaval,happiness,happiness,1,happiness,2729.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t10,10,emotion_decoding,enjauladero,prisión,fear,fear,1,fear,4225.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t11,11,emotion_decoding,dastro,intruso,sadness,fear,0,fear,3933.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t12,12,emotion_decoding,queranza,añoranza,fear,sadness,0,sadness,7389.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t13,13,emotion_decoding,fiminos,piojos,happiness,disgust,0,disgust,8256.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t14,14,emotion_decoding,flastación,visión,disgust,happiness,0,happiness,7887.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t15,15,emotion_decoding,palabrostio,insulto,anger,anger,1,anger,6346.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t16,16,emotion_decoding,furieta,rabia,anger,anger,1,anger,1874.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t17,17,emotion_decoding,eniecido,enemigo,anger,anger,1,anger,2829,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t18,18,emotion_decoding,puntiaguja,espada,disgust,fear,0,fear,7843.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t19,19,emotion_decoding,dinería,lotería,happiness,happiness,1,happiness,2577.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t20,20,emotion_decoding,argola,pistola,fear,fear,1,fear,4893.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t21,21,emotion_decoding,fierdo,hedor,disgust,disgust,1,disgust,5059,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t22,22,emotion_decoding,frórico,eufórico,fear,happiness,0,happiness,9488.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t23,23,emotion_decoding,clespiente,veneno,sadness,fear,0,fear,3910.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_5,exp3_t24,24,emotion_decoding,descín,ruina,anger,sadness,0,sadness,3134.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t0,0,emotion_decoding,dinería,lotería,happiness,happiness,1,happiness,1381.3,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t1,1,emotion_decoding,bendigolo,mendigo,happiness,sadness,0,sadness,4729.6,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t2,2,emotion_decoding,queranza,añoranza,happiness,sadness,0,sadness,1662.2,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t3,3,emotion_decoding,eniecido,enemigo,anger,anger,1,anger,2130.2,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t4,4,emotion_decoding,fiminos,piojos,sadness,disgust,0,disgust,3279.3,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t5,5,emotion_decoding,bailetín,carnaval,happiness,happiness,1,happiness,1629.3,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t6,6,emotion_decoding,dastro,intruso,anger,fear,0,fear,5281.3,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t7,7,emotion_decoding,desabete,censura,disgust,disgust,1,disgust,2946.6,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t8,8,emotion_decoding,furieta,rabia,anger,anger,1,anger,1247.1,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t9,9,emotion_decoding,descín,ruina,happiness,sadness,0,sadness,2145,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t10,10,emotion_decoding,distantación,lejanía,fear,sadness,0,sadness,3394.7,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t11,11,emotion_decoding,palabrostio,insulto,happiness,anger,0,anger,5779,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t12,12,emotion_decoding,enjauladero,prisión,fear,fear,1,fear,7128.7,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t13,13,emotion_decoding,residuera,basura,happiness,disgust,0,disgust,4430,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t14,14,emotion_decoding,puntiaguja,espada,anger,fear,0,fear,2512.4,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t15,15,emotion_decoding,valacer,cadáver,happiness,sadness,0,sadness,2045.5,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t16,16,emotion_decoding,fumaika,tabaco,disgust,disgust,1,disgust,1896.7,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t17,17,emotion_decoding,frórico,eufórico,anger,happiness,0,happiness,7943.4,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t18,18,emotion_decoding,argola,pistola,disgust,fear,0,fear,2829.4,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t19,19,emotion_decoding,landado,enfadado,happiness,anger,0,anger,1813.5,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t20,20,emotion_decoding,fierdo,hedor,fear,disgust,0,disgust,2095.8,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_6,exp3_t21,21,emotion_decoding,chismolo,rumor,happiness,anger,0,anger,2212.5,22,male,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t0,0,emotion_decoding,chismolo,rumor,anger,anger,1,anger,4296.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t1,1,emotion_decoding,distantación,lejanía,sadness,sadness,1,sadness,12029.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t2,2,emotion_decoding,palabrostio,insulto,anger,anger,1,anger,4077.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t3,3,emotion_decoding,valacer,cadáver,sadness,sadness,1,sadness,3630.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t4,4,emotion_decoding,dinería,lotería,happiness,happiness,1,happiness,7080,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t5,5,emotion_decoding,desabete,censura,fear,disgust,0,disgust,3312.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t6,6,emotion_decoding,furieta,rabia,anger,anger,1,anger,1782,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t7,7,emotion_decoding,argola,pistola,happiness,fear,0,fear,4596.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t8,8,emotion_decoding,descín,ruina,happiness,sadness,0,sadness,3928,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t9,9,emotion_decoding,clespiente,veneno,anger,fear,0,fear,4428.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t10,10,emotion_decoding,fiminos,piojos,fear,disgust,0,disgust,4381.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t11,11,emotion_decoding,bailetín,carnaval,happiness,happiness,1,happiness,4398,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t12,12,emotion_decoding,eniecido,enemigo,fear,anger,0,anger,5929.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t13,13,emotion_decoding,puntiaguja,espada,happiness,fear,0,fear,4594.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t14,14,emotion_decoding,fierdo,hedor,fear,disgust,0,disgust,2147,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t15,15,emotion_decoding,plareja,novio,sadness,happiness,0,happiness,3963.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t16,16,emotion_decoding,flastación,visión,anger,happiness,0,happiness,3612.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t17,17,emotion_decoding,queranza,añoranza,happiness,sadness,0,sadness,1562.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t18,18,emotion_decoding,enjauladero,prisión,fear,fear,1,fear,2597.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t19,19,emotion_decoding,frórico,eufórico,sadness,happiness,0,happiness,5113.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t20,20,emotion_decoding,bendigolo,mendigo,happiness,sadness,0,sadness,3165.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t21,21,emotion_decoding,landado,enfadado,anger,anger,1,anger,4015,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t22,22,emotion_decoding,fumaika,tabaco,disgust,disgust,1,disgust,3595.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t23,23,emotion_decoding,dastro,intruso,disgust,fear,0,fear,3129.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_7,exp3_t24,24,emotion_decoding,residuera,basura,disgust,disgust,1,disgust,2695.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_8,exp3_t0,0,emotion_decoding,residuera,basura,disgust,disgust,1,disgust,2841,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_8,exp3_t1,1,emotion_decoding,argola,pistola,disgust,fear,0,fear,1669,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_8,exp3_t2,2,emotion_decoding,descín,ruina,sadness,sadness,1,sadness,5248,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_8,exp3_t3,3,emotion_decoding,bailetín,carnaval,happiness,happiness,1,happiness,1553,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_8,exp3_t4,4,emotion_decoding,landado,enfadado,disgust,anger,0,anger,4512,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_8,exp3_t5,5,emotion_decoding,dinería,lotería,happiness,happiness,1,happiness,1853,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_8,exp3_t6,6,emotion_decoding,frórico,eufórico,fear,happiness,0,happiness,6625,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_8,exp3_t7,7,emotion_decoding,palabrostio,insulto,anger,anger,1,anger,2857,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_8,exp3_t8,8,emotion_decoding,chismolo,rumor,happiness,anger,0,anger,2990,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_8,exp3_t9,9,emotion_decoding,distantación,lejanía,sadness,sadness,1,sadness,3291,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_8,exp3_t10,10,emotion_decoding,bendigolo,mendigo,fear,sadness,0,sadness,4109,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_8,exp3_t11,11,emotion_decoding,flastación,visión,disgust,happiness,0,happiness,3840,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_8,exp3_t12,12,emotion_decoding,enjauladero,prisión,fear,fear,1,fear,1602,18,female,keypress
martineztomas2026_discrete_emotionality_exp3,exp3_8,exp3_t13,13,emotion_decoding,furieta,rabia,anger,anger,1,anger,1869,18,female,keypress
