experiment,participant_id,trial_label,trial_order,phase_id,stimulus,response,emotion,rt,age,gender,rt_measure
martineztomas2026_discrete_emotionality_exp1,exp1_12,exp1_t6,6,production,intruso,sispo,fear,10994.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_12,exp1_t7,7,production,enemigo,lutelo,anger,30799.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_12,exp1_t8,8,production,rabia,jufa,anger,6863.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_12,exp1_t9,9,production,eufórico,toberto,happiness,11195.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_12,exp1_t10,10,production,cadáver,furturo,sadness,16177.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_12,exp1_t11,11,production,censura,tusento,disgust,11144.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_12,exp1_t12,12,production,pistola,ujela,fear,4946.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_12,exp1_t13,13,production,espada,flida,fear,14158.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_12,exp1_t14,14,production,veneno,juntevo,fear,5930.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_12,exp1_t15,15,production,piojos,jispos,disgust,35163.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_12,exp1_t16,16,production,visión,trespo,happiness,4996.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_12,exp1_t17,17,production,novio,dinso,happiness,11260.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t0,0,production,intruso,actuso,fear,15209,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t1,1,production,rumor,ecolio,anger,10033,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t2,2,production,novio,cosiono,happiness,13860,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t3,3,production,piojos,rasocu,disgust,9646,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t4,4,production,lotería,aleterio,happiness,18223,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t5,5,production,mendigo,pubrello,sadness,12969,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t6,6,production,añoranza,llantiro,sadness,16333,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t7,7,production,basura,volleto,disgust,32164,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t8,8,production,lejanía,altierdo,sadness,15015,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t9,9,production,espada,tasteda,fear,8109,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t10,10,production,rabia,futio,anger,8386,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t11,11,production,cadáver,maravor,sadness,16000,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t12,12,production,prisión,pripos,fear,13657,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t13,13,production,hedor,fierdo,disgust,11300,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t14,14,production,tabaco,fomiso,disgust,11332,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t15,15,production,visión,povier,happiness,9335,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t16,16,production,censura,bloquio,disgust,10368,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t17,17,production,eufórico,altioco,happiness,10654,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t18,18,production,enfadado,norono,anger,10933,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t19,19,production,pistola,pumbar,fear,8842,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t20,20,production,carnaval,fliorcoler,happiness,11175,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t21,21,production,insulto,niesco,anger,13016,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_13,exp1_t22,22,production,ruina,roico,sadness,6714,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t0,0,production,tabaco,bulicono,disgust,19747.7,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t1,1,production,rumor,quichor,anger,12062.9,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t2,2,production,enemigo,animortia,anger,15678.5,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t3,3,production,pistola,rubole,fear,16097.9,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t4,4,production,espada,laspedi,fear,14148.2,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t5,5,production,lejanía,grinaria,sadness,13602,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t6,6,production,carnaval,saltenal,happiness,15851,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t7,7,production,eufórico,siñaleso,happiness,13795.8,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t8,8,production,basura,pulchira,disgust,11999.8,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t9,9,production,cadáver,mungor,sadness,35180.9,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t10,10,production,visión,tulaón,happiness,25848.9,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t11,11,production,veneno,clarmicho,fear,28147.2,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t12,12,production,enfadado,grañuledo,anger,12731.3,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t13,13,production,prisión,canarón,fear,8833.5,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t14,14,production,censura,blechora,disgust,17145,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t15,15,production,piojos,buchiños,disgust,33362.9,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t16,16,production,lotería,sortira,happiness,40695.5,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t17,17,production,insulto,prubolono,anger,55462,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t18,18,production,hedor,gradolonor,disgust,18683.7,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t19,19,production,añoranza,llanaria,sadness,13880.6,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t20,20,production,mendigo,barnague,sadness,15764.2,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t21,21,production,intruso,prastudo,fear,19331.2,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t22,22,production,ruina,gronia,sadness,17264.9,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_14,exp1_t23,23,production,rabia,garrechoa,anger,24129.6,18,male,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t0,0,production,veneno,malignancia,fear,35246,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t1,1,production,novio,ambrío,happiness,76264,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t2,2,production,lotería,dinchinchiín,happiness,19377,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t3,3,production,censura,omisur,disgust,17761,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t4,4,production,basura,loñoza,disgust,11134,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t5,5,production,cadáver,mortibura,sadness,21400,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t6,6,production,intruso,estraje,fear,15568,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t7,7,production,espada,puntino,fear,20714,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t8,8,production,enemigo,nomistad,anger,36491,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t9,9,production,rabia,enfative,anger,22078,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t10,10,production,añoranza,mebrorición,sadness,20599,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t11,11,production,ruina,descín,sadness,44845,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t12,12,production,tabaco,humaco,disgust,7013,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t13,13,production,pistola,dispracivo,fear,16646,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t14,14,production,mendigo,nodolarín,sadness,71297,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t15,15,production,visión,ojiza,happiness,17166,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t16,16,production,piojos,picapínbello,disgust,14234,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t17,17,production,prisión,rejazas,fear,13712,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t18,18,production,eufórico,aligrici,happiness,32634,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t19,19,production,lejanía,distantación,sadness,31312,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t20,20,production,insulto,palabrozaca,anger,16934,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t21,21,production,enfadado,roncazano,anger,31497,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t22,22,production,rumor,chacharra,anger,10067,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_15,exp1_t23,23,production,carnaval,fiestraz,happiness,35366,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t0,0,production,enfadado,farulado,anger,4765.3,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t1,1,production,añoranza,palatanada,sadness,11264.7,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t2,2,production,prisión,ricusión,fear,4948.6,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t3,3,production,insulto,distulo,anger,5565.8,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t4,4,production,rabia,falaria,anger,4883.9,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t5,5,production,pistola,tisdopa,fear,7449.5,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t6,6,production,rumor,gulor,anger,5298.2,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t7,7,production,carnaval,fastanal,happiness,5899.2,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t8,8,production,enemigo,mentito,anger,5131.5,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t9,9,production,censura,culuna,disgust,6632,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t10,10,production,hedor,gelenor,disgust,6681.4,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t11,11,production,veneno,mededo,fear,9298.1,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t12,12,production,lotería,ponoría,happiness,3848.3,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t13,13,production,ruina,guinida,sadness,9814.9,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t14,14,production,mendigo,pendiño,sadness,5349.2,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t15,15,production,tabaco,gonato,disgust,5699.7,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t16,16,production,cadáver,modáler,sadness,6848.7,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t17,17,production,espada,festata,fear,8567,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t18,18,production,lejanía,guranía,sadness,3315.5,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t19,19,production,novio,conorio,happiness,19348.5,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t20,20,production,visión,timirón,happiness,7233.8,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t21,21,production,intruso,puruso,fear,2816.6,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t22,22,production,basura,famura,disgust,5548.1,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_16,exp1_t23,23,production,eufórico,eunéstico,happiness,4465.3,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t0,0,production,ruina,lusina,sadness,8524.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t1,1,production,eufórico,iruco,happiness,17260.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t2,2,production,cadáver,adadame,sadness,18151,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t3,3,production,veneno,emumo,fear,14146,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t4,4,production,lotería,jotía,happiness,17106.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t5,5,production,basura,astua,disgust,11526.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t6,6,production,hedor,mebol,disgust,29395.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t7,7,production,espada,cosada,fear,15891.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t8,8,production,intruso,jinso,fear,23966.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t9,9,production,enfadado,rofabo,anger,26744.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t10,10,production,añoranza,queranza,sadness,13075.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t11,11,production,insulto,fulto,anger,10382.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t12,12,production,lejanía,fanía,sadness,19083.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t13,13,production,mendigo,engolo,sadness,6015.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t14,14,production,tabaco,pulaco,disgust,23451.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t15,15,production,novio,bonio,happiness,78056.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t16,16,production,carnaval,arancual,happiness,14476.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t17,17,production,prisión,misisó,fear,24316.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t18,18,production,visión,ojió,happiness,31952.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_17,exp1_t19,19,production,pistola,titiola,fear,21138.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t0,0,production,tabaco,feutroco,disgust,7966,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t1,1,production,enemigo,costrello,anger,11999.7,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t2,2,production,rumor,coteu,anger,6866.2,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t3,3,production,intruso,euxtrero,fear,5466,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t4,4,production,añoranza,faltevo,sadness,6366,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t5,5,production,ruina,feura,sadness,3799.5,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t6,6,production,lejanía,lunyera,sadness,6333.1,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t7,7,production,pistola,xurela,fear,3566.8,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t8,8,production,carnaval,disfreusa,happiness,11934.7,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t9,9,production,piojos,bollijos,disgust,8831.5,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t10,10,production,veneno,vuneo,fear,5900.2,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t11,11,production,hedor,podir,disgust,11299.7,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t12,12,production,enfadado,feutrado,anger,4899.6,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t13,13,production,visión,veusero,happiness,5365.5,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t14,14,production,espada,cuxira,fear,9200.2,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t15,15,production,novio,corelo,happiness,5066.6,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t16,16,production,rabia,eupia,anger,4899.3,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t17,17,production,censura,cleusura,disgust,4066.4,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t18,18,production,insulto,meufo,anger,4600,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t19,19,production,basura,femura,disgust,3566,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t20,20,production,cadáver,moráuvero,sadness,11266.3,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t21,21,production,lotería,botería,happiness,15868.8,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_18,exp1_t22,22,production,eufórico,meuréfo,happiness,8266.9,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t0,0,production,novio,porocho,happiness,14366.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t1,1,production,insulto,truto,anger,34109.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t2,2,production,añoranza,allorna,sadness,19945.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t3,3,production,veneno,estrero,fear,21399.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t4,4,production,basura,tranura,disgust,11399,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t5,5,production,lejanía,tripalia,sadness,6531.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t6,6,production,eufórico,ferotico,happiness,8617.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t7,7,production,carnaval,bainaval,happiness,45110.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t8,8,production,prisión,celdon,fear,10599.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t9,9,production,tabaco,cibaco,disgust,40881.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t10,10,production,piojos,letos,disgust,11264.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t11,11,production,intruso,droso,fear,9249.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t12,12,production,hedor,tesor,disgust,7879.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t13,13,production,rumor,estrimor,anger,13235,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t14,14,production,enfadado,lalalo,anger,23431.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t15,15,production,censura,pentora,disgust,7977.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t16,16,production,rabia,estum,anger,26664.9,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_19,exp1_t17,17,production,lotería,firia,happiness,29110,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t0,0,production,pistola,ristopa,fear,5434.7,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t1,1,production,novio,yidoro,happiness,18691.9,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t2,2,production,mendigo,bergito,sadness,29168.5,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t3,3,production,lotería,dontrenia,happiness,11034.7,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t4,4,production,carnaval,garnadan,happiness,6515.6,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t5,5,production,prisión,vestrión,fear,12755.7,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t6,6,production,intruso,pitusco,fear,14944,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t7,7,production,lejanía,decaria,sadness,16192.8,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t8,8,production,enfadado,jercarido,anger,7034.7,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t9,9,production,eufórico,hercodico,happiness,7117.2,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t10,10,production,añoranza,gatoranta,sadness,8916.4,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t11,11,production,tabaco,patado,disgust,6535.8,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t12,12,production,visión,cadaón,happiness,13658.7,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t13,13,production,veneno,terfeno,fear,16218.1,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t14,14,production,espada,fetreda,fear,14217.8,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t15,15,production,basura,dasuta,disgust,9851,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t16,16,production,insulto,triculto,anger,10182.9,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t17,17,production,rumor,crutrior,anger,8379.1,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t18,18,production,hedor,vetros,disgust,17974.4,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t19,19,production,cadáver,laráder,sadness,14260.8,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t20,20,production,rabia,faralia,anger,8551.1,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_20,exp1_t21,21,production,ruina,curina,sadness,28502.1,26,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t0,0,production,eufórico,ilumonecio,happiness,25367.1,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t1,1,production,basura,utarra,disgust,16633.6,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t2,2,production,enemigo,migoles,anger,5484.3,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t3,3,production,lotería,simbia,happiness,9250.1,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t4,4,production,ruina,nairunda,sadness,8816.7,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t5,5,production,piojos,jopis,disgust,9901.2,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t6,6,production,rabia,riatron,anger,13416.8,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t7,7,production,intruso,criundo,fear,8651,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t8,8,production,censura,detintes,disgust,15084.4,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t9,9,production,espada,dafiles,fear,5750.4,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t10,10,production,lejanía,arriunda,sadness,6499.1,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t11,11,production,añoranza,darsipitanza,sadness,13400.1,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t12,12,production,enfadado,diafema,anger,7334.8,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t13,13,production,veneno,xione,fear,16783.5,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t14,14,production,carnaval,baidongo,happiness,11183.5,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t15,15,production,rumor,bluz,anger,3966.7,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t16,16,production,insulto,itriasundo,anger,18616.1,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t17,17,production,novio,vionato,happiness,6232.5,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t18,18,production,pistola,pinoma,fear,20216.2,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_21,exp1_t19,19,production,cadáver,morijo,sadness,19966.5,19,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t0,0,production,rabia,frasia,anger,17497.6,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t1,1,production,censura,nonsesura,disgust,13865.1,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t2,2,production,pistola,pumtola,fear,13402.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t3,3,production,eufórico,eintárico,happiness,44677.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t4,4,production,mendigo,gemfido,sadness,18764.5,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t5,5,production,piojos,saltipojos,disgust,17064.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t6,6,production,hedor,pestor,disgust,41778.2,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t7,7,production,enfadado,infatoso,anger,15931.4,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t8,8,production,intruso,imdruto,fear,21097.8,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t9,9,production,enemigo,nisamigo,anger,13497.3,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t10,10,production,tabaco,tobako,disgust,25082.7,18,female,keypress
martineztomas2026_discrete_emotionality_exp1,exp1_22,exp1_t11,11,production,carnaval,disfrarnal,happiness,16298,18,female,keypress
