experiment,participant_id,trial_label,trial_order,phase_id,age,gender,gender_raw,hand,hand_raw,city_left,city_right,response_raw,response_side,correct_response,correct_side,accuracy,response_correct,rt_raw,rt_ms
geographical_judgment,  iliaria37,exp1_t0,0,judgment,21,F,FALSE,left,SX,Bolzano,Bologna,l,right,l,right,1,1,"1593,3",1593.3
geographical_judgment,  iliaria37,exp1_t1,1,judgment,21,F,FALSE,left,SX,Foggia,Bologna,l,right,l,right,1,1,"1360,3",1360.3
geographical_judgment,  iliaria37,exp1_t2,2,judgment,21,F,FALSE,left,SX,Grosseto,Bologna,l,right,l,right,1,1,"1590,6",1590.6
geographical_judgment,  iliaria37,exp1_t3,3,judgment,21,F,FALSE,left,SX,Latina,Bologna,l,right,l,right,1,1,"2673,1",2673.1
geographical_judgment,  iliaria37,exp1_t4,4,judgment,21,F,FALSE,left,SX,Livorno,Bologna,l,right,l,right,1,1,"1443,8",1443.8
geographical_judgment,  iliaria37,exp1_t5,5,judgment,21,F,FALSE,left,SX,Napoli,Bologna,a,left,l,right,0,0,"1466,1",1466.1
geographical_judgment,  iliaria37,exp1_t6,6,judgment,21,F,FALSE,left,SX,Perugia,Bologna,l,right,l,right,1,1,"936,1",936.1
geographical_judgment,  iliaria37,exp1_t7,7,judgment,21,F,FALSE,left,SX,Pescara,Bologna,l,right,l,right,1,1,"1057,8",1057.8
geographical_judgment,  iliaria37,exp1_t8,8,judgment,21,F,FALSE,left,SX,Rimini,Bologna,l,right,l,right,1,1,1733,1733.0
geographical_judgment,  iliaria37,exp1_t9,9,judgment,21,F,FALSE,left,SX,Roma,Bologna,l,right,l,right,1,1,"1402,3",1402.3
geographical_judgment,  iliaria37,exp1_t10,10,judgment,21,F,FALSE,left,SX,Bologna,Bolzano,a,left,a,left,1,1,"2227,8",2227.8
geographical_judgment,  iliaria37,exp1_t11,11,judgment,21,F,FALSE,left,SX,Foggia,Bolzano,l,right,l,right,1,1,"1564,3",1564.3
geographical_judgment,  iliaria37,exp1_t12,12,judgment,21,F,FALSE,left,SX,Grosseto,Bolzano,l,right,l,right,1,1,"2131,6",2131.6
geographical_judgment,  iliaria37,exp1_t13,13,judgment,21,F,FALSE,left,SX,Livorno,Bolzano,a,left,l,right,0,0,"2354,1",2354.1
geographical_judgment,  iliaria37,exp1_t14,14,judgment,21,F,FALSE,left,SX,Napoli,Bolzano,l,right,l,right,1,1,"1925,1",1925.1
geographical_judgment,  iliaria37,exp1_t15,15,judgment,21,F,FALSE,left,SX,Perugia,Bolzano,l,right,l,right,1,1,"2980,7",2980.7
geographical_judgment,  iliaria37,exp1_t16,16,judgment,21,F,FALSE,left,SX,Pescara,Bolzano,l,right,l,right,1,1,"2721,5",2721.5
geographical_judgment,  iliaria37,exp1_t17,17,judgment,21,F,FALSE,left,SX,Roma,Bolzano,a,left,l,right,0,0,"1313,1",1313.1
geographical_judgment,  iliaria37,exp1_t18,18,judgment,21,F,FALSE,left,SX,Taranto,Bolzano,l,right,l,right,1,1,"1761,8",1761.8
geographical_judgment,  iliaria37,exp1_t19,19,judgment,21,F,FALSE,left,SX,Bologna,Foggia,a,left,a,left,1,1,"1326,8",1326.8
geographical_judgment,  iliaria37,exp1_t20,20,judgment,21,F,FALSE,left,SX,Bolzano,Foggia,a,left,a,left,1,1,"2424,3",2424.3
geographical_judgment,  iliaria37,exp1_t21,21,judgment,21,F,FALSE,left,SX,Grosseto,Foggia,l,right,a,left,0,0,"2323,6",2323.6
geographical_judgment,  iliaria37,exp1_t22,22,judgment,21,F,FALSE,left,SX,Latina,Foggia,l,right,a,left,0,0,"1637,4",1637.4
geographical_judgment,  iliaria37,exp1_t23,23,judgment,21,F,FALSE,left,SX,Livorno,Foggia,l,right,a,left,0,0,"2075,8",2075.8
geographical_judgment,  iliaria37,exp1_t24,24,judgment,21,F,FALSE,left,SX,Napoli,Foggia,l,right,a,left,0,0,"1947,5",1947.5
geographical_judgment,  iliaria37,exp1_t25,25,judgment,21,F,FALSE,left,SX,Perugia,Foggia,l,right,a,left,0,0,"2771,8",2771.8
geographical_judgment,  iliaria37,exp1_t26,26,judgment,21,F,FALSE,left,SX,Pescara,Foggia,l,right,a,left,0,0,"1373,7",1373.7
geographical_judgment,  iliaria37,exp1_t27,27,judgment,21,F,FALSE,left,SX,Rimini,Foggia,a,left,a,left,1,1,"1009,7",1009.7
geographical_judgment,  iliaria37,exp1_t28,28,judgment,21,F,FALSE,left,SX,Taranto,Foggia,l,right,l,right,1,1,"2599,7",2599.7
geographical_judgment,  iliaria37,exp1_t29,29,judgment,21,F,FALSE,left,SX,Bologna,Grosseto,a,left,a,left,1,1,"1015,5",1015.5
geographical_judgment,  iliaria37,exp1_t30,30,judgment,21,F,FALSE,left,SX,Bolzano,Grosseto,a,left,a,left,1,1,"2048,5",2048.5
geographical_judgment,  iliaria37,exp1_t31,31,judgment,21,F,FALSE,left,SX,Foggia,Grosseto,a,left,l,right,0,0,"1672,1",1672.1
geographical_judgment,  iliaria37,exp1_t32,32,judgment,21,F,FALSE,left,SX,Latina,Grosseto,l,right,l,right,1,1,"1862,1",1862.1
geographical_judgment,  iliaria37,exp1_t33,33,judgment,21,F,FALSE,left,SX,Livorno,Grosseto,a,left,a,left,1,1,"1880,6",1880.6
geographical_judgment,  iliaria37,exp1_t34,34,judgment,21,F,FALSE,left,SX,Napoli,Grosseto,l,right,l,right,1,1,"2974,1",2974.1
geographical_judgment,  iliaria37,exp1_t35,35,judgment,21,F,FALSE,left,SX,Perugia,Grosseto,a,left,l,right,0,0,"1995,9",1995.9
geographical_judgment,  iliaria37,exp1_t36,36,judgment,21,F,FALSE,left,SX,Pescara,Grosseto,l,right,l,right,1,1,"2108,1",2108.1
geographical_judgment,  iliaria37,exp1_t37,37,judgment,21,F,FALSE,left,SX,Rimini,Grosseto,a,left,a,left,1,1,"1457,2",1457.2
geographical_judgment,  iliaria37,exp1_t38,38,judgment,21,F,FALSE,left,SX,Roma,Grosseto,a,left,l,right,0,0,"2396,8",2396.8
geographical_judgment,  iliaria37,exp1_t39,39,judgment,21,F,FALSE,left,SX,Taranto,Grosseto,l,right,l,right,1,1,"1488,8",1488.8
geographical_judgment,  iliaria37,exp1_t40,40,judgment,21,F,FALSE,left,SX,Bologna,Latina,a,left,a,left,1,1,"818,7",818.7
geographical_judgment,  iliaria37,exp1_t41,41,judgment,21,F,FALSE,left,SX,Bolzano,Latina,a,left,a,left,1,1,"1286,7",1286.7
geographical_judgment,  iliaria37,exp1_t42,42,judgment,21,F,FALSE,left,SX,Grosseto,Latina,l,right,a,left,0,0,"1902,6",1902.6
geographical_judgment,  iliaria37,exp1_t43,43,judgment,21,F,FALSE,left,SX,Livorno,Latina,a,left,a,left,1,1,"1459,1",1459.1
geographical_judgment,  iliaria37,exp1_t44,44,judgment,21,F,FALSE,left,SX,Napoli,Latina,l,right,l,right,1,1,"2153,7",2153.7
geographical_judgment,  iliaria37,exp1_t45,45,judgment,21,F,FALSE,left,SX,Perugia,Latina,l,right,a,left,0,0,"2308,7",2308.7
geographical_judgment,  iliaria37,exp1_t46,46,judgment,21,F,FALSE,left,SX,Rimini,Latina,a,left,a,left,1,1,"1328,7",1328.7
geographical_judgment,  iliaria37,exp1_t47,47,judgment,21,F,FALSE,left,SX,Roma,Latina,a,left,a,left,1,1,"2290,7",2290.7
geographical_judgment,  iliaria37,exp1_t48,48,judgment,21,F,FALSE,left,SX,Taranto,Latina,l,right,l,right,1,1,"1877,2",1877.2
geographical_judgment,  iliaria37,exp1_t49,49,judgment,21,F,FALSE,left,SX,Bologna,Livorno,a,left,a,left,1,1,"1308,9",1308.9
geographical_judgment,  iliaria37,exp1_t50,50,judgment,21,F,FALSE,left,SX,Bolzano,Livorno,l,right,a,left,0,0,"2045,8",2045.8
geographical_judgment,  iliaria37,exp1_t51,51,judgment,21,F,FALSE,left,SX,Foggia,Livorno,l,right,l,right,1,1,"2042,5",2042.5
geographical_judgment,  iliaria37,exp1_t52,52,judgment,21,F,FALSE,left,SX,Grosseto,Livorno,l,right,l,right,1,1,"1763,7",1763.7
geographical_judgment,  iliaria37,exp1_t53,53,judgment,21,F,FALSE,left,SX,Latina,Livorno,l,right,l,right,1,1,"1975,8",1975.8
geographical_judgment,  iliaria37,exp1_t54,54,judgment,21,F,FALSE,left,SX,Perugia,Livorno,l,right,l,right,1,1,"1344,7",1344.7
geographical_judgment,  iliaria37,exp1_t55,55,judgment,21,F,FALSE,left,SX,Roma,Livorno,l,right,l,right,1,1,"1373,8",1373.8
geographical_judgment,  iliaria37,exp1_t56,56,judgment,21,F,FALSE,left,SX,Taranto,Livorno,l,right,l,right,1,1,1699,1699.0
geographical_judgment,  iliaria37,exp1_t57,57,judgment,21,F,FALSE,left,SX,Bologna,Napoli,a,left,a,left,1,1,"1200,3",1200.3
geographical_judgment,  iliaria37,exp1_t58,58,judgment,21,F,FALSE,left,SX,Bolzano,Napoli,a,left,a,left,1,1,"1090,9",1090.9
geographical_judgment,  iliaria37,exp1_t59,59,judgment,21,F,FALSE,left,SX,Foggia,Napoli,a,left,l,right,0,0,"2011,1",2011.1
geographical_judgment,  iliaria37,exp1_t60,60,judgment,21,F,FALSE,left,SX,Latina,Napoli,a,left,a,left,1,1,"1408,1",1408.1
geographical_judgment,  iliaria37,exp1_t61,61,judgment,21,F,FALSE,left,SX,Livorno,Napoli,a,left,a,left,1,1,1315,1315.0
geographical_judgment,  iliaria37,exp1_t62,62,judgment,21,F,FALSE,left,SX,Perugia,Napoli,a,left,a,left,1,1,"1694,7",1694.7
geographical_judgment,  iliaria37,exp1_t63,63,judgment,21,F,FALSE,left,SX,Pescara,Napoli,l,right,a,left,0,0,1364,1364.0
geographical_judgment,  iliaria37,exp1_t64,64,judgment,21,F,FALSE,left,SX,Rimini,Napoli,a,left,a,left,1,1,"1990,2",1990.2
geographical_judgment,  iliaria37,exp1_t65,65,judgment,21,F,FALSE,left,SX,Roma,Napoli,a,left,a,left,1,1,"1690,7",1690.7
geographical_judgment,  iliaria37,exp1_t66,66,judgment,21,F,FALSE,left,SX,Taranto,Napoli,l,right,l,right,1,1,"1644,2",1644.2
geographical_judgment,  iliaria37,exp1_t67,67,judgment,21,F,FALSE,left,SX,Bologna,Perugia,a,left,a,left,1,1,"1312,2",1312.2
geographical_judgment,  iliaria37,exp1_t68,68,judgment,21,F,FALSE,left,SX,Bolzano,Perugia,l,right,a,left,0,0,1374,1374.0
geographical_judgment,  iliaria37,exp1_t69,69,judgment,21,F,FALSE,left,SX,Foggia,Perugia,a,left,l,right,0,0,"2921,4",2921.4
geographical_judgment,  iliaria37,exp1_t70,70,judgment,21,F,FALSE,left,SX,Grosseto,Perugia,l,right,a,left,0,0,"2179,3",2179.3
geographical_judgment,  iliaria37,exp1_t71,71,judgment,21,F,FALSE,left,SX,Livorno,Perugia,a,left,a,left,1,1,"1741,9",1741.9
geographical_judgment,  iliaria37,exp1_t72,72,judgment,21,F,FALSE,left,SX,Napoli,Perugia,l,right,l,right,1,1,"2488,8",2488.8
geographical_judgment,  iliaria37,exp1_t73,73,judgment,21,F,FALSE,left,SX,Pescara,Perugia,l,right,l,right,1,1,"1613,2",1613.2
geographical_judgment,  iliaria37,exp1_t74,74,judgment,21,F,FALSE,left,SX,Rimini,Perugia,a,left,a,left,1,1,"2297,4",2297.4
geographical_judgment,  iliaria37,exp1_t75,75,judgment,21,F,FALSE,left,SX,Roma,Perugia,a,left,l,right,0,0,"2157,4",2157.4
geographical_judgment,  iliaria37,exp1_t76,76,judgment,21,F,FALSE,left,SX,Taranto,Perugia,l,right,l,right,1,1,"1231,3",1231.3
geographical_judgment,  iliaria37,exp1_t77,77,judgment,21,F,FALSE,left,SX,Bologna,Pescara,a,left,a,left,1,1,"1012,7",1012.7
geographical_judgment,  iliaria37,exp1_t78,78,judgment,21,F,FALSE,left,SX,Bolzano,Pescara,a,left,a,left,1,1,"2472,1",2472.1
geographical_judgment,  iliaria37,exp1_t79,79,judgment,21,F,FALSE,left,SX,Foggia,Pescara,a,left,l,right,0,0,"2640,6",2640.6
geographical_judgment,  iliaria37,exp1_t80,80,judgment,21,F,FALSE,left,SX,Latina,Pescara,a,left,l,right,0,0,"2029,2",2029.2
geographical_judgment,  iliaria37,exp1_t81,81,judgment,21,F,FALSE,left,SX,Napoli,Pescara,a,left,l,right,0,0,"2405,8",2405.8
geographical_judgment,  iliaria37,exp1_t82,82,judgment,21,F,FALSE,left,SX,Perugia,Pescara,a,left,a,left,1,1,"1825,3",1825.3
geographical_judgment,  iliaria37,exp1_t83,83,judgment,21,F,FALSE,left,SX,Rimini,Pescara,a,left,a,left,1,1,"1505,3",1505.3
geographical_judgment,  iliaria37,exp1_t84,84,judgment,21,F,FALSE,left,SX,Roma,Pescara,a,left,a,left,1,1,"2030,4",2030.4
geographical_judgment,  iliaria37,exp1_t85,85,judgment,21,F,FALSE,left,SX,Taranto,Pescara,l,right,l,right,1,1,"1912,1",1912.1
geographical_judgment,  iliaria37,exp1_t86,86,judgment,21,F,FALSE,left,SX,Bologna,Rimini,a,left,a,left,1,1,"1194,3",1194.3
geographical_judgment,  iliaria37,exp1_t87,87,judgment,21,F,FALSE,left,SX,Bolzano,Rimini,l,right,a,left,0,0,"908,5",908.5
geographical_judgment,  iliaria37,exp1_t88,88,judgment,21,F,FALSE,left,SX,Foggia,Rimini,l,right,l,right,1,1,"1560,8",1560.8
geographical_judgment,  iliaria37,exp1_t89,89,judgment,21,F,FALSE,left,SX,Grosseto,Rimini,l,right,l,right,1,1,"965,8",965.8
geographical_judgment,  iliaria37,exp1_t90,90,judgment,21,F,FALSE,left,SX,Latina,Rimini,l,right,l,right,1,1,"1710,3",1710.3
geographical_judgment,  iliaria37,exp1_t91,91,judgment,21,F,FALSE,left,SX,Livorno,Rimini,l,right,a,left,0,0,"1397,6",1397.6
geographical_judgment,  iliaria37,exp1_t92,92,judgment,21,F,FALSE,left,SX,Napoli,Rimini,l,right,l,right,1,1,"1162,5",1162.5
geographical_judgment,  iliaria37,exp1_t93,93,judgment,21,F,FALSE,left,SX,Perugia,Rimini,l,right,l,right,1,1,911,911.0
geographical_judgment,  iliaria37,exp1_t94,94,judgment,21,F,FALSE,left,SX,Pescara,Rimini,l,right,l,right,1,1,"2020,9",2020.9
geographical_judgment,  iliaria37,exp1_t95,95,judgment,21,F,FALSE,left,SX,Roma,Rimini,l,right,l,right,1,1,"1940,6",1940.6
geographical_judgment,  iliaria37,exp1_t96,96,judgment,21,F,FALSE,left,SX,Taranto,Rimini,l,right,l,right,1,1,1327,1327.0
geographical_judgment,  iliaria37,exp1_t97,97,judgment,21,F,FALSE,left,SX,Bologna,Roma,a,left,a,left,1,1,"1592,9",1592.9
geographical_judgment,  iliaria37,exp1_t98,98,judgment,21,F,FALSE,left,SX,Bolzano,Roma,a,left,a,left,1,1,"2610,2",2610.2
geographical_judgment,  iliaria37,exp1_t99,99,judgment,21,F,FALSE,left,SX,Foggia,Roma,a,left,l,right,0,0,"2248,4",2248.4
geographical_judgment,  iliaria37,exp1_t100,100,judgment,21,F,FALSE,left,SX,Grosseto,Roma,l,right,a,left,0,0,"1908,4",1908.4
geographical_judgment,  iliaria37,exp1_t101,101,judgment,21,F,FALSE,left,SX,Livorno,Roma,a,left,a,left,1,1,"2679,2",2679.2
geographical_judgment,  iliaria37,exp1_t102,102,judgment,21,F,FALSE,left,SX,Napoli,Roma,l,right,l,right,1,1,"1540,1",1540.1
geographical_judgment,  iliaria37,exp1_t103,103,judgment,21,F,FALSE,left,SX,Perugia,Roma,l,right,a,left,0,0,"2577,7",2577.7
geographical_judgment,  iliaria37,exp1_t104,104,judgment,21,F,FALSE,left,SX,Pescara,Roma,l,right,l,right,1,1,"1377,4",1377.4
geographical_judgment,  iliaria37,exp1_t105,105,judgment,21,F,FALSE,left,SX,Rimini,Roma,a,left,a,left,1,1,"935,8",935.8
geographical_judgment,  iliaria37,exp1_t106,106,judgment,21,F,FALSE,left,SX,Taranto,Roma,l,right,l,right,1,1,"2839,6",2839.6
geographical_judgment,  iliaria37,exp1_t107,107,judgment,21,F,FALSE,left,SX,Bologna,Taranto,a,left,a,left,1,1,"1423,8",1423.8
geographical_judgment,  iliaria37,exp1_t108,108,judgment,21,F,FALSE,left,SX,Bolzano,Taranto,a,left,a,left,1,1,2496,2496.0
geographical_judgment,  iliaria37,exp1_t109,109,judgment,21,F,FALSE,left,SX,Foggia,Taranto,a,left,a,left,1,1,1029,1029.0
geographical_judgment,  iliaria37,exp1_t110,110,judgment,21,F,FALSE,left,SX,Grosseto,Taranto,a,left,a,left,1,1,"1730,8",1730.8
geographical_judgment,  iliaria37,exp1_t111,111,judgment,21,F,FALSE,left,SX,Latina,Taranto,a,left,a,left,1,1,"1890,6",1890.6
geographical_judgment,  iliaria37,exp1_t112,112,judgment,21,F,FALSE,left,SX,Livorno,Taranto,a,left,a,left,1,1,976,976.0
geographical_judgment,  iliaria37,exp1_t113,113,judgment,21,F,FALSE,left,SX,Napoli,Taranto,a,left,a,left,1,1,"1193,8",1193.8
geographical_judgment,  iliaria37,exp1_t114,114,judgment,21,F,FALSE,left,SX,Perugia,Taranto,a,left,a,left,1,1,"1417,6",1417.6
geographical_judgment,  iliaria37,exp1_t115,115,judgment,21,F,FALSE,left,SX,Pescara,Taranto,a,left,a,left,1,1,"1682,9",1682.9
geographical_judgment,  iliaria37,exp1_t116,116,judgment,21,F,FALSE,left,SX,Rimini,Taranto,a,left,a,left,1,1,"789,4",789.4
geographical_judgment,  iliaria37,exp1_t117,117,judgment,21,F,FALSE,left,SX,Roma,Taranto,a,left,a,left,1,1,"2457,4",2457.4
geographical_judgment, irene1,exp1_t0,0,judgment,24,F,FALSE,right,DX,Foggia,Bologna,l,right,l,right,1,1,1009,1009.0
geographical_judgment, irene1,exp1_t1,1,judgment,24,F,FALSE,right,DX,Grosseto,Bologna,l,right,l,right,1,1,1758,1758.0
geographical_judgment, irene1,exp1_t2,2,judgment,24,F,FALSE,right,DX,Latina,Bologna,l,right,l,right,1,1,1367,1367.0
geographical_judgment, irene1,exp1_t3,3,judgment,24,F,FALSE,right,DX,Livorno,Bologna,l,right,l,right,1,1,1254,1254.0
geographical_judgment, irene1,exp1_t4,4,judgment,24,F,FALSE,right,DX,Napoli,Bologna,l,right,l,right,1,1,906,906.0
geographical_judgment, irene1,exp1_t5,5,judgment,24,F,FALSE,right,DX,Perugia,Bologna,a,left,l,right,0,0,1355,1355.0
geographical_judgment, irene1,exp1_t6,6,judgment,24,F,FALSE,right,DX,Pescara,Bologna,l,right,l,right,1,1,1274,1274.0
geographical_judgment, irene1,exp1_t7,7,judgment,24,F,FALSE,right,DX,Rimini,Bologna,l,right,l,right,1,1,1019,1019.0
geographical_judgment, irene1,exp1_t8,8,judgment,24,F,FALSE,right,DX,Roma,Bologna,l,right,l,right,1,1,1321,1321.0
geographical_judgment, irene1,exp1_t9,9,judgment,24,F,FALSE,right,DX,Bologna,Bolzano,l,right,a,left,0,0,2592,2592.0
geographical_judgment, irene1,exp1_t10,10,judgment,24,F,FALSE,right,DX,Foggia,Bolzano,l,right,l,right,1,1,1090,1090.0
geographical_judgment, irene1,exp1_t11,11,judgment,24,F,FALSE,right,DX,Grosseto,Bolzano,l,right,l,right,1,1,973,973.0
geographical_judgment, irene1,exp1_t12,12,judgment,24,F,FALSE,right,DX,Latina,Bolzano,l,right,l,right,1,1,1243,1243.0
geographical_judgment, irene1,exp1_t13,13,judgment,24,F,FALSE,right,DX,Livorno,Bolzano,a,left,l,right,0,0,1479,1479.0
geographical_judgment, irene1,exp1_t14,14,judgment,24,F,FALSE,right,DX,Napoli,Bolzano,l,right,l,right,1,1,1055,1055.0
geographical_judgment, irene1,exp1_t15,15,judgment,24,F,FALSE,right,DX,Perugia,Bolzano,l,right,l,right,1,1,1853,1853.0
geographical_judgment, irene1,exp1_t16,16,judgment,24,F,FALSE,right,DX,Pescara,Bolzano,l,right,l,right,1,1,1163,1163.0
geographical_judgment, irene1,exp1_t17,17,judgment,24,F,FALSE,right,DX,Rimini,Bolzano,l,right,l,right,1,1,1155,1155.0
geographical_judgment, irene1,exp1_t18,18,judgment,24,F,FALSE,right,DX,Roma,Bolzano,l,right,l,right,1,1,2269,2269.0
geographical_judgment, irene1,exp1_t19,19,judgment,24,F,FALSE,right,DX,Taranto,Bolzano,l,right,l,right,1,1,1067,1067.0
geographical_judgment, irene1,exp1_t20,20,judgment,24,F,FALSE,right,DX,Bologna,Foggia,a,left,a,left,1,1,1229,1229.0
geographical_judgment, irene1,exp1_t21,21,judgment,24,F,FALSE,right,DX,Bolzano,Foggia,a,left,a,left,1,1,1021,1021.0
geographical_judgment, irene1,exp1_t22,22,judgment,24,F,FALSE,right,DX,Grosseto,Foggia,a,left,a,left,1,1,1238,1238.0
geographical_judgment, irene1,exp1_t23,23,judgment,24,F,FALSE,right,DX,Livorno,Foggia,a,left,a,left,1,1,1228,1228.0
geographical_judgment, irene1,exp1_t24,24,judgment,24,F,FALSE,right,DX,Napoli,Foggia,a,left,a,left,1,1,2933,2933.0
geographical_judgment, irene1,exp1_t25,25,judgment,24,F,FALSE,right,DX,Perugia,Foggia,a,left,a,left,1,1,1104,1104.0
geographical_judgment, irene1,exp1_t26,26,judgment,24,F,FALSE,right,DX,Pescara,Foggia,l,right,a,left,0,0,1717,1717.0
geographical_judgment, irene1,exp1_t27,27,judgment,24,F,FALSE,right,DX,Rimini,Foggia,a,left,a,left,1,1,922,922.0
geographical_judgment, irene1,exp1_t28,28,judgment,24,F,FALSE,right,DX,Roma,Foggia,l,right,a,left,0,0,2604,2604.0
geographical_judgment, irene1,exp1_t29,29,judgment,24,F,FALSE,right,DX,Bologna,Grosseto,a,left,a,left,1,1,1358,1358.0
geographical_judgment, irene1,exp1_t30,30,judgment,24,F,FALSE,right,DX,Foggia,Grosseto,l,right,l,right,1,1,2338,2338.0
geographical_judgment, irene1,exp1_t31,31,judgment,24,F,FALSE,right,DX,Latina,Grosseto,l,right,l,right,1,1,966,966.0
geographical_judgment, irene1,exp1_t32,32,judgment,24,F,FALSE,right,DX,Livorno,Grosseto,l,right,a,left,0,0,1319,1319.0
geographical_judgment, irene1,exp1_t33,33,judgment,24,F,FALSE,right,DX,Pescara,Grosseto,l,right,l,right,1,1,1030,1030.0
geographical_judgment, irene1,exp1_t34,34,judgment,24,F,FALSE,right,DX,Rimini,Grosseto,a,left,a,left,1,1,1502,1502.0
geographical_judgment, irene1,exp1_t35,35,judgment,24,F,FALSE,right,DX,Roma,Grosseto,l,right,l,right,1,1,1572,1572.0
geographical_judgment, irene1,exp1_t36,36,judgment,24,F,FALSE,right,DX,Taranto,Grosseto,l,right,l,right,1,1,1337,1337.0
geographical_judgment, irene1,exp1_t37,37,judgment,24,F,FALSE,right,DX,Bologna,Latina,a,left,a,left,1,1,1336,1336.0
geographical_judgment, irene1,exp1_t38,38,judgment,24,F,FALSE,right,DX,Bolzano,Latina,a,left,a,left,1,1,1355,1355.0
geographical_judgment, irene1,exp1_t39,39,judgment,24,F,FALSE,right,DX,Foggia,Latina,l,right,l,right,1,1,1923,1923.0
geographical_judgment, irene1,exp1_t40,40,judgment,24,F,FALSE,right,DX,Grosseto,Latina,a,left,a,left,1,1,1511,1511.0
geographical_judgment, irene1,exp1_t41,41,judgment,24,F,FALSE,right,DX,Livorno,Latina,l,right,a,left,0,0,2269,2269.0
geographical_judgment, irene1,exp1_t42,42,judgment,24,F,FALSE,right,DX,Napoli,Latina,l,right,l,right,1,1,1671,1671.0
geographical_judgment, irene1,exp1_t43,43,judgment,24,F,FALSE,right,DX,Perugia,Latina,a,left,a,left,1,1,1985,1985.0
geographical_judgment, irene1,exp1_t44,44,judgment,24,F,FALSE,right,DX,Pescara,Latina,l,right,a,left,0,0,2709,2709.0
geographical_judgment, irene1,exp1_t45,45,judgment,24,F,FALSE,right,DX,Rimini,Latina,a,left,a,left,1,1,1604,1604.0
geographical_judgment, irene1,exp1_t46,46,judgment,24,F,FALSE,right,DX,Roma,Latina,a,left,a,left,1,1,1415,1415.0
geographical_judgment, irene1,exp1_t47,47,judgment,24,F,FALSE,right,DX,Taranto,Latina,l,right,l,right,1,1,1647,1647.0
geographical_judgment, irene1,exp1_t48,48,judgment,24,F,FALSE,right,DX,Bologna,Livorno,a,left,a,left,1,1,960,960.0
geographical_judgment, irene1,exp1_t49,49,judgment,24,F,FALSE,right,DX,Bolzano,Livorno,a,left,a,left,1,1,1890,1890.0
geographical_judgment, irene1,exp1_t50,50,judgment,24,F,FALSE,right,DX,Foggia,Livorno,l,right,l,right,1,1,1790,1790.0
geographical_judgment, irene1,exp1_t51,51,judgment,24,F,FALSE,right,DX,Grosseto,Livorno,a,left,l,right,0,0,1176,1176.0
geographical_judgment, irene1,exp1_t52,52,judgment,24,F,FALSE,right,DX,Latina,Livorno,l,right,l,right,1,1,2504,2504.0
geographical_judgment, irene1,exp1_t53,53,judgment,24,F,FALSE,right,DX,Napoli,Livorno,l,right,l,right,1,1,2615,2615.0
geographical_judgment, irene1,exp1_t54,54,judgment,24,F,FALSE,right,DX,Perugia,Livorno,a,left,l,right,0,0,2097,2097.0
geographical_judgment, irene1,exp1_t55,55,judgment,24,F,FALSE,right,DX,Pescara,Livorno,l,right,l,right,1,1,1003,1003.0
geographical_judgment, irene1,exp1_t56,56,judgment,24,F,FALSE,right,DX,Rimini,Livorno,a,left,l,right,0,0,912,912.0
geographical_judgment, irene1,exp1_t57,57,judgment,24,F,FALSE,right,DX,Roma,Livorno,l,right,l,right,1,1,1287,1287.0
geographical_judgment, irene1,exp1_t58,58,judgment,24,F,FALSE,right,DX,Taranto,Livorno,l,right,l,right,1,1,1088,1088.0
geographical_judgment, irene1,exp1_t59,59,judgment,24,F,FALSE,right,DX,Bologna,Napoli,a,left,a,left,1,1,1500,1500.0
geographical_judgment, irene1,exp1_t60,60,judgment,24,F,FALSE,right,DX,Bolzano,Napoli,a,left,a,left,1,1,1003,1003.0
geographical_judgment, irene1,exp1_t61,61,judgment,24,F,FALSE,right,DX,Foggia,Napoli,a,left,l,right,0,0,1021,1021.0
geographical_judgment, irene1,exp1_t62,62,judgment,24,F,FALSE,right,DX,Grosseto,Napoli,a,left,a,left,1,1,988,988.0
geographical_judgment, irene1,exp1_t63,63,judgment,24,F,FALSE,right,DX,Latina,Napoli,a,left,a,left,1,1,1362,1362.0
geographical_judgment, irene1,exp1_t64,64,judgment,24,F,FALSE,right,DX,Livorno,Napoli,a,left,a,left,1,1,1200,1200.0
geographical_judgment, irene1,exp1_t65,65,judgment,24,F,FALSE,right,DX,Perugia,Napoli,a,left,a,left,1,1,964,964.0
geographical_judgment, irene1,exp1_t66,66,judgment,24,F,FALSE,right,DX,Pescara,Napoli,l,right,a,left,0,0,1580,1580.0
geographical_judgment, irene1,exp1_t67,67,judgment,24,F,FALSE,right,DX,Rimini,Napoli,a,left,a,left,1,1,1204,1204.0
geographical_judgment, irene1,exp1_t68,68,judgment,24,F,FALSE,right,DX,Roma,Napoli,a,left,a,left,1,1,1983,1983.0
geographical_judgment, irene1,exp1_t69,69,judgment,24,F,FALSE,right,DX,Bologna,Perugia,l,right,a,left,0,0,1526,1526.0
geographical_judgment, irene1,exp1_t70,70,judgment,24,F,FALSE,right,DX,Bolzano,Perugia,a,left,a,left,1,1,970,970.0
geographical_judgment, irene1,exp1_t71,71,judgment,24,F,FALSE,right,DX,Grosseto,Perugia,l,right,a,left,0,0,2876,2876.0
geographical_judgment, irene1,exp1_t72,72,judgment,24,F,FALSE,right,DX,Latina,Perugia,l,right,l,right,1,1,1443,1443.0
geographical_judgment, irene1,exp1_t73,73,judgment,24,F,FALSE,right,DX,Livorno,Perugia,l,right,a,left,0,0,991,991.0
