participant_id;stimulus;response;accuracy;rt;trial_order;age
32;verdabile;2;1;863;51;24
32;bellezza;1;1;722;52;24
32;biancozione;2;1;755;53;24
32;dentista;1;1;571;54;24
32;senatore;2;0;672;55;24
32;famoso;1;1;1051;56;24
32;rosabile;2;1;704;57;24
32;arancioneria;2;1;789;58;24
32;altezza;1;1;717;59;24
32;togliere;1;1;768;60;24
32;gialliere;2;1;1062;61;24
32;prezioso;1;1;742;62;24
32;bluzione;2;1;677;63;24
32;dolcezza;1;1;604;64;24
32;riposo;1;1;657;65;24
32;blutore;2;1;868;66;24
32;arancionenza;2;1;925;67;24
32;bluabile;2;1;508;68;24
32;verderia;2;1;658;69;24
32;preoccupazione;1;1;719;70;24
32;intelligenza;1;1;712;71;24
32;scegliere;1;1;896;72;24
32;cacciatore;1;1;647;73;24
32;roseria;1;0;1645;74;24
32;verdabile;2;1;657;75;24
32;arancionezione;2;1;698;76;24
32;bianchiere;2;1;639;77;24
32;arancionoso;2;1;596;78;24
32;verdenza;2;1;602;79;24
32;giallenza;2;1;628;80;24
32;rosezza;2;1;906;81;24
32;dottore;1;1;698;82;24
32;giallozione;2;1;656;83;24
32;eufemismo;1;1;911;84;24
32;lotteria;1;1;612;85;24
32;arancioneria;2;1;630;86;24
32;adorabile;1;1;606;87;24
32;rososo;2;1;1001;88;24
32;bluismo;2;1;2785;89;24
32;rosismo;2;1;907;90;24
32;giallomento;2;1;872;91;24
32;cambiamento;2;0;573;92;24
32;bianchismo;2;1;1647;93;24
32;emergenza;1;1;674;94;24
32;differenza;1;1;547;95;24
32;infermiere;1;1;575;96;24
32;biancomento;2;1;595;97;24
32;musicista;1;1;598;98;24
32;rosezza;2;1;776;99;24
32;arancionemento;2;1;646;100;24
32;verdetore;2;1;1550;101;24
32;rosazione;2;1;659;102;24
32;mestiere;1;1;674;103;24
32;instabile;1;1;594;104;24
32;bianchenza;2;1;638;105;24
32;rosazione;2;1;652;106;24
32;rosamento;2;1;760;107;24
32;improbabile;1;1;1231;108;24
32;arancionista;2;1;1441;109;24
32;colazione;1;1;637;110;24
32;miseria;1;1;1153;111;24
32;verdenza;2;1;724;112;24
32;gialleria;2;1;1438;113;24
32;gialloso;2;1;955;114;24
32;bluezza;2;1;681;115;24
32;verdezza;2;1;767;116;24
32;verdista;2;1;819;117;24
32;bianchista;2;1;720;118;24
32;giallismo;2;1;531;119;24
32;giornalista;2;0;510;120;24
32;elemento;1;1;684;121;24
32;giallista;2;1;576;122;24
32;rosiere;2;1;553;123;24
32;bluezza;2;1;521;124;24
32;blumento;2;1;626;125;24
32;arancionezza;2;1;582;126;24
32;direttore;2;0;416;127;24
32;scienza;1;1;537;128;24
32;blueria;2;1;643;129;24
32;verdiere;2;1;505;130;24
32;bluenza;2;1;616;131;24
32;umorismo;1;1;675;132;24
32;bluenza;2;1;611;133;24
32;gialliere;2;1;471;134;24
32;terrorismo;1;1;746;135;24
32;giallabile;2;1;601;136;24
32;arancioniere;2;1;570;137;24
32;arancionismo;2;1;604;138;24
32;chiacchiere;1;1;921;139;24
32;rosatore;2;1;632;140;24
32;arancionemento;2;1;457;141;24
32;bluista;2;1;460;142;24
32;blumento;2;1;656;143;24
32;colpevolezza;1;1;979;144;24
32;imperatore;1;1;549;145;24
32;stazione;1;1;529;146;24
32;rososo;2;1;797;147;24
32;bianchista;2;1;613;148;24
32;verdetore;2;1;646;149;24
32;materia;1;1;661;150;24
32;probabile;1;1;728;151;24
32;rosenza;2;1;658;152;24
32;giallotore;2;1;582;153;24
32;verdemento;2;1;554;154;24
32;nervoso;1;1;684;155;24
32;arancionezza;2;1;573;156;24
32;verdiere;2;1;653;157;24
32;potenza;1;1;650;158;24
32;biancotore;2;1;489;159;24
32;operazione;1;1;521;160;24
32;verderia;2;1;550;161;24
32;biancabile;2;1;775;162;24
32;verdoso;2;1;685;163;24
32;pazienza;1;1;703;164;24
32;verdezza;2;1;710;165;24
32;verdezione;2;1;760;166;24
32;arancionetore;2;1;522;167;24
32;arancionismo;2;1;578;168;24
32;bianchiere;2;1;514;169;24
32;arancionetore;2;1;610;170;24
32;rosismo;2;1;731;171;24
32;arancionista;2;1;546;172;24
32;rosenza;2;1;901;173;24
32;giallismo;2;1;607;174;24
32;arancionabile;2;1;563;175;24
32;rosiere;2;1;754;176;24
32;verdezione;2;1;1100;177;24
32;arancionezione;2;1;802;178;24
32;verdemento;2;1;669;179;24
32;rivista;1;1;757;180;24
32;giallozione;2;1;697;181;24
32;intervista;1;1;513;182;24
32;bluiere;2;1;578;183;24
32;bluabile;2;1;594;184;24
32;maniere;1;1;719;185;24
32;rosista;2;1;534;186;24
32;blutore;2;1;550;187;24
32;giallotore;2;1;570;188;24
32;giallomento;2;1;539;189;24
33;rosezza;2;1;748;1;58
33;bianchenza;1;0;614;2;58
33;arancionabile;2;1;1185;3;58
33;prezioso;1;1;780;4;58
33;rosiere;2;1;889;5;58
33;rosenza;2;1;1385;6;58
33;rosenza;2;1;709;7;58
33;probabile;1;1;618;8;58
33;verdiere;2;1;1042;9;58
33;roseria;2;1;965;10;58
33;blutore;2;1;1031;11;58
33;biancomento;2;1;1377;12;58
33;biancotore;2;1;1041;13;58
33;pazienza;1;1;601;14;58
33;instabile;1;1;942;15;58
33;verdezza;2;1;799;16;58
33;famoso;1;1;654;17;58
33;arancionetore;2;1;1093;18;58
33;scegliere;1;1;617;19;58
33;blutore;2;1;861;20;58
33;arancionezza;2;1;783;21;58
33;verderia;2;1;636;22;58
33;giallotore;2;1;1064;23;58
33;verdezione;2;1;696;24;58
33;arancionabile;2;1;596;25;58
33;bluiere;2;1;800;26;58
33;tradimento;1;1;679;27;58
33;rosista;2;1;803;28;58
33;bluabile;2;1;1082;29;58
33;arancionista;2;1;2120;30;58
33;lotteria;1;1;1150;31;58
33;bluabile;2;1;625;32;58
33;bluista;2;1;566;33;58
33;biancabile;2;1;785;34;58
33;bluoso;2;1;661;35;58
33;bluista;2;1;577;36;58
33;chiacchiere;2;0;550;37;58
33;arancionetore;2;1;732;38;58
33;umorismo;1;1;584;39;58
33;preoccupazione;1;1;647;40;58
33;senatore;1;1;693;41;58
33;arancionismo;2;1;821;42;58
33;verdenza;2;1;698;43;58
33;maniere;1;1;646;44;58
33;biancomento;2;1;797;45;58
33;bianchiere;1;0;1216;46;58
33;verdiere;2;1;688;47;58
33;bianchismo;2;1;1262;48;58
33;tempismo;1;1;735;49;58
33;verdenza;2;1;731;50;58
33;nervoso;1;1;652;51;58
33;blumento;2;1;711;52;58
33;bluenza;2;1;810;53;58
33;riposo;1;1;656;54;58
33;arancioneria;2;1;626;55;58
33;giallista;1;0;1155;56;58
33;verdismo;2;1;730;57;58
33;verdezza;2;1;995;58;58
33;organismo;1;1;987;59;58
33;bluismo;2;1;664;60;58
33;bianchista;2;1;670;61;58
33;rosazione;2;1;766;62;58
33;giallenza;2;1;607;63;58
33;colazione;1;1;754;64;58
33;riconoscimento;1;1;876;65;58
33;dolcezza;1;1;725;66;58
33;verdabile;2;1;927;67;58
33;imperatore;1;1;875;68;58
33;giallozione;2;1;674;69;58
33;verdezione;2;1;717;70;58
33;segreteria;1;1;725;71;58
33;giallabile;2;1;1060;72;58
33;elemento;1;1;605;73;58
33;verdoso;2;1;686;74;58
33;differenza;1;1;744;75;58
33;giallomento;2;1;663;76;58
33;schifoso;1;1;657;77;58
33;verdetore;2;1;620;78;58
33;potenza;1;1;658;79;58
33;scienza;1;1;708;80;58
33;arancioniere;2;1;747;81;58
33;rososo;2;1;1187;82;58
33;arancionista;2;1;671;83;58
33;gialliere;2;1;794;84;58
33;infermiere;1;1;862;85;58
33;bluzione;2;1;1355;86;58
33;pericoloso;1;1;733;87;58
33;colpevolezza;1;1;857;88;58
33;terrorismo;1;1;926;89;58
33;biancoso;2;1;687;90;58
33;operazione;1;1;795;91;58
33;rosezza;2;1;721;92;58
33;giornalista;1;1;777;93;58
33;musicista;1;1;721;94;58
33;togliere;1;1;660;95;58
33;arancionenza;2;1;704;96;58
33;gialloso;2;1;609;97;58
33;rosiere;2;1;591;98;58
33;direttore;1;1;662;99;58
33;movimento;1;1;678;100;58
33;rosismo;2;1;716;101;58
33;bluismo;2;1;663;102;58
33;rososo;2;1;587;103;58
33;mestiere;1;1;805;104;58
33;biancozione;2;1;641;105;58
33;bluoso;2;1;632;106;58
33;rosabile;1;0;690;107;58
33;arancionezione;2;1;603;108;58
33;arancionemento;2;1;637;109;58
33;arancionemento;2;1;608;110;58
33;verdista;2;1;591;111;58
33;arancioniere;2;1;547;112;58
33;bluezza;2;1;590;113;58
33;roseria;2;1;607;114;58
33;eufemismo;1;1;1886;115;58
33;giallenza;2;1;927;116;58
33;gialliere;2;1;620;117;58
33;bluenza;2;1;622;118;58
33;intervista;1;1;1106;119;58
33;artista;1;1;1081;120;58
33;blueria;2;1;874;121;58
33;gialleria;2;1;1739;122;58
33;bianchista;2;1;775;123;58
33;verdemento;2;1;1306;124;58
33;gialleria;2;1;711;125;58
33;blueria;2;1;689;126;58
33;stazione;1;1;1308;127;58
33;verdismo;2;1;836;128;58
33;verdoso;2;1;693;129;58
33;improbabile;1;1;1128;130;58
33;bianchenza;2;1;788;131;58
33;rosismo;2;1;625;132;58
33;investigatore;1;1;1728;133;58
33;arancioneria;2;1;913;134;58
33;batteria;1;1;1175;135;58
33;romanticismo;1;1;1148;136;58
33;situazione;1;1;1195;137;58
33;verderia;2;1;966;138;58
33;giallabile;2;1;769;139;58
33;bluiere;2;1;798;140;58
33;bianchiere;2;1;635;141;58
33;miseria;2;0;659;142;58
33;giallista;2;1;700;143;58
33;affidabile;1;1;1221;144;58
33;biancotore;2;1;1195;145;58
33;verdista;2;1;615;146;58
33;dottore;1;1;1233;147;58
33;bluzione;2;1;1196;148;58
33;rosamento;2;1;670;149;58
33;biancozione;2;1;718;150;58
33;verdetore;2;1;1090;151;58
33;blumento;2;1;600;152;58
33;altezza;1;1;1258;153;58
33;rivista;2;0;1013;154;58
33;intelligenza;2;0;594;155;58
33;giallotore;2;1;570;156;58
33;emergenza;1;1;1127;157;58
33;adorabile;1;1;1005;158;58
33;cacciatore;1;1;1095;159;58
33;materia;1;1;1201;160;58
33;arancionezza;2;1;1192;161;58
33;esperimento;1;1;1124;162;58
33;rosista;2;1;1421;163;58
33;biancabile;2;1;768;164;58
33;giallismo;2;1;1037;165;58
33;arancionenza;2;1;1139;166;58
33;gialloso;2;1;1110;167;58
33;dentista;1;1;1164;168;58
33;attenzione;1;1;1012;169;58
33;arancionoso;2;1;1135;170;58
33;giallomento;2;1;628;171;58
33;verdabile;2;1;795;172;58
33;verdemento;2;1;1366;173;58
33;bellezza;1;1;1471;174;58
33;arancionezione;2;1;1355;175;58
33;rosatore;2;1;1113;176;58
33;rosazione;2;1;1264;177;58
33;bianchismo;2;1;1061;178;58
33;rosabile;2;1;1076;179;58
33;responsabile;1;1;1159;180;58
33;biancoso;2;1;1489;181;58
33;cambiamento;1;1;1186;182;58
33;rosatore;2;1;1175;183;58
33;arancionoso;2;1;1170;184;58
33;giallismo;2;1;981;185;58
33;giallozione;2;1;952;186;58
33;bluezza;2;1;1116;187;58
33;rosamento;2;1;1009;188;58
33;arancionismo;2;1;1169;189;58
34;rosabile;2;1;1775;1;29
34;rosismo;2;1;1281;2;29
34;arancionezione;2;1;2033;3;29
34;bluoso;2;1;864;4;29
34;verdista;2;1;971;5;29
34;operazione;1;1;709;6;29
34;umorismo;1;1;745;7;29
34;giallismo;2;1;1486;8;29
34;giallozione;2;1;715;9;29
34;musicista;1;1;564;10;29
34;scegliere;1;1;824;11;29
34;bianchista;2;1;2850;12;29
34;prezioso;1;1;643;13;29
34;rosismo;2;1;750;14;29
34;giallabile;2;1;1190;15;29
34;schifoso;1;1;682;16;29
34;cambiamento;1;1;809;17;29
34;arancioneria;2;1;694;18;29
34;bluiere;2;1;676;19;29
34;bluzione;2;1;550;20;29
34;investigatore;1;1;707;21;29
34;rososo;2;1;817;22;29
34;giallozione;2;1;694;23;29
34;altezza;1;1;510;24;29
34;arancioniere;2;1;619;25;29
34;adorabile;1;1;583;26;29
34;bianchista;2;1;623;27;29
34;blutore;2;1;1220;28;29
34;colazione;1;1;610;29;29
34;verdoso;2;1;619;30;29
34;rosiere;2;1;1286;31;29
34;movimento;1;1;724;32;29
34;bluezza;2;1;747;33;29
34;verderia;2;1;1974;34;29
34;biancoso;2;1;709;35;29
34;intervista;1;1;561;36;29
34;emergenza;1;1;640;37;29
34;biancomento;2;1;668;38;29
34;nervoso;1;1;418;39;29
34;affidabile;1;1;671;40;29
34;direttore;1;1;591;41;29
34;elemento;1;1;598;42;29
34;dottore;1;1;834;43;29
34;arancionismo;2;1;717;44;29
34;verdezione;2;1;623;45;29
34;situazione;1;1;733;46;29
34;verdiere;2;1;528;47;29
34;arancionetore;2;1;583;48;29
34;gialloso;2;1;611;49;29
34;blueria;2;1;433;50;29
34;improbabile;2;0;356;51;29
34;colpevolezza;1;1;497;52;29
34;bluenza;2;1;657;53;29
34;arancionemento;2;1;522;54;29
34;bluismo;2;1;457;55;29
34;verdoso;2;1;556;56;29
34;rosista;2;1;456;57;29
34;blumento;2;1;675;58;29
34;terrorismo;1;1;626;59;29
34;miseria;1;1;905;60;29
34;bluabile;2;1;511;61;29
34;bianchenza;2;1;1174;62;29
34;verdezza;2;1;830;63;29
34;rosezza;2;1;452;64;29
34;rosazione;2;1;679;65;29
34;blumento;2;1;524;66;29
34;arancionenza;2;1;563;67;29
34;verdista;2;1;518;68;29
34;riposo;1;1;585;69;29
34;arancionetore;2;1;536;70;29
34;bluezza;2;1;616;71;29
34;rosiere;2;1;373;72;29
34;verdezza;2;1;362;73;29
34;dolcezza;2;0;373;74;29
34;responsabile;1;1;680;75;29
34;giornalista;1;1;797;76;29
34;rosamento;2;1;634;77;29
34;mestiere;1;1;691;78;29
34;scienza;1;1;591;79;29
34;rosazione;2;1;537;80;29
34;arancionabile;2;1;609;81;29
34;arancionezza;2;1;434;82;29
34;bianchiere;2;1;596;83;29
34;bellezza;1;1;706;84;29
34;gialleria;2;1;750;85;29
34;gialliere;2;1;461;86;29
34;intelligenza;1;1;645;87;29
34;cacciatore;1;1;713;88;29
34;rosezza;2;1;510;89;29
34;eufemismo;1;1;1337;90;29
34;senatore;1;1;518;91;29
34;verdetore;2;1;563;92;29
34;giallomento;2;1;507;93;29
34;bluista;2;1;440;94;29
34;gialleria;2;1;685;95;29
34;arancionemento;2;1;438;96;29
34;arancionoso;2;1;412;97;29
34;arancioneria;2;1;639;98;29
34;materia;1;1;732;99;29
34;biancomento;2;1;591;100;29
34;bluiere;2;1;498;101;29
34;biancabile;2;1;633;102;29
34;verdismo;2;1;572;103;29
34;blueria;2;1;459;104;29
34;rososo;2;1;507;105;29
34;lotteria;2;0;420;106;29
34;maniere;1;1;980;107;29
34;bianchismo;2;1;578;108;29
34;verdemento;2;1;567;109;29
34;segreteria;1;1;882;110;29
34;rosatore;2;1;501;111;29
34;artista;1;1;501;112;29
34;giallotore;2;1;505;113;29
34;bianchismo;2;1;572;114;29
34;infermiere;1;1;603;115;29
34;verdetore;2;1;668;116;29
34;rosenza;2;1;686;117;29
34;arancionista;2;1;727;118;29
34;stazione;1;1;552;119;29
34;tempismo;1;1;460;120;29
34;rosatore;2;1;504;121;29
34;roseria;2;1;410;122;29
34;biancozione;2;1;602;123;29
34;dentista;1;1;547;124;29
34;rivista;1;1;603;125;29
34;chiacchiere;1;1;592;126;29
34;arancionabile;2;1;689;127;29
34;romanticismo;1;1;727;128;29
34;preoccupazione;1;1;612;129;29
34;arancionezza;2;1;664;130;29
34;rosista;2;1;1165;131;29
34;pazienza;1;1;557;132;29
34;biancotore;2;1;527;133;29
34;arancionezione;2;1;525;134;29
34;bluismo;2;1;1046;135;29
34;esperimento;1;1;861;136;29
34;giallabile;2;1;558;137;29
34;biancabile;2;1;462;138;29
34;biancoso;2;1;458;139;29
34;famoso;1;1;625;140;29
34;rosamento;2;1;645;141;29
34;batteria;1;1;1125;142;29
34;potenza;1;1;1062;143;29
34;bluista;2;1;473;144;29
34;arancioniere;2;1;758;145;29
34;bluabile;2;1;465;146;29
34;biancozione;2;1;669;147;29
34;imperatore;1;1;715;148;29
34;biancotore;2;1;470;149;29
34;verdiere;2;1;711;150;29
34;differenza;1;1;699;151;29
34;instabile;1;1;538;152;29
34;giallenza;2;1;551;153;29
34;rosabile;2;1;558;154;29
34;verdabile;2;1;521;155;29
34;verdismo;2;1;407;156;29
34;tradimento;1;1;517;157;29
34;giallenza;2;1;466;158;29
34;giallista;2;1;542;159;29
34;giallomento;2;1;621;160;29
34;verderia;2;1;503;161;29
34;togliere;1;1;624;162;29
34;verdezione;2;1;620;163;29
34;verdenza;2;1;408;164;29
34;riconoscimento;1;1;1053;165;29
34;roseria;1;0;360;166;29
34;blutore;2;1;484;167;29
34;verdabile;2;1;514;168;29
34;bianchiere;2;1;1320;169;29
34;bluzione;2;1;983;170;29
34;arancionoso;2;1;465;171;29
34;bluenza;2;1;471;172;29
34;arancionista;2;1;467;173;29
34;verdemento;2;1;522;174;29
34;bianchenza;2;1;725;175;29
34;probabile;1;1;624;176;29
34;verdenza;2;1;522;177;29
34;gialloso;2;1;721;178;29
34;bluoso;2;1;572;179;29
34;gialliere;2;1;818;180;29
34;giallotore;2;1;527;181;29
34;arancionenza;2;1;1097;182;29
34;giallismo;2;1;494;183;29
34;rosenza;2;1;464;184;29
34;attenzione;2;0;521;185;29
34;organismo;1;1;609;186;29
34;pericoloso;1;1;701;187;29
34;giallista;2;1;548;188;29
34;arancionismo;2;1;608;189;29
35;verderia;2;1;840;1;26
35;rosezza;2;1;831;2;26
35;umorismo;1;1;725;3;26
35;verdoso;2;1;693;4;26
35;potenza;1;1;829;5;26
35;bluista;2;1;756;6;26
35;bianchista;2;1;1365;7;26
35;giallomento;2;1;1433;8;26
35;materia;1;1;818;9;26
35;rosezza;2;1;1168;10;26
35;arancioniere;1;0;2359;11;26
35;giallismo;2;1;1207;12;26
35;rosiere;2;1;749;13;26
35;arancionoso;2;1;871;14;26
35;bluista;2;1;629;15;26
35;rosamento;2;1;961;16;26
35;nervoso;1;1;831;17;26
35;verdista;2;1;785;18;26
35;verdiere;2;1;825;19;26
35;batteria;1;1;634;20;26
35;riconoscimento;1;1;874;21;26
35;verdemento;2;1;641;22;26
35;differenza;1;1;720;23;26
35;bianchiere;2;1;1419;24;26
35;verdemento;2;1;1026;25;26
35;arancionabile;2;1;1059;26;26
35;bluabile;2;1;735;27;26
35;maniere;1;1;1072;28;26
35;giallabile;2;1;943;29;26
35;scegliere;1;1;1217;30;26
35;cambiamento;1;1;604;31;26
35;rosabile;2;1;819;32;26
35;arancionista;2;1;732;33;26
35;eufemismo;1;1;812;34;26
35;tradimento;1;1;882;35;26
35;gialloso;2;1;654;36;26
35;giallomento;3;0;1315;37;26
35;arancionismo;2;1;1367;38;26
35;arancionezza;2;1;1261;39;26
35;arancionetore;2;1;1352;40;26
35;roseria;2;1;801;41;26
35;dottore;1;1;627;42;26
35;biancotore;2;1;858;43;26
35;verdezione;2;1;769;44;26
35;rosatore;2;1;1099;45;26
35;giallenza;2;1;1002;46;26
35;biancozione;2;1;1249;47;26
35;preoccupazione;1;1;939;48;26
35;giallotore;2;1;870;49;26
35;bluoso;2;1;760;50;26
35;scienza;1;1;840;51;26
35;arancionezza;2;1;853;52;26
35;bluiere;2;1;1446;53;26
35;blutore;2;1;1300;54;26
35;arancionoso;2;1;1295;55;26
35;verdezza;1;0;832;56;26
35;rososo;2;1;674;57;26
35;verdiere;2;1;834;58;26
35;elemento;1;1;641;59;26
35;bluenza;2;1;665;60;26
35;bluismo;2;1;646;61;26
35;tempismo;1;1;628;62;26
35;bianchista;2;1;1848;63;26
35;bluzione;2;1;1087;64;26
35;giallabile;2;1;1123;65;26
35;roseria;2;1;909;66;26
35;rosiere;2;1;1404;67;26
35;miseria;1;1;705;68;26
35;arancionemento;2;1;640;69;26
35;imperatore;1;1;721;70;26
35;giornalista;1;1;652;71;26
35;blumento;2;1;623;72;26
35;colazione;1;1;612;73;26
35;blueria;2;1;741;74;26
35;bellezza;1;1;628;75;26
35;altezza;1;1;655;76;26
35;bluezza;2;1;659;77;26
35;chiacchiere;1;1;778;78;26
35;schifoso;1;1;1009;79;26
35;giallismo;2;1;698;80;26
35;bianchismo;1;0;638;81;26
35;direttore;1;1;702;82;26
35;rosatore;2;1;677;83;26
35;gialliere;2;1;1055;84;26
35;verdoso;2;1;855;85;26
35;biancomento;2;1;754;86;26
35;arancionetore;2;1;624;87;26
35;segreteria;1;1;784;88;26
35;rosenza;2;1;630;89;26
35;bianchenza;2;1;1120;90;26
35;verdismo;2;1;772;91;26
35;biancabile;2;1;583;92;26
35;rososo;2;1;691;93;26
35;giallenza;2;1;688;94;26
35;operazione;1;1;783;95;26
35;blumento;2;1;707;96;26
35;riposo;1;1;2032;97;26
35;bluoso;2;1;1135;98;26
35;giallista;2;1;1291;99;26
35;verdetore;2;1;1088;100;26
35;terrorismo;1;1;869;101;26
35;gialliere;2;1;970;102;26
35;rosenza;2;1;1005;103;26
35;bianchismo;2;1;737;104;26
35;gialleria;1;0;1051;105;26
35;instabile;1;1;836;106;26
35;intelligenza;1;1;644;107;26
35;arancionezione;2;1;840;108;26
35;arancionabile;2;1;527;109;26
35;responsabile;1;1;774;110;26
35;verdismo;2;1;742;111;26
35;lotteria;1;1;648;112;26
35;togliere;1;1;693;113;26
35;bianchiere;2;1;822;114;26
35;rosamento;2;1;875;115;26
35;verdezza;2;1;863;116;26
35;intervista;1;1;622;117;26
35;cacciatore;2;0;740;118;26
35;prezioso;1;1;700;119;26
35;infermiere;1;1;825;120;26
35;gialloso;2;1;938;121;26
35;bluenza;2;1;1119;122;26
35;arancionismo;2;1;647;123;26
35;movimento;1;1;745;124;26
35;esperimento;1;1;632;125;26
35;pericoloso;1;1;543;126;26
35;verdista;2;1;743;127;26
35;stazione;1;1;1045;128;26
35;affidabile;2;0;1274;129;26
35;dentista;1;1;707;130;26
35;rosazione;2;1;747;131;26
35;arancionenza;2;1;862;132;26
35;bluabile;2;1;640;133;26
35;blutore;2;1;706;134;26
35;arancionezione;2;1;727;135;26
35;giallozione;2;1;657;136;26
35;senatore;1;1;775;137;26
35;biancomento;2;1;800;138;26
35;bluzione;2;1;821;139;26
35;dolcezza;1;1;1015;140;26
35;improbabile;1;1;1141;141;26
35;artista;1;1;1509;142;26
35;biancozione;2;1;682;143;26
35;arancioniere;2;1;684;144;26
35;rosabile;1;0;820;145;26
35;rosista;2;1;689;146;26
35;verdezione;2;1;664;147;26
35;bianchenza;2;1;1198;148;26
35;gialleria;2;1;659;149;26
35;biancabile;2;1;636;150;26
35;blueria;2;1;549;151;26
35;verdabile;2;1;661;152;26
35;investigatore;1;1;1151;153;26
35;rivista;1;1;553;154;26
35;emergenza;1;1;550;155;26
35;organismo;1;1;651;156;26
35;verdetore;2;1;848;157;26
35;arancionemento;2;1;607;158;26
35;biancoso;2;1;988;159;26
35;giallotore;2;1;935;160;26
35;biancoso;1;0;1473;161;26
35;verderia;2;1;707;162;26
35;arancioneria;2;1;720;163;26
35;famoso;1;1;648;164;26
35;biancotore;2;1;1081;165;26
35;colpevolezza;1;1;871;166;26
35;giallista;2;1;649;167;26
35;arancioneria;2;1;839;168;26
35;rosista;2;1;578;169;26
35;adorabile;1;1;748;170;26
35;bluiere;2;1;641;171;26
35;probabile;1;1;1525;172;26
35;verdenza;2;1;1272;173;26
35;situazione;1;1;1098;174;26
35;arancionenza;2;1;1134;175;26
35;pazienza;1;1;996;176;26
35;giallozione;2;1;1355;177;26
35;musicista;1;1;841;178;26
35;romanticismo;1;1;747;179;26
35;verdabile;2;1;575;180;26
35;bluezza;2;1;635;181;26
35;rosazione;2;1;758;182;26
35;bluismo;2;1;908;183;26
35;verdenza;2;1;1398;184;26
35;attenzione;1;1;652;185;26
35;mestiere;2;0;608;186;26
35;rosismo;2;1;585;187;26
35;rosismo;2;1;581;188;26
35;arancionista;2;1;702;189;26
36;giallozione;2;1;2199;1;27
36;rosabile;2;1;1174;2;27
36;bluismo;1;0;1561;3;27
36;verdoso;2;1;836;4;27
36;schifoso;1;1;512;5;27
36;giornalista;1;1;539;6;27
36;esperimento;1;1;421;7;27
36;rivista;1;1;444;8;27
36;maniere;1;1;339;9;27
36;segreteria;1;1;504;10;27
36;arancionezza;2;1;1345;11;27
36;bluezza;2;1;594;12;27
36;rosamento;2;1;626;13;27
36;giallabile;2;1;1372;14;27
36;altezza;1;1;1061;15;27
36;stazione;1;1;658;16;27
36;biancabile;2;1;970;17;27
36;rosiere;1;0;1270;18;27
36;direttore;1;1;597;19;27
36;rosazione;2;1;1777;20;27
36;biancoso;2;1;930;21;27
36;arancioneria;2;1;2782;22;27
36;blueria;1;0;1426;23;27
36;giallabile;2;1;676;24;27
36;biancotore;2;1;1291;25;27
36;verdista;1;0;776;26;27
36;nervoso;1;1;759;27;27
36;operazione;1;1;649;28;27
36;artista;1;1;679;29;27
36;verdezione;2;1;1073;30;27
36;affidabile;1;1;505;31;27
36;rosiere;1;0;944;32;27
36;bluenza;2;1;848;33;27
36;rososo;2;1;2182;34;27
36;biancomento;1;0;1529;35;27
36;famoso;1;1;761;36;27
36;cacciatore;1;1;654;37;27
36;arancionismo;2;1;1049;38;27
36;dentista;1;1;618;39;27
36;bianchista;1;0;594;40;27
36;giallotore;2;1;644;41;27
36;emergenza;1;1;739;42;27
36;tradimento;1;1;1060;43;27
36;arancionista;2;1;820;44;27
36;rosenza;2;1;1111;45;27
36;gialloso;2;1;606;46;27
36;bluoso;2;1;701;47;27
36;arancionezza;2;1;717;48;27
36;scienza;1;1;624;49;27
36;intelligenza;1;1;534;50;27
36;bluismo;2;1;829;51;27
36;arancioniere;2;1;971;52;27
36;situazione;1;1;558;53;27
36;batteria;1;1;451;54;27
36;gialleria;2;1;1556;55;27
36;arancionabile;2;1;1230;56;27
36;arancionenza;2;1;544;57;27
36;pericoloso;1;1;543;58;27
36;arancionoso;2;1;735;59;27
36;attenzione;1;1;571;60;27
36;arancionetore;2;1;824;61;27
36;verderia;2;1;744;62;27
36;colazione;1;1;448;63;27
36;investigatore;1;1;624;64;27
36;adorabile;1;1;497;65;27
36;verdezione;2;1;722;66;27
36;arancionemento;2;1;637;67;27
36;instabile;1;1;760;68;27
36;arancionezione;2;1;665;69;27
36;rosista;1;0;1141;70;27
36;biancabile;1;0;814;71;27
36;verdenza;1;0;1107;72;27
36;arancionezione;2;1;675;73;27
36;musicista;1;1;608;74;27
36;infermiere;1;1;586;75;27
36;rosamento;2;1;740;76;27
36;bluista;2;1;921;77;27
36;biancozione;2;1;1068;78;27
36;verdismo;2;1;664;79;27
36;umorismo;1;1;655;80;27
36;tempismo;1;1;505;81;27
36;terrorismo;1;1;538;82;27
36;mestiere;1;1;499;83;27
36;blutore;2;1;807;84;27
36;giallotore;2;1;530;85;27
36;potenza;1;1;580;86;27
36;blumento;1;0;412;87;27
36;biancotore;2;1;809;88;27
36;giallenza;2;1;657;89;27
36;arancionabile;2;1;594;90;27
36;dottore;2;0;1450;91;27
36;arancioniere;2;1;651;92;27
36;verdetore;1;0;796;93;27
36;roseria;1;0;629;94;27
36;arancionoso;1;0;490;95;27
36;gialloso;2;1;498;96;27
36;bianchismo;1;0;832;97;27
36;roseria;1;0;732;98;27
36;bianchiere;2;1;709;99;27
36;biancoso;2;1;866;100;27
36;verdiere;2;1;934;101;27
36;giallista;2;1;549;102;27
36;lotteria;1;1;606;103;27
36;chiacchiere;1;1;380;104;27
36;verdabile;1;0;349;105;27
36;probabile;1;1;519;106;27
36;bluabile;1;0;495;107;27
36;giallismo;2;1;568;108;27
